name,11/30/2021,05/31/2021,11/30/2020,05/31/2020,11/30/2019,05/31/2019,11/30/2018,05/31/2018
TotalAssets,"865,075,810","871,376,356","866,486,844","852,709,245","867,495,780","868,554,226","515,047,147","526,626,573"
TotalLiabilitiesNetMinorityInterest,"300,651,525","302,012,615","306,184,668","317,388,697","320,511,437","329,504,284","213,034,613","216,008,305"
TotalEquityGrossMinorityInterest,"564,424,285","569,363,741","560,302,176","535,320,548","546,984,343","539,049,942","302,012,534","310,618,268"
	StockholdersEquity,"564,424,285","569,363,741","560,302,176","535,320,548","546,984,343","539,049,942","302,012,534","310,618,268"
		CapitalStock,"396,672","396,672","396,672","396,672","396,672","396,683","237,823","237,823"
			CommonStock,"396,672","396,672","396,672","396,672","396,672","396,683","237,823","237,823"
		AdditionalPaidInCapital,"478,589,158","478,589,158","478,589,158","478,669,160","478,669,160","491,372,203","295,723,415","295,725,381"
		RetainedEarnings,"85,438,455","90,377,911","81,316,346","56,254,716","67,918,511","47,281,056","6,051,296","365,135"
TotalCapitalization,"857,491,755","869,757,351","865,286,942","843,351,209","865,169,910","866,289,568","505,575,844","457,001,200"
CommonStockEquity,"564,424,285","569,363,741","560,302,176","535,320,548","546,984,343","539,049,942","302,012,534","310,618,268"
NetTangibleAssets,"564,424,285","569,363,741","560,302,176","535,320,548","546,984,343","539,049,942","302,012,534","310,618,268"
InvestedCapital,"857,491,755","869,757,351","865,286,942","843,351,209","865,169,910","866,289,568","505,575,844","457,001,200"
TangibleBookValue,"564,424,285","569,363,741","560,302,176","535,320,548","546,984,343","539,049,942","302,012,534","310,618,268"
TotalDebt,"293,067,470","300,393,610","304,984,766","308,030,661","318,185,567","327,239,626","203,563,310","146,382,932"
NetDebt,"283,017,848","278,873,727","301,133,530","307,281,390","315,663,107","324,010,113","199,657,249","146,382,932"
ShareIssued,"39,667,163","39,667,163","39,667,163","39,667,163","39,667,163","39,668,251","23,782,344","23,782,344"
OrdinarySharesNumber,"39,667,163","39,667,163","39,667,163","39,667,163","39,667,163","39,668,251","23,782,344","23,782,344"
