name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
OperatingCashFlow,"258,739,000","39,063,000","71,200,000","96,589,000","51,887,000","-2,114,000","529,000","13,650,000","-20,793,000","33,342,000","90,156,000","127,446,000","107,829,000","56,243,000","107,932,000","130,512,000","113,505,000","52,863,000","104,232,000","124,200,000","119,122,000","37,187,000","94,063,000","101,301,000","85,866,000","50,804,000","75,890,000","88,345,000","80,559,000","36,258,000","68,071,000","86,143,000","75,102,000","22,871,000","39,424,000","37,861,000","36,865,000","23,296,000","29,036,000"
	CashFlowFromContinuingOperatingActivities,"258,739,000","39,063,000","71,200,000","96,589,000","51,887,000","-2,114,000","529,000","13,650,000","-20,793,000","33,342,000","90,156,000","127,446,000","107,829,000","56,243,000","107,932,000","130,512,000","113,505,000","52,863,000","104,232,000","124,200,000","119,122,000","37,187,000","94,063,000","101,301,000","85,866,000","50,804,000","75,890,000","88,345,000","80,559,000","36,258,000","68,071,000","86,143,000","75,102,000","22,871,000","39,424,000","37,861,000","36,865,000","23,296,000","29,036,000"
		NetIncomeFromContinuingOperations,"83,265,000","18,002,000","13,221,000","31,759,000","20,283,000","-46,435,000","-51,247,000","-40,948,000","-78,243,000","-2,769,000","25,453,000","46,223,000","62,090,000","38,151,000","34,152,000","62,122,000","67,630,000","42,182,000","-2,303,000","62,824,000","87,606,000","34,365,000","41,554,000","13,694,000","54,718,000","34,686,000","-17,792,000","46,968,000","44,245,000","43,867,000","22,334,000","35,162,000","43,799,000","-94,462,000","56,616,000","18,165,000","23,535,000","16,906,000","13,132,000"
		OperatingGainsLosses,,,"68,000","-44,000","864,000","-4,484,000","-2,069,000","0","54,000","-8,839,000","-3,969,000","0","161,000","-1,213,000",,,,,"-312,000","157,000",,,,,,,"72,000","0","271,000","-15,629,000",,,,,,,,,"0"
			GainLossOnInvestmentSecurities,,,"68,000","-44,000","864,000","-4,484,000","-2,069,000","0","54,000","-8,839,000","-3,969,000","0","161,000","-1,213,000",,,,,"-312,000","157,000",,,,,,,"72,000","0","271,000","-15,629,000",,,,,,,,,
		DepreciationAmortizationDepletion,"181,085,000","45,324,000","45,158,000","44,217,000","46,386,000","48,710,000","50,196,000","50,171,000","49,897,000","49,522,000","49,294,000","47,887,000","48,109,000","47,950,000","46,730,000","46,169,000","45,743,000","44,840,000","44,729,000","44,110,000","43,893,000","43,767,000","43,512,000","37,343,000","33,824,000","33,484,000","33,244,000","32,351,000","31,135,000","30,719,000","31,704,000","31,095,000","30,754,000","19,559,000","13,962,000","13,732,000","13,633,000","13,500,000","13,410,000"
			DepreciationAndAmortization,"181,085,000","45,324,000","45,158,000","44,217,000","46,386,000","48,710,000","50,196,000","50,171,000","49,897,000","49,522,000","49,294,000","47,887,000","48,109,000","47,950,000","46,730,000","46,169,000","45,743,000","44,840,000","44,729,000","44,110,000","43,893,000","43,767,000","43,512,000","37,343,000","33,824,000","33,484,000","33,244,000","32,351,000","31,135,000","30,719,000","31,704,000","31,095,000","30,754,000","19,559,000","13,962,000","13,732,000","13,633,000","13,500,000","13,410,000"
				Depreciation,,,,,,,,,,,,,,,"46,730,000","46,169,000","45,743,000","44,840,000","44,729,000","44,110,000","43,893,000","43,767,000","43,512,000","37,343,000","33,824,000","33,484,000","33,244,000","32,351,000","31,135,000","30,719,000","31,704,000","31,095,000","30,754,000","19,559,000","13,962,000","13,732,000","13,633,000","13,500,000","13,410,000"
		AssetImpairmentCharge,"0","0","0","0","0","10,754,000","715,000","0",,,"0","6,467,000",,,"0","0","3,135,000","0","38,000,000","0","0","7,875,000","0",,,,"45,000,000",,,,"2,388,000",,,,,,,,
		OtherNonCashItems,"9,774,000","2,174,000","2,076,000","2,715,000","2,809,000","2,684,000","2,804,000","1,253,000","3,029,000","1,773,000","1,605,000","277,000","1,452,000","1,186,000","1,982,000","1,997,000","2,001,000","1,992,000","1,748,000","1,755,000","1,768,000","1,849,000","1,941,000","1,573,000","1,658,000","1,575,000","1,017,000","1,010,000","1,469,000","2,519,000","-16,000","-107,000","1,017,000","117,356,000","50,000","49,000","165,000","50,000","40,000"
