name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997
TotalRevenue,"949,310,000","253,075,000","220,380,000","225,013,000","250,842,000","256,857,000","210,676,000","205,621,000","217,377,000","208,016,000","193,913,000","177,304,000","176,963,000","174,636,000","159,089,000","144,056,000","152,867,000","116,336,000","117,912,000","106,069,000","115,608,000","107,317,000","98,014,000","87,649,000","85,430,000","65,898,000","60,417,000","58,409,000","64,119,000","59,578,000","57,089,000","54,061,000","46,199,000","55,500,000","53,090,000","53,940,000","55,436,000","54,123,000","49,804,000","49,428,000","60,859,000","66,989,000","67,959,000","49,122,000","61,234,000","59,855,000","55,513,000","52,108,000","63,638,000","43,603,000","45,158,000","47,431,000","48,442,000","50,563,000","50,725,000","49,099,000","51,565,000","56,514,000","52,642,000","49,181,000","59,491,000","57,347,000","57,920,000","48,947,000","62,238,000","44,478,000","62,501,000","66,901,000","71,513,000","64,345,000","59,332,000","54,982,000","59,131,000","45,386,000","40,557,000","40,521,000","44,473,000","48,697,000","47,665,000","39,407,000","42,955,000","34,864,000","37,435,000","34,861,000","48,745,000","46,953,000","43,325,000","41,469,000","35,325,000","32,351,000","35,400,000","37,900,000","29,700,000","27,200,000","25,600,000","24,100,000","23,500,000","22,400,000","20,600,000","19,100,000"
	OperatingRevenue,"949,310,000","253,075,000","220,380,000","225,013,000","250,842,000","256,857,000","210,676,000","205,621,000","217,377,000","208,016,000","193,913,000","177,304,000","176,963,000","174,636,000","159,089,000","144,056,000","152,867,000","116,336,000","117,912,000","106,069,000","115,608,000","107,317,000","98,014,000","87,649,000","85,430,000","65,898,000","60,417,000","58,409,000","64,119,000","59,578,000","57,089,000","54,061,000","46,199,000","55,500,000","53,090,000","53,940,000","55,436,000","54,123,000","49,804,000","49,428,000","60,859,000","66,989,000","67,959,000","49,122,000","61,234,000","59,855,000","55,513,000","52,108,000","63,638,000","43,603,000","45,158,000","47,431,000","48,442,000","50,563,000","50,725,000","49,099,000","51,565,000","56,514,000","52,642,000","49,181,000","59,491,000","57,347,000","57,920,000","48,947,000","62,238,000","44,478,000","62,501,000","66,901,000","71,513,000","64,345,000","59,332,000","54,982,000","59,131,000","45,386,000","40,557,000","40,521,000","44,473,000","48,697,000","47,665,000","39,407,000","42,955,000","34,864,000","37,435,000","34,861,000","48,745,000","46,953,000","43,325,000","41,469,000","35,325,000","32,351,000","35,400,000","37,900,000","29,700,000","27,200,000","25,600,000","24,100,000","23,500,000","22,400,000","20,600,000","19,100,000"
CostOfRevenue,"571,146,000","153,321,000","133,158,000","136,604,000","148,063,000","151,234,000","122,009,000","117,502,000","120,764,000","114,691,000","105,407,000","98,904,000","97,124,000","100,789,000","88,202,000","82,473,000","84,609,000","63,570,000","63,752,000","55,395,000","61,681,000","56,534,000","50,625,000","48,205,000","47,254,000","35,407,000","31,839,000","30,880,000","32,852,000","31,660,000","30,054,000","30,062,000","24,105,000","30,373,000","28,152,000","31,355,000","33,304,000","31,549,000","32,232,000","29,038,000","30,595,000","31,926,000","27,046,000","19,206,000","26,517,000","26,973,000","23,873,000","21,448,000","29,076,000","18,800,000","19,293,000","20,129,000","22,526,000","21,380,000","20,479,000","20,817,000","20,982,000","24,031,000","21,120,000","17,700,000","26,300,000","25,794,000","25,249,000","21,947,000","22,093,000","26,607,000","23,699,000","24,519,000","22,947,000","21,797,000","20,259,000","19,464,000","16,869,000","15,443,000","13,686,000","14,539,000","14,925,000","16,804,000","16,573,000","13,746,000","15,307,000","13,448,000","12,607,000","10,882,000","17,228,000","15,274,000","14,189,000","13,124,000","8,971,000","8,306,000","8,000,000","8,700,000","7,400,000","7,100,000","7,700,000","7,500,000","7,400,000","7,000,000","6,700,000",
GrossProfit,"378,164,000","99,754,000","87,222,000","88,409,000","102,779,000","105,623,000","88,667,000","88,119,000","96,613,000","93,325,000","88,506,000","78,400,000","79,839,000","73,847,000","70,887,000","61,583,000","68,258,000","52,766,000","54,160,000","50,674,000","53,927,000","50,783,000","47,389,000","39,444,000","38,176,000","30,491,000","28,578,000","27,529,000","31,267,000","27,918,000","27,035,000","23,999,000","22,094,000","25,127,000","24,938,000","22,585,000","22,132,000","22,574,000","17,572,000","20,390,000","30,264,000","35,063,000","40,913,000","29,916,000","34,717,000","32,882,000","31,640,000","30,660,000","34,562,000","24,803,000","25,865,000","27,302,000","25,916,000","29,183,000","30,246,000","28,282,000","30,583,000","32,483,000","31,522,000","31,481,000","33,191,000","31,553,000","32,671,000","27,000,000","40,145,000","17,871,000","38,802,000","42,382,000","48,566,000","42,548,000","39,073,000","35,518,000","42,262,000","29,943,000","26,871,000","25,982,000","29,548,000","31,893,000","31,092,000","25,661,000","27,648,000","21,416,000","24,828,000","23,979,000","31,517,000","31,679,000","29,136,000","28,345,000","26,354,000","24,045,000","27,400,000","29,200,000","22,300,000","20,100,000","17,900,000","16,600,000","16,100,000","15,400,000","13,900,000",
OperatingExpense,"313,829,000","80,725,000","81,147,000","79,572,000","72,385,000","81,185,000","67,367,000","68,052,000","70,177,000","66,806,000","65,456,000","58,859,000","58,100,000","51,636,000","50,950,000","46,870,000","47,730,000","43,263,000","42,236,000","39,947,000","39,750,000","38,159,000","37,364,000","34,984,000","29,790,000","21,710,000","21,905,000","21,932,000","22,534,000","21,701,000","22,334,000","22,003,000","19,863,000","23,379,000","26,911,000","26,553,000","24,454,000","23,777,000","24,392,000","26,360,000","21,031,000","27,812,000","26,835,000","26,326,000","27,932,000","25,883,000","25,122,000","25,415,000","25,382,000","23,601,000","23,820,000","21,974,000","22,349,000","24,200,000","46,629,000","29,067,000","48,696,000","38,226,000","37,177,000","34,684,000","39,518,000","40,041,000","39,846,000","36,989,000","39,938,000","40,079,000","38,570,000","37,553,000","34,713,000","31,129,000","29,780,000","27,545,000","28,612,000","21,655,000","21,623,000","21,530,000","23,714,000","23,334,000","23,631,000","21,685,000","22,197,000","20,406,000","20,885,000","19,805,000","20,867,000","20,654,000","20,733,000","18,866,000","20,612,000","18,587,000","18,300,000","15,900,000","16,200,000","15,200,000","13,900,000","13,100,000","12,200,000","11,600,000","11,000,000",
	SellingGeneralAndAdministration,"144,614,000","39,261,000","36,810,000","36,956,000","31,587,000","38,250,000","31,596,000","32,904,000","35,488,000","33,991,000","32,804,000","29,970,000","30,746,000","27,411,000","27,819,000","24,741,000","25,437,000","21,138,000","21,222,000","20,568,000","20,398,000","19,229,000","19,320,000","17,544,000","15,556,000","12,687,000","12,583,000","12,126,000","12,201,000","11,842,000","12,677,000","12,290,000","10,730,000","13,101,000","14,753,000","15,101,000","14,554,000","13,918,000","14,574,000","14,533,000","13,878,000","15,217,000","14,419,000","13,645,000","15,215,000","14,437,000","14,019,000","14,197,000","14,152,000","12,538,000","13,485,000","11,344,000","12,519,000","12,584,000","18,178,000","15,809,000","18,992,000","21,889,000","21,810,000","19,178,000","22,893,000","22,192,000","22,938,000","20,684,000","23,350,000","22,286,000","21,215,000","20,159,000","18,136,000","18,131,000","18,452,000","16,023,000","16,780,000","12,483,000","12,746,000","12,796,000","14,100,000","13,415,000","13,905,000","12,561,000","12,912,000","11,654,000","12,423,000","11,950,000","13,127,000","12,607,000","12,779,000","12,123,000","10,570,000","9,656,000","10,100,000","9,100,000","8,700,000","8,700,000","8,300,000","7,400,000","7,300,000","7,100,000","6,800,000",
		GeneralAndAdministrativeExpense,,,,,,,,,,,,"29,970,000",,,,,,,,"20,568,000","20,398,000","19,229,000","19,320,000","17,544,000","15,556,000","12,687,000","12,583,000","12,126,000","12,201,000","11,842,000","12,677,000","12,290,000","13,057,000","13,101,000","14,753,000","15,101,000","14,554,000","13,918,000","14,574,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,"4,643,000",,,,,,,,"3,976,000","3,364,000","3,270,000","3,539,000","3,039,000","1,871,000","1,802,000","2,063,000","2,128,000","1,561,000","1,446,000","1,778,000","1,966,000","1,324,000","1,399,000","2,037,000","2,332,000","1,365,000","1,486,000","1,706,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,"25,327,000",,,,,,,,"16,592,000","17,034,000","15,959,000","15,781,000","14,505,000","13,685,000","10,885,000","10,520,000","9,998,000","10,640,000","10,396,000","10,899,000","10,324,000","11,733,000","11,702,000","12,716,000","12,769,000","13,189,000","12,432,000","12,868,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"110,322,000","25,387,000","28,335,000","28,882,000","27,718,000","30,218,000","28,128,000","27,417,000","26,988,000","24,967,000","24,660,000","21,870,000","20,346,000","17,439,000","16,192,000","14,948,000","14,857,000","15,021,000","15,187,000","13,742,000","13,894,000","14,198,000","13,156,000","12,838,000","10,497,000","7,269,000","7,684,000","8,093,000","8,593,000","8,115,000","7,895,000","7,951,000","7,741,000","8,377,000","10,231,000","9,344,000","7,557,000","7,503,000","7,588,000","10,039,000","10,943,000","11,452,000","11,724,000","11,865,000","12,439,000","10,683,000","10,479,000","10,899,000","10,822,000","10,629,000","9,901,000","10,196,000","9,371,000","11,118,000","13,122,000","11,883,000","13,056,000","14,495,000","13,538,000","13,705,000","12,932,000","15,973,000","15,131,000","14,453,000","14,832,000","15,614,000","14,834,000","15,874,000","14,224,000","12,998,000","11,328,000","11,522,000","11,865,000","9,172,000","8,877,000","8,734,000","9,614,000","9,919,000","9,726,000","9,124,000","9,285,000","8,752,000","8,462,000","7,855,000","7,740,000","8,047,000","7,954,000","6,743,000","8,625,000","7,849,000","6,900,000","5,500,000","6,000,000","5,400,000","4,700,000","4,700,000","4,000,000","3,700,000","3,400,000",
