name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
TotalAssets,"16,308,906,000","15,073,845,000","12,169,584,000","9,060,800,000","8,130,859,000","7,660,986,000","6,689,218,000","6,390,124,000","6,934,650,000","6,239,160,000","5,395,634,000","5,601,730,000","4,597,725,000","4,612,175,000","4,534,260,000","4,204,320,000","3,748,768,000","3,625,945,000","3,058,177,862","2,935,445,368","2,914,427,834","2,970,786,246","2,650,220,728","1,916,746,481","1,872,420,460","1,827,391,944","1,847,430,495","1,833,045,973","1,901,690,415","1,880,422,590","1,917,155,437","1,902,972,869","1,900,310,225","1,877,472,482","1,976,560,005","1,933,342,583","1,856,950,128","1,701,881,280","1,666,978,182","1,690,969,525","1,753,500,765","1,776,714,330","1,749,448,086","1,763,634,233","1,766,684,286","1,731,207,928","1,821,517,810","1,946,563,701","2,060,774,772","2,191,883,597","2,302,770,048","2,495,754,371","2,579,236,489","2,768,697,205","2,902,069,766","2,822,290,232","2,901,493,534","2,931,272,757","2,921,308,320","2,500,892,065","2,204,345,211","1,817,013,838","1,662,820,528","1,597,557,160","1,396,075,357","1,234,819,116","1,205,872,607","1,053,956,113","912,295,177","877,981,908","743,274,328","549,413,662"
TotalLiabilitiesNetMinorityInterest,"13,536,858,000","12,523,861,000","10,034,177,000","7,104,033,000","6,460,167,000","6,178,301,000","5,365,982,000","5,132,348,000","5,708,600,000","4,883,133,000","4,197,238,000","4,415,752,000","3,520,342,000","3,546,609,000","3,567,788,000","3,260,808,000","2,860,898,000","2,761,389,000","2,212,434,653","2,097,463,770","2,154,761,951","2,223,748,318","1,924,789,186","1,351,073,266","1,311,065,949","1,262,301,169","1,281,766,484","1,276,823,533","1,350,764,213","1,344,967,119","1,382,989,035","1,426,381,550","1,432,419,929","1,439,876,200","1,538,808,285","1,536,118,513","1,493,561,108","1,470,620,158","1,454,654,049","1,478,576,929","1,572,920,385","1,603,653,797","1,551,777,935","1,556,574,584","1,547,122,455","1,524,792,685","1,578,443,771","1,843,064,999","1,962,140,802","1,968,936,188","2,030,828,226","2,209,301,930","2,298,241,821","2,309,923,896","2,432,890,780","2,386,880,349","2,433,376,191","2,441,832,729","2,429,478,592","2,129,601,561","1,842,765,882","1,463,339,824","1,296,901,286","1,235,343,086","1,044,775,284","883,200,313","858,696,083","723,690,229","589,292,273","582,061,920","455,010,791","394,567,669"
TotalEquityGrossMinorityInterest,"2,772,048,000","2,549,984,000","2,135,407,000","1,956,767,000","1,670,692,000","1,482,685,000","1,323,236,000","1,257,776,000","1,226,050,000","1,356,027,000","1,198,396,000","1,185,978,000","1,077,383,000","1,065,566,000","966,472,000","943,512,000","887,870,000","864,556,000","845,743,209","837,981,598","759,665,883","747,037,928","725,431,542","565,673,215","561,354,511","565,090,775","565,664,011","556,222,440","550,926,202","535,455,471","534,166,402","476,591,319","467,890,296","437,596,282","437,751,720","397,224,070","363,389,020","231,261,122","212,324,133","212,392,596","180,580,380","173,060,533","197,670,151","207,059,649","219,561,831","206,415,243","243,074,039","103,498,702","98,633,970","222,947,409","271,941,822","286,452,441","280,994,668","458,773,309","469,178,986","435,409,883","468,117,343","489,440,028","491,829,728","371,290,504","361,579,329","353,674,014","365,919,242","362,214,074","351,300,073","351,618,803","347,176,524","330,265,884","323,002,904","295,919,988","288,263,537","154,845,993"
	StockholdersEquity,"2,638,785,000","2,418,122,000","2,008,873,000","1,832,858,000","1,528,431,000","1,344,371,000","1,193,037,000","1,105,906,000","1,076,178,000","1,184,610,000","1,028,014,000","1,017,019,000","909,243,000","895,238,000","797,313,000","769,999,000","714,606,000","695,825,000","680,501,908","674,579,943","596,936,316","587,140,735","570,619,035","565,673,215","561,354,511","565,090,775","565,664,011","556,222,440","550,926,202","535,455,471","534,166,402","476,591,319","467,890,296","437,596,282","436,787,642","395,288,632","361,453,763","229,329,349","210,392,352","210,459,835","178,647,618","171,126,405","195,736,016","205,124,578","217,626,942","204,415,381","241,135,000","101,559,276","96,693,606","220,949,249","270,002,356","284,570,267","281,005,649","458,951,142","469,178,986","367,879,894","395,263,085","413,077,142","414,231,249","304,453,048","296,111,077","289,524,411","300,164,571","296,620,636","287,608,517","287,802,298","283,709,184","269,483,751","262,753,173","247,344,723","239,547,000","111,218,807"
		CapitalStock,"635,336,000","557,677,000","363,065,000","224,044,000","90,809,000","90,704,000","90,631,000","90,622,000","90,606,000","90,598,000","90,449,000","90,443,000","90,361,000","90,342,000","90,265,000","90,194,000","90,133,000","90,125,000","90,125,239","90,121,712","90,026,715","90,022,226","90,022,226","89,809,719","89,809,719","89,805,530","89,832,037","89,832,037","89,831,842","89,827,185","89,827,185","89,827,185","89,823,775","68,172,525","68,172,525","68,112,532","37,772,872","339,000","304,000","304,000","268,037","267,787","265,287","264,237","264,237","257,568","257,568","256,668","256,668","256,668","256,668","254,218","254,218","254,316","250,171","246,616","245,748","245,128","242,428","212,859","211,649","210,996","210,440","208,889","208,275","208,056","206,553","205,172","202,433","191,692","186,182","113,463"
			PreferredStock,"633,734,000","556,163,000","361,635,000","222,627,000","89,472,000","89,472,000","89,472,000","89,500,000","89,500,000","89,501,000","89,501,000","89,501,000","89,501,000","89,502,000","89,508,000","89,508,000","89,508,000","89,508,000","89,508,213","89,508,213","89,508,213","89,508,213","89,508,213","89,295,905","89,295,905","89,295,905","89,295,905","89,295,905","89,295,905","89,295,905","89,295,905","89,295,905","89,295,905","67,654,655","67,654,655","67,654,655","37,315,694","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,"37,761","37,761","37,761","37,761","37,761","37,761","37,761","37,761","37,761","37,761","37,761","37,761","37,761","37,761","31,467","31,467","31,467"
			CommonStock,"1,602,000","1,514,000","1,430,000","1,417,000","1,337,000","1,232,000","1,159,000","1,122,000","1,106,000","1,097,000","948,000","942,000","860,000","840,000","757,000","686,000","625,000","617,000","617,026","613,499","518,502","514,013","514,013","513,814","513,814","509,625","536,132","536,132","535,937","531,280","531,280","531,280","527,870","517,870","517,870","457,877","457,178","339,000","304,000","304,000","268,037","267,787","265,287","264,237","264,237","257,568","257,568","256,668","256,668","256,668","256,668","254,218","254,218","254,316","250,171","208,855","207,987","207,367","204,667","175,098","173,888","173,235","172,679","171,128","170,514","170,295","168,792","167,411","164,672","160,225","154,715","81,996"
		AdditionalPaidInCapital,"1,927,621,000","1,797,913,000","1,635,134,000","1,620,898,000","1,473,120,000","1,317,109,000","1,222,945,000","1,182,449,000","1,163,161,000","1,154,932,000","1,003,355,000","998,897,000","893,471,000","879,029,000","785,364,000","766,933,000","713,001,000","707,450,000","702,240,622","701,397,021","624,585,307","621,931,995","619,179,982","618,403,101","617,921,438","616,244,196","632,766,503","632,303,190","631,568,183","629,880,774","629,579,966","631,889,669","630,644,261","623,993,245","623,825,310","582,842,587","582,279,426","493,211,222","474,091,222","474,091,222","456,112,095","455,994,695","455,139,695","454,654,595","454,654,595","450,686,382","450,686,382","450,376,782","450,376,782","450,376,782","449,733,531","447,784,318","447,321,186","446,967,845","442,592,734","372,670,690","365,376,136","359,793,271","349,726,186","277,174,607","273,037,744","271,159,130","267,507,331","265,549,180","266,386,267","266,025,383","262,272,544","258,997,497","254,427,982","247,968,777","241,341,916","112,215,649"
		RetainedEarnings,"75,828,000","62,532,000","10,674,000","-12,084,000","-35,498,000","-63,442,000","-120,539,000","-167,165,000","-177,589,000","-60,920,000","-65,790,000","-72,321,000","-74,589,000","-74,133,000","-78,316,000","-87,128,000","-88,528,000","-101,926,000","-112,069,714","-117,379,709","-118,263,597","-125,134,403","-137,441,120","-140,103,326","-142,631,782","-136,118,001","-133,491,962","-141,187,730","-144,038,797","-152,483,322","-150,966,676","-207,803,092","-212,748,410","-212,231,319","-209,207,115","-207,260,372","-205,076,703","-207,558,257","-203,849,948","-203,130,388","-216,857,715","-221,015,880","-193,230,327","-190,784,443","-180,426,093","-180,689,667","-138,130,776","-267,215,160","-293,585,378","-159,892,614","-115,754,033","-67,197,038","-62,939,722","51,338,745","64,362,458","65,591,339","65,665,951","63,050,138","54,997,135","34,157,839","27,732,489","23,262,914","22,281,046","24,871,061","21,452,789","23,177,398","24,418,388","10,761,064","8,813,138","258,703","-338,428","-703,373"
		TreasuryStock,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,100,916","17,100,916","17,100,916","17,100,916","17,100,916","17,100,916","17,100,916","17,100,916","17,100,916","17,100,916","17,100,916","17,100,916","17,100,916","17,100,916","17,100,916","16,416,152","13,627,700","10,825,582","10,669,585","10,669,585","7,023,361","7,023,361","7,023,361","7,023,361","7,023,361","7,023,361","7,023,361","7,023,361","7,023,361","7,023,361","7,023,361","7,023,361","7,023,361","7,023,361","7,023,361","6,276,232",,,,,,,,,,
