name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,06/30/2007
TotalRevenue,"3,695,133,000","843,458,000","1,062,019,000","928,051,000","861,605,000","706,665,000","935,530,000","744,406,000","487,648,000","780,634,000","1,026,072,000","948,338,000",,"1,381,899,000","1,772,525,000","1,582,765,000","1,600,842,000","1,369,961,000","1,713,888,000","1,537,416,000","1,590,368,000","1,329,322,000","1,721,118,000","1,570,418,000","1,618,532,000","1,363,505,000","1,717,579,000","1,579,514,000","1,599,859,000","1,344,564,000","1,715,797,000","1,630,034,000","1,630,154,000","1,342,548,000","1,694,367,000","1,587,522,000","1,618,097,000","1,343,058,000","1,696,336,000","1,587,331,000","1,602,494,000","1,360,723,000","1,652,788,000","1,583,352,000","1,604,386,000","1,320,826,000","1,634,551,000","1,477,347,000","1,490,009,000","1,263,778,000","1,512,084,000","1,393,973,000","1,437,865,000","1,207,987,000","1,608,805,000","1,684,593,000","1,831,078,000","1,564,207,000","1,802,192,000"
	OperatingRevenue,"3,695,133,000","843,458,000","1,062,019,000","928,051,000","861,605,000","706,665,000","935,530,000","744,406,000","487,648,000","780,634,000","1,026,072,000","948,338,000",,"1,381,899,000","1,772,525,000","1,582,765,000","1,600,842,000","1,369,961,000","1,713,888,000","1,537,416,000","1,590,368,000","1,329,322,000","1,721,118,000","1,570,418,000","1,618,532,000","1,363,505,000","1,717,579,000","1,579,514,000","1,599,859,000","1,344,564,000","1,715,797,000","1,630,034,000","1,630,154,000","1,342,548,000","1,694,367,000","1,587,522,000","1,618,097,000","1,343,058,000","1,696,336,000","1,587,331,000","1,602,494,000","1,360,723,000","1,652,788,000","1,583,352,000","1,604,386,000","1,320,826,000","1,634,551,000","1,477,347,000","1,490,009,000","1,263,778,000","1,512,084,000","1,393,973,000","1,437,865,000","1,207,987,000","1,608,805,000","1,684,593,000","1,831,078,000","1,564,207,000","1,802,192,000"
CostOfRevenue,"1,362,368,000","330,524,000","385,563,000","325,766,000","320,515,000","292,813,000","334,931,000","276,719,000","249,866,000","301,632,000","332,147,000","290,971,000",,"614,919,000","663,688,000","630,264,000","636,641,000","601,268,000","654,188,000","621,895,000","614,377,000","571,262,000","631,094,000","595,576,000","617,246,000","568,371,000","651,719,000","627,842,000","615,265,000","578,519,000","648,667,000","645,981,000","643,222,000","596,496,000","703,298,000","623,872,000","623,278,000","594,866,000","650,495,000","624,526,000","607,095,000","614,434,000","663,451,000","636,063,000","642,340,000","648,602,000","722,283,000","677,058,000","665,025,000","661,843,000","949,024,000","632,778,000","687,163,000","665,984,000","952,552,000","730,405,000","743,485,000","752,250,000","676,255,000"
GrossProfit,"2,332,765,000","512,934,000","676,456,000","602,285,000","541,090,000","413,852,000","600,599,000","467,687,000","237,782,000","479,002,000","693,925,000","657,367,000",,"766,980,000","1,108,837,000","952,501,000","964,201,000","768,693,000","1,059,700,000","915,521,000","975,991,000","758,060,000","1,090,024,000","974,842,000","1,001,286,000","795,134,000","1,065,860,000","951,672,000","984,594,000","766,045,000","1,067,130,000","984,053,000","986,932,000","746,052,000","991,069,000","963,650,000","994,819,000","748,192,000","1,045,841,000","962,805,000","995,399,000","746,289,000","989,337,000","947,289,000","962,046,000","672,224,000","912,268,000","800,289,000","824,984,000","601,935,000","563,060,000","761,195,000","750,702,000","542,003,000","656,253,000","954,188,000","1,087,593,000","811,957,000","1,125,937,000"
OperatingExpense,"2,069,282,000","499,265,000","546,526,000","510,527,000","512,964,000","452,464,000","488,513,000","428,292,000","391,491,000","481,924,000","528,799,000","516,545,000",,"647,338,000","721,615,000","664,287,000","679,049,000","706,441,000","740,220,000","679,585,000","665,327,000","644,003,000","558,153,000","667,437,000","748,565,000","374,440,000","688,896,000","662,915,000","572,395,000","672,903,000","700,121,000","636,582,000","678,463,000","663,239,000","641,573,000","696,943,000","674,598,000","666,864,000","697,464,000","630,898,000","649,203,000","665,068,000","676,863,000","678,529,000","651,009,000","527,521,000","640,715,000","520,075,000","564,079,000","534,402,000","387,649,000","608,370,000","600,320,000","555,989,000","608,518,000","665,281,000","653,250,000","576,562,000","635,539,000"
	SellingGeneralAndAdministration,"1,562,758,000","384,344,000","415,688,000","390,086,000","372,640,000","342,330,000","333,434,000","292,581,000","261,219,000","344,141,000","368,313,000","341,353,000",,"455,723,000","514,269,000","457,757,000","451,490,000","472,987,000","515,083,000","438,654,000","447,290,000","450,619,000","444,050,000","421,700,000","434,581,000","425,568,000","432,237,000","428,967,000","424,163,000","416,188,000","421,116,000","429,687,000","420,577,000","415,828,000","392,637,000","433,595,000","418,420,000","406,435,000","220,674,000","490,666,000","469,281,000","492,826,000","458,306,000","474,507,000","464,597,000","360,524,000","418,204,000","365,555,000","376,637,000","349,296,000","213,999,000","416,778,000","360,558,000","377,536,000","356,254,000","506,600,000","493,708,000","426,381,000","490,234,000"
		GeneralAndAdministrativeExpense,,,"414,299,000",,,,"333,434,000","292,581,000","261,219,000","344,141,000","368,313,000","341,353,000",,"455,723,000","514,269,000","457,757,000","451,490,000","472,987,000","515,083,000","438,654,000","447,290,000","450,619,000","444,050,000","421,700,000","434,581,000","425,568,000","432,237,000","428,967,000","424,163,000","416,188,000","421,116,000","429,687,000","420,577,000","415,828,000","392,637,000","433,595,000","418,420,000","406,435,000",,,,,,,,,,,,,,"79,723,000",,,,"64,787,000",,,"43,044,000"
			OtherGandA,,,"414,299,000",,,,"333,434,000","292,581,000","261,219,000","344,141,000","368,313,000","341,353,000",,"455,723,000","514,269,000","457,757,000","451,490,000","472,987,000","515,083,000","438,654,000","447,290,000","450,619,000","444,050,000","421,700,000","434,581,000","425,568,000","432,237,000","428,967,000","424,163,000","416,188,000","421,116,000","429,687,000","420,577,000","415,828,000","392,637,000","433,595,000","418,420,000","406,435,000",,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"476,105,000","114,051,000","126,009,000","108,100,000","127,945,000","107,363,000","103,435,000","99,379,000","103,347,000","96,768,000","94,972,000","95,268,000",,"113,366,000","111,125,000","120,700,000","147,644,000","151,434,000","157,645,000","149,749,000","147,795,000","146,106,000","159,174,000","158,453,000","162,144,000","155,456,000","168,824,000","166,320,000","168,394,000","170,453,000","186,100,000","175,865,000","174,062,000","174,871,000","191,582,000","177,330,000","179,734,000","182,182,000","189,730,000","182,350,000","181,839,000","175,366,000","192,422,000","197,532,000","189,641,000","183,711,000","183,278,000","184,079,000","184,178,000","181,334,000","191,480,000","190,189,000","208,246,000","175,559,000","239,901,000","162,463,000","142,188,000","152,278,000","141,309,000"
		DepreciationAndAmortizationInIncomeStatement,"476,105,000","114,051,000","126,009,000","108,100,000","127,945,000","107,363,000","103,435,000","99,379,000","103,347,000","96,768,000","94,972,000","95,268,000",,"113,366,000","111,125,000","120,700,000","147,644,000","151,434,000","157,645,000","149,749,000","147,795,000","146,106,000","159,174,000","158,453,000","162,144,000","155,456,000","168,824,000","166,320,000","168,394,000","170,453,000","186,100,000","175,865,000","174,062,000","174,871,000","191,582,000","177,330,000","179,734,000","182,182,000","189,730,000","182,350,000","181,839,000","175,366,000","192,422,000","197,532,000","189,641,000","183,711,000","183,278,000","184,079,000","184,178,000","181,334,000","191,480,000","190,189,000","208,246,000","175,559,000","239,901,000","162,463,000","142,188,000","152,278,000","141,309,000"
