name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003
OperatingCashFlow,"79,693,000","13,148,000","19,966,000","22,327,000","24,252,000","-38,175,000","-29,400,000","-52,376,000","-32,404,000","-2,525,000","80,291,000","74,576,000","104,481,000","31,572,000","85,755,000","76,283,000","112,657,000","30,596,000","76,540,000","79,966,000","110,135,000","44,148,000","76,894,000","79,368,000","106,060,000","43,091,000","80,280,000","91,614,000","99,185,000","28,982,000","78,321,000","82,438,000","78,553,000","39,283,000","46,206,000","50,428,000","61,069,000","13,416,000","42,230,000","48,714,000","62,590,000","17,962,000","36,744,000","45,373,000","50,920,000","23,353,000","41,574,000","5,794,000","-450,000","-1,516,000","16,836,000","18,599,000","23,149,000","11,511,000","29,978,000","43,387,000","66,136,000","21,362,000","58,840,000","58,539,000","74,251,000","22,349,000","38,363,000","43,601,000","52,436,000","28,704,000","26,868,000","52,090,000","-8,587,000","16,239,000","593,000","12,475,000","19,178,000","9,345,000","15,262,000"
	CashFlowFromContinuingOperatingActivities,"79,693,000","13,148,000","19,966,000","22,327,000","24,252,000","-38,175,000","-29,400,000","-52,376,000","-32,404,000","-2,525,000","80,291,000","74,576,000","104,481,000","31,572,000","85,755,000","76,283,000","112,657,000","30,596,000","76,540,000","79,966,000","110,135,000","44,148,000","76,894,000","79,368,000","106,060,000","43,091,000","80,280,000","91,614,000","99,185,000","28,982,000","78,321,000","82,438,000","78,553,000","39,283,000","46,206,000","50,428,000","61,069,000","13,416,000","42,230,000","48,714,000","62,590,000","17,962,000","36,744,000","45,373,000","50,920,000","23,353,000","41,574,000","5,794,000","-450,000","-1,516,000","16,836,000","18,599,000","23,149,000","11,511,000","29,978,000","43,387,000","66,136,000","21,362,000","58,840,000","58,539,000","74,251,000","22,349,000","38,363,000","43,601,000","52,436,000","28,704,000","26,868,000","52,090,000","-8,587,000","16,239,000","593,000","12,475,000","19,178,000","9,345,000","15,262,000"
		NetIncomeFromContinuingOperations,"103,405,000","15,123,000","138,324,000","-22,124,000","-27,918,000","-55,287,000","-39,380,000","-91,107,000","-117,500,000","-162,519,000","45,414,000","33,545,000","45,918,000","17,916,000","77,756,000","91,586,000","51,262,000","38,455,000","20,680,000","17,082,000","51,415,000","63,827,000","34,298,000","39,427,000","65,736,000","1,216,000","237,575,000","63,084,000","53,657,000","1,203,000","14,257,000","33,643,000","43,535,000","-3,496,000","5,249,000","15,817,000","20,009,000","28,926,000","11,114,000","39,556,000","11,855,000","-12,968,000","7,588,000","-16,553,000",,,"35,672,000","23,653,000","308,000","-21,091,000","-127,965,000","-17,948,000","-130,205,000","6,510,000","-6,339,000","10,809,000","69,218,000","1,055,000","30,614,000","16,567,000","74,472,000","4,828,000","1,925,000","11,435,000","22,052,000","17,902,000","11,914,000","7,885,000","7,826,000","2,503,000","-19,130,000","4,520,000","3,883,000","-25,373,000","-18,816,000"
		OperatingGainsLosses,"-174,966,000","-22,733,000","-152,096,000","-49,000","-88,000","-152,000","-40,465,000",,,,,,,,"-47,341,000","-53,077,000","6,000","-15,669,000","809,000","-7,335,000","-174,000","-45,223,000","-9,407,000","-1,366,000","-15,291,000","6,500,000","-211,885,000","-27,705,000",,,"3,962,000","343,000","-5,373,000","-115,000","-103,000","-12,000","-265,000","-48,618,000","-193,000","-37,986,000","423,000","79,000","-392,000","1,122,000","-31,259,000","-69,207,000","-39,096,000","-40,290,000","-6,910,000","-112,000","79,723,000","517,000","-12,940,000","-26,822,000","15,995,000","23,000",,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,"-34,109,000",,,,"-42,935,000","0","0","0","-48,176,000","-53,077,000","6,000","-15,669,000","-11,000","-6,986,000","-1,180,000","-44,570,000","-196,000","8,000","-18,227,000","-7,000","-214,526,000","-27,707,000",,,"-11,000","-27,000","-5,248,000","-6,000",,,,,,,,,,,,,,,,,,,,,"16,095,000","0",,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,"12,000","0","70,000",,,,,,,,,"-48,176,000","-53,077,000","6,000","-15,669,000","-11,000","-7,335,000","1,006,000","-657,000","-9,236,000","-1,374,000","2,782,000","6,402,000","-321,000","2,000",,,"-134,000","-161,000","-125,000","-109,000","-103,000","-12,000","-265,000","-51,777,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-21,000","-80,000","-200,000","-163,000","-112,000","25,185,000","515,000","584,000","1,517,000","-100,000","23,000",,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"129,266,000","31,354,000","32,598,000","32,585,000","32,729,000","30,770,000","32,761,000","33,005,000","34,539,000","36,746,000","37,787,000","37,320,000","36,273,000","36,368,000","36,328,000","36,059,000","37,399,000","36,754,000","38,648,000","39,802,000","39,684,000","40,969,000","41,962,000","40,831,000","40,763,000","40,106,000","41,025,000","42,401,000","41,944,000","41,514,000","41,320,000","41,066,000","39,049,000","38,689,000","37,308,000","36,124,000","33,318,000","35,158,000","37,664,000","38,626,000","36,323,000","35,791,000","35,924,000","35,211,000","33,916,000","28,852,000","25,381,000","25,499,000","24,958,000","25,375,000","25,557,000","27,027,000","29,262,000","29,214,000","29,223,000","29,044,000","31,321,000","29,826,000","29,738,000","30,159,000","30,165,000","27,482,000","20,875,000","32,146,000","25,842,000","22,974,000","23,083,000","20,779,000","14,942,000","14,354,000","61,108,000","-29,575,000","14,724,000","15,065,000","68,032,000"
			DepreciationAndAmortization,"129,266,000","31,354,000","32,598,000","32,585,000","32,729,000","30,770,000","32,761,000","33,005,000","34,539,000","36,746,000","37,787,000","37,320,000","36,273,000","36,368,000","36,328,000","36,059,000","37,399,000","36,754,000","38,648,000","39,802,000","39,684,000","40,969,000","41,962,000","40,831,000","40,763,000","40,106,000","41,025,000","42,401,000","41,944,000","41,514,000","41,320,000","41,066,000","39,049,000","38,689,000","37,308,000","36,124,000","33,318,000","35,158,000","37,664,000","38,626,000","36,323,000","35,791,000","35,924,000","35,211,000","33,916,000","28,852,000","25,381,000","25,499,000","24,958,000","25,375,000","25,557,000","27,027,000","29,262,000","29,214,000","29,223,000","29,044,000","31,321,000","29,826,000","29,738,000","30,159,000","30,165,000","27,482,000","20,875,000","32,146,000","25,842,000","22,974,000","23,083,000","20,779,000","14,942,000","14,354,000","61,108,000","-29,575,000","14,724,000","15,065,000","68,032,000"
				Depreciation,"129,147,000","31,288,000","32,566,000","32,575,000","32,718,000","30,760,000","32,751,000","32,995,000","34,528,000","36,736,000","37,776,000","37,309,000","36,258,000","36,326,000","36,214,000","36,054,000","36,682,000","36,008,000","37,893,000","39,040,000","38,879,000","40,150,000","41,155,000","39,645,000","39,786,000","39,333,000","40,594,000","40,405,000","39,941,000","39,465,000","39,284,000","39,069,000","37,294,000","36,934,000","35,448,000","34,290,000","31,350,000","30,705,000","32,301,000","33,051,000","31,573,000","31,281,000","31,256,000","30,590,000","29,749,000","27,239,000","25,224,000","25,398,000","24,859,000","25,189,000","25,456,000","26,925,000","29,154,000","29,107,000","29,115,000","28,936,000","29,260,000","29,826,000","29,738,000","30,159,000","30,165,000","27,482,000","25,390,000","27,572,000","25,818,000","22,953,000","23,060,000","20,755,000","14,881,000","14,333,000",,,"14,646,000","14,999,000",
