name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991
OperatingCashFlow,"49,065,000","84,326,000","-88,979,000","11,065,000","42,653,000","82,143,000","6,716,000","117,849,000","47,111,000","-29,304,000","74,712,000","108,268,000","41,564,000","-1,191,000","-33,341,000","25,361,000","38,629,000","-66,265,000","69,106,000","49,811,000","16,316,000","26,156,000","79,451,000","5,126,000","31,299,000","70,047,000","21,266,000","21,002,000","14,856,000","131,004,000","-90,290,000","30,754,000","37,983,000","16,024,000","3,671,000","90,745,000","53,975,000","54,420,000","8,507,000","40,684,000","34,863,000","52,133,000","29,823,000","94,482,000","15,617,000","72,712,000","-21,128,000","28,723,000","-31,775,000","15,279,000","-10,265,000","61,026,000","26,693,000","33,224,000","49,353,000","-743,000","5,706,000","42,582,000","16,636,000","22,879,000","14,690,000","8,704,000","-7,760,000","33,064,000","6,589,000","25,993,000","17,438,000","43,468,000","39,203,000","3,815,000","-4,519,000","13,011,000","-771,000","-16,644,000","-16,948,000","-22,703,000","-8,946,000","14,817,000","-3,121,000","13,065,000","65,413,000","8,969,000","43,008,000","71,021,000","13,762,000","10,638,000","1,142,000","-43,410,000","-12,667,000","5,992,000","-1,307,000","2,069,000","2,619,000","4,567,000","5,902,000","10,229,000","6,346,000","4,972,000","8,198,000","7,769,000","15,642,000","-1,927,000","-1,123,000","6,190,000","11,807,000","1,078,000","10,168,000","200,000","300,000","200,000","3,500,000","-200,000","-3,300,000","-6,000,000","-200,000","-2,900,000","-400,000","1,700,000","-800,000","-500,000","1,900,000","1,200,000","600,000"
	CashFlowFromContinuingOperatingActivities,"49,065,000","84,326,000","-88,979,000","11,065,000","42,653,000","82,143,000","6,716,000","117,849,000","47,111,000","-29,304,000","74,712,000","108,268,000","41,564,000","-1,191,000","-33,341,000","25,361,000","38,629,000","-66,265,000","69,106,000","49,811,000","16,316,000","26,156,000","79,451,000","5,126,000","31,299,000","70,047,000","21,266,000","21,002,000","14,856,000","131,004,000","-90,290,000","30,754,000","37,983,000","16,024,000","3,671,000","90,745,000","53,975,000","54,420,000","8,507,000","40,684,000","34,863,000","52,133,000","29,823,000","94,482,000","15,617,000","72,712,000","-21,128,000","28,723,000","-31,775,000","15,279,000","-10,265,000","61,026,000","26,693,000","33,224,000","49,353,000","-743,000","5,706,000","42,582,000","16,636,000","22,879,000","14,690,000","8,704,000","-7,760,000","33,064,000","6,589,000","25,993,000","17,438,000","43,468,000","39,203,000","3,815,000","-4,519,000","13,011,000","-771,000","-16,644,000","-16,948,000","-22,703,000","-8,946,000","14,817,000","-3,121,000","13,065,000","65,413,000","8,969,000","43,008,000","71,021,000","13,762,000","10,638,000","1,142,000","-43,410,000","-12,667,000","5,992,000","-1,307,000","2,069,000","2,619,000","4,567,000","5,902,000","10,229,000","6,346,000","4,972,000","8,198,000","7,769,000","15,642,000","-1,927,000","-1,123,000","6,190,000","11,807,000","1,078,000","10,168,000","200,000","300,000","200,000","3,500,000","-200,000","-3,300,000","-6,000,000","-200,000","-2,900,000","-400,000","1,700,000","-800,000","-500,000","1,900,000","1,200,000","600,000"
		NetIncomeFromContinuingOperations,"111,242,000","26,869,000","23,423,000","33,341,000","27,609,000","41,763,000","36,199,000","37,705,000","35,842,000","12,926,000","31,006,000","36,831,000","24,801,000","24,758,000","22,226,000","72,742,000","26,501,000","12,290,000","-98,493,000","29,009,000","25,579,000","29,295,000","28,179,000","19,093,000","26,099,000","16,787,000","14,448,000","23,865,000","23,794,000","23,594,000","23,079,000","26,450,000","24,584,000","18,516,000","17,663,000","24,464,000","23,204,000","17,975,000","16,616,000","728,000","23,533,000",,,,"22,040,000","23,860,000","25,033,000","26,607,000","24,368,000","20,714,000","17,844,000","15,051,000","9,210,000","5,028,000","17,038,000","17,319,000","17,430,000","22,110,000","27,285,000","24,903,000","15,540,000","10,158,000","15,117,000","42,639,000","25,092,000","18,537,000","13,757,000","10,517,000","-21,497,000","-4,459,000","3,022,000","-36,782,000","-768,000","3,471,000","2,499,000","-3,872,000","-14,748,000","-5,044,000","-44,314,000","-551,000","655,000","-2,154,000","-2,023,000","6,919,000","7,362,000","11,656,000","13,213,000","12,173,000","10,417,000","9,352,000","8,254,000","2,083,000","6,323,000","6,172,000","5,733,000","5,950,000","5,202,000","4,338,000","3,745,000","5,520,000","4,419,000","3,597,000","2,864,000","3,183,000","2,604,000","839,000","805,000","2,100,000","1,800,000","1,500,000","900,000","1,000,000","700,000","300,000","800,000","300,000","1,200,000","1,600,000","1,400,000","1,100,000","1,000,000","1,200,000","1,000,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,"-77,000","-124,000","-138,000","305,000","-218,000","-111,000","948,000","151,000","107,000","9,000","90,000","121,000","-2,000","-86,000","15,000","422,000","-182,000","-72,000","176,000","108,000","-111,000","-69,000","-125,000","-1,114,000","-171,000","57,000","-215,000","47,000","9,000","-16,000","-21,000","-40,000","-170,000","-5,000","-41,000","-5,000","-18,000","10,000","9,000","59,000",,,"58,000","0",,,,,"193,000","812,000","1,094,000","26,925,000","3,860,000","432,000","2,426,000","71,000",,,"-3,832,000","18,185,000","1,905,000","41,794,000","10,558,000","969,000","1,876,000","466,000","20,339,000","930,000","980,000","2,755,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,"-77,000","-124,000","-138,000","305,000","-218,000","-111,000","948,000","151,000","107,000","9,000","90,000","121,000","-2,000","-86,000","15,000","422,000","-182,000","-72,000","176,000","108,000","-111,000","-69,000","-125,000","-1,114,000","-171,000","57,000","-215,000","47,000","9,000","-16,000","-21,000","-40,000","-170,000","-5,000","-41,000","-5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"61,279,000","15,447,000","15,489,000","15,229,000","15,114,000","15,835,000","14,836,000","14,474,000","14,278,000","13,973,000","13,965,000","13,411,000","13,327,000","12,894,000","12,574,000","12,535,000","12,159,000","11,900,000","11,702,000","11,545,000","11,296,000","11,040,000","11,449,000","11,625,000","11,886,000","11,874,000","12,029,000","11,876,000","11,900,000","11,945,000","12,657,000","11,854,000","12,062,000","11,962,000","11,986,000","12,195,000","12,429,000","12,379,000","12,473,000","12,316,000","12,177,000","12,102,000","12,619,000","12,606,000","11,694,000","11,421,000","11,305,000","10,946,000","10,395,000","9,757,000","9,054,000","9,033,000","8,663,000","8,671,000","8,101,000","7,759,000","7,366,000","7,101,000","6,993,000","6,992,000","6,759,000","6,507,000","6,330,000","6,121,000","5,696,000","5,657,000","5,836,000","5,412,000","6,043,000","5,991,000","6,444,000","6,247,000","6,381,000","6,377,000","6,444,000","6,488,000","6,235,000","7,037,000","7,375,000","8,847,000","9,313,000","10,052,000","8,392,000","7,953,000","8,021,000","7,172,000","6,744,000","5,677,000","4,170,000","3,351,000","3,109,000","4,387,000","1,997,000","1,859,000","1,750,000","1,921,000","1,666,000","1,568,000","1,427,000","1,444,000","1,125,000","1,024,000","894,000","1,330,000","767,000","744,000","812,000","1,500,000","500,000","700,000","500,000","500,000","700,000","1,000,000","600,000","500,000","500,000","700,000","600,000","600,000","500,000","900,000","200,000"
			DepreciationAndAmortization,"61,279,000","15,447,000","15,489,000","15,229,000","15,114,000","15,835,000","14,836,000","14,474,000","14,278,000","13,973,000","13,965,000","13,411,000","13,327,000","12,894,000","12,574,000","12,535,000","12,159,000","11,900,000","11,702,000","11,545,000","11,296,000","11,040,000","11,449,000","11,625,000","11,886,000","11,874,000","12,029,000","11,876,000","11,900,000","11,945,000","12,657,000","11,854,000","12,062,000","11,962,000","11,986,000","12,195,000","12,429,000","12,379,000","12,473,000","12,316,000","12,177,000","12,102,000","12,619,000","12,606,000","11,694,000","11,421,000","11,305,000","10,946,000","10,395,000","9,757,000","9,054,000","9,033,000","8,663,000","8,671,000","8,101,000","7,759,000","7,366,000","7,101,000","6,993,000","6,992,000","6,759,000","6,507,000","6,330,000","6,121,000","5,696,000","5,657,000","5,836,000","5,412,000","6,043,000","5,991,000","6,444,000","6,247,000","6,381,000","6,377,000","6,444,000","6,488,000","6,235,000","7,037,000","7,375,000","8,847,000","9,313,000","10,052,000","8,392,000","7,953,000","8,021,000","7,172,000","6,744,000","5,677,000","4,170,000","3,351,000","3,109,000","4,387,000","1,997,000","1,859,000","1,750,000","1,921,000","1,666,000","1,568,000","1,427,000","1,444,000","1,125,000","1,024,000","894,000","1,330,000","767,000","744,000","812,000","1,500,000","500,000","700,000","500,000","500,000","700,000","1,000,000","600,000","500,000","500,000","700,000","600,000","600,000","500,000","900,000","200,000"
				Depreciation,,,,,,,,,,,,,,,,,"12,159,000","11,900,000","11,702,000","11,545,000","11,296,000","11,040,000","11,449,000","11,625,000","11,886,000","11,874,000","12,029,000","11,876,000","11,900,000","11,945,000","12,657,000","11,854,000","12,062,000","11,875,000","11,470,000","11,678,000","11,913,000","11,862,000","11,957,000","11,799,000","11,744,000","11,756,000","12,619,000","12,606,000","11,694,000","11,421,000","11,305,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","87,000","516,000","517,000","516,000","517,000","516,000","517,000","433,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","87,000","516,000","517,000","516,000","517,000","516,000","517,000","433,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
