name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
OperatingCashFlow,"-12,163,000","-25,859,000","2,596,000","7,435,000","3,665,000","-17,779,000","15,967,000","19,187,000","990,000","17,938,000","7,495,000"
	CashFlowFromContinuingOperatingActivities,"-12,163,000","-25,859,000","2,596,000","7,435,000","3,665,000","-17,779,000","15,967,000","19,187,000","990,000","17,938,000","7,495,000"
		NetIncomeFromContinuingOperations,"16,927,000","4,649,000","-2,152,000","5,276,000","9,154,000","-8,334,000","4,247,000","15,001,000","5,223,000","9,295,000","7,836,000"
		OperatingGainsLosses,,,"-9,000","0","0","61,000",,,,,
		DepreciationAmortizationDepletion,"10,346,000","2,694,000","2,708,000","2,537,000","2,407,000","2,401,000","2,388,000","2,361,000","2,334,000","2,322,000","2,325,000"
			DepreciationAndAmortization,"10,346,000","2,694,000","2,708,000","2,537,000","2,407,000","2,401,000","2,388,000","2,361,000","2,334,000","2,322,000","2,325,000"
		DeferredTax,"1,049,000","1,419,000","-4,131,000","3,178,000","583,000","557,000",,,,"0",
			DeferredIncomeTax,"1,049,000","1,419,000","-4,131,000","3,178,000","583,000","557,000",,,,"0",
		ProvisionandWriteOffofAssets,,,"-1,853,000",,,,"-300,000",,,,"401,000"
		StockBasedCompensation,"13,725,000","3,831,000","4,882,000","2,232,000","2,780,000","1,392,000","1,032,000","515,000","6,704,000","0",
		OtherNonCashItems,"1,135,000","276,000","277,000","277,000","305,000","5,110,000","320,000","10,000","12,000","9,000","9,000"
		ChangeInWorkingCapital,"-53,918,000","-38,728,000","2,874,000","-6,500,000","-11,564,000","-18,966,000","8,280,000","812,000","-13,283,000","6,312,000","-3,076,000"
			ChangeInReceivables,"-29,590,000","-28,004,000","10,110,000","-55,000","-11,641,000","-7,335,000","6,162,000","-2,214,000","-11,323,000","6,374,000","-2,204,000"
				ChangesInAccountReceivables,"-23,436,000","-25,388,000","13,089,000","3,702,000","-14,839,000","-1,134,000","1,375,000","-1,108,000","-9,742,000","9,763,000","384,000"
			ChangeInInventory,"-22,328,000","-11,111,000","-8,683,000","-2,354,000","-180,000","-5,971,000","-3,522,000","403,000","-189,000","-3,167,000","1,122,000"
			ChangeInPayablesAndAccruedExpense,"-2,385,000","3,808,000","-5,798,000","-1,818,000","1,423,000","-2,195,000","5,667,000","2,468,000","-2,318,000","3,137,000","-1,913,000"
				ChangeInPayable,"-4,290,000","-2,106,000","1,321,000","-4,788,000","1,283,000","-1,693,000","3,966,000","1,779,000","-3,702,000","2,208,000","-867,000"
					ChangeInAccountPayable,"-4,290,000","-2,106,000","1,321,000","-4,788,000","1,283,000","-1,693,000","3,966,000","1,779,000","-3,702,000","2,208,000","-867,000"
				ChangeInAccruedExpense,"1,905,000","5,914,000","-7,119,000","2,970,000","140,000","-502,000","1,701,000","689,000","1,384,000","929,000","-1,046,000"
			ChangeInOtherCurrentAssets,"385,000","-3,421,000","7,245,000","-2,273,000","-1,166,000","-3,465,000","-27,000","155,000","547,000","-32,000","-81,000"
