name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002
TotalAssets,"45,330,904,000","44,584,663,000","42,739,857,000","40,970,969,000","40,123,014,000","39,280,359,000","38,622,543,000","37,175,281,000","35,059,910,000","33,975,712,000","30,941,711,000","30,171,339,000","27,218,632,000","25,974,400,000","23,366,229,000","22,663,537,000","20,152,797,000","19,012,742,000","16,951,540,000","16,517,223,000","14,359,096,000","13,586,610,000","12,347,338,000","11,593,507,000","11,262,274,000","10,202,871,000","9,916,267,000","9,654,861,000","9,240,626,000","7,056,651,000","6,778,329,000","6,325,822,000","6,048,106,000","5,412,563,000","4,901,325,000","4,480,751,000","4,363,289,000","3,967,890,000","3,808,833,000","3,478,290,000","3,480,459,000","3,069,196,000","1,961,558,000","1,570,693,000","1,090,188,000","982,067,000","770,283,000","693,972,000","648,293,000","679,734,000","492,131,000","591,993,000","628,678,000","617,946,000","582,999,000","646,023,000","585,678,000","647,020,000","624,197,000","612,300,000","625,110,000","608,779,000","550,594,000","512,712,000","392,945,000","364,681,000","278,302,000","268,728,000","253,582,000","251,793,000","235,637,000","204,193,000","191,233,000","176,012,000","158,864,000","150,065,000","135,629,000","130,530,000","122,907,000","117,898,000","44,740,000"
	CurrentAssets,"8,098,015,000","8,069,825,000","9,415,787,000","9,604,276,000","10,107,508,000","9,761,580,000","9,826,480,000","8,564,139,000","6,447,781,000","6,178,504,000","5,327,758,000","5,877,157,000","4,168,907,000","9,694,135,000","8,729,981,000","9,346,889,000","7,817,576,000","7,669,974,000","6,385,348,000","6,700,785,000","5,660,330,000","5,720,291,000","5,193,893,000","5,386,918,000","5,543,836,000","5,431,840,000","5,569,713,000","5,600,510,000","5,539,056,000","3,940,469,000","3,823,482,000","3,668,380,000","3,586,784,000","3,058,763,000","2,849,278,000","2,570,322,000","2,557,100,000","2,240,791,000","2,225,018,000","2,137,785,000","2,058,741,000","1,830,857,000","1,190,113,000","969,444,000","721,602,000","640,967,000","492,247,000","441,218,000","379,538,000","411,013,000","234,962,000","342,564,000","364,880,000","361,447,000","301,375,000","359,154,000","326,162,000","416,532,000","418,318,000","410,570,000","426,273,000","428,418,000","395,094,000","370,090,000","255,320,000","243,691,000","191,918,000","182,405,000","174,036,000","187,346,000","176,569,000","158,721,000","148,958,000","138,946,000","127,602,000","119,585,000","113,194,000","107,075,000","101,275,000","95,031,000","19,865,000"
		CashCashEquivalentsAndShortTermInvestments,"6,008,946,000","6,027,804,000","7,526,681,000","7,777,530,000","8,403,705,000","8,205,550,000","8,392,391,000","7,153,248,000","5,151,884,000","5,018,437,000","4,435,018,000","5,004,247,000","3,348,557,000","3,794,483,000","3,067,534,000","3,906,357,000","2,593,666,000","2,822,795,000","1,746,469,000","2,164,902,000","1,341,229,000","1,733,782,000","1,343,256,000","1,834,228,000","2,072,471,000","2,310,715,000","2,609,642,000","2,796,758,000","2,957,708,000","1,608,496,000","1,666,819,000","1,714,365,000","1,668,243,000","1,200,405,000","1,134,987,000","1,080,110,000","1,025,872,000","748,078,000","798,355,000","813,343,000","804,526,000","797,811,000","365,772,000","376,407,000","342,721,000","350,387,000","256,813,000","279,085,000","266,330,000","320,242,000","155,462,000","254,969,000","286,489,000","297,271,000","250,828,000","313,464,000","295,495,000","385,142,000","386,181,000","377,952,000","387,983,000","400,430,000","368,741,000","341,702,000","227,765,000","212,256,000","181,886,000","170,972,000","165,822,000","174,461,000","167,814,000","153,444,000","146,202,000","135,191,000","124,407,000","116,325,000","110,332,000","103,610,000","97,538,000","91,799,000","15,671,000"
			CashAndCashEquivalents,"6,008,946,000","6,027,804,000","7,526,681,000","7,777,530,000","8,403,705,000","8,205,550,000","8,392,391,000","7,153,248,000","5,151,884,000","5,018,437,000","4,435,018,000","5,004,247,000","3,348,557,000","3,794,483,000","3,067,534,000","3,906,357,000","2,593,666,000","2,822,795,000","1,746,469,000","1,918,777,000","1,077,824,000","1,467,576,000","969,158,000","1,390,925,000","1,605,244,000","1,809,330,000","2,115,437,000","2,293,872,000","2,454,777,000","1,113,608,000","1,183,217,000","1,214,244,000","1,157,450,000","604,965,000","439,056,000","370,678,000","418,051,000","290,291,000","370,298,000","402,251,000","395,992,000","508,053,000","159,199,000","175,207,000","150,419,000","194,499,000","113,108,000","107,327,000","79,861,000","134,224,000","55,717,000","87,471,000","115,131,000","139,881,000","111,524,000","144,289,000","168,989,000","177,439,000","179,804,000","184,182,000","218,458,000","400,430,000","368,741,000","341,702,000","227,765,000","212,256,000","181,886,000","170,972,000","165,822,000","174,461,000","167,814,000","153,444,000","100,188,000","89,894,000","79,170,000","71,229,000","66,028,000","59,814,000","54,321,000","49,759,000","15,671,000"
				CashFinancial,"4,568,719,000","4,103,613,000","4,837,580,000","4,062,961,000","4,019,585,000","3,331,860,000","2,968,826,000","2,980,468,000","3,100,789,000","3,103,525,000","3,013,907,000","2,219,099,000","2,384,999,000","2,572,685,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"1,440,227,000","1,924,191,000","2,689,101,000","3,714,569,000","4,384,120,000","4,873,690,000","5,423,565,000","4,172,780,000","2,051,095,000","1,914,912,000","1,421,111,000","2,785,148,000","963,558,000","1,221,798,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,"0","0","246,125,000","263,405,000","266,206,000","374,098,000","443,303,000","467,227,000","501,385,000","494,205,000","502,886,000","502,931,000","494,888,000","483,602,000","500,121,000","510,793,000","595,440,000","695,931,000","709,432,000","607,821,000","457,787,000","428,057,000","411,092,000","408,534,000","289,758,000","206,573,000","201,200,000","192,302,000","155,888,000","143,705,000","171,758,000","186,469,000","186,018,000","99,745,000","167,498,000","171,358,000","157,390,000","139,304,000","169,175,000","126,506,000","207,703,000","206,377,000","193,770,000","169,525,000",,,,,,,,,,,,"46,014,000","45,297,000","45,237,000","45,096,000","44,304,000","43,796,000","43,217,000","42,040,000",
		Receivables,"824,650,000","804,320,000","782,350,000","775,222,000","807,036,000","610,819,000","604,789,000","565,668,000","1,081,547,000","979,068,000","466,168,000","492,034,000","432,955,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccountsReceivable,"824,650,000","804,320,000","782,350,000","775,222,000","807,036,000","610,819,000","604,789,000","565,668,000","539,916,000","454,399,000","466,168,000","492,034,000","432,955,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,"541,631,000","524,669,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
