name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017
OperatingCashFlow,"-30,890,000","-9,167,000","-6,776,000","-2,994,000","-11,953,000","-25,583,000","-28,314,000","-19,146,000","-12,975,000","-23,307,000","-28,136,000","-23,904,000","-18,359,000","-13,055,000","-9,296,000","-8,101,863","-7,354,137","-6,618,000","-5,326,881","-4,423,556"
	CashFlowFromContinuingOperatingActivities,"-30,890,000","-9,167,000","-6,776,000","-2,994,000","-11,953,000","-25,583,000","-28,314,000","-19,146,000","-12,975,000","-23,307,000","-28,136,000","-23,904,000","-18,359,000","-13,055,000","-9,296,000","-8,101,863","-7,354,137","-6,618,000","-5,326,881","-4,423,556"
		NetIncomeFromContinuingOperations,"-80,232,000","-22,668,000","-15,166,000","-17,250,000","-25,148,000","-22,503,000","-11,348,000","-9,168,000","-19,783,000","-14,616,000","-22,751,000","-25,006,000","-19,061,000","-13,117,000","-9,665,000","-7,565,668","-8,648,332","-6,604,000","-4,931,858","-4,521,955"
		DepreciationAmortizationDepletion,"11,022,000","3,029,000","2,643,000","2,690,000","2,660,000","1,133,000","488,000","447,000","426,000","380,000","311,000","310,000","294,000","276,000","283,000","235,414","214,586","213,000","211,394","179,254"
			DepreciationAndAmortization,"11,022,000","3,029,000","2,643,000","2,690,000","2,660,000","1,133,000","488,000","447,000","426,000","380,000","311,000","310,000","294,000","276,000","283,000","235,414","214,586","213,000","211,394","179,254"
		DeferredTax,"-51,000","-1,210,000","-4,379,000","2,089,000",,,,,,,,,,,,,,,,
			DeferredIncomeTax,"-51,000","-1,210,000","-4,379,000","2,089,000",,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"-96,000","-39,000","-30,000","0","-27,000","-65,000","0","-124,000","0","514,000",,,,,,,,,,
		StockBasedCompensation,"26,999,000","7,138,000","6,844,000","6,690,000","6,327,000","5,303,000","3,582,000","3,775,000","3,816,000","3,922,000","2,921,000","2,782,000","1,875,000","1,142,000","247,000","100,823","190,177","68,000","91,230","174,054"
		OtherNonCashItems,,,"2,740,000","0","5,001,000","-10,000","203,000","241,000","260,000","235,000","214,000","225,000","269,000","165,000","2,016,000","27,964","71,036","47,000",,
		ChangeInWorkingCapital,"4,213,000","4,583,000","481,000","2,787,000","-3,638,000","-9,441,000","-21,280,000","-14,317,000","2,306,000","-13,742,000","-8,906,000","-2,215,000","-1,736,000","-1,521,000","-2,431,000","-900,396","818,396","-342,000","-763,044","-254,909"
			ChangeInReceivables,"-5,923,000","1,595,000","-2,329,000","-1,083,000","-4,106,000","-1,480,000","-620,000","-3,411,000","6,655,000","-13,405,000","-7,000,000","332,000","-482,000","-377,000","-208,000","-205,359","-13,641","0","64,000","-64,000"
