name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992
TotalRevenue,"88,934,000","16,384,000","31,795,000","13,935,000","26,820,000","13,953,000","14,877,000","16,999,000","18,728,000","18,880,000","16,264,000","11,041,000","22,712,000","9,216,000","17,783,000","17,884,000","12,110,000","20,830,000","38,613,000","47,889,000","10,358,000","20,417,000","17,002,000","24,473,000","21,716,000","28,581,000","33,482,000","51,451,000","41,356,000","28,600,000","41,670,000","54,409,000","43,176,000","38,274,000","44,434,000","55,157,000","53,707,000","42,436,000","36,358,000","35,420,000","29,693,000","24,153,000","31,337,000","34,723,000","31,160,000","28,607,000","28,080,000","19,701,000","18,873,000","16,587,000","14,616,000","20,412,000","23,017,000","22,864,000","21,723,000","26,169,000","27,904,000","31,643,000","15,019,000","16,473,000","13,544,000","11,383,000","6,834,000","9,127,000","8,683,000","9,534,000","5,944,000","7,960,000","8,742,000","6,114,000","7,554,000","8,875,000","8,068,000","7,049,000","13,339,000","7,321,000","7,276,000","8,900,000","10,293,000","13,703,000","11,962,000","8,565,000","7,001,000","6,731,000","7,622,000","6,493,000","5,333,000","8,067,000","4,112,000","4,936,000","3,600,000","3,500,000","4,400,000","5,800,000","6,300,000","8,200,000","5,500,000","6,600,000","3,900,000","6,600,000","6,400,000","6,100,000","5,700,000","7,200,000","7,400,000","7,800,000","6,900,000","7,800,000","7,400,000","8,900,000","9,800,000","10,300,000","8,400,000","7,000,000","4,400,000","5,600,000","4,600,000","6,400,000","5,600,000","5,800,000","4,400,000"
	OperatingRevenue,"88,934,000","16,384,000","31,795,000","13,935,000","26,820,000","13,953,000","14,877,000","16,999,000","18,728,000","18,880,000","16,264,000","11,041,000","22,712,000","9,216,000","17,783,000","17,884,000","12,110,000","20,830,000","38,613,000","47,889,000","10,358,000","20,417,000","17,002,000","24,473,000","21,716,000","28,581,000","33,482,000","51,451,000","41,356,000","28,600,000","41,670,000","54,409,000","43,176,000","38,274,000","44,434,000","55,157,000","53,707,000","42,436,000","36,358,000","35,420,000","29,693,000","24,153,000","31,337,000","34,723,000","31,160,000","28,607,000","28,080,000","19,701,000","18,873,000","16,587,000","14,616,000","20,412,000","23,017,000","22,864,000","21,723,000","26,169,000","27,904,000","31,643,000","15,019,000","16,473,000","13,544,000","11,383,000","6,834,000","9,127,000","8,683,000","9,534,000","5,944,000","7,960,000","8,742,000","6,114,000","7,554,000","8,875,000","8,068,000","7,049,000","13,339,000","7,321,000","7,276,000","8,900,000","10,293,000","13,703,000","11,962,000","8,565,000","7,001,000","6,731,000","7,622,000","6,493,000","5,333,000","8,067,000","4,112,000","4,936,000","3,600,000","3,500,000","4,400,000","5,800,000","6,300,000","8,200,000","5,500,000","6,600,000","3,900,000","6,600,000","6,400,000","6,100,000","5,700,000","7,200,000","7,400,000","7,800,000","6,900,000","7,800,000","7,400,000","8,900,000","9,800,000","10,300,000","8,400,000","7,000,000","4,400,000","5,600,000","4,600,000","6,400,000","5,600,000","5,800,000","4,400,000"
CostOfRevenue,"106,404,000","23,694,000","34,690,000","22,300,000","25,720,000","18,709,000","18,495,000","25,044,000","21,856,000","18,713,000","12,983,000","34,430,000","14,747,000","12,856,000","19,988,000","16,741,000","14,166,000","21,459,000","33,978,000","44,725,000","12,984,000","20,034,000","15,189,000","24,941,000","21,282,000","28,738,000","33,648,000","48,307,000","37,761,000","26,577,000","37,656,000","48,454,000","39,215,000","36,663,000","42,235,000","52,560,000","49,185,000","40,122,000","38,669,000","34,542,000","32,431,000","23,952,000","29,233,000","34,284,000","31,023,000","39,477,000","30,396,000","23,305,000","22,629,000","22,387,000","20,109,000","26,154,000","29,247,000","31,451,000","31,175,000","38,246,000","43,383,000","44,618,000","23,850,000","21,828,000","19,621,000","18,490,000","15,326,000","23,241,000","17,887,000","18,455,000","12,273,000","18,017,000","17,492,000","13,214,000","16,527,000","18,439,000","17,176,000","16,542,000","19,448,000","19,621,000","17,906,000","26,633,000","22,058,000","31,008,000","21,747,000","14,345,000","10,693,000","22,231,000","3,724,000","5,515,000","2,146,000","2,559,000","791,000","1,223,000","1,900,000","1,600,000","2,800,000","3,400,000","4,300,000","4,600,000","3,500,000","3,800,000","2,400,000","4,000,000","3,700,000","3,800,000","3,800,000","4,700,000","5,100,000","5,600,000","5,100,000","5,900,000","5,600,000","6,800,000","7,800,000","7,500,000","6,300,000","5,100,000","2,900,000","3,200,000","2,800,000","4,200,000","3,800,000","3,300,000","3,000,000"
GrossProfit,"-17,470,000","-7,310,000","-2,895,000","-8,365,000","1,100,000","-4,756,000","-3,618,000","-8,045,000","-3,128,000","167,000","3,281,000","-23,389,000","7,965,000","-3,640,000","-2,205,000","1,143,000","-2,056,000","-629,000","4,635,000","3,164,000","-2,626,000","383,000","1,813,000","-468,000","434,000","-157,000","-166,000","3,144,000","3,595,000","2,023,000","4,014,000","5,955,000","3,961,000","1,611,000","2,199,000","2,597,000","4,522,000","2,314,000","-2,311,000","878,000","-2,738,000","201,000","2,104,000","439,000","137,000","-10,870,000","-2,316,000","-3,604,000","-3,756,000","-5,800,000","-5,493,000","-5,742,000","-6,230,000","-8,587,000","-9,452,000","-12,077,000","-15,479,000","-12,975,000","-8,831,000","-5,355,000","-6,077,000","-7,107,000","-8,492,000","-14,114,000","-9,204,000","-8,921,000","-6,329,000","-10,057,000","-8,750,000","-7,100,000","-8,973,000","-9,564,000","-9,108,000","-9,493,000","-6,109,000","-12,300,000","-10,630,000","-17,733,000","-11,765,000","-17,305,000","-9,785,000","-5,780,000","-3,692,000","-15,500,000","3,898,000","978,000","3,187,000","5,508,000","3,321,000","3,713,000","1,700,000","1,900,000","1,600,000","2,400,000","2,000,000","3,600,000","2,000,000","2,800,000","1,500,000","2,600,000","2,700,000","2,300,000","1,900,000","2,500,000","2,300,000","2,200,000","1,800,000","1,900,000","1,800,000","2,100,000","2,000,000","2,800,000","2,100,000","1,900,000","1,500,000","2,400,000","1,800,000","2,200,000","1,800,000","2,500,000","1,400,000"
OperatingExpense,"88,730,000","20,907,000","41,949,000","14,189,000","11,685,000","12,634,000","10,755,000","9,077,000","7,634,000","8,309,000","6,421,000","9,603,000","9,035,000","13,983,000","13,039,000","13,013,000","12,418,000","12,106,000","10,188,000","11,345,000","11,704,000","11,869,000","11,396,000","11,337,000","10,757,000","12,551,000","11,351,000","11,010,000","10,698,000","10,816,000","9,144,000","10,923,000","9,961,000","10,384,000","9,769,000","9,549,000","9,116,000","9,511,000","8,759,000","9,296,000","7,773,000","7,958,000","7,547,000","8,323,000","7,496,000","8,952,000","8,296,000","8,497,000","8,803,000","9,636,000","8,776,000","8,306,000","8,257,000","9,808,000","9,983,000","10,746,000","10,667,000","11,729,000","10,297,000","11,759,000","11,656,000","11,427,000","11,272,000","11,337,000","10,941,000","10,087,000","10,108,000","8,957,000","9,781,000","8,893,000","8,363,000","11,724,000","10,118,000","10,170,000","22,530,000","5,500,000","5,263,000","5,166,000","5,211,000","4,448,000","4,606,000","4,302,000","3,901,000","-8,408,000","8,218,000","6,934,000","7,095,000","7,974,000","5,613,000","5,597,000","1,900,000","2,500,000","2,000,000","2,900,000","2,600,000","4,200,000","2,500,000","2,900,000","1,600,000","2,800,000","2,700,000","2,300,000","1,800,000","2,300,000","2,300,000","2,200,000","1,800,000","1,900,000","1,800,000","2,000,000","2,000,000","2,800,000","2,000,000","1,800,000","1,500,000","2,000,000","1,900,000","2,000,000","1,700,000","2,200,000","1,400,000"
	SellingGeneralAndAdministration,"69,545,000","13,234,000","36,965,000","10,684,000","8,662,000","9,670,000","8,932,000","7,603,000","6,607,000","7,168,000","5,266,000","8,252,000","7,058,000","9,805,000","6,759,000","5,581,000","6,100,000","7,085,000","6,142,000","7,119,000","6,310,000","6,483,000","6,004,000","6,211,000","5,458,000","7,441,000","6,040,000","6,224,000","6,101,000","6,261,000","5,640,000","6,628,000","5,569,000","5,746,000","4,854,000","5,147,000","5,203,000","5,436,000","5,432,000","5,874,000","4,580,000","4,002,000","3,764,000","4,217,000","3,578,000","4,454,000","4,050,000","4,262,000","4,185,000","4,547,000","4,156,000","4,086,000","4,107,000","4,755,000","4,246,000","4,432,000","4,926,000","5,798,000","4,812,000","4,759,000","4,676,000","4,773,000","4,417,000","4,521,000","4,320,000","4,694,000","4,224,000","3,361,000","4,049,000","3,614,000","3,130,000","4,029,000","3,448,000","3,723,000","4,220,000","3,041,000","3,248,000","3,212,000","3,130,000","2,276,000","2,709,000","2,869,000","2,597,000","2,326,000","2,097,000","2,292,000","2,237,000","3,789,000","1,684,000","1,774,000","700,000","1,700,000","1,400,000","2,100,000","1,400,000","3,000,000","1,600,000","1,800,000","600,000","1,900,000","1,800,000","1,400,000","1,000,000","1,400,000","1,100,000","1,200,000","1,100,000","1,300,000","1,100,000","1,100,000","1,200,000","1,600,000","1,300,000","1,200,000","700,000","1,400,000","1,500,000","1,600,000","1,300,000","1,900,000","1,100,000"
	ResearchAndDevelopment,"19,185,000","7,673,000","4,984,000","3,505,000","3,023,000","2,964,000","1,823,000","1,474,000","1,027,000","1,141,000","1,155,000","1,351,000","1,977,000","4,178,000","6,280,000","7,432,000","6,318,000","5,021,000","4,046,000","4,226,000","5,394,000","5,386,000","5,392,000","5,126,000","5,299,000","5,110,000","5,311,000","4,786,000","4,597,000","4,555,000","3,504,000","4,295,000","4,392,000","4,638,000","4,915,000","4,402,000","3,913,000","4,075,000","3,327,000","3,422,000","3,193,000","3,956,000","3,783,000","4,106,000","3,918,000","4,498,000","4,246,000","4,235,000","4,618,000","5,089,000","4,620,000","4,220,000","4,150,000","5,053,000","5,737,000","6,314,000","5,741,000","5,931,000","5,485,000","7,000,000","6,980,000","6,654,000","6,855,000","6,816,000","6,621,000","5,393,000","5,884,000","5,596,000","5,732,000","5,279,000","5,233,000","7,695,000","6,670,000","6,447,000","6,110,000","2,459,000","2,015,000","1,954,000","2,081,000","2,172,000","1,897,000","1,433,000","1,304,000","-11,257,000","5,705,000","4,265,000","4,395,000","3,734,000","3,470,000","3,353,000","700,000","300,000","300,000","300,000","800,000","800,000","500,000","600,000","400,000","400,000","400,000","300,000","200,000","400,000","500,000","300,000","200,000","200,000","200,000","300,000","200,000","500,000","300,000","200,000","300,000",,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"523,000","416,000","377,000","463,000","451,000","459,000","470,000","500,000","500,000","300,000","500,000","400,000","400,000","400,000","500,000","600,000","500,000","500,000","600,000","600,000","500,000","700,000","700,000","500,000","400,000","500,000","600,000","600,000","700,000","400,000","400,000","500,000","600,000","400,000","400,000","400,000","300,000","300,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"523,000","416,000","377,000","463,000","451,000","459,000","470,000","500,000","500,000","300,000","500,000","400,000","400,000","400,000","500,000","600,000","500,000","500,000","600,000","600,000","500,000","700,000","700,000","500,000","400,000","500,000","600,000","600,000","700,000","400,000","400,000","500,000","600,000","400,000","400,000","400,000","300,000","300,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
