name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005
TotalRevenue,"2,513,466,000","660,148,000","586,626,000","625,919,000","640,773,000","460,098,000","411,506,000","361,736,000","331,549,000","281,160,000","262,979,000","312,766,000","358,899,000","295,949,000","215,989,000","261,064,000","328,004,000","283,148,000","199,112,000","243,273,000","313,221,000","267,907,000","187,417,000","245,888,000","323,828,000","279,140,000","208,678,000","274,088,000","345,671,000","262,193,000","206,473,000","302,401,000","376,920,000","312,429,000","228,673,000","288,524,000","363,827,000","311,656,000","224,992,000","295,569,000","330,942,000","271,798,000","203,714,000","274,897,000","295,585,000","226,708,000","179,192,000","215,605,000","228,046,000","166,852,000","136,011,000","177,141,000","197,722,000","134,892,000","126,092,000","174,187,000","222,770,000","198,540,000","224,796,000","256,275,000","224,273,000","142,002,000","112,904,000","111,345,000","85,635,000","44,844,000","33,559,000","25,007,000"
	OperatingRevenue,"2,513,466,000","660,148,000","586,626,000","625,919,000","640,773,000","460,098,000","411,506,000","361,736,000","331,549,000","281,160,000","262,979,000","312,766,000","358,899,000","295,949,000","215,989,000","261,064,000","328,004,000","283,148,000","199,112,000","243,273,000","313,221,000","267,907,000","187,417,000","245,888,000","323,828,000","279,140,000","208,678,000","274,088,000","345,671,000","262,193,000","206,473,000","302,401,000","376,920,000","312,429,000","228,673,000","288,524,000","363,827,000","311,656,000","224,992,000","295,569,000","330,942,000","271,798,000","203,714,000","274,897,000","295,585,000","226,708,000","179,192,000","215,605,000","228,046,000","166,852,000","136,011,000","177,141,000","197,722,000","134,892,000","126,092,000","174,187,000","222,770,000","198,540,000","224,796,000","256,275,000","224,273,000","142,002,000","112,904,000","111,345,000","85,635,000","44,844,000","33,559,000","25,007,000"
CostOfRevenue,"1,021,541,000","335,224,000","214,602,000","226,123,000","245,592,000","206,879,000","182,422,000","154,967,000","151,616,000","146,998,000","136,741,000","148,942,000","169,520,000","158,334,000","116,167,000","122,005,000","146,604,000","143,275,000","108,745,000","119,810,000","143,414,000","134,323,000","108,693,000","123,454,000","154,188,000","149,774,000","135,934,000","153,267,000","155,801,000","134,823,000","129,943,000","147,384,000","174,349,000","156,202,000","125,772,000","134,943,000","162,960,000","145,807,000","118,642,000","134,826,000","134,857,000","126,999,000","103,902,000","127,722,000","125,367,000","107,502,000","91,559,000","96,797,000","96,127,000","80,148,000","68,605,000","87,291,000","96,610,000","85,161,000","69,147,000","171,788,000","132,482,000","113,305,000","98,972,000","100,883,000","92,329,000","57,517,000","47,810,000","46,521,000","38,665,000","21,163,000","15,741,000","10,677,000"
GrossProfit,"1,491,925,000","324,924,000","372,024,000","399,796,000","395,181,000","253,219,000","229,084,000","206,769,000","179,933,000","134,162,000","126,238,000","163,824,000","189,379,000","137,615,000","99,822,000","139,059,000","181,400,000","139,873,000","90,367,000","123,463,000","169,807,000","133,584,000","78,724,000","122,434,000","169,640,000","129,366,000","72,744,000","120,821,000","189,870,000","127,370,000","76,530,000","155,017,000","202,571,000","156,227,000","102,901,000","153,581,000","200,867,000","165,849,000","106,350,000","160,743,000","196,085,000","144,799,000","99,812,000","147,175,000","170,218,000","119,206,000","87,633,000","118,808,000","131,919,000","86,704,000","67,406,000","89,850,000","101,112,000","49,731,000","56,945,000","2,399,000","90,288,000","85,235,000","125,824,000","155,392,000","131,944,000","84,485,000","65,094,000","64,824,000","46,970,000","23,681,000","17,818,000","14,330,000"
OperatingExpense,"814,870,000","206,247,000","212,036,000","196,728,000","199,859,000","128,533,000","143,382,000","134,683,000","123,338,000","113,350,000","117,882,000","123,940,000","141,548,000","105,037,000","111,577,000","125,164,000","144,336,000","113,951,000","115,460,000","120,778,000","140,361,000","118,002,000","117,062,000","122,719,000","148,463,000","114,930,000","129,280,000","135,110,000","168,636,000","126,069,000","131,468,000","143,719,000","153,370,000","139,405,000","135,035,000","135,674,000","150,246,000","128,199,000","110,656,000","120,729,000","124,718,000","104,290,000","89,608,000","111,672,000","108,486,000","90,926,000","80,865,000","91,362,000","93,193,000","74,629,000","71,734,000","79,141,000","96,061,000","72,187,000","97,158,000","135,975,000","92,760,000","87,790,000","71,924,000","77,156,000","63,472,000","47,327,000","34,879,000","33,344,000","23,312,000","13,689,000","10,857,000","7,686,000"
	SellingGeneralAndAdministration,"814,870,000","206,247,000","212,036,000","196,728,000","199,859,000","128,533,000","143,382,000","134,683,000","123,338,000","113,350,000","117,882,000","123,940,000","141,548,000","105,037,000","111,577,000","125,164,000","144,336,000","113,951,000","115,460,000","120,778,000","140,361,000","118,002,000","117,062,000","122,719,000","148,463,000","114,930,000","129,280,000","135,110,000","168,636,000","126,069,000","131,468,000","143,719,000","153,370,000","139,405,000","135,035,000","135,674,000","150,246,000","128,199,000","110,656,000","120,729,000","124,718,000","104,290,000","95,034,000","111,672,000","108,486,000","88,614,000","81,104,000","92,192,000","94,047,000","74,778,000","72,185,000","76,963,000","90,983,000","72,187,000","97,576,000","104,391,000","89,857,000","76,977,000","71,924,000","77,156,000","63,472,000","47,327,000","34,879,000","33,344,000","23,312,000","13,689,000","10,857,000","7,686,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,312,000","-239,000","-830,000","-854,000","-149,000","-451,000","2,178,000","5,078,000",,"-418,000","31,584,000","2,903,000","10,813,000",,,,,,,,,,
OperatingIncome,"677,055,000","118,677,000","159,988,000","203,068,000","195,322,000","124,686,000","85,702,000","72,086,000","56,595,000","20,812,000","8,356,000","39,884,000","47,831,000","32,578,000","-11,755,000","13,895,000","37,064,000","25,922,000","-25,093,000","2,685,000","29,446,000","15,582,000","-38,338,000","-285,000","21,177,000","14,436,000","-56,536,000","-14,289,000","21,234,000","1,301,000","-54,938,000","11,298,000","49,201,000","16,822,000","-32,134,000","17,907,000","50,621,000","37,650,000","-4,306,000","40,014,000","71,367,000","40,509,000","10,204,000","35,503,000","61,732,000","28,280,000","6,768,000","27,446,000","38,726,000","12,075,000","-4,328,000","10,709,000","5,051,000","-22,456,000","-40,213,000","-133,576,000","-2,472,000","-2,555,000","53,900,000","78,236,000","68,472,000","37,158,000","30,215,000","31,480,000","23,658,000","9,992,000","6,961,000","6,644,000"
NetNonOperatingInterestIncomeExpense,"-38,417,000","-19,150,000","-8,755,000","-5,871,000","-4,641,000","-1,605,000","-1,123,000","-1,459,000","-2,121,000","-1,824,000","-1,785,000","-2,338,000","-2,290,000","-1,622,000","-150,000","296,000","14,000","166,000","-36,000","102,000","-31,000","-34,000","-41,000","-6,000","-70,000","-27,000","-104,000","97,000","-64,000","69,000","239,000","58,000","275,000","286,000","259,000","809,000","251,000","-209,000","-281,000","-377,000","-132,000","-47,000","-221,000","-204,000","-241,000","-188,000","-212,000","-153,000","-163,000","-129,000","-83,000","-155,000","-562,000","-696,000",,,,,,,,,,,,,,
	InterestIncomeNonOperating,"850,000","102,000","62,000","615,000","71,000","27,000","26,000","43,000","49,000","97,000","108,000","167,000","131,000","195,000","434,000","422,000","146,000","279,000","294,000","269,000","157,000","150,000","134,000","178,000","164,000","216,000","215,000","268,000","196,000","288,000","360,000","424,000","403,000","477,000","756,000","853,000","517,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"39,267,000","19,252,000","8,817,000","6,486,000","4,712,000","1,632,000","1,149,000","1,502,000","2,170,000","1,921,000","1,893,000","2,505,000","2,421,000","1,817,000","584,000","126,000","132,000","113,000","330,000","167,000","188,000","184,000","175,000","184,000","234,000","243,000","319,000","171,000","260,000","219,000","121,000","366,000","128,000","191,000","497,000","44,000","266,000","209,000","281,000","377,000","132,000","47,000","221,000","204,000","241,000","188,000","212,000","153,000","163,000","129,000","83,000","155,000","562,000","696,000",,,,,,,,,,,,,,
OtherIncomeExpense,"1,683,000","-467,000","1,726,000","539,000","-115,000","-493,000","-21,156,000","-543,000","220,000","-210,000","-351,000","551,000","-865,000","-627,000","-2,111,000","393,000","299,000","1,124,000","-4,809,000","-203,000","171,000","400,000","-688,000","448,000","-2,461,000","-1,358,000","-8,826,000","-8,944,000","-5,182,000","-3,500,000","-10,425,000","-11,258,000","-7,480,000","-2,627,000","-10,662,000","-1,056,000","-1,211,000","-2,266,000","543,000","59,000","2,590,000","-4,391,000","-2,887,000","1,528,000","3,287,000","-103,000","366,000","-118,000","323,000","-2,837,000","-1,953,000","-804,000","-27,203,000","945,000","-2,496,000","-33,300,000","-3,687,000","-14,300,000","923,000","1,158,000","399,000","516,000","537,000","657,000","366,000","287,000","33,000","-8,000"
	GainOnSaleOfSecurity,"844,000","480,000","-56,000","537,000","-117,000","-504,000","306,000","-516,000","-687,000","-231,000","-430,000","585,000","-261,000","-1,217,000","-269,000","233,000","283,000","1,071,000","382,000","-257,000","162,000","276,000","-886,000","1,379,000","-1,700,000","-1,247,000","-701,000","-2,908,000","-217,000","494,000","-607,000","-1,290,000","-220,000","-2,768,000","-221,000","-1,043,000","-814,000","-2,600,000","170,000","-21,000","1,627,000","-4,276,000",,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,,"-1,449,000","-930,000","-572,000","-193,000","-9,045,000","-6,441,000","-4,885,000","-3,663,000","-9,634,000","-10,185,000","-7,290,000",,"-10,747,000","0","-202,000","0","-2,338,000","80,000","963,000","-4,391,000","-2,887,000","1,528,000","3,287,000","-103,000","366,000","-118,000","323,000","-2,837,000","-1,953,000","-804,000","-27,203,000","945,000","-2,496,000","-33,300,000","-3,687,000","-14,300,000","923,000","1,158,000","399,000","516,000","537,000","657,000","366,000","287,000","33,000","-8,000"
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,,,,,"0",,"0","0","1,274,000","981,000","2,810,000","3,663,000","6,637,000","7,585,000","4,060,000",,,,,,,,,"0","0","0","0","0","0","0","0","2,539,000","1,707,000","17,000","5,915,000","38,000","1,796,000","2,450,000","470,000","3,849,000",,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,,,,,"1,449,000","930,000","572,000","193,000","7,771,000","5,460,000","2,075,000",,"2,997,000","2,600,000","3,230,000",,"10,747,000","0","202,000","0","591,000","0","106,000","713,000","1,000","495,000","0","32,000","0","0","0","141,000","638,000","1,722,000","23,655,000","69,000",,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-80,000","-1,069,000","3,678,000","2,886,000","-2,023,000","-3,287,000","71,000","-366,000","118,000","-323,000","157,000","-392,000","-935,000","-2,367,000","-1,052,000","700,000","30,850,000","3,217,000","10,451,000",,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"839,000","-947,000","1,782,000","2,000","2,000","11,000","-391,000","-27,000","907,000","21,000","79,000","-34,000","-604,000","590,000","340,000","160,000","16,000","53,000","93,000","54,000","9,000","124,000","1,647,000","-1,000","-189,000","82,000","920,000","405,000","-80,000","-331,000","-184,000","217,000","30,000","141,000","306,000","-13,000","-195,000","334,000","964,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"640,321,000","99,060,000","152,959,000","197,736,000","190,566,000","122,588,000","63,423,000","70,084,000","54,694,000","18,778,000","6,220,000","38,097,000","44,676,000","30,329,000","-14,016,000","14,584,000","37,377,000","27,212,000","-29,938,000","2,584,000","29,586,000","15,948,000","-39,067,000","157,000","18,646,000","13,051,000","-65,466,000","-23,136,000","15,988,000","-2,130,000","-65,124,000","98,000","41,996,000","14,481,000","-42,537,000","17,660,000","49,661,000","35,175,000","-4,044,000","39,696,000","73,825,000","36,071,000","7,096,000","36,827,000","64,778,000","27,989,000","5,622,000","27,175,000","38,886,000","9,109,000","-13,450,000","9,750,000","-22,714,000","-22,207,000","-43,535,000","-135,705,000","-3,854,000","-6,416,000","54,691,000","79,203,000","68,820,000","37,611,000","30,718,000","31,975,000","23,932,000","10,000,000","6,763,000","6,509,000"
TaxProvision,"-59,735,000","26,300,000","-1,894,000","44,247,000","-128,388,000","24,190,000","-119,907,000","8,195,000","-1,857,000","7,687,000","-13,693,000","2,421,000","5,478,000","5,619,000","-3,130,000","4,092,000","3,000,000","10,758,000","-5,577,000","955,000","7,627,000","4,938,000","1,577,000","1,690,000","3,109,000","2,905,000","4,707,000","888,000","2,562,000","295,000","-12,030,000","-15,669,000","18,719,000","5,357,000","24,396,000","4,624,000","14,305,000","6,214,000","-437,000","-5,384,000","12,301,000","7,725,000","1,525,000","6,620,000","9,272,000","6,485,000","893,000","2,179,000","6,602,000","3,392,000","-2,002,000","-12,318,000","7,567,000","210,000","-8,833,000","12,275,000","-5,986,000","-1,889,000","16,408,000","22,655,000","20,369,000","12,666,000","9,934,000","10,449,000","8,266,000","3,560,000","2,593,000","2,241,000"
NetIncomeCommonStockholders,"700,056,000","72,760,000","154,853,000","153,489,000","318,954,000","98,398,000","183,330,000","61,889,000","56,551,000","11,091,000","19,913,000","35,676,000","39,198,000","24,710,000","-118,685,000","6,520,000","30,426,000","12,523,000","-28,272,000","-2,263,000","18,086,000","7,155,000","-44,482,000","-5,352,000","11,735,000","6,361,000","-73,942,000","-27,776,000","9,690,000","-5,979,000","-56,867,000","12,009,000","19,523,000","6,373,000","-66,933,000","13,036,000","35,356,000","28,961,000","-3,607,000","45,080,000","61,524,000","28,346,000","5,571,000","30,207,000","55,506,000","21,504,000","4,729,000","24,996,000","32,284,000","5,717,000","-11,448,000","22,068,000","-30,281,000","-22,417,000","-34,702,000","-147,980,000","2,132,000","-4,527,000","38,283,000","56,548,000","48,451,000","24,945,000","20,784,000","21,526,000","15,666,000","6,407,000","4,101,000","4,198,000"
	NetIncome,"700,056,000","72,760,000","154,853,000","153,489,000","318,954,000","98,398,000","183,330,000","61,889,000","56,551,000","11,091,000","19,913,000","35,676,000","39,198,000","24,710,000","-10,886,000","10,492,000","34,377,000","16,454,000","-24,361,000","1,629,000","21,959,000","11,010,000","-40,644,000","-1,533,000","15,537,000","10,146,000","-70,173,000","-24,024,000","13,426,000","-2,425,000","-53,094,000","15,767,000","23,277,000","9,124,000","-66,933,000","13,036,000","35,356,000","28,961,000","-3,607,000","45,080,000","61,524,000","28,346,000","5,571,000","30,207,000","55,506,000","21,504,000","4,729,000","24,996,000","32,284,000","5,717,000","-11,448,000","22,068,000","-30,281,000","-22,417,000","-34,702,000","-147,980,000","2,132,000","-4,527,000","38,283,000","56,548,000","48,451,000","24,945,000","20,784,000","21,526,000","15,666,000","6,440,000","4,170,000","4,267,000"
