name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
TotalAssets,"348,211,000","377,100,000","359,657,000","356,809,000","384,861,000","60,449,526","41,396,000","27,204,000","19,102,000","30,207,866","19,207,308","25,210,868","29,551,277","24,802,421","30,669,804","18,094,156","16,462,320","10,145,153"
	CurrentAssets,"242,360,000","272,414,000","342,047,000","341,965,000","370,251,000","46,789,156","29,240,000","24,654,000","16,982,000","28,258,241","17,839,368","23,931,979","28,014,164","23,025,119","28,620,548","15,653,655","13,847,983","7,139,365"
		CashCashEquivalentsAndShortTermInvestments,"216,468,000","250,612,000","326,069,000","332,554,000","362,057,000","38,448,710","18,867,000","17,194,000","8,144,000","17,311,373","8,224,801","15,294,526","20,830,399","16,522,729","20,657,038","7,624,289","7,552,716","1,021,897"
			CashAndCashEquivalents,"24,048,000","24,571,000","140,736,000","332,554,000","362,057,000","38,448,710","18,867,000","17,194,000","8,144,000","17,311,373","8,224,801","15,294,526","20,830,399","16,522,729","20,657,038","7,624,289","7,552,716","1,021,897"
			OtherShortTermInvestments,"192,420,000","226,041,000","185,333,000",,,,,,,,,,,,,,,
		Receivables,"5,514,000","5,321,000","2,996,000","2,838,000","1,992,000","2,775,042","3,860,000","3,249,000","4,115,000","6,333,963","6,000,783","4,983,510","4,057,128","4,514,333","4,000,924","2,886,205","2,535,895","3,352,214"
			AccountsReceivable,"5,514,000","4,934,000","2,996,000","2,838,000","1,992,000","2,775,042","3,860,000","3,249,000","4,115,000","6,333,963","6,000,783","4,983,510","4,057,128","4,514,333","4,000,924","2,886,205","2,535,895","3,352,214"
				GrossAccountsReceivable,"5,977,000","5,624,000","5,011,000","4,906,000","4,083,000","4,894,084","5,749,000","5,094,000","5,628,000",,,,,"4,514,333","4,000,924","3,386,205","2,797,895","3,614,214"
				AllowanceForDoubtfulAccountsReceivable,"-463,000","-690,000","-2,015,000","-2,068,000","-2,091,000","-2,119,042","-1,889,000","-1,845,000","-1,513,000",,,,,,"0","-500,000","-262,000","-262,000"
			AccruedInterestReceivable,,"387,000",,,,,,,,,,,,,,,,
		Inventory,"16,268,000","12,387,000","9,020,000","4,890,000","3,036,000","3,315,708","4,593,000","3,290,000","3,611,000","3,443,559","2,595,095","3,022,090","1,405,832","1,068,557","2,614,812","1,972,938","2,014,101","1,693,742"
			RawMaterials,"1,139,000","745,000","1,024,000","954,000","2,736,000","2,282,673","2,622,000","2,180,000","2,138,000","950,846","702,603","908,755","238,127","161,468","242,783","242,783","241,047","203,085"
			FinishedGoods,"15,129,000","11,642,000","7,996,000","3,936,000","300,000","1,033,035","1,971,000","1,110,000","1,473,000","2,492,713","1,892,492","2,113,335","1,167,705","907,089","2,372,029","1,730,155","1,773,054","1,490,657"
		PrepaidAssets,"4,110,000","1,746,000","3,962,000","1,683,000","3,166,000","1,788,193","1,920,000","921,000","1,112,000","712,284","323,514","166,342","346,860","535,369","249,071","1,118,857","1,209,245","492,330"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,"1,436,320",,
