name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011
OperatingCashFlow,"350,973,000","63,114,000","97,931,000","106,193,000","83,735,000","68,531,000","89,397,000","96,850,000","93,786,000","74,819,000","95,494,000","85,103,000","137,919,000","53,959,000","75,519,000","71,471,000","109,906,000","101,647,000","83,715,000","-4,100,000","22,433,000","31,438,000","42,923,000","39,322,000","69,768,000","24,726,000","41,986,000","27,808,000","26,606,000","24,701,000","14,098,000","42,318,000","27,714,000","1,207,000","12,888,000","26,225,000","1,383,000","21,603,000","8,350,000","23,815,000","7,623,000","16,464,000","10,196,000","16,581,000","5,470,000","12,458,000"
	CashFlowFromContinuingOperatingActivities,"350,973,000","63,114,000","97,931,000","106,193,000","83,735,000","68,531,000","89,397,000","96,850,000","93,786,000","74,819,000","95,494,000","85,103,000","137,919,000","53,959,000","75,519,000","71,471,000","109,906,000","101,647,000","83,715,000","-4,100,000","22,433,000","31,438,000","42,923,000","39,322,000","69,768,000","24,726,000","41,986,000","27,808,000","26,606,000","24,701,000","14,098,000","42,318,000","27,714,000","1,207,000","12,888,000","26,225,000","1,383,000","21,603,000","8,350,000","23,815,000","7,623,000","16,464,000","10,196,000","16,581,000","5,470,000","12,458,000"
		NetIncomeFromContinuingOperations,"-106,101,000","40,602,000","-24,353,000","10,223,000","-132,573,000","33,447,000","37,117,000","36,460,000","29,623,000","35,217,000","39,741,000","23,286,000","83,683,000","-77,692,000","-19,383,000","35,228,000","200,789,000","62,481,000","103,969,000","15,069,000","20,536,000","18,791,000","23,170,000","25,312,000","37,466,000","-15,743,000","25,084,000","18,034,000","16,826,000","19,439,000","22,236,000","17,198,000","14,796,000","-7,321,000","12,999,000","11,821,000","-662,000","9,557,000",,,,,,,"2,087,000","1,248,000"
		OperatingGainsLosses,"48,859,000","3,073,000","32,041,000","4,276,000","9,469,000","4,490,000","3,529,000","-5,342,000","12,198,000","3,884,000","5,654,000","1,268,000","11,011,000","2,903,000","16,926,000","1,711,000","-140,556,000","26,000","-47,415,000","-29,000",,,"2,919,000","-1,451,000","52,000","5,158,000","-1,954,000","3,838,000",,,"-3,914,000","158,000","80,000","1,338,000","1,000","350,000",,,,,,,,,,
			GainLossOnSaleOfPPE,"-2,300,000",,,,,,,,,"217,000","-1,084,000","19,000","-2,755,000","1,520,000","14,247,000","-14,000","-142,903,000","472,000","-47,415,000","-582,000","-4,032,000","0","2,919,000","-1,451,000","52,000","4,602,000","-1,954,000","3,838,000",,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"-14,085,000","-655,000","3,752,000","-1,313,000","-33,000","-2,715,000","-330,000","217,000","-1,084,000","19,000","-2,755,000","1,520,000","14,247,000","-14,000","-142,903,000","472,000","-47,415,000","-582,000",,,"2,919,000","-1,451,000","52,000","4,602,000","-1,954,000","3,838,000",,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"25,747,000","2,802,000","13,264,000","4,018,000","5,663,000","5,010,000","3,562,000","-2,766,000","12,136,000","3,667,000","1,161,000","605,000","3,647,000","1,383,000","1,805,000","1,725,000","2,347,000","-446,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"179,872,000","45,256,000","45,079,000","45,046,000","44,491,000","44,375,000","44,158,000","44,209,000","44,202,000","44,168,000","42,930,000","41,491,000","47,875,000","49,253,000","51,586,000","54,029,000","46,144,000","47,321,000","50,043,000","26,570,000","17,220,000","19,137,000","17,199,000","17,102,000","16,405,000","17,766,000","18,126,000","16,306,000","14,497,000","14,150,000","14,465,000","9,762,000","9,755,000","9,350,000","8,555,000","8,258,000","8,222,000","8,246,000","7,907,000","7,496,000","7,557,000","7,303,000","7,364,000","6,850,000","6,291,000","6,086,000"
			DepreciationAndAmortization,"179,872,000","45,256,000","45,079,000","45,046,000","44,491,000","44,375,000","44,158,000","44,209,000","44,202,000","44,168,000","42,930,000","41,491,000","47,875,000","49,253,000","51,586,000","54,029,000","46,144,000","47,321,000","50,043,000","26,570,000","17,220,000","19,137,000","17,199,000","17,102,000","16,405,000","17,766,000","18,126,000","16,306,000","14,497,000","14,150,000","14,465,000","9,762,000","9,755,000","9,350,000","8,555,000","8,258,000","8,222,000","8,246,000","7,907,000","7,496,000","7,557,000","7,303,000","7,364,000","6,850,000","6,291,000","6,086,000"
				Depreciation,"181,549,000",,,,,,,,"44,202,000","44,168,000","44,032,000","43,092,000","49,476,000","44,949,000","48,078,000","48,468,000","46,828,000","48,005,000","51,592,000","25,933,000","17,220,000","19,137,000","17,199,000","17,102,000","16,405,000","17,766,000","18,126,000","16,306,000","14,497,000","14,150,000","14,465,000","9,762,000","9,755,000","9,350,000","8,555,000","8,258,000","8,222,000","8,246,000",,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,"-1,601,000","-1,601,000","4,304,000","3,508,000","5,561,000","-684,000","-684,000","-1,549,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,"-1,601,000","-1,601,000","4,304,000","3,508,000","5,561,000","-684,000","-684,000","-1,549,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,000","23,000","0","0","-33,000","-136,000","-134,000","-202,000","-199,000","-3,303,000","1,030,000","877,000","562,000","487,000","509,000","496,000","491,000"
		AssetImpairmentCharge,,,"9,004,000","495,000",,,"849,000","3,154,000","0","0","2,717,000","13,966,000","2,002,000","103,134,000","0","0","881,000","532,000","1,326,000","0","0","0","0","0","0","29,811,000",,,,"0","0","0","2,895,000","99,000",,,,,,,,,,,,
