name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
TotalRevenue,"4,621,000,000","1,148,000,000","1,122,000,000","1,162,000,000","1,189,000,000","1,102,000,000","1,122,000,000","1,126,000,000","1,026,000,000","1,065,000,000","1,008,000,000","1,018,000,000","1,009,000,000","941,000,000","894,871,000","923,000,000","1,005,000,000","947,000,000","915,990,000"
	OperatingRevenue,"4,621,000,000","1,148,000,000","1,122,000,000","1,162,000,000","1,189,000,000","1,102,000,000","1,122,000,000","1,126,000,000","1,026,000,000","1,065,000,000","1,008,000,000","1,018,000,000","1,009,000,000","941,000,000","894,871,000","923,000,000","1,005,000,000","947,000,000","915,990,000"
CostOfRevenue,"3,748,000,000","923,000,000","910,000,000","946,000,000","969,000,000","892,000,000","916,000,000","929,000,000","834,000,000","863,000,000","836,000,000","821,000,000","809,000,000","761,000,000","735,991,000","757,000,000","822,000,000","771,000,000","746,404,000"
GrossProfit,"873,000,000","225,000,000","212,000,000","216,000,000","220,000,000","210,000,000","206,000,000","197,000,000","192,000,000","202,000,000","172,000,000","197,000,000","200,000,000","180,000,000","158,880,000","166,000,000","183,000,000","176,000,000","169,586,000"
OperatingExpense,"887,000,000","219,000,000","219,000,000","220,000,000","229,000,000","213,000,000","225,000,000","224,000,000","196,000,000","222,000,000","198,000,000","216,000,000","205,000,000","189,000,000","125,107,000","132,000,000","139,000,000","143,000,000","133,738,000"
	SellingGeneralAndAdministration,"887,000,000","219,000,000","219,000,000","220,000,000","229,000,000","213,000,000","225,000,000","224,000,000","196,000,000","222,000,000","198,000,000","216,000,000","205,000,000","189,000,000","125,107,000","132,000,000","139,000,000","143,000,000","133,738,000"
OperatingIncome,"-14,000,000","6,000,000","-7,000,000","-4,000,000","-9,000,000","-3,000,000","-19,000,000","-27,000,000","-4,000,000","-20,000,000","-26,000,000","-19,000,000","-5,000,000","-9,000,000","33,773,000","34,000,000","44,000,000","33,000,000","35,848,000"
NetNonOperatingInterestIncomeExpense,"-30,000,000","-7,000,000","-6,000,000","-8,000,000","-9,000,000","-9,000,000","-9,000,000","-10,000,000","-13,000,000","-14,000,000","-11,000,000","-15,000,000","-13,000,000","-10,000,000",,"1,000,000","0","1,000,000",
	InterestIncomeNonOperating,,,,,"0","0","0","0","1,000,000","0","3,000,000","1,000,000","2,000,000","2,000,000",,"1,000,000","1,000,000","2,000,000",
	InterestExpenseNonOperating,"30,000,000","7,000,000","6,000,000","8,000,000","9,000,000","9,000,000","9,000,000","10,000,000","14,000,000","14,000,000","14,000,000","16,000,000","15,000,000","12,000,000",,"0","1,000,000","1,000,000",
