name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021
MarketCap,"1,678,347,134","2,131,293,928","3,419,019,682","3,175,238,021","3,065,535,492"
EnterpriseValue,"1,866,656,134","2,302,857,928","3,587,974,682","3,454,204,021","3,366,754,492"
ForwardPeRatio,"71.942","232.558","147.059","172.414",
PsRatio,"4.85","6.123","11.422","9.877","12.091"
PbRatio,"2.157","2.788","4.55","7.32","6.489"
EnterprisesValueRevenueRatio,"5.398","25.805","35.014","43.716","44.845"
EnterprisesValueEBITDARatio,"78.589","145.126","238.451","309.101","-183.594"
