name,ttm
OperatingCashFlow,"133,726,539"
FinancingCashFlow,"-133,322,837"
EndCashPosition,"403,702"
	ChangesInCash,"403,702"
	BeginningCashPosition,"0"
FreeCashFlow,"133,726,539"
