name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
TotalAssets,"57,985,000,000","57,851,000,000","57,517,000,000","56,779,000,000","56,511,000,000","53,957,000,000","53,708,000,000","53,456,000,000","51,133,000,000","50,448,000,000","50,240,000,000","48,584,000,000","47,850,000,000","45,987,000,000","44,835,000,000","44,240,000,000","43,159,000,000","43,030,000,000","42,468,794,000","41,860,989,000","41,285,341,000","41,155,277,000","40,324,750,000","39,490,164,000","39,069,844,000","39,053,535,000","38,029,696,000","37,268,809,000","36,878,651,000","36,957,884,000","35,363,441,000","34,717,644,000","34,198,752,000","33,907,490,000","33,126,652,000","32,266,262,000","31,587,675,000","31,140,686,000","31,057,498,000","29,820,143,000","29,453,253,000","29,497,267,000","28,537,854,000","28,003,224,000","27,466,649,000","27,387,690,000","26,301,466,000","25,563,212,000","25,334,501,000","25,488,428,000","25,081,208,000","24,987,251,000","24,628,261,000","24,958,495,000","24,500,730,000","23,718,643,000","23,358,620,000","23,184,727,000","22,824,199,000","22,288,430,000","21,979,495,000","21,958,346,000","21,220,397,000","21,258,846,000","21,141,182,000","21,648,316,000","21,538,879,000","20,473,527,000","20,300,838,000","20,304,843,000","20,058,581,000","19,736,213,000","19,829,420,000","20,205,380,000","18,264,367,000","17,096,528,000","27,771,878,000","27,257,842,000","28,405,775,000","30,404,936,000","29,333,626,000","28,735,062,000","27,746,286,000","26,385,320,000","23,610,552,000","21,768,843,000","21,080,576,000","11,926,352,000","11,596,293,000","9,767,700,000","8,685,100,000","8,538,600,000","7,379,400,000","7,396,300,000","7,266,200,000","7,130,400,000","7,191,000,000","7,144,100,000","7,058,600,000","6,869,000,000","6,599,400,000","6,636,900,000","6,394,900,000","6,401,300,000","6,381,200,000","6,228,600,000","6,073,300,000","6,003,900,000","5,914,400,000","5,953,600,000","5,781,700,000","5,733,000,000","5,669,900,000"
	CurrentAssets,"4,022,000,000","4,239,000,000","4,487,000,000","4,147,000,000","4,315,000,000","3,275,000,000","3,837,000,000","4,390,000,000","2,983,000,000","3,113,000,000","3,600,000,000","2,939,000,000","2,909,000,000","3,094,000,000","3,003,000,000","3,056,000,000","2,782,000,000","2,973,000,000","2,898,874,000","2,756,550,000","2,633,154,000","2,842,081,000","3,076,163,000","2,704,099,000","2,732,617,000","2,910,445,000","3,344,422,000","3,048,922,000","3,057,446,000","3,364,380,000","3,196,594,000","3,123,820,000","3,129,346,000","3,218,040,000","3,120,741,000","2,818,200,000","2,704,671,000","2,625,139,000","3,370,844,000","2,560,408,000","2,542,834,000","2,982,564,000","2,861,473,000","2,478,963,000","2,514,129,000","2,732,643,000","2,529,513,000","2,263,947,000","2,344,294,000","2,763,411,000","2,390,797,000","2,558,691,000","2,452,310,000","3,015,529,000","3,030,678,000","2,688,260,000","2,687,753,000","2,807,193,000","2,654,951,000","2,330,326,000","2,378,721,000","2,634,186,000","2,542,296,000","2,483,560,000","2,538,382,000","3,141,861,000","3,194,128,000","2,477,548,000","2,433,120,000","2,571,240,000","2,170,796,000","2,020,007,000","2,386,234,000","3,131,239,000","3,118,381,000","2,091,157,000","4,065,311,000","3,737,168,000","4,194,288,000","3,571,499,000","3,527,613,000","3,311,362,000","3,152,273,000","3,424,231,000","3,580,711,000","3,128,074,000","2,663,450,000","1,285,860,000","1,156,471,000","1,033,800,000","892,200,000","886,400,000","694,000,000","754,100,000","749,400,000","673,400,000","777,300,000","801,800,000","785,500,000","689,600,000","724,600,000","797,200,000","716,900,000","801,300,000","837,700,000","704,500,000","625,000,000","638,800,000","610,500,000","665,200,000","598,100,000","606,500,000","651,300,000"
		CashCashEquivalentsAndShortTermInvestments,"90,000,000","166,000,000","631,000,000","538,000,000","1,039,000,000","129,000,000","885,000,000","1,625,000,000","244,000,000","248,000,000","864,000,000","353,000,000","94,000,000","147,000,000","213,000,000","332,000,000","116,000,000","83,000,000","167,841,000","61,382,000","73,985,000","84,476,000","353,385,000","76,711,000","101,491,000","84,940,000","404,409,000","135,597,000","133,044,000","79,608,000","137,868,000","99,540,000","132,313,000","107,144,000","101,834,000","58,821,000","112,960,000","82,323,000","747,273,000","63,530,000","99,742,000","60,684,000","194,155,000","101,603,000","94,338,000","108,437,000","279,028,000","129,893,000","136,488,000","107,789,000","90,206,000","380,253,000","301,315,000","249,198,000","383,975,000","70,871,000","175,841,000","51,120,000","360,868,000","38,831,000","65,003,000","37,458,000","32,961,000","161,213,000","81,907,000","72,196,000","185,676,000","54,468,000","68,986,000","29,761,000","90,775,000","118,806,000","526,690,000","573,239,000","695,698,000","429,497,000","1,035,299,000","901,273,000","1,265,002,000","495,612,000","429,441,000","341,310,000","302,487,000","346,623,000","343,884,000","216,491,000","263,221,000","120,470,000","187,979,000","56,000,000","86,700,000","98,200,000","58,200,000","42,400,000","88,900,000","40,100,000","134,800,000","54,800,000","112,500,000","53,100,000","47,500,000","51,100,000","79,400,000","39,100,000","94,700,000","28,800,000","45,900,000","58,400,000","36,500,000","41,100,000","39,800,000","31,800,000","55,400,000"
			CashAndCashEquivalents,"90,000,000","166,000,000","631,000,000","538,000,000","1,039,000,000","129,000,000","885,000,000","1,625,000,000","244,000,000","248,000,000","864,000,000","353,000,000","94,000,000","147,000,000","213,000,000","332,000,000","116,000,000","83,000,000","167,841,000","61,382,000","73,985,000","84,476,000","353,385,000","76,711,000","101,491,000","84,940,000","404,409,000","135,597,000","133,044,000","79,608,000","137,868,000","99,540,000","132,313,000","107,144,000","101,834,000","58,821,000","112,960,000","82,323,000","747,273,000","63,530,000","99,742,000","60,684,000","194,155,000","101,603,000","94,338,000","108,437,000","213,455,000","65,988,000","79,504,000","107,789,000","90,206,000","380,253,000","301,315,000","249,198,000","383,975,000","70,871,000","175,841,000","51,120,000","360,868,000","38,831,000","65,003,000","37,458,000","32,961,000","161,213,000","81,907,000","72,196,000","185,676,000","54,468,000","68,986,000","29,761,000","90,775,000","118,806,000","526,690,000","573,239,000","695,698,000","429,497,000","1,035,299,000","901,273,000","1,265,002,000","495,612,000","429,441,000","341,310,000","302,487,000","346,623,000","343,884,000","216,491,000","263,221,000","120,470,000","187,979,000","56,000,000","86,700,000","98,200,000","58,200,000","42,400,000","88,900,000","40,100,000","134,800,000","54,800,000","112,500,000","53,100,000","47,500,000","51,100,000","79,400,000","39,100,000","94,700,000","28,800,000","45,900,000","58,400,000","36,500,000","41,100,000","39,800,000","31,800,000","55,400,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","65,573,000","63,905,000","56,984,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"1,906,000,000","1,880,000,000","1,678,000,000","1,647,000,000","1,550,000,000","1,630,000,000","1,485,000,000","1,412,000,000","1,400,000,000","1,550,000,000","1,444,000,000","1,376,000,000","1,636,000,000","1,615,000,000","1,506,000,000","1,456,000,000","1,473,000,000","1,561,000,000","1,433,278,000","1,367,877,000","1,336,693,000","1,506,121,000","1,322,100,000","1,279,272,000","1,254,809,000","1,379,473,000","1,287,297,000","1,258,934,000","1,371,315,000","1,554,998,000","1,335,037,000","1,352,403,000","1,460,911,000","1,431,390,000","1,362,585,000","1,345,363,000","1,375,970,000","1,381,409,000","1,226,463,000","1,194,992,000","1,209,555,000","1,441,860,000","1,304,960,000","1,270,415,000","1,316,116,000","1,427,165,000","1,266,214,000","1,216,475,000","1,334,228,000","1,480,202,000","1,170,103,000","1,200,316,000","1,306,172,000","1,644,260,000","1,317,995,000","1,451,500,000","1,557,049,000","1,683,539,000","1,244,776,000","1,358,565,000","1,441,763,000","1,347,593,000","1,149,072,000","1,167,287,000","1,338,047,000","1,625,585,000","1,356,223,000","1,229,120,000","1,199,704,000","1,204,733,000","994,283,000","989,682,000","966,197,000","1,027,310,000","1,027,468,000","960,775,000","1,572,022,000","1,352,044,000","1,409,267,000","1,583,949,000","1,723,466,000","1,670,822,000","1,558,611,000","1,815,110,000","1,865,120,000","1,972,990,000","1,500,523,000","632,435,000","546,045,000","573,300,000","509,500,000","459,300,000","428,800,000","497,800,000","437,000,000","418,400,000","440,700,000","527,600,000","451,600,000","435,400,000","473,500,000","519,100,000","407,100,000","558,100,000","474,500,000","360,600,000","300,000,000","289,600,000","290,300,000","309,700,000","283,100,000","289,300,000","317,500,000"
			AccountsReceivable,"1,190,000,000","1,018,000,000","1,022,000,000","948,000,000","959,000,000","916,000,000","899,000,000","799,000,000","839,000,000","837,000,000","821,000,000","737,000,000","974,000,000","860,000,000","856,000,000","808,000,000","868,000,000","797,000,000","807,621,000","759,378,000","781,248,000","776,289,000","754,248,000","689,564,000","729,386,000","724,606,000","741,230,000","676,223,000","826,797,000","826,506,000","760,213,000","742,730,000","885,098,000","744,160,000","786,874,000","719,069,000","789,209,000","718,046,000","704,580,000","645,264,000","718,145,000","753,120,000","752,123,000","679,560,000","765,421,000","718,474,000","703,960,000","662,461,000","748,058,000","729,409,000","635,563,000","721,410,000","786,599,000","900,781,000","823,394,000","865,315,000","963,500,000","951,580,000","750,131,000","808,041,000","920,921,000","833,293,000","743,415,000","768,607,000","941,918,000","1,011,569,000","864,536,000","774,336,000","780,555,000","769,302,000","631,981,000","623,538,000","665,504,000","658,936,000","710,525,000","664,894,000","1,249,706,000","961,060,000","1,049,330,000","1,135,109,000","1,306,243,000","1,174,828,000","1,070,534,000","1,298,875,000","1,336,298,000","1,289,724,000","1,030,589,000","523,252,000","418,958,000","429,000,000","399,200,000","346,300,000","326,200,000","358,700,000","337,200,000","320,100,000","341,200,000","406,000,000","362,600,000","340,900,000","368,600,000","371,700,000","326,300,000","461,100,000","351,200,000","360,600,000","300,000,000","289,600,000","290,300,000","309,700,000","283,100,000","289,300,000","317,500,000"
				GrossAccountsReceivable,"1,303,000,000","1,124,000,000","1,119,000,000","1,039,000,000","1,045,000,000","995,000,000","965,000,000","859,000,000","897,000,000","892,000,000","875,000,000","786,000,000","1,030,000,000","915,000,000","909,000,000","856,000,000","921,000,000","849,000,000","859,242,000","808,705,000","832,540,000","827,112,000","802,827,000","735,586,000","778,953,000","776,494,000","793,188,000","726,732,000","882,625,000","884,225,000","814,967,000","793,537,000","939,228,000","797,267,000","838,271,000","766,848,000","839,752,000","769,440,000","753,782,000","698,853,000","776,140,000","811,685,000","806,360,000","730,694,000","818,217,000","773,037,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-113,000,000","-106,000,000","-97,000,000","-91,000,000","-86,000,000","-79,000,000","-66,000,000","-60,000,000","-58,000,000","-55,000,000","-54,000,000","-49,000,000","-56,000,000","-55,000,000","-53,000,000","-48,000,000","-53,000,000","-52,000,000","-51,621,000","-49,327,000","-51,292,000","-50,823,000","-48,579,000","-46,022,000","-49,567,000","-51,888,000","-51,958,000","-50,509,000","-55,828,000","-57,719,000","-54,754,000","-50,807,000","-54,130,000","-53,107,000","-51,397,000","-47,779,000","-50,543,000","-51,394,000","-49,202,000","-53,589,000","-57,995,000","-58,565,000","-54,237,000","-51,134,000","-52,796,000","-54,563,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,974,000",,"64,853,000","56,744,000","63,635,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
