name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003
OperatingCashFlow,"118,629,000","49,583,000","-3,480,000","36,432,000","36,094,000","31,305,000","9,752,000","35,925,000","27,965,000","21,873,000","31,795,000","36,509,000","37,348,000","32,310,000","35,350,000","36,996,000","45,778,000","36,259,000","31,561,000","40,998,000","45,512,000","35,587,000","34,227,000","39,761,000","48,559,000","32,386,000","31,515,000","51,926,000","40,813,000","45,083,000","31,611,000","-12,246,000","16,355,000","6,459,000","15,077,325","11,969,725","12,395,558","12,654,226","2,562,017","9,546,991","5,817,075","5,346,270","11,075,331","6,145,029","8,980,530","6,026,065","5,700,337","10,416,889","8,680,589","5,467,791","6,449,322","3,165,636","5,899,237","5,477,092","9,881,685","9,000,948","9,270,983","12,414,496","10,178,527","-1,351,780","15,739,088","13,085,886","2,990,763","16,912,364","3,286,357","7,220,637","14,566,475","367,358","5,399,979","3,189,368","-508,399","-2,936,340","10,813,186","5,174,948","727,949","-533,929"
	CashFlowFromContinuingOperatingActivities,"118,629,000","49,583,000","-3,480,000","36,432,000","36,094,000","31,305,000","9,752,000","35,925,000","27,965,000","21,873,000","31,795,000","36,509,000","37,348,000","32,310,000","35,350,000","36,996,000","45,778,000","36,259,000","31,561,000","40,998,000","45,512,000","35,587,000","34,227,000","39,761,000","48,559,000","32,386,000","31,515,000","51,926,000","40,813,000","45,083,000","31,611,000","-12,246,000","16,355,000","6,459,000","15,077,325","11,969,725","12,395,558","12,654,226","2,562,017","9,546,991","5,817,075","5,346,270","11,075,331","6,145,029","8,980,530","6,026,065","5,700,337","10,416,889","8,680,589","5,467,791","6,449,322","3,165,636","5,899,237","5,477,092","9,881,685","9,000,948","9,270,983","12,414,496","10,178,527","-1,351,780","15,739,088","13,085,886","2,990,763","16,912,364","3,286,357","7,220,637","14,566,475","367,358","5,399,979","3,189,368","-508,399","-2,936,340","10,813,186","5,174,948","727,949","-533,929"
		NetIncomeFromContinuingOperations,"-123,903,000","-16,826,000","-100,155,000","-6,826,000","-96,000","25,355,000","-6,842,000","-4,627,000","-4,784,000","130,000","15,824,000","-20,117,000","-1,697,000","5,988,000","-31,709,000","4,317,000","-1,062,000","-17,997,000","2,795,000","-203,000","10,859,000","437,000","3,901,000","-1,262,000","-1,498,000","1,975,000","11,257,000","2,962,000","7,234,000","7,862,000","8,028,000","-13,979,000","-3,196,000","4,471,000","420,713","1,241,076","-7,253,812","2,056,768","-5,237,380","-1,236,304","-874,859","3,643,759","4,915,746","742,237","104,068","-777,311","-859,868","-2,644,975","-4,550,173","-1,131,124","906,259","-3,275,627","305,387","885,978","-1,994,358","2,920,896","2,459,289","2,707,299","5,227,111","3,891,395","2,766,127","1,638,050","3,657,079","3,209,653","1,540,371","1,772,547","7,888,000","1,982,241","1,750,939","1,814,660","821,475","-1,295,792","-381,461","331,076","587,863","1,529,770"
		OperatingGainsLosses,"-8,170,000","-3,168,000","-3,692,000","-1,259,000","-51,000","-26,207,000","160,000","-3,227,000","-623,000","-1,043,000","-12,056,000","12,759,000","-21,515,000","-6,587,000","4,905,000","0","-7,829,000","-500,000","0","0","-6,290,000","-8,870,000","-2,629,000","0","-1,593,000","-1,443,000","-6,348,000","0","0","-3,363,000","-2,241,000","-2,847,000","0","-6,688,000","0","-2,580,262","-1,077,843","-608,994","5,974,504","331,008","-247,217","-5,264,359","208,528","-239,852","120,281","87,625","-1,323","-51,880","58,201","46,966","-148,427","-344,981","-514,388","-136,958","2,195,103","-11,640","-34,281","130,091",,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,180,568","342,156","-246,836","-5,275,888",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-8,170,000","-3,168,000","-3,692,000","-1,259,000","-51,000","-26,207,000","160,000","-3,227,000","-623,000","-1,043,000","-14,006,000","5,714,000","-24,092,000","-6,587,000","4,905,000","0","-7,829,000","-500,000","0","0","-6,290,000","-8,870,000","-4,059,000","0",,,"-703,000","0","0","-3,363,000","-2,241,000","-2,847,000","0","-6,688,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-91,452","-11,148","-381","11,529","4,130,774","-239,852","120,281","87,625","-48,478","1,847","98,595","0","0","177","-121,017","40,500","-497,685","-11,640","-34,281","130,091",,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"295,219,000","123,289,000","110,555,000","30,836,000","30,539,000","31,212,000","32,312,000","34,420,000","32,000,000","32,051,000","31,399,000","32,600,000","35,558,000","35,303,000","38,022,000","37,520,000","41,349,000","39,216,000","41,419,000","43,457,000","43,377,000","46,372,000","43,715,000","47,656,000","44,638,000","43,075,000","43,941,000","43,294,000","41,950,000","41,336,000","40,390,000","45,236,000","20,275,000","17,961,000","14,444,238","16,270,268","14,690,079","12,352,478","10,373,426","11,687,668","11,432,533","10,275,022","9,681,941","9,315,401","10,193,169","9,465,260","9,891,324","11,164,584","12,567,006","8,941,732","8,682,544","8,266,603","9,136,105","7,917,765","11,499,207","8,623,787","8,726,486","8,406,530","8,162,261","7,282,377","8,378,521","9,063,108","7,506,910","7,703,942","8,269,293","8,061,426","7,170,561","5,410,288","6,047,685","5,020,285","7,061,556","2,525,090","1,755,689","991,439","873,734","817,319"
			DepreciationAndAmortization,"295,219,000","123,289,000","110,555,000","30,836,000","30,539,000","31,212,000","32,312,000","34,420,000","32,000,000","32,051,000","31,399,000","32,600,000","35,558,000","35,303,000","38,022,000","37,520,000","41,349,000","39,216,000","41,419,000","43,457,000","43,377,000","46,372,000","43,715,000","47,656,000","44,638,000","43,075,000","43,941,000","43,294,000","41,950,000","41,336,000","40,390,000","45,236,000","20,275,000","17,961,000","14,444,238","16,270,268","14,690,079","12,352,478","10,373,426","11,687,668","11,432,533","10,275,022","9,681,941","9,315,401","10,193,169","9,465,260","9,891,324","11,164,584","12,567,006","8,941,732","8,682,544","8,266,603","9,136,105","7,917,765","11,499,207","8,623,787","8,726,486","8,406,530","8,162,261","7,282,377","8,378,521","9,063,108","7,506,910","7,703,942","8,269,293","8,061,426","7,170,561","5,410,288","6,047,685","5,020,285","7,061,556","2,525,090","1,755,689","991,439","873,734","817,319"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-578,783","-438,935","-472,359","-636,145","-692,576","-821,890","-740,249","-733,754","-818,315","-826,248","-874,846","-894,319","4,506,390","-888,396","-890,145",,,,,,,,,,,,,,,,,,,,,,
