name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
OperatingCashFlow,"15,935,000","278,000","-19,719,000","26,271,000","9,105,000","15,390,000","9,232,000","-4,058,000","11,791,000","9,022,000","15,091,000","-2,307,000","27,355,000","12,498,000","14,865,000","12,410,000","18,616,000","9,016,000","8,558,000","-5,757,000","27,652,000","6,652,000","10,062,000","9,450,000","4,671,000","3,072,000","5,836,000","8,138,000","3,731,000","3,432,000","8,107,000","5,585,000","-15,057,000","-4,942,000","15,541,000","4,180,000","13,370,000","2,165,000","14,623,000","10,775,000","6,572,000","11,333,000","8,613,000","9,364,000","4,843,000","6,483,000","16,215,000","8,762,000","28,063,000","16,137,000","-9,468,000","19,916,000","32,200,000","-11,965,000","9,326,000","6,214,000","4,367,000","21,781,000","-11,578,000","7,723,000","13,415,000","4,322,000","4,950,000","11,805,000","6,359,000","14,484,000","-19,826,000","6,380,000","9,941,000","13,861,000","-254,000","14,534,000","6,222,000","-10,440,000","13,933,000","39,334,000","-16,471,000","26,408,000","6,091,000","-21,924,000","-215,000","29,146,000","-9,778,000","11,883,000","8,287,000","-10,851,000","-8,635,000","12,280,000","6,423,000","3,521,000","12,952,000","2,400,000","15,700,000","8,900,000","2,500,000","-7,400,000","3,500,000","9,400,000","1,400,000","-4,100,000","-4,100,000","3,000,000","4,200,000","2,900,000","4,400,000","1,400,000","4,500,000","1,600,000","3,900,000","1,400,000","4,700,000","6,200,000"
	CashFlowFromContinuingOperatingActivities,"15,935,000","278,000","-19,719,000","26,271,000","9,105,000","15,390,000","9,232,000","-4,058,000","11,791,000","9,022,000","15,091,000","-2,307,000","27,355,000","12,498,000","14,865,000","12,410,000","18,616,000","9,016,000","8,558,000","-5,757,000","27,652,000","6,652,000","10,062,000","9,450,000","4,671,000","3,072,000","5,836,000","8,138,000","3,731,000","3,432,000","8,107,000","5,585,000","-15,057,000","-4,942,000","15,541,000","4,180,000","13,370,000","2,165,000","14,623,000","10,775,000","6,572,000","11,333,000","8,613,000","9,364,000","4,843,000","6,483,000","16,215,000","8,762,000","28,063,000","16,137,000","-9,468,000","19,916,000","32,200,000","-11,965,000","9,326,000","6,214,000","4,367,000","21,781,000","-11,578,000","7,723,000","13,415,000","4,322,000","4,950,000","11,805,000","6,359,000","14,484,000","-19,826,000","6,380,000","9,941,000","13,861,000","-254,000","14,534,000","6,222,000","-10,440,000","13,933,000","39,334,000","-16,471,000","26,408,000","6,091,000","-21,924,000","-215,000","29,146,000","-9,778,000","11,883,000","8,287,000","-10,851,000","-8,635,000","12,280,000","6,423,000","3,521,000","12,952,000","2,400,000","15,700,000","8,900,000","2,500,000","-7,400,000","3,500,000","9,400,000","1,400,000","-4,100,000","-4,100,000","3,000,000","4,200,000","2,900,000","4,400,000","1,400,000","4,500,000","1,600,000","3,900,000","1,400,000","4,700,000","6,200,000"
		NetIncomeFromContinuingOperations,"20,185,000","12,020,000","-9,067,000","8,412,000","8,820,000","11,879,000","8,047,000","10,265,000","9,238,000","275,000","9,536,000","12,173,000","9,278,000","8,468,000","8,620,000","9,642,000","6,261,000","9,489,000","-2,512,000","7,621,000","5,457,000","4,572,000","5,018,000","3,499,000","3,845,000","3,322,000","3,833,000","3,924,000","4,129,000","3,499,000","2,989,000","2,924,000","2,021,000","2,202,000","213,000","72,924,000","3,477,000","5,471,000","1,524,000","120,000","1,252,000","-2,968,000","-3,001,000","-1,390,000","1,013,000","-3,120,000","-76,624,000","-88,000","-23,383,000","-8,554,000","-9,618,000","1,472,000","-58,426,000","984,000","-5,183,000","4,121,000","7,322,000","5,564,000","6,421,000","6,077,000","5,726,000","5,748,000","6,237,000","4,948,000","6,366,000","6,105,000","7,742,000","7,182,000","6,570,000","6,189,000","8,408,000","6,288,000","5,521,000","6,070,000","5,490,000","5,772,000","5,639,000","5,207,000","5,148,000","5,226,000","4,793,000","4,979,000","4,723,000","4,559,000","4,309,000","3,632,000","3,308,000","3,269,000","3,434,000","3,460,000","3,308,000","3,100,000","3,100,000","2,900,000","2,900,000","2,800,000","2,800,000","2,500,000","3,300,000","2,500,000","1,400,000","2,400,000","2,200,000","2,400,000","2,500,000","2,500,000","2,000,000","2,300,000","1,800,000","2,100,000","1,900,000","1,500,000"
		OperatingGainsLosses,"-7,306,000","-1,495,000","-1,484,000","-2,430,000","-1,897,000","-3,721,000","-3,396,000","-5,245,000","-4,631,000","-2,222,000","-1,148,000","-5,566,000","-2,152,000","-789,000","-669,000","-978,000","-1,552,000","-952,000","-1,727,000","-1,196,000","-1,355,000","-1,009,000","-1,119,000","-217,000","-1,642,000","-1,151,000","-1,122,000","-1,298,000","-1,683,000","-1,514,000","-1,242,000","-2,145,000","-1,333,000","-593,000","3,073,000","-807,000","-2,556,000","-3,434,000","-3,659,000","-12,736,000","-2,295,000","5,818,000","-966,000","-5,943,000","-6,008,000","6,763,000","-154,000","-3,350,000","-3,409,000","2,198,000","-5,711,000","13,581,000","-9,883,000","7,645,000","-1,711,000","-918,000","-2,843,000","-2,253,000","-1,244,000","-1,022,000","-1,219,000","-1,580,000","-892,000","-2,755,000","490,000","-908,000","9,000","1,847,000","-1,091,000","-751,000","-35,000","-88,000","251,000","-640,000","-5,000","-96,000","-5,000","-34,000","-7,000","-2,000","-77,000","-3,000",,,,,,,"-53,000","-791,000",,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,"0",,,,,,,"0",,,"0","-29,000",,,"0","0","0","0","0","1,000","-13,000","2,000","0",,,,"-24,000",,,,"0","0","0","0","-4,000","0","0","-5,000",,,,,,,,,,,,,"-431,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"14,000","-244,000","-2,000","0","0","1,000","0","24,000","-35,000","-3,463,000","-986,000","-27,000","0","-13,000","-312,000","-35,000","-639,000","-102,000","131,000","136,000","193,000","1,959,000","0","61,000","0","57,000","12,000","109,000","-262,000","-1,231,000","-295,000","69,000","4,103,000","7,000","-745,000","-1,453,000","-269,000","-513,000","-692,000","-101,000","-43,000","63,000","-512,000","-139,000","-353,000","-620,000",,,"-1,986,000","-454,000","-1,391,000","77,000","-519,000","20,000","-1,075,000","-308,000","-181,000","-11,000","0","-482,000","0","0","-191,000","-227,000","9,000","0","1,000","4,000","-35,000","-88,000","251,000","-640,000","-5,000","-96,000","-5,000","-34,000","-7,000","-2,000","-77,000","-3,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"4,662,000","1,751,000","1,162,000","871,000","878,000","885,000","843,000","840,000","819,000","790,000","722,000","748,000","761,000","770,000","778,000","772,000","702,000","558,000","568,000","591,000","625,000","618,000","622,000","585,000","534,000","563,000","570,000","600,000","609,000","607,000","598,000","769,000","1,139,000","1,156,000","1,172,000","1,198,000","1,252,000","1,271,000","1,272,000","1,179,000","1,029,000","996,000","1,052,000","1,292,000","1,266,000","1,313,000","1,397,000","1,413,000","1,426,000","1,586,000","1,590,000","1,932,000","1,337,000","1,795,000","2,332,000","1,323,000","1,607,000","1,913,000","1,662,000","1,697,000","1,649,000","1,573,000","2,025,000","1,822,000","2,589,000","1,095,000","1,571,000","1,769,000","2,985,000","907,000","1,940,000","3,515,000","12,000","1,657,000","4,882,000","1,034,000","-615,000","1,968,000","-186,000","1,594,000","578,000","549,000","910,000","929,000","1,297,000","201,000","1,016,000","483,000","646,000","786,000","1,675,000","-300,000","100,000","1,000,000","1,100,000","1,700,000","1,100,000","1,100,000","-800,000","800,000","1,200,000","700,000","700,000","800,000","300,000","400,000","400,000","1,200,000","-700,000","500,000","700,000","700,000"
			DepreciationAndAmortization,"4,662,000","1,751,000","1,162,000","871,000","878,000","885,000","843,000","840,000","819,000","790,000","722,000","748,000","761,000","770,000","778,000","772,000","702,000","558,000","568,000","591,000","625,000","618,000","622,000","585,000","534,000","563,000","570,000","600,000","609,000","607,000","598,000","769,000","1,139,000","1,156,000","1,172,000","1,198,000","1,252,000","1,271,000","1,272,000","1,179,000","1,029,000","996,000","1,052,000","1,292,000","1,266,000","1,313,000","1,397,000","1,413,000","1,426,000","1,586,000","1,590,000","1,932,000","1,337,000","1,795,000","2,332,000","1,323,000","1,607,000","1,913,000","1,662,000","1,697,000","1,649,000","1,573,000","2,025,000","1,822,000","2,589,000","1,095,000","1,571,000","1,769,000","2,985,000","907,000","1,940,000","3,515,000","12,000","1,657,000","4,882,000","1,034,000","-615,000","1,968,000","-186,000","1,594,000","578,000","549,000","910,000","929,000","1,297,000","201,000","1,016,000","483,000","646,000","786,000","1,675,000","-300,000","100,000","1,000,000","1,100,000","1,700,000","1,100,000","1,100,000","-800,000","800,000","1,200,000","700,000","700,000","800,000","300,000","400,000","400,000","1,200,000","-700,000","500,000","700,000","700,000"
				Depreciation,"3,473,000","1,086,000","866,000","758,000","763,000","765,000","723,000","718,000","695,000","662,000","593,000","591,000","640,000","638,000","645,000","636,000","605,000","537,000","546,000","567,000","600,000","593,000","606,000","585,000","534,000","563,000","570,000","600,000","609,000","607,000","598,000","615,000","628,000","644,000","647,000","674,000","727,000","746,000","735,000","759,000","779,000","801,000","916,000","1,016,000","1,060,000","1,084,000","1,115,000","1,131,000","1,143,000","1,304,000","1,301,000","1,317,000","1,320,000","1,262,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"1,189,000","665,000","296,000","113,000","115,000","120,000","120,000","122,000","124,000","128,000","129,000","157,000","121,000","132,000","133,000","136,000","97,000","21,000","22,000","24,000","25,000","25,000",,,,,,"0","0","0","0","154,000","511,000","512,000","525,000","524,000","525,000","525,000","537,000","420,000","250,000","195,000","136,000","276,000","206,000","229,000","282,000","282,000","283,000","282,000","289,000","615,000","17,000","533,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
