name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002
TotalRevenue,"1,046,868,000","240,605,000","256,936,000","263,698,000","285,629,000","289,469,000","273,856,000","267,864,000","271,910,000","251,784,000","256,535,000","245,878,000","250,861,000","239,782,000","215,361,000","217,603,000","218,684,000","223,183,000","205,674,000","201,010,000","200,332,000","206,558,000","155,258,000","221,984,000","228,456,000","224,882,000","230,185,000","229,430,000","237,197,000","245,206,000","250,731,000","238,973,000","197,343,000","193,922,000","184,853,000","197,762,000","182,961,000","169,559,000","154,252,000","150,519,000","147,885,000","140,146,000","118,087,000","114,276,000","114,795,000","111,777,000","100,755,000","95,544,000","93,029,000","83,378,000","73,216,000","68,565,000","71,107,000","68,203,000","66,972,000","68,586,000","63,614,000","64,104,000","57,324,638","54,639,548","54,776,457","54,007,568","48,959,154","47,836,652","46,184,683","45,341,277","39,325,740","37,505,097","35,915,943","35,778,368","31,702,260","28,285,578","28,143,566","25,264,833","23,035,575","22,173,085","21,403,039","18,315,564","15,688,380","15,224,522"
	OperatingRevenue,"865,535,000","209,362,000","215,469,000","219,114,000","221,590,000","233,853,000","236,402,000","242,228,000","250,923,000","264,231,000","267,132,000","249,862,000","251,926,000","245,210,000","235,715,000","225,789,000","221,360,000","223,951,000","216,118,000","203,331,000","200,508,000","207,072,000","251,615,000","233,382,000","239,275,000","232,671,000","257,489,000","237,322,000","238,827,000","243,086,000","239,741,000","235,510,000","195,044,000","191,969,000","182,831,000","197,762,000","182,961,000","169,559,000","154,252,000","150,519,000","147,885,000","140,146,000","118,087,000","114,276,000","114,795,000","111,777,000","100,755,000","95,544,000","93,029,000","83,378,000","73,216,000","68,565,000","71,107,000","68,203,000","66,972,000","68,586,000","63,614,000","64,134,000","57,379,430","54,704,349","54,897,222","54,186,494","49,128,574","48,007,464","46,355,650","45,414,171","39,461,550","37,693,317","36,107,792","35,873,980","31,819,137","28,362,837","28,168,565","25,268,416","23,066,937","22,173,671","21,411,287","18,335,541","54,531,795","520,618"
CostOfRevenue,"299,093,000","71,096,000","73,781,000","74,584,000","79,632,000","73,984,000","77,533,000","71,974,000","70,472,000","75,171,000","75,671,000","75,317,000","79,808,000","79,645,000","79,123,000","78,350,000","80,690,000","81,237,000","69,253,000","68,541,000","66,771,000","68,468,000","61,390,000","65,898,000","64,793,000","66,765,000","68,670,000","66,084,000","68,320,000","65,271,000","65,448,000","65,237,000","52,461,000","51,385,000","46,393,000","52,882,000","48,202,000","44,997,000","168,356,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"747,775,000","169,509,000","183,155,000","189,114,000","205,997,000","215,485,000","196,323,000","195,890,000","201,438,000","176,613,000","180,864,000","170,561,000","171,053,000","160,137,000","136,238,000","139,253,000","137,994,000","141,946,000","136,421,000","132,469,000","133,561,000","138,090,000","93,868,000","156,086,000","163,663,000","158,117,000","161,515,000","163,346,000","168,877,000","179,935,000","185,283,000","173,736,000","144,882,000","142,537,000","138,460,000","144,880,000","134,759,000","124,562,000","-14,104,000","150,519,000","147,885,000","140,146,000","118,087,000","114,276,000","114,795,000","111,777,000","100,755,000","95,544,000","93,029,000","83,378,000","73,216,000","68,565,000","71,107,000","68,203,000","66,972,000","68,586,000",,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"411,566,000","97,542,000","100,706,000","111,535,000","101,783,000","104,731,000","107,108,000","107,224,000","90,158,000","116,073,000","110,080,000","105,871,000","107,688,000","111,289,000","104,024,000","95,136,000","82,679,000","88,332,000","81,245,000","78,218,000","85,245,000","84,833,000","86,800,000","88,598,000","90,907,000","87,223,000","90,343,000","109,219,000","79,998,000","83,769,000","75,454,000","85,539,000","72,418,000","70,947,000","60,110,000","59,015,000","60,933,000","58,675,000","-74,093,000","93,461,000","93,289,000","95,725,000","72,134,000","70,446,000","70,415,000","69,072,000","64,482,000","62,721,000","58,700,000","56,943,000","51,117,000","49,776,000","49,882,000","49,709,000","46,689,000","47,152,000","42,364,000","42,233,000","37,872,733","35,086,671","33,511,426","33,093,187","30,607,145","29,670,819","28,383,260","27,660,472","23,938,861","22,425,870","21,309,996","21,249,953","19,182,519","16,913,529","17,056,573","15,353,391","13,799,894","13,051,419","12,758,771","10,862,475","10,009,335","9,019,983"
	SellingGeneralAndAdministration,"152,791,000","36,948,000","35,846,000","43,787,000","36,210,000","37,903,000","36,948,000","36,558,000","31,966,000","37,389,000","29,547,000","31,457,000","31,608,000","32,812,000","32,032,000","30,211,000","29,350,000","30,029,000","27,828,000","28,012,000","28,702,000","26,205,000","28,336,000","26,420,000","28,337,000","29,486,000","37,901,000","24,288,000","24,018,000","26,775,000","26,887,000","29,146,000","22,290,000","22,092,000","13,529,000","18,443,000","18,018,000","18,095,000","-194,856,000","86,018,000","85,264,000","88,331,000","65,691,000","64,415,000","63,598,000","63,004,000","58,287,000","56,793,000","52,914,000","52,119,000","46,544,000","45,166,000","45,316,000","45,446,000","42,289,000","43,078,000","39,262,000","21,127,000","18,584,260","17,322,123","16,681,027","16,434,765","15,160,004","14,550,391","14,334,711","14,096,577","11,841,126","11,215,665","10,414,577","10,860,931","9,717,067","9,154,696","9,211,032","8,537,259","7,545,373","7,369,517","7,678,853","6,393,052",,
		GeneralAndAdministrativeExpense,"152,791,000","36,948,000","35,846,000","43,787,000","36,210,000","37,903,000","36,948,000","36,558,000","31,966,000","37,389,000","29,547,000","31,457,000","31,608,000","32,812,000","32,032,000","30,211,000","29,350,000","30,029,000","27,828,000","28,012,000","28,702,000","26,205,000","28,336,000","26,420,000","28,337,000","29,486,000","37,901,000","24,288,000","24,018,000","26,775,000","26,887,000","29,146,000","22,290,000","22,092,000","13,529,000","18,443,000","18,018,000","18,095,000","-194,856,000","86,018,000","85,264,000","88,331,000","65,691,000","64,415,000","63,598,000","63,004,000","58,287,000","56,793,000","52,914,000","52,119,000","46,544,000","45,166,000","45,316,000","45,446,000","42,289,000","43,078,000","39,262,000","21,127,000","18,584,260","17,322,123","16,681,027","16,434,765","15,160,004","14,550,391","14,334,711","14,096,577","11,841,126","11,215,665","10,414,577","10,860,931","9,717,067","9,154,696","9,211,032","8,537,259","7,545,373","7,369,517","7,678,853","6,393,052",,
			SalariesAndWages,"310,441,000",,,,,,,,,"75,171,000","75,671,000","75,317,000","79,808,000","79,645,000","79,123,000","78,350,000","80,690,000","81,237,000","69,253,000","68,541,000","66,771,000","68,468,000","61,390,000","65,898,000","64,793,000","66,765,000","68,670,000","66,084,000","68,320,000","65,271,000","65,448,000","65,237,000","52,461,000","51,385,000","46,393,000","52,882,000","48,202,000","44,997,000","44,848,000","41,334,000","42,479,000","39,694,000","35,759,000","33,475,000","34,815,000","34,153,000","32,352,000","31,213,000","30,872,000","29,642,000","26,448,000","26,844,000","26,434,000","26,663,000","23,090,000","22,983,000","20,872,000","21,127,000","18,584,260","17,322,123","16,681,027","16,434,765","15,160,004","14,550,391","14,334,711","14,096,577","11,841,126","11,215,665","10,414,577","10,860,931","9,717,067","9,154,696","9,211,032","8,537,259","7,545,373","7,369,517","7,678,853","6,393,052",,
			RentAndLandingFees,"18,883,000","4,987,000","4,682,000","4,571,000","4,643,000","4,480,000","4,558,000","4,460,000","4,471,000","4,484,000","4,586,000","4,414,000","4,491,000","4,363,000","4,319,000","4,270,000","4,003,000","4,314,000","3,985,000","3,668,000","3,387,000","3,783,000","4,001,000","3,875,000","4,038,000","3,796,000","3,991,000","3,684,000","3,479,000","3,560,000","4,125,000","3,018,000","2,219,000","2,147,000","2,074,000","1,950,000","1,824,000","1,687,000","1,728,000","1,786,000","1,656,000","1,611,000","1,538,000","1,517,000","1,438,000","1,398,000","1,401,000","1,362,000","1,297,000","1,252,000","1,246,000","1,270,000","1,163,000","1,082,000","1,078,000","1,123,000","869,000",,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"133,908,000","31,961,000","31,164,000","39,216,000","31,567,000","33,423,000","32,390,000","32,098,000","27,495,000","32,905,000","24,961,000","27,043,000","27,117,000","28,449,000","27,713,000","25,941,000","25,347,000","25,715,000","23,843,000","24,344,000","25,315,000","22,422,000","24,335,000","22,545,000","24,299,000","25,690,000","33,910,000","20,604,000","20,539,000","23,215,000","22,762,000","26,128,000","20,071,000","19,945,000","11,455,000","16,493,000","16,194,000","16,408,000","-73,076,000","42,898,000","41,129,000","47,026,000","28,394,000","29,423,000","27,345,000","27,453,000","24,534,000","24,218,000","20,745,000","21,225,000","18,850,000","17,052,000","17,719,000","17,701,000","18,121,000","18,972,000","17,521,000",,,,,,,,,,,,,,,,,,,,,,,
