name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008
TotalRevenue,"400,375,000","105,193,000","102,756,000","97,887,000","94,539,000","90,094,000","83,308,000","79,557,000","75,573,000","74,192,000","72,733,000","70,928,000","68,529,000","66,934,000","65,189,000","62,868,000","61,091,000","59,092,000","58,200,000","56,150,000","54,284,000","51,932,000","51,061,000","49,284,000","47,351,000","45,599,000","42,348,000","40,354,000","38,846,000","36,970,000","35,402,000","32,506,000","31,100,000","28,939,000","27,973,000","27,008,000","25,658,000","23,752,000","22,484,000","20,267,000","17,821,000","16,534,000","15,854,000","15,529,000","13,937,000","12,649,000","11,919,000","11,491,000","10,944,000","10,243,000","9,981,000","9,634,000","9,600,000","8,531,000","8,080,000"
	OperatingRevenue,"400,375,000","105,193,000","102,756,000","97,887,000","94,539,000","90,094,000","83,308,000","79,557,000","75,573,000","74,192,000","72,733,000","70,928,000","68,529,000","66,934,000","65,189,000","62,868,000","61,091,000","59,092,000","58,200,000","56,150,000","54,284,000","51,932,000","51,061,000","49,284,000","47,351,000","45,599,000","42,348,000","40,354,000","38,846,000","36,970,000","35,402,000","32,506,000","31,100,000","28,939,000","27,973,000","27,008,000","25,658,000","23,752,000","22,484,000","20,267,000","17,821,000","16,534,000","15,854,000","15,529,000","13,937,000","12,649,000","11,919,000","11,491,000","10,944,000","10,243,000","9,981,000","9,634,000","9,600,000","8,531,000","8,080,000"
CostOfRevenue,"137,097,000","35,389,000","35,635,000","34,343,000","31,730,000","29,970,000","26,921,000","25,045,000","24,326,000","23,544,000","23,909,000","23,263,000","23,700,000","21,367,000","21,177,000","20,411,000","20,402,000","19,758,000","19,459,000","18,645,000","18,191,000","17,330,000","17,322,000","16,171,000","15,972,000","14,881,000","13,436,000","12,700,000","12,335,000","11,572,000","11,139,000","9,970,000","9,627,000","9,255,000","8,523,000","8,249,000","7,943,000","7,066,000","6,804,000","5,945,000","4,843,000","4,448,000","4,219,000","4,076,000","3,750,000","3,321,000","3,333,000","3,211,000","3,101,000","2,981,000","2,973,000","3,009,000","2,896,000","2,837,000","2,624,000"
GrossProfit,"263,278,000","69,804,000","67,121,000","63,544,000","62,809,000","60,124,000","56,387,000","54,512,000","51,247,000","50,648,000","48,824,000","47,665,000","44,829,000","45,567,000","44,012,000","42,457,000","40,689,000","39,334,000","38,741,000","37,505,000","36,093,000","34,602,000","33,739,000","33,113,000","31,379,000","30,718,000","28,912,000","27,654,000","26,511,000","25,398,000","24,263,000","22,536,000","21,473,000","19,684,000","19,450,000","18,759,000","17,715,000","16,686,000","15,680,000","14,322,000","12,978,000","12,086,000","11,635,000","11,453,000","10,187,000","9,328,000","8,586,000","8,280,000","7,843,000","7,262,000","7,008,000","6,625,000","6,704,000","5,694,000","5,456,000"
OperatingExpense,"204,345,000","53,294,000","51,748,000","50,023,000","49,280,000","47,462,000","42,830,000","40,558,000","40,136,000","39,112,000","38,060,000","36,732,000","35,499,000","38,188,000","35,803,000","34,200,000","34,724,000","35,034,000","39,262,000","34,660,000","33,366,000","31,226,000","31,086,000","30,443,000","30,499,000","29,404,000","26,098,000","25,394,000","25,484,000","24,476,000","22,846,000","21,182,000","20,459,000","19,086,000","18,726,000","18,388,000","17,232,000","16,492,000","15,456,000","14,184,000","12,227,000","11,627,000","11,236,000","11,183,000","10,228,000","8,821,000","8,144,000","7,412,000","7,164,000","6,215,000","6,247,000","6,161,000","5,970,000","5,771,000","5,590,000"
	SellingGeneralAndAdministration,"153,380,000","40,123,000","38,777,000","36,770,000","37,710,000","36,092,000","33,340,000","31,172,000","31,354,000","30,208,000","28,781,000","27,662,000","27,724,000","30,692,000","28,280,000","28,126,000","28,398,000","28,777,000","31,988,000","26,983,000","26,880,000","24,906,000","24,105,000","23,675,000","23,759,000","23,174,000","20,402,000","20,071,000","20,156,000","19,562,000","18,217,000","17,199,000","16,412,000","15,395,000","15,105,000","14,575,000","13,858,000","13,272,000","12,223,000","11,566,000","10,137,000","9,635,000","9,397,000","9,318,000","8,691,000","7,581,000","7,013,000","6,304,000","6,097,000","5,172,000","5,168,000","5,038,000","4,911,000","4,727,000","4,729,000"
		GeneralAndAdministrativeExpense,"62,036,000","15,468,000","16,119,000","14,691,000","15,758,000","14,737,000","13,528,000","11,939,000","12,743,000","11,909,000","11,045,000","10,725,000","10,179,000","12,770,000","10,584,000","11,174,000","9,974,000","10,130,000","12,752,000","8,744,000","8,139,000","7,827,000","7,311,000","7,149,000","7,082,000","7,285,000","6,668,000","6,276,000","6,055,000","5,818,000","5,727,000","5,153,000","4,842,000","4,511,000","4,647,000","4,284,000","4,211,000","4,047,000","3,445,000","3,726,000","3,165,000","3,188,000","2,943,000","2,914,000","2,839,000","2,455,000","2,180,000","2,165,000","1,975,000","1,665,000","1,667,000","1,505,000","1,514,000","1,652,000","1,724,000"
			OtherGandA,"62,036,000","15,468,000","16,119,000","14,691,000","15,758,000","14,737,000","13,528,000","11,939,000","12,743,000","11,909,000","11,045,000","10,725,000","10,179,000","12,770,000","10,584,000","11,174,000","9,974,000","10,130,000","12,752,000","8,744,000","8,139,000","7,827,000","7,311,000","7,149,000","7,082,000","7,285,000","6,668,000","6,276,000","6,055,000","5,818,000","5,727,000","5,153,000","4,842,000","4,511,000","4,647,000","4,284,000","4,211,000","4,047,000","3,445,000","3,726,000","3,165,000","3,188,000","2,943,000","2,914,000","2,839,000","2,455,000","2,180,000","2,165,000","1,975,000","1,665,000","1,667,000","1,505,000","1,514,000","1,652,000","1,724,000"
		SellingAndMarketingExpense,"91,344,000","24,655,000","22,658,000","22,079,000","21,952,000","21,355,000","19,812,000","19,233,000","18,611,000","18,299,000","17,736,000","16,937,000","17,545,000","17,922,000","17,696,000","16,952,000","18,424,000","18,647,000","19,236,000","18,239,000","18,741,000","17,079,000","16,794,000","16,526,000","16,677,000","15,889,000","13,734,000","13,795,000","14,101,000","13,744,000","12,490,000","12,046,000","11,570,000","10,884,000","10,458,000","10,291,000","9,647,000","9,225,000","8,778,000","7,840,000","6,972,000","6,447,000","6,454,000","6,404,000","5,852,000","5,126,000","4,833,000","4,139,000","4,122,000","3,507,000","3,501,000","3,533,000","3,397,000","3,075,000","3,005,000"
	ResearchAndDevelopment,"41,033,000","10,701,000","10,579,000","10,854,000","8,899,000","8,706,000","7,937,000","8,053,000","7,466,000","7,568,000","7,861,000","7,743,000","6,509,000","6,192,000","6,516,000","5,146,000","5,293,000","5,132,000","6,160,000","6,549,000","5,369,000","5,105,000","5,796,000","5,574,000","5,542,000","5,069,000","4,896,000","4,494,000","4,495,000","4,069,000","3,817,000","3,338,000","3,365,000","2,974,000","2,904,000","2,806,000","2,657,000","2,503,000","2,516,000","2,088,000","1,830,000","1,732,000","1,579,000","1,605,000","1,414,000","1,240,000","1,131,000","1,108,000","1,067,000","1,043,000","1,079,000","1,123,000","1,059,000","1,044,000","861,000"
	DepreciationAmortizationDepletionIncomeStatement,"9,932,000","2,470,000","2,392,000","2,399,000","2,671,000","2,664,000","1,553,000","1,333,000","1,316,000","1,336,000","1,418,000","1,327,000","1,266,000","1,304,000","1,007,000","928,000","1,033,000","1,125,000","1,114,000","1,128,000","1,117,000","1,215,000","1,185,000","1,194,000","1,198,000","1,161,000","800,000","829,000","833,000","845,000","812,000","645,000","682,000","717,000","717,000","1,007,000","717,000","717,000","717,000","530,000","260,000","260,000","260,000","260,000","123,000",,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"9,932,000","2,470,000","2,392,000","2,399,000","2,671,000","2,664,000","1,553,000","1,333,000","1,316,000","1,336,000","1,418,000","1,327,000","1,266,000","1,304,000","1,007,000","928,000","1,033,000","1,125,000","1,114,000","1,128,000","1,117,000","1,215,000","1,185,000","1,194,000","1,198,000","1,161,000","800,000","829,000","833,000","845,000","812,000","645,000","682,000","717,000","717,000","1,007,000","717,000","717,000","717,000","530,000","260,000","260,000","260,000","260,000","123,000",,,,,,,,,,
			Amortization,"9,932,000","2,470,000","2,392,000","2,399,000","2,671,000","2,664,000","1,553,000","1,333,000","1,316,000","1,336,000","1,418,000","1,327,000","1,266,000","1,304,000","1,007,000","928,000","1,033,000","1,125,000","1,114,000","1,128,000","1,117,000","1,215,000","1,185,000","1,194,000","1,198,000","1,161,000","800,000","829,000","833,000","845,000","812,000","645,000","682,000","717,000","717,000","1,007,000","717,000","717,000","717,000","530,000","260,000","260,000","260,000","260,000","123,000",,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"9,932,000","2,470,000","2,392,000","2,399,000","2,671,000","2,664,000","1,553,000","1,333,000","1,316,000","1,336,000","1,418,000","1,327,000","1,266,000","1,304,000","1,007,000","928,000","1,033,000","1,125,000","1,114,000","1,128,000","1,117,000","1,215,000","1,185,000","1,194,000","1,198,000","1,161,000","800,000","829,000","833,000","845,000","812,000","645,000","682,000","717,000","717,000","1,007,000","717,000","717,000","717,000","530,000","260,000","260,000","260,000","260,000","123,000",,,,,,,,,,
OperatingIncome,"58,933,000","16,510,000","15,373,000","13,521,000","13,529,000","12,662,000","13,557,000","13,954,000","11,111,000","11,536,000","10,764,000","10,933,000","9,330,000","7,379,000","8,209,000","8,257,000","5,965,000","4,300,000","-521,000","2,845,000","2,727,000","3,376,000","2,653,000","2,670,000","880,000","1,314,000","2,814,000","2,260,000","1,027,000","922,000","1,417,000","1,354,000","1,014,000","598,000","724,000","371,000","483,000","194,000","224,000","138,000","751,000","459,000","399,000","270,000","-41,000","507,000","442,000","868,000","679,000","1,047,000","761,000","464,000","734,000","-77,000","-134,000"
NetNonOperatingInterestIncomeExpense,,,,,,,"121,000","116,000","226,000","640,000","714,000","843,000","813,000","577,000","740,000","628,000","547,000","414,000","328,000","272,000","242,000","191,000","193,000","112,000","151,000","145,000","74,000","49,000","37,000","37,000","36,000","52,000","50,000","49,000","36,000","31,000","22,000","23,000","12,000","-21,000","13,000","15,000","15,000","16,000","26,000","32,000","46,000","96,000","-13,000","-45,000","-45,000","-61,000","-75,000","-89,000","-97,000"
	InterestIncomeNonOperating,,,,,,,"121,000","116,000","226,000","640,000","714,000","843,000","813,000","577,000","740,000","628,000","547,000","414,000","328,000","272,000","242,000","191,000","193,000","112,000","151,000","145,000","74,000","49,000","37,000","37,000","36,000","52,000","50,000","49,000","36,000","31,000","22,000","23,000","12,000","6,000","13,000","15,000","15,000","16,000","26,000","32,000","54,000","104,000",,,,"0",,,
	InterestExpenseNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","27,000",,,"0","0","0","0","8,000","8,000","13,000","45,000","45,000","61,000","75,000","89,000","97,000"
	TotalOtherFinanceCost,,,,,,,,,,,"-714,000","-843,000","-813,000","-577,000","-740,000","-628,000","-547,000","-414,000","-328,000","-272,000","-242,000","-191,000","-193,000","-112,000","-151,000","-145,000","-74,000","-49,000","-37,000","-37,000","-36,000",,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-796,000","423,000","-120,000","-716,000","-383,000","-325,000","1,183,000","307,000","1,242,000","-1,313,000","323,000","-143,000","640,000","-103,000","-179,000","-219,000","-168,000","-154,000","36,000","-195,000","-102,000","-60,000","-134,000","947,000","-374,000","293,000","110,000","-86,000","-57,000","-112,000","-401,000","-36,000","35,000","-56,000","-52,000","37,000","-48,000","-84,000","-78,000","-67,000","-38,000","-65,000","-78,000","-28,000","-16,000","-18,000","-51,000","-85,000","10,000","-18,000",,"-8,000","-2,000","123,000",
	GainOnSaleOfSecurity,,"516,000",,"-788,000","-270,000","-192,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,"0","0","0","157,000","0","0","-72,000","79,000","22,000","400,000","-56,000",,,,,,,,,,,,,,,,,,,,,,,,,,"-67,000","-38,000","-65,000","-78,000","-28,000","-16,000","-18,000","-51,000","-85,000","10,000","-18,000",,"-8,000","-2,000","123,000",
		RestructuringAndMergernAcquisition,,,,"0","0","0","-157,000","0","0","72,000","-79,000","-22,000","-400,000","56,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-1,504,000","-93,000","-1,370,000","72,000","-113,000","-133,000","1,026,000","307,000","1,242,000","-1,241,000","244,000","-165,000","240,000","-47,000","-179,000","-219,000","-168,000","-154,000","36,000","-195,000","-102,000","-60,000","-134,000","947,000","-374,000","293,000","110,000","-86,000","-57,000","-112,000","-401,000","-36,000","35,000","-56,000","-52,000","37,000","-48,000","-84,000","-78,000",,,,,,,,,,,,,,,,
PretaxIncome,"58,137,000","16,933,000","15,253,000","12,805,000","13,146,000","12,337,000","14,861,000","14,377,000","12,579,000","10,863,000","11,801,000","11,633,000","10,783,000","7,853,000","8,770,000","8,666,000","6,344,000","4,560,000","-157,000","2,922,000","2,867,000","3,507,000","2,712,000","3,729,000","657,000","1,752,000","2,998,000","2,223,000","1,007,000","847,000","1,052,000","1,370,000","1,099,000","591,000","708,000","439,000","457,000","133,000","158,000","50,000","726,000","409,000","336,000","258,000","-31,000","521,000","437,000","879,000","676,000","984,000","244,000","395,000","657,000","-43,000","-204,000"
TaxProvision,"11,137,000","4,330,000","2,488,000","1,356,000","2,963,000","2,137,000","1,391,000","2,970,000","1,385,000","1,348,000","2,639,000","2,692,000","1,987,000","1,040,000","1,629,000","605,000","928,000","1,306,000","8,944,000","1,058,000","1,042,000","536,000","907,000","1,220,000","305,000","708,000","866,000","953,000","356,000","261,000","198,000","532,000","460,000","218,000","414,000","169,000","169,000","-66,000","-208,000","-124,000","300,000","153,000","-12,807,000","81,000","78,000","29,000","-4,000","-7,000","38,000","65,000","31,000","49,000","0","11,000","82,000"
NetIncomeCommonStockholders,"47,000,000","12,603,000","12,765,000","11,449,000","10,183,000","10,200,000","13,470,000","11,407,000","11,194,000","9,515,000","9,162,000","8,941,000","8,796,000","6,813,000","7,141,000","8,061,000","5,416,000","3,254,000","-9,101,000","1,864,000","1,825,000","2,971,000","1,805,000","2,509,000","352,000","1,044,000","2,132,000","1,270,000","651,000","586,000","854,000","838,000","639,000","373,000","294,000","270,000","288,000","199,000","366,000","174,000","426,000","256,000","13,143,000","177,000","-109,000","492,000","441,000","886,000","638,000","919,000","213,000","346,000","657,000","-54,000","-286,000"
