name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013
MarketCap,"3,602,873,782","4,126,866,229","7,164,612,000","6,085,622,978","6,532,155,466","5,316,877,921","4,409,718,337","3,080,062,828","3,419,769,491","1,621,313,358","2,680,136,803","2,397,733,760","3,167,063,840","2,667,771,190","2,236,530,170","2,661,059,400","1,757,681,450","1,314,194,400","1,461,031,950","1,616,853,400","1,332,472,400","1,068,558,400","1,023,725,250","846,628,260","634,945,324","577,571,599","612,023,250","623,415,360","594,188,160","565,616,480","601,775,940","573,253,999","646,322,281","691,410,780","639,907,072","699,830,266"
EnterpriseValue,"3,963,029,782","4,334,728,229","7,233,995,000","6,206,844,978","6,635,317,466","5,467,455,921","4,527,232,337","3,274,975,828","3,829,634,491","1,651,819,358","2,727,530,803","2,442,255,760","3,204,002,840","2,699,239,190","2,263,095,170","2,704,258,400","1,814,619,450","1,376,890,400","1,488,232,950","1,638,379,400","1,355,258,400","1,099,961,400","1,080,620,250","909,996,260","682,903,324","619,289,599","666,795,250","685,808,360","636,274,160","611,404,480","630,588,940","616,772,999","694,320,281","697,727,780","660,911,072","765,146,266"
PeRatio,"20.849","25.31","45.481","39.818","53.491","57.234","51.819","39.962","38.784","17.647","29.987","28.42","39.86","32.356","34.427","46.7","33.489","31.441","30.116","34.48","31.786","30.532","31.897","29.449","23.795","23.955","30.055","30.655","24","21.014","20.544","19.403","27.389","27.794","30.501","42.352"
ForwardPeRatio,,,,,,,,,,,,,,,,,,"19.38","21.93","25.381","26.596","20.964","21.186","18.519","15.504","12.755","15.898","15.456","14.225","13.569",,,,,,
PegRatio,,,,,,,,,,,,,,,,,,"1.939","1.463","1.69","1.771","1.397","1.412",,"1.034","0.85","1.06","1.031","0.949","0.905",,,,,,
PsRatio,"2.595","3.194","5.907","5.399","6.558","5.821","5.198","3.817","4.182","2.19","3.771","3.546","4.945","4.397","3.924","5.084","3.619","2.842","3.21","3.683","3.15","2.692","2.709","2.26","1.735","1.633","1.814","1.94","1.914","1.891","2.054","1.964","2.349","2.474","2.423","2.748"
PbRatio,"3.796","4.616","8.429","7.566","8.569","7.393","6.448","4.865","7.958","3.84","6.757","6.495","9.331","8.306","7.485","9.764","6.868","5.596","6.337","7.545","6.646","5.778","5.876","5.302","4.238","3.793","4.233","4.615","4.674","4.391","4.821","5.111","6.577","7.492","7.39","17.494"
EnterprisesValueRevenueRatio,"2.839","11.468","21.132","17.865","20.22","19.448","17.254","12.562","20.915","8.96","14.674","11.557","16.677","16.693","14.432","15.383","11.571","10.608","12.29","12.86","11.218","10.345","9.687","8.348","6.676","7.72","6.97","6.459","6.548","9.019","8.51","6.842","8.039","12.435","10.128","9.298"
EnterprisesValueEBITDARatio,"15.786","67.351","128.353","93.584","103.67","99.47","97.456","59.025","134.477","95.294","89.742","60.965","96.839","104.061","85.5","77.179","64.822","71.807","78.589","70.684","65.895","77.044","68.273","50.883","50.952","90.845","51.08","38.262","47.282","138.296","84.951","37.498","48.358","102.351","67.454","45.667"
