name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992
TotalRevenue,"1,625,527,000","509,375,000","466,493,000","357,885,000","291,774,000","240,929,000","220,801,000","207,141,000","250,380,000","445,927,000","492,297,000","598,452,000","675,765,000","704,171,000","795,937,000","867,478,000","854,418,000","809,164,000","787,334,000","684,989,000","579,186,000","305,175,000","246,887,000","206,133,000","193,907,000","268,939,000","338,566,000","422,251,000","472,761,000","657,699,000","901,219,000","845,628,000","757,276,000","678,168,000","658,772,000","730,907,000","659,316,000","667,039,000","652,750,000","643,631,000","681,112,000","745,921,000","724,647,000","673,828,000","600,064,000","567,404,000","505,678,000","378,663,000","306,992,000","271,598,000","148,984,000","176,159,000","160,764,000","296,039,000","569,757,000","608,532,000","526,283,000","504,554,000","520,533,000","524,002,000","522,558,000","547,101,000","638,382,000","673,658,000","636,813,000","597,733,000","531,201,000","468,739,000","389,922,000","350,593,000","288,306,000","259,174,000","234,510,000","218,779,000","208,292,000","207,015,000","195,624,000","165,239,000","140,876,000","133,495,000","125,363,000","128,223,000","174,721,000","289,104,000","287,564,000","129,936,000","103,568,000","78,628,000","67,139,000","58,566,000","54,400,000","39,800,000","30,500,000","26,700,000","32,400,000","42,300,000","51,200,000","60,800,000","61,300,000","58,200,000","40,700,000","30,600,000","28,600,000","20,300,000","14,400,000","12,300,000","12,800,000","12,700,000","10,800,000","10,300,000","11,600,000","10,600,000","6,700,000","6,200,000","7,400,000","6,500,000","5,400,000","5,400,000","5,500,000","5,500,000","5,500,000","5,500,000"
	OperatingRevenue,"1,559,821,000","489,564,000","449,378,000","342,287,000","278,592,000","229,010,000","211,930,000","197,298,000","242,409,000","426,956,000","470,805,000","572,709,000","649,364,000","672,952,000","763,588,000","838,442,000","827,930,000","783,203,000","761,812,000","664,055,000","560,155,000","299,902,000","228,754,000","206,133,000","193,907,000","268,939,000","338,566,000","422,251,000","472,761,000","657,699,000","901,219,000","845,628,000","757,276,000","678,168,000","658,772,000","730,907,000","659,316,000","667,039,000","652,750,000","643,631,000","681,112,000","745,921,000","724,647,000","673,828,000","600,064,000","567,404,000","505,678,000","378,663,000","306,992,000","271,598,000","148,984,000","176,159,000","160,764,000","296,039,000","569,757,000","608,532,000","526,283,000","504,554,000","520,533,000","524,002,000","522,558,000","547,101,000","638,382,000","673,658,000","636,813,000","597,733,000","531,201,000","468,739,000","389,922,000","350,593,000","288,306,000","259,174,000","234,510,000","218,779,000","208,292,000","207,015,000","195,624,000","165,239,000","140,876,000","133,495,000","125,363,000","128,223,000","174,721,000","289,104,000","287,564,000","129,936,000","103,568,000","78,628,000","67,139,000","58,566,000","54,400,000","39,800,000","30,500,000","26,700,000","32,400,000","42,300,000","51,200,000","60,800,000","61,300,000","58,200,000","40,700,000","30,600,000","28,600,000","20,300,000","14,400,000","12,300,000","12,800,000","12,700,000","10,800,000","10,300,000","11,600,000","10,600,000","6,700,000","6,200,000","7,400,000","6,500,000","5,400,000","5,400,000","5,500,000","5,500,000","5,500,000","5,500,000"
CostOfRevenue,"2,095,643,000","500,150,000","790,091,000","426,132,000","379,270,000","335,633,000","323,001,000","298,576,000","337,831,000","513,425,000","543,526,000","853,978,000","676,331,000","703,735,000","770,075,000","915,710,000","834,141,000","798,879,000","777,818,000","689,796,000","646,557,000","386,710,000","346,617,000","317,048,000","305,974,000","347,571,000","402,121,000","609,985,000","481,307,000","603,715,000","779,434,000","800,311,000","653,593,000","601,463,000","609,212,000","588,154,000","571,424,000","554,585,000","931,311,000","397,385,000","413,354,000","452,236,000","438,496,000","416,301,000","349,723,000","339,271,000","300,623,000","227,788,000","193,048,000","176,339,000","78,395,000","117,640,000","100,637,000","179,825,000","331,215,000","357,038,000","318,865,000","303,472,000","305,241,000","297,661,000","289,163,000","295,974,000","318,277,000","327,710,000","305,250,000","292,265,000","261,040,000","245,441,000","219,071,000","211,949,000","187,676,000","172,629,000","165,320,000","153,286,000","146,723,000","148,700,000","145,323,000","124,285,000","104,708,000","103,283,000","96,524,000","93,250,000","114,419,000","159,398,000","167,032,000","81,060,000","69,636,000","56,507,000","49,326,000","46,182,000","44,600,000","33,400,000","25,400,000","22,900,000","31,700,000","33,300,000","38,300,000","44,000,000","40,200,000","39,400,000","28,800,000","23,100,000","22,600,000","14,400,000","10,700,000","9,200,000","9,700,000","9,600,000","7,900,000","7,900,000","9,400,000","8,000,000","5,300,000","4,600,000",,,,,,,,
GrossProfit,"-470,116,000","9,225,000","-323,598,000","-68,247,000","-87,496,000","-94,704,000","-102,200,000","-91,435,000","-87,451,000","-67,498,000","-51,229,000","-255,526,000","-566,000","436,000","25,862,000","-48,232,000","20,277,000","10,285,000","9,516,000","-4,807,000","-67,371,000","-81,535,000","-99,730,000","-110,915,000","-112,067,000","-78,632,000","-63,555,000","-187,734,000","-8,546,000","53,984,000","121,785,000","45,317,000","103,683,000","76,705,000","49,560,000","142,753,000","87,892,000","112,454,000","-278,561,000","246,246,000","267,758,000","293,685,000","286,151,000","257,527,000","250,341,000","228,133,000","205,055,000","150,875,000","113,944,000","95,259,000","70,589,000","58,519,000","60,127,000","116,214,000","238,542,000","251,494,000","207,418,000","201,082,000","215,292,000","226,341,000","233,395,000","251,127,000","320,105,000","345,948,000","331,563,000","305,468,000","270,161,000","223,298,000","170,851,000","138,644,000","100,630,000","86,545,000","69,190,000","65,493,000","61,569,000","58,315,000","50,301,000","40,954,000","36,168,000","30,212,000","28,839,000","34,973,000","60,302,000","129,706,000","120,532,000","48,876,000","33,932,000","22,121,000","17,813,000","12,384,000","9,800,000","6,400,000","5,100,000","3,800,000","700,000","9,000,000","12,900,000","16,800,000","21,100,000","18,800,000","11,900,000","7,500,000","6,000,000","5,900,000","3,700,000","3,100,000","3,100,000","3,100,000","2,900,000","2,400,000","2,200,000","2,600,000","1,400,000","1,600,000",,,,,,,,
OperatingExpense,"96,565,000","26,243,000","28,712,000","20,844,000","20,766,000","23,664,000","27,604,000","24,027,000","28,744,000","32,036,000","34,285,000","34,616,000","51,530,000","30,364,000","33,295,000","35,763,000","35,596,000","40,806,000","54,467,000","23,760,000","23,478,000","18,852,000","18,011,000","15,035,000","17,087,000","19,072,000","16,578,000","18,582,000","19,216,000","32,797,000","22,028,000","18,896,000","19,548,000","19,673,000","18,556,000","19,580,000","18,319,000","17,397,000","-377,659,000","159,615,000","145,196,000","138,421,000","147,250,000","125,233,000","118,481,000","110,586,000","109,114,000","98,366,000","68,187,000","87,179,000","90,085,000","85,804,000","87,269,000","90,505,000","98,623,000","86,212,000","80,999,000","81,208,000","83,977,000","82,241,000","18,259,000","71,402,000","77,358,000","64,043,000","62,650,000","59,869,000","79,044,000","49,787,000","48,435,000","44,392,000","40,133,000","39,137,000","38,391,000","32,983,000","30,730,000","30,961,000","31,148,000","31,110,000","33,290,000","29,529,000","17,548,000","28,545,000","30,411,000","30,834,000","28,138,000","16,187,000","14,031,000","9,985,000","10,598,000","9,913,000","8,800,000","9,200,000","8,800,000","8,700,000","9,200,000","9,200,000","9,300,000","8,900,000","7,900,000","7,300,000","5,900,000","4,900,000","3,200,000","4,800,000","3,300,000","2,600,000","3,100,000","2,200,000","2,200,000","1,800,000","1,700,000","1,800,000","1,400,000","1,100,000",,,,,,,,
	SellingGeneralAndAdministration,"97,285,000","27,461,000","24,206,000","22,063,000","23,555,000","23,028,000","20,919,000","23,185,000","23,991,000","31,146,000","31,833,000","34,231,000","34,894,000","29,084,000","34,157,000","34,797,000","39,104,000","38,697,000","35,966,000","27,551,000","23,478,000","18,852,000","18,011,000","15,035,000","17,087,000","19,072,000","16,578,000","18,582,000","19,216,000","32,797,000","22,028,000","18,896,000","19,548,000","19,673,000","18,556,000","19,580,000","18,319,000","17,397,000","16,664,000","17,222,000","16,719,000","13,868,000","15,590,000","15,957,000","16,749,000","15,975,000","15,551,000","13,685,000","12,343,000","11,463,000","8,530,000","15,871,000","16,236,000","15,984,000","14,128,000","18,719,000","18,047,000","16,996,000","15,439,000","17,193,000","16,722,000","15,471,000","15,637,000","13,777,000","14,113,000","13,411,000","8,935,000","10,571,000","10,068,000","9,902,000","10,916,000","8,348,000","8,127,000","6,888,000","7,149,000","6,950,000","6,895,000","6,974,000","10,544,000","6,351,000","6,640,000","6,343,000","6,164,000","7,623,000","8,757,000","4,846,000","4,400,000","2,647,000","2,151,000","2,196,000","2,000,000","1,900,000","1,800,000","1,600,000","1,200,000","1,800,000","2,900,000","2,700,000","2,600,000","2,300,000","2,000,000","1,600,000","1,000,000","1,800,000","1,300,000","900,000","1,400,000","1,000,000","800,000","800,000","1,000,000","800,000","700,000","600,000",,,,,,,,
		GeneralAndAdministrativeExpense,,,,,,"23,028,000","20,919,000","23,185,000","23,991,000","31,146,000","31,833,000","34,231,000","34,894,000","29,084,000","34,157,000","34,797,000","39,104,000","38,697,000","35,966,000","27,551,000","23,478,000","18,852,000","18,011,000","15,035,000","17,087,000","19,072,000","16,578,000","18,582,000","19,216,000","32,797,000","22,028,000","18,896,000","19,548,000","19,673,000","18,556,000","19,580,000","18,319,000","17,397,000","16,664,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,"23,028,000","20,919,000","23,185,000","23,991,000","31,146,000","31,833,000","34,231,000","34,894,000","29,084,000","34,157,000","34,797,000","39,104,000","38,697,000","35,966,000","27,551,000","23,478,000","18,852,000","18,011,000","15,035,000","17,087,000","19,072,000","16,578,000","18,582,000","19,216,000","32,797,000","22,028,000","18,896,000","19,548,000","19,673,000","18,556,000","19,580,000","18,319,000","17,397,000","16,664,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,,,,,,"624,000",,"842,000",,"895,000","1,729,000","385,000","371,000","1,355,000","377,000","958,000",,"2,109,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"142,393,000","128,477,000","122,953,000","127,602,000","110,713,000","102,749,000","96,215,000","93,563,000","85,431,000","78,783,000","75,716,000","80,512,000","70,131,000","68,857,000","70,347,000","71,034,000","67,998,000","65,673,000","63,726,000","66,805,000","66,523,000","59,947,000","55,931,000","56,125,000","49,215,000","47,481,000","43,549,000","45,818,000","39,216,000","36,959,000","34,400,000","30,872,000","30,789,000","30,451,000","27,283,000","24,173,000","24,716,000","24,973,000","24,136,000","22,746,000","23,178,000","23,090,000","22,202,000","24,247,000","23,211,000","19,381,000","11,341,000","9,631,000","7,338,000","8,447,000","7,717,000","6,800,000","7,300,000","7,000,000","7,100,000","8,000,000","7,400,000","6,400,000","6,200,000","5,300,000","5,000,000","3,900,000","3,300,000","2,200,000","3,000,000","2,000,000","1,700,000","1,700,000","1,200,000","1,400,000","1,000,000","700,000","1,000,000","700,000","500,000",,,,,,,,
