name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002
OperatingCashFlow,"47,852,000","4,915,000","13,504,000","17,614,000","11,819,000","4,103,000","13,556,000","15,300,000","8,707,000","5,213,000","17,772,000","10,660,000","13,251,000","6,065,000","7,096,000","13,519,000","12,805,000","6,137,000","12,960,000","14,295,000","12,821,000","883,000","11,187,000","11,878,000","10,439,000","5,676,000","10,183,000","11,435,000","7,051,000","7,511,000","5,773,000","7,637,000","6,250,000","5,981,000","9,157,000","6,447,000","4,347,000","3,933,000","1,297,000","4,665,000","2,842,000","2,414,000","2,128,000","2,176,000","1,368,000","2,780,000","1,985,000","4,592,000","2,344,000","1,474,000","3,261,000","2,420,000","1,949,000","1,268,000","-1,333,000","2,745,000","2,162,000","-954,000","2,740,000","2,312,000","2,330,000","-2,751,000","5,669,414","7,186,413","4,148,268","-158,095","2,710,044","1,739,990","1,538,984","2,795,124","2,882,291","2,149,940","2,371,713","2,126,617","2,300,881","2,421,742","3,095,193","1,170,620","2,325,654","2,842,357"
	CashFlowFromContinuingOperatingActivities,"47,852,000","4,915,000","15,337,000","17,614,000","9,986,000","4,103,000","13,556,000","15,300,000","8,707,000","5,213,000","17,772,000","11,361,000","12,550,000","6,065,000","7,096,000","13,519,000","12,805,000","6,137,000","12,960,000","14,295,000","12,821,000","883,000","11,187,000","11,878,000","10,439,000","5,676,000","10,175,000","11,391,000","7,084,000","7,519,000","5,323,000","7,637,000","6,250,000","5,981,000","9,157,000","6,447,000","4,347,000","3,933,000","1,297,000","4,665,000","2,842,000","2,414,000","2,120,000","2,188,000","1,364,000","2,780,000","1,985,000","4,592,000","2,344,000","1,474,000","3,261,000","2,420,000","1,949,000","1,268,000","-1,333,000","2,745,000","2,154,000","-954,000","2,740,000","2,312,000","2,330,000","-2,751,000","5,669,414","7,186,413","4,148,268","-158,095","2,710,044","1,739,990","1,538,984","2,795,124","2,882,291","2,149,940","2,371,713","2,126,617","2,300,881","2,421,742","3,095,193","1,170,620","2,325,654","2,842,357"
		NetIncomeFromContinuingOperations,"16,168,000","7,189,000","2,648,000","2,946,000","3,385,000","1,441,000","3,171,000","914,000","419,000","1,647,000","16,243,000","1,849,000","2,703,000","2,839,000","9,277,000","7,837,000","1,633,000","3,234,000","2,025,000","3,140,000","2,144,000","1,557,000","567,000","964,000","1,509,000","5,088,000","2,081,000","1,551,000","1,593,000","1,629,000","516,000","1,121,000","1,280,000","2,432,000","1,295,000","635,000","1,003,000","986,000","-1,441,000","172,000","462,000","860,000","650,000","675,000","-238,000","246,000","751,000","234,000","255,000","335,000",,"601,000","47,000","-21,000","-156,000","-173,000","-651,000","-69,000","-244,000","172,000","133,000","-138,000","-244,605","403,847","858,383","763,375","361,952","515,300","746,486","824,444","930,684","797,296","956,521","739,118","743,771","770,696","1,050,005","909,702","721,106","963,054"
		OperatingGainsLosses,"-960,000","-265,000","-179,000","-103,000","-413,000","-90,000","-2,421,000","-178,000","293,000","15,000","-14,349,000","-524,000","-351,000","-490,000","-8,618,000","-4,365,000","74,000","-49,000","144,000","35,000","56,000","23,000","-361,000","-26,000","18,000","-2,892,000","-63,000","148,000","-49,000","105,000","2,000","0","24,000","85,000","8,000","0","-1,000","8,000","7,000","-1,000","-15,000","11,000","-268,000","-155,000","0","-20,000","583,000","72,000","-21,000","62,000","-665,000","344,000","258,000","259,000","417,000","215,000","125,000","197,000","224,000","47,000","199,000","169,000","-56,339","129,689","126,940","-9,290","-20,795","88,105","-93,072","155,947","-87,818","-154,854","79,400","-54,525","-68,750","-2,000","127,725","156,275","-12,000","-100,000"
			GainLossOnSaleOfPPE,,,,,,,,,,"207,000","-753,000","0","113,000","2,000","-187,000","-4,365,000","74,000","-69,000","48,000","40,000","56,000","23,000","-361,000","-26,000","18,000","-2,892,000","-63,000","148,000","-5,000","105,000","2,000","0","24,000","85,000",,,"40,000","8,000","7,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,"0","0","0","20,000","96,000",,,,,,,,"0","0",,,"0",,,,"0","0","-41,000","0","0","-78,000","-31,000","-1,000","0","-154,000","0","-38,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-800,000","-280,000","-180,000","-151,000","-189,000","-89,000","-169,000","-196,000","-364,000","-192,000","-13,596,000","-524,000","-464,000","-492,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","4,805","1,880","5,353","-12,038","-808",,,,,,,,,
		DepreciationAmortizationDepletion,"29,848,000","7,911,000","7,492,000","7,340,000","7,105,000","7,013,000","7,191,000","7,171,000","6,970,000","6,971,000","6,875,000","6,789,000","6,612,000","6,464,000","3,579,000","7,483,000","7,396,000","7,221,000","7,304,000","7,247,000","6,681,000","6,008,000","6,095,000","5,449,000","5,521,000","5,392,000","5,373,000","5,149,000","4,675,000","4,564,000","3,911,000","3,998,000","3,908,000","3,908,000","3,646,000","3,450,000","3,260,000","3,073,000","2,974,000","2,682,000","2,290,000","2,283,000","1,651,000","2,162,000","1,947,000","1,989,000","1,902,000","1,830,000","1,759,000","1,734,000","1,799,000","1,741,000","1,710,000","1,708,000","1,600,000","1,912,000","1,724,000","1,623,000","1,492,000","1,622,000","1,617,000","1,612,000","1,696,248","1,831,909","1,389,007","1,558,836","1,822,269","1,463,640","1,446,360","1,366,606","1,385,422","1,321,589","1,282,091","1,234,320","1,234,625","1,178,874","1,187,727","1,156,821","1,095,096","990,592"
			DepreciationAndAmortization,"29,848,000","7,911,000","7,492,000","7,340,000","7,105,000","7,013,000","7,191,000","7,171,000","6,970,000","6,971,000","6,875,000","6,789,000","6,612,000","6,464,000","3,579,000","7,483,000","7,396,000","7,221,000","7,304,000","7,247,000","6,681,000","6,008,000","6,095,000","5,449,000","5,521,000","5,392,000","5,373,000","5,149,000","4,675,000","4,564,000","3,911,000","3,998,000","3,908,000","3,908,000","3,646,000","3,450,000","3,260,000","3,073,000","2,974,000","2,682,000","2,290,000","2,283,000","1,651,000","2,162,000","1,947,000","1,989,000","1,902,000","1,830,000","1,759,000","1,734,000","1,799,000","1,741,000","1,710,000","1,708,000","1,600,000","1,912,000","1,724,000","1,623,000","1,492,000","1,622,000","1,617,000","1,612,000","1,696,248","1,831,909","1,389,007","1,558,836","1,822,269","1,463,640","1,446,360","1,366,606","1,385,422","1,321,589","1,282,091","1,234,320","1,234,625","1,178,874","1,187,727","1,156,821","1,095,096","990,592"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,301,000","1,250,000","1,364,000","1,454,450","1,271,854","1,181,080","1,357,616","1,187,060","1,109,772","1,048,260","1,028,878","1,052,717","1,015,710","970,700","947,009","943,368","926,681","938,865","920,011","969,563","864,058"
