name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"321,000","367,000","248,000","241,798","560,055","207,927","201,220","635,209","353,868","398,100","337,728","332,705","305,879","311,391","287,311","291,257","252,193","248,862","236,810","125,533","126,534"
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"321,000","367,000","248,000","241,798","560,055","207,927","201,220","635,209","353,868","398,100","337,728","332,705","305,879","311,391","287,311","291,257","252,193","248,862","236,810","125,533","126,534"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,"323,000","326,000","327,000","391,000","478,000","463,000","459,000","502,000","514,000","542,000","387,000","383,000","374,000","376,000","374,000","338,000",,"280,000","278,000","299,000","357,000","431,000","422,000","593,000","516,000","373,000","261,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,"-247,000","372,000","-590,000","-172,000","143,000","529,000","1,198,000","1,279,000","2,328,000","844,000","558,000","495,000","159,000","272,000","268,000","362,000","283,000","478,000","898,000","535,000","298,000","609,000","287,000","535,000","391,000","372,000","656,000","547,000","587,000","184,000","136,000","415,000","662,000","389,000","227,000","716,000","398,000","317,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,,,,,,,,,,,,,,"898,000","535,000","298,000","609,000","287,000","535,000","391,000","372,000","656,000",,,"184,000","136,000",,"662,000","389,000","227,000","716,000","398,000","317,000","284,000",,,,,,,"69,000",,"137,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"3,102,000","-1,413,000","1,847,000","1,491,000","1,177,000","1,398,000","2,083,000","1,592,000","1,140,000","1,248,000","1,935,000","1,640,000","1,025,000","1,883,000","1,847,000","1,648,000","1,401,000","1,845,000","3,063,000","2,514,000","2,386,000","2,447,000","3,357,000","3,030,000","1,819,000","2,025,000","2,128,000","1,850,000","1,660,000","1,699,000","1,607,000","1,460,000","1,191,000","373,000","783,000","834,000","311,000","356,000","341,000","118,000","188,000","78,000","77,000","78,000","77,000","78,000","78,000","76,000","72,000","71,000","268,000","248,000","256,000","241,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"-2,016,000","-423,000","-454,000","-405,000","-734,000","-570,000","274,000","277,000","280,000","282,000","281,000","280,000","297,000","237,000","116,000","323,000","326,000","327,000","391,000","478,000","463,000","459,000","502,000","514,000","542,000","387,000","383,000","374,000","376,000","374,000","338,000","307,000","280,000","278,000","299,000","357,000","431,000","422,000","934,000","634,000","226,000","132,000","1,048,000","-600,000","77,000","78,000","78,000","76,000","72,000","71,000","1,732,000","329,000","25,000","-11,000","-104,000","-112,000","-369,000","-42,000","-145,000","147,000","46,000","-64,000","-185,810","435,689","348,786","499,335","221,124","378,872","593,383","697,237","812,651","696,464","835,606","645,689","646,316","676,661","917,156","794,662","633,858","825,121"
		ChangeInWorkingCapital,"1,957,000","-8,456,000","4,573,000","6,517,000","-677,000","-5,618,000","1,021,000","4,245,000","-2,723,000","-5,794,000","308,000","716,000","1,517,000","-5,441,000","-697,000","231,000","1,692,000","-6,919,000","-865,000","346,000","793,000","-10,220,000","740,000","1,412,000","639,000","-4,696,000","-383,000","1,772,000","-1,758,000","-1,036,000","-1,187,000","336,000","-1,095,000","-1,484,000","2,899,000","455,000","-1,055,000","-1,229,000","-1,461,000","816,000","-682,000","-1,211,000","-1,275,000","-351,000","-520,000","418,000","-972,000","2,243,000","59,000","-728,000","-123,000","-843,000","-347,000","-908,000","-3,090,000","903,000","1,325,000","-2,663,000","1,413,000","324,000","335,000","-4,330,000","4,459,920","4,385,279","1,425,152","-2,970,351","325,494","-705,927","-1,154,173","-249,110","-158,648","-510,555","-781,905","-437,985","-255,081","-202,489","-187,420","-1,846,840","-112,406","163,590"
			ChangeInReceivables,"-660,000","-2,077,000","-10,000","-477,000","1,904,000","-1,225,000","1,035,000","-1,362,000","-4,281,000","-1,305,000","-1,334,000","-523,000","723,000","-1,947,000","453,000","-1,751,000","1,664,000","-1,649,000","-2,190,000","-2,265,000","-100,000","-1,338,000","-3,268,000","-788,000","-637,000","-1,377,000","-2,023,000","-1,816,000","-1,229,000","-538,000","-1,396,000","-834,000","-455,000","-983,000","-987,000","-1,035,000","-189,000","-777,000","-1,706,000","-812,000","-513,000","-551,000","-945,000","-476,000","17,000","-535,000","-512,000",,,"15,000","4,890,000","-4,200,000","-837,000","-364,000","-835,000","290,000","25,000","295,000","-313,000","-199,000","-329,000","-631,000","1,353,324","156,350","215,557","-100,231","11,332","-66,688","31,703","-550,480","-47,469","-333,804","-682,460","256,118","-49,656","-205,574","-500,458","-570,493","-267,345","116,506"
				ChangesInAccountReceivables,"-380,000","-1,913,000","186,000","-473,000","1,820,000","-829,000","68,000","-1,129,000","-4,108,000","-886,000","-1,236,000","-794,000","408,000","-1,376,000","-157,000","-1,751,000","1,664,000","-1,649,000","-2,190,000","-2,265,000","-100,000","-1,338,000","-3,268,000","-788,000","-637,000","-1,377,000","-2,023,000","-1,816,000","-1,229,000","-538,000","-1,396,000","-834,000","-455,000","-983,000","-987,000","-1,687,000","-189,000","-777,000","-1,054,000","-812,000","-513,000","-551,000","-945,000","-476,000","17,000","-535,000","-512,000",,,"15,000","4,890,000","-4,200,000","-837,000","-364,000",,"290,000",,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPrepaidAssets,"2,681,000","318,000","767,000","1,785,000","-189,000","754,000","111,000","916,000","11,542,000","-10,015,000","2,852,000","-1,359,000","-3,007,000","-2,162,000","767,000","265,000","-58,000","637,000","264,000","46,000","388,000","598,000","381,000","754,000","412,000","371,000","264,000","422,000","399,000","191,000","434,000","521,000","305,000","245,000","857,000","102,000","281,000","289,000","-363,000","332,000","121,000","177,000","-303,000","103,000","230,000","266,000","-68,000","251,000","149,000","114,000","106,000","199,000","277,000","-55,000","441,000","83,000","327,000","-434,000","165,000","237,000","75,000","-272,000","250,435","197,205","194,428","-510,068","-489,103","22,533","63,080","-187,488","79,249","103,626","111,009","58,702","-380,741","126,808","131,443","107,154","-11,890","24,908"
			ChangeInPayablesAndAccruedExpense,"2,463,000","-8,571,000","4,702,000","5,244,000","1,088,000","-7,499,000","1,667,000","6,114,000","-9,326,000","3,881,000","637,000","4,725,000","4,428,000","-3,932,000","-1,126,000","3,446,000","2,458,000","-8,828,000","2,717,000","5,038,000","3,221,000","-9,977,000","4,576,000","2,798,000","2,624,000","-5,161,000","3,218,000","4,436,000","887,000","-1,122,000","157,000","2,897,000","-444,000","-353,000","-777,000","2,597,000","-369,000","-2,621,000","2,675,000","2,117,000","1,063,000","-2,980,000","896,000","1,818,000","499,000","-2,220,000","-162,000","455,000","225,000","-2,837,000","-1,819,000","5,114,000","1,639,000","-2,838,000","947,000","1,011,000","1,582,000","-2,885,000","1,551,000","967,000","786,000","-3,273,000","1,996,900","1,159,275","816,171","-2,637,346","1,066,982","618,101","1,008,999","-1,985,568","688,658","343,959","386,393","-1,388,861","593,635","679,823","438,967","-1,689,210","673,349","619,862"
				ChangeInPayable,"2,463,000","-8,571,000","4,702,000","5,244,000","1,088,000","-7,499,000","1,667,000","6,114,000","-9,326,000","3,881,000","637,000","4,725,000","4,428,000","-3,932,000","-1,126,000","3,446,000","2,458,000","-8,828,000","2,717,000","5,038,000","3,221,000","-9,977,000","4,576,000","2,798,000","2,624,000","-5,161,000","3,218,000","4,436,000","887,000","-1,122,000","157,000","2,897,000","-444,000","-353,000","-777,000","2,597,000","-369,000","-2,621,000",,,,,,,,,,,,,,,,,,,"1,582,000","-2,885,000",,,"786,000","-3,273,000",,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"1,416,000","-8,781,000","4,235,000","5,228,000","734,000","-7,534,000","2,387,000","5,974,000","-9,580,000","3,737,000","403,000","4,741,000","4,543,000","-4,078,000","495,000","3,446,000","2,458,000","-8,828,000","2,717,000","5,038,000","3,221,000","-9,977,000","4,576,000","2,798,000","2,624,000","-5,161,000","3,218,000","4,436,000","887,000","-1,122,000","157,000","2,897,000","-444,000","-353,000","-777,000","2,597,000","-369,000","-2,621,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInDividendPayable,,,,,,,,,,,,,,"301,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,"775,000",,"-542,000",,,"-4,152,000","-765,000","-1,048,000","-383,000","-512,000","-993,000","-751,000","-382,000",,"175,000",,,,,"-273,000","-297,000",,"-1,209,000","-778,000","1,880,000","-1,453,000","-1,274,000","-1,469,000","2,098,000","-1,171,000","-2,329,000","-902,000","2,888,000","-53,000","1,887,000","-41,000","2,047,000","-3,801,000","-1,718,000","-1,219,000","2,404,000","-3,590,000","-291,000","-43,000","334,000","150,000","-343,000","-25,000","114,000","969,298","3,033,656","111,030","782,016","-694,895","-501,795","-1,790,814","2,658,203","-452,098","-380,055","-404,383","918,797","-251,903","-609,654","-1,080","638,974","-455,085","-316,489"
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,"139,000","146,000","321,000","154,000","59,000","488,000","144,000","180,000","211,000","404,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,"-2,527,000","1,874,000","-886,000","-35,000","-3,480,000","2,352,000","-1,792,000","-1,423,000","-658,000","1,645,000","-1,847,000","-2,127,000","-627,000","2,600,000","-791,000","-1,729,000","-2,372,000","2,921,000","-1,656,000","-2,473,000","-2,716,000","497,000","-949,000","-1,352,000","-1,760,000","1,471,000","-1,842,000","-1,270,000","-1,815,000","433,000","-382,000","-2,248,000","-501,000","-393,000","3,806,000","-1,209,000","-778,000","1,880,000","-2,712,000","453,000","116,000","45,000","248,000","533,000","-364,000","19,000","-177,000","-114,000","-259,000","-67,000",,"-238,000","-207,000","-55,000","-53,000","-190,000","-566,000","27,000","-140,000","-338,000","-172,000","-268,000","-110,037","-161,207","87,966","-504,722","431,178","-778,078","-467,141","-183,777","-426,988","-244,281","-192,464","-282,741","-166,416","-193,892","-256,292","-333,265","-51,435","-281,197"
		DividendReceivedCFO,,,,,,,"1,039,000","0","0","0","5,921,000","116,000","588,000","301,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	CashFromDiscontinuedOperatingActivities,,,"0","0",,,,"0",,,,,,,,,,,,,,,"0","0","0","0","8,000","44,000","-33,000","-8,000",,,,,,,,,,,,,,"-12,000",,,,,,,"0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,
InvestingCashFlow,"-91,228,000","-3,359,000","-29,975,000","-55,923,000","-1,971,000","-1,528,000","-1,554,000","-1,833,000","-1,460,000","-1,593,000","-32,540,000","-3,024,000","-3,773,000","-2,455,000","8,631,000","5,899,000","-3,125,000","-627,000","-4,780,000","-4,914,000","-128,254,000","-4,556,000","-3,734,000","-64,923,000","-3,831,000","-3,267,000","-4,765,000","-99,095,000","-47,137,000","-9,176,000","-85,966,000","-40,502,000","-2,867,000","-2,123,000","-63,065,000","-1,449,000","-33,235,000","-26,897,000","-20,469,000","-74,249,000","-8,660,000","-1,029,000","-35,478,000","-22,433,000","-18,269,000","-1,999,000","-8,104,000","-3,735,000","-430,000","-499,000","-1,021,000","-907,000","-434,000","-6,868,000","-969,000","-1,084,000","-1,978,000","-1,130,000","-8,809,000","135,000","-558,000","-133,000","538,575","-438,290","-458,134","-319,151","-17,762,521","-8,034,008","-174,129","-5,785,246","-207,883","-8,521,247","8,075,504","-9,391,408","-7,164,115","-411,151","2,884,374","-3,818,290","-605,116","-355,441"
	CashFlowFromContinuingInvestingActivities,"-93,061,000","-3,359,000","-31,808,000","-55,923,000","-1,971,000","-1,528,000","-1,554,000","-1,833,000","-1,460,000","-1,593,000","-32,433,000","-3,725,000","-3,773,000","-2,455,000","8,631,000","5,899,000","-3,125,000","-627,000","-4,780,000","-4,914,000","-128,254,000","-4,556,000","-3,734,000","-64,923,000","-3,831,000","-3,267,000","-4,765,000","-99,095,000","-47,137,000","-9,176,000","-93,277,000","-40,502,000","-2,867,000","-2,123,000","-63,065,000","-1,449,000","-33,235,000","-26,897,000","-20,469,000","-74,249,000","-8,660,000","-1,029,000","-33,925,000","-24,017,000","-18,238,000","-1,999,000","-8,104,000","-3,735,000","-430,000","-499,000","-1,021,000","-907,000","-434,000","-6,868,000","-969,000","-1,084,000","-1,970,000","-1,130,000","-8,809,000","135,000","-558,000","-133,000","538,575","-438,290","-458,134","-319,151","-17,762,521","-8,034,008","-174,129","-5,785,246","-207,883","-8,521,247","8,075,504","-9,391,408","-7,164,115","-411,151","2,884,374","-3,818,290","-605,116","-355,441"
		NetPPEPurchaseAndSale,,,,,,,,,,,,,,,,"8,141,000","5,090,000","-657,000","-4,987,000","-5,220,000","-128,254,000","-4,556,000","-3,734,000","-64,923,000","-3,831,000","-3,267,000","-4,765,000","-99,095,000","-47,633,000","-9,176,000","-93,277,000",,"-2,867,000","-2,123,000","-63,065,000","-1,449,000","-33,982,000","-26,897,000","-20,468,000","-75,832,000","-9,972,000","-2,893,000","-33,925,000","-27,301,000","-9,643,000","-1,042,000","-8,104,000","-3,735,000","-430,000","-499,000","-1,021,000","-907,000","-434,000","-6,868,000","-969,000","-1,084,000","-1,970,000","-1,130,000","-8,809,000","-454,000","-566,000","-140,000","237,928","-442,997","-458,979","-325,952","-17,772,689","-8,036,962","-184,101","-5,797,994","-224,435","-9,245,041","-544,971","-262,549","-6,897,112","-411,151","-396,529","-537,387","-605,116","-355,441"
			PurchaseOfPPE,,,,,,,,,,,,,,,,,,"-5,090,000","-4,987,000","-5,220,000","-128,280,000","-4,556,000","-6,674,000","-64,923,000","-6,691,000","-4,364,000","-4,765,000","-99,095,000","-47,633,000","-9,176,000","-93,277,000",,"-2,867,000","-2,123,000","-63,065,000","-1,449,000","-33,982,000","-26,897,000","-20,468,000","-75,832,000","-9,972,000","-2,893,000","-35,492,000","-27,301,000","-9,643,000","-1,042,000","-8,104,000","-3,735,000","-430,000","-499,000","-1,021,000","-907,000","-434,000","-6,868,000","-969,000","-1,084,000","-1,970,000","-1,130,000","-8,799,000","-729,000","-566,000","-140,000","-827,072","-442,997","-458,979","-325,952","-17,772,689","-8,036,962","-184,101","-5,797,994","-224,435","-9,245,041","-544,971","-262,549","-6,897,112","-411,151","-396,529","-537,387","-665,116","-355,441"
			SaleOfPPE,,,,,,,,,,,,,,,,"8,141,000","0","4,433,000","0","0","26,000","0","2,940,000","0","2,860,000","1,097,000",,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,"0",,,,"-10,000",,,,,,,,,,,,,,,,,,,,,
		NetBusinessPurchaseAndSale,,,,,,,,,,,,,,,"-843,000","1,492,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPropertiesPurchaseAndSale,"-93,061,000","-3,359,000","-31,808,000","-55,923,000","-1,971,000","-1,528,000","-1,554,000","-2,755,000","-1,460,000","-1,593,000","-38,094,000","-3,725,000","-3,773,000","-2,455,000","-338,000","4,407,000","-2,476,000","-657,000","-4,987,000","-5,220,000","-128,254,000","-4,556,000","-3,734,000","-64,923,000","-3,831,000","-3,267,000","-4,765,000","-99,095,000","-47,633,000","-9,176,000","-93,277,000","-40,502,000","-2,867,000","-2,123,000","-63,065,000","-1,449,000","-33,982,000","-26,897,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfInvestmentProperties,"-93,061,000","-3,359,000","-31,808,000","-55,923,000","-1,971,000","-1,528,000","-1,554,000","-2,755,000","-1,460,000","-1,593,000","-38,094,000","-3,725,000","-3,773,000","-2,455,000","-338,000","-3,734,000","-2,476,000","-5,090,000","-4,987,000","-5,220,000","-128,280,000","-4,556,000","-6,674,000","-64,923,000","-6,691,000","-4,364,000","-4,765,000","-99,095,000","-47,633,000","-9,176,000","-93,277,000","-40,502,000","-2,867,000","-2,123,000","-63,065,000","-1,449,000","-33,982,000","-26,897,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SaleOfInvestmentProperties,,,,,,,,,,,"0","0","0","0","0","8,141,000","0","4,433,000","0","0","26,000","0","2,940,000","0","2,860,000","1,097,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,,,,,,,,,,,"0","0","0","0","0","0","0","30,000","207,000",,,,,,,,"0","0",,,"0","0",,,"0","0","747,000","0","-1,000","1,583,000","1,312,000","1,864,000","0","3,284,000","-8,595,000","-957,000",,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","199,994","-104,051","-9,129,504",,,,"-2,990,903",,
			PurchaseOfInvestment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-750,000","0","-3,059,000","-8,596,000","-1,865,000",,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","199,994","-104,051","-9,129,504",,,,"-2,990,903",,
			SaleOfInvestment,,,,,,,,,,,"0","0","0","0","0","0","0","30,000","207,000",,,,,,,,"0","0",,,"0","0",,,"0","0","747,000","0","-1,000","1,583,000","1,312,000","2,614,000","0","6,343,000","1,000","908,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetOtherInvestingChanges,,,,,,,"0",,,,,,,,,,,,"0","306,000","0","0","0","0","0","0","0","0","496,000","0","7,311,000",,"0","0","0","0","0","0","0","0","0","0",,"0","-31,000","0","0","0","0","0","0","0","0","0","0","0","-8,000","0","0","589,000","8,000","7,000","300,647","4,707","845","6,801","10,168","2,954","9,972","12,748","16,552","523,800","8,724,526","645","-267,003","0",,"-290,000","0","0"
	CashFromDiscontinuedInvestingActivities,,,,,,,"0",,,,"-107,000",,,,,,,,,,,,"0","0","0","0","0","0","0","0",,,,,,,,,,,,,,"1,584,000",,,,,,,"0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,
