name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011
	CashFlowFromContinuingFinancingActivities,"-1,285,747,000","-158,591,000","-488,204,000","-495,970,000","-142,982,000","-603,624,000","-204,842,000","-242,918,000","-261,955,000","-162,267,000","-56,439,000","-54,278,000","1,726,000","2,180,564,000","-8,937,000","175,459,000","-208,215,000","497,350,000","-79,584,000","-95,238,000","-62,812,000","-175,658,000","19,190,000","-188,340,000","2,289,000","618,697,000","-16,675,000","-222,043,000","29,735,000","41,115,000","1,567,425,000","-40,412,000","82,453,000","435,247,000","119,435,000","17,926,000","245,299,000","311,635,000","592,908,000","-57,108,000","287,622,000","257,595,000","-28,926,000"
		NetIssuancePaymentsOfDebt,"-528,394,000","0","-221,218,000","-303,537,000","-1,823,000","-432,901,000","-25,464,000","-104,220,000","-121,121,000","113,883,000","190,690,000","267,747,000","280,000,000","1,963,155,000","213,928,000","388,098,000","14,000","707,517,000","120,000,000","90,000,000","160,000,000","-11,000","182,618,000","-25,437,000","-90,145,000","356,162,000","120,000,000","-90,088,000","139,694,000","108,850,000","341,150,000","59,983,000","109,153,000","487,742,000","-100,063,000","97,618,000","-134,998,000","384,946,000","1,041,648,000","-886,369,000","58,369,000","279,000,000","0"
			NetLongTermDebtIssuance,"-528,394,000","0","-221,218,000","-303,537,000","-1,823,000","-432,901,000","-25,464,000","-104,220,000","-121,121,000","113,883,000","190,690,000","267,747,000","280,000,000","1,963,155,000","213,928,000","388,098,000","14,000","707,517,000","120,000,000","90,000,000","160,000,000","-11,000","182,618,000","-25,437,000","-90,145,000","356,162,000","120,000,000","-90,088,000","139,694,000","108,850,000","341,150,000","59,983,000","109,153,000","487,742,000","-100,063,000","97,618,000","-134,998,000","384,946,000","1,041,648,000","-886,369,000","58,369,000","279,000,000","0"
				LongTermDebtIssuance,"380,000,000","0","80,000,000","300,000,000","0","100,000,000","0","95,000,000","0","3,586,173,000","218,945,000","1,240,000,000","280,000,000","2,430,750,000","213,928,000","798,098,000","14,000","1,337,517,000","120,000,000","90,000,000",,,"202,618,000","564,563,000","199,855,000","356,162,000","120,000,000","-88,000","629,694,000","140,000,000","511,150,000","59,983,000","159,153,000","917,742,000","114,937,000","347,618,000","110,002,000","384,946,000",,,"567,369,000","319,000,000",
				LongTermDebtPayments,"-908,394,000","0","-301,218,000","-603,537,000","-1,823,000","-532,901,000","-25,464,000","-199,220,000","-121,121,000","-3,472,290,000","-28,255,000","-972,253,000","0","-467,595,000","0","-410,000,000","0","-630,000,000",,"0","11,000","-11,000","-20,000,000","-590,000,000","-290,000,000","0","0","-90,000,000","-490,000,000","-31,150,000","-170,000,000","0","-50,000,000","-430,000,000","-215,000,000","-250,000,000","-245,000,000","0","0","0","-509,000,000","-40,000,000","0"
			NetShortTermDebtIssuance,,,,,,,"20,008,000","5,377,000","2,622,000","-7,308,000","10,775,000","-3,542,000","228,000","-5,890,000","-519,000","2,670,000","1,327,000","-6,684,000","2,283,000","6,073,000","-3,787,000","1,024,000","3,149,000","244,000","-320,000","-994,000","-269,000","845,000","141,000","-2,468,000","-1,215,000","391,000","589,000","1,928,000","1,572,000","-1,526,000","999,000","-2,808,000",,,"-5,929,000","4,919,000",
		NetCommonStockIssuance,,"-5,149,000",,,"0","-16,241,000",,,,,,,,,"0",,,,"0","0","-25,000","-158,000",,,"0","0","0","-23,000","26,301,000","31,075,000","1,342,143,000","7,345,000","74,160,000","17,530,000","304,113,000","2,451,000",,,"411,987,000","-131,000",,,"-31,000"
			CommonStockIssuance,,,,,,,,,,,,,,,,,,,"0","0","-25,000","-158,000",,,"0","0","0","-23,000","26,301,000","31,075,000","1,342,143,000","7,345,000","74,160,000","17,530,000","304,113,000","2,451,000",,,"411,987,000","-131,000",,,"-31,000"
			CommonStockPayments,,"-5,149,000",,,"0","-16,241,000",,,,,,,,,"0",,,"0","0","0","-25,000","-158,000",,,,"0",,,,,,,,,,,,,,,,,
		NetPreferredStockIssuance,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-3,000","246,940,000","440,000,000",,,,,,,,,,,,,,,,,
			PreferredStockIssuance,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-3,000","246,940,000","440,000,000",,,,,,,,,,,,,,,,,
		CashDividendsPaid,"-752,502,000","-134,749,000","-252,463,000","-232,321,000","-132,969,000","-131,265,000","-207,967,000","-140,900,000","-140,893,000","-281,786,000","-134,361,000","-426,478,000","-276,324,000","-131,910,000","-130,268,000","-127,531,000","-124,518,000","-120,140,000","-117,677,000","-115,487,000","-107,549,000","-101,254,000","-97,968,000","-94,958,000","-92,767,000","-88,389,000","-83,461,000","-79,630,000","-74,977,000","-68,409,000","-63,756,000","-59,378,000","-54,726,000","-50,621,000","47,328,000","-78,419,000","-98,057,000","-7,852,000",,,"-45,317,000","0",
			CommonStockDividendPaid,,,,,,,"-207,967,000","-140,900,000","-140,893,000","-281,786,000","-134,361,000","-426,478,000","-276,324,000","-131,910,000","-130,268,000","-127,531,000","-124,518,000","-120,140,000","-117,677,000","-115,487,000","-107,549,000","-101,254,000","-97,968,000","-94,958,000","-92,767,000","-88,389,000","-83,461,000","-79,630,000","-74,977,000","-68,409,000","-63,756,000","-59,378,000","-54,726,000","-50,621,000","47,328,000","-78,419,000","-98,057,000","-7,852,000",,,"-45,317,000","0",
		ProceedsFromStockOptionExercised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"159,153,000","917,742,000","114,937,000","347,618,000","110,002,000","384,946,000","156,357,000","-1,078,000","567,369,000","319,000,000","0"
		NetOtherFinancingCharges,"-15,943,000","-18,693,000","-14,523,000","23,647,000","-8,190,000","-23,217,000","28,589,000","2,202,000","59,000","5,636,000","-112,768,000","104,453,000","-1,950,000","349,319,000","-92,597,000","-85,108,000","-83,711,000","-90,027,000","-81,907,000","-69,751,000","-115,238,000","-74,235,000","-65,460,000","-67,942,000","-61,739,000","-89,076,000","-53,214,000","-52,302,000","-61,283,000","-30,401,000","-52,112,000","-48,362,000","-46,134,000","-19,404,000","-131,943,000","-3,724,000","62,235,000","-65,459,000","24,564,000","-101,216,000","62,474,000","-21,405,000","-28,895,000"
EndCashPosition,"268,233,000","248,249,000","195,598,000","92,863,000","305,573,000","56,376,000","418,537,000","138,045,000","59,738,000","152,282,000","99,962,000","115,946,000","95,795,000","100,047,000","92,142,000","132,877,000","55,317,000","523,686,000","79,588,000","153,036,000","188,829,000","122,653,000","359,072,000","146,348,000","159,671,000","111,456,000","99,694,000","74,842,000","89,262,000","59,823,000","67,213,000","78,219,000","122,142,000","94,119,000","113,085,000","57,083,000","92,412,000","91,464,000","422,556,000","47,494,000","258,052,000","39,618,000","226,559,000"
	ChangesInCash,"211,857,000","46,250,000","102,735,000","-186,325,000","249,197,000","-388,546,000","282,332,000","78,307,000","-92,544,000","52,320,000","-17,678,000","21,845,000","-4,252,000","7,905,000","-40,735,000","77,560,000","-468,369,000","444,098,000","-73,448,000","-35,793,000","66,176,000","-236,419,000","212,724,000","-13,323,000","48,215,000","11,762,000","24,852,000","-14,420,000","29,439,000","-7,390,000","-11,006,000","-43,923,000","28,023,000","-18,966,000","56,002,000","-35,329,000","948,000","-331,092,000","375,062,000","-210,558,000","218,434,000","-186,941,000","-24,898,000"
	BeginningCashPosition,"56,376,000","201,999,000","92,863,000","305,573,000","56,376,000","444,922,000","138,045,000","59,738,000","152,282,000","99,962,000","115,946,000","95,795,000","100,047,000","92,142,000","132,877,000","55,317,000","523,686,000","79,588,000","153,036,000","188,829,000","122,653,000","359,072,000","146,348,000","159,671,000","111,456,000","99,694,000","74,842,000","89,262,000","59,823,000","67,213,000","78,219,000","122,142,000","94,119,000","113,085,000","57,083,000","92,412,000","91,464,000","422,556,000","47,494,000","258,052,000","39,618,000","226,559,000","251,457,000"
IncomeTaxPaidSupplementalData,"911,000","905,000","6,000","0","0","932,000",,,,,"0","0","0","96,000",,,"-87,000","0","1,005,000","0","0","189,000","771,000","0","0","67,000",,"0","0","138,000","-250,000",,"0","340,000","552,000","0","0","0","0","423,000","0","72,000","0"
InterestPaidSupplementalData,"370,317,000","149,289,000","26,103,000","160,624,000","34,301,000","153,979,000","42,200,000","144,351,000","87,518,000","75,844,000","61,882,000","94,227,000","60,815,000","76,871,000","34,888,000","51,237,000","34,696,000","28,857,000","39,915,000","29,813,000","40,129,000","29,014,000","24,305,000","28,919,000","36,210,000","18,223,000","34,108,000","18,445,000","24,571,000","17,596,000","24,144,000","17,158,000","12,240,000","14,106,000","12,124,000","11,458,000","12,272,000","11,244,000","11,582,000","-1,726,000","16,200,000","1,986,000","15,854,000"
CapitalExpenditure,"-335,862,000","-83,971,000","-95,917,000","-79,829,000","-78,145,000","-59,783,000","-50,829,000","-59,197,000","-140,249,000","-172,816,000","-241,563,000","-242,841,000","-318,281,000","-386,144,000","-244,874,000","-298,926,000","-347,799,000","-302,297,000","-255,832,000","-158,713,000","-134,536,000","-125,944,000","-107,268,000","-116,802,000","-118,936,000","-136,987,000","-128,895,000","-135,216,000","-137,238,000","-200,940,000","-180,717,000","-131,678,000","-171,282,000","-189,327,000","-176,793,000","-129,922,000","-173,293,000","-166,463,000","-200,390,000","-65,863,000","-117,216,000","-75,837,000","-64,373,000"
IssuanceOfCapitalStock,,,,,,,,,,,,,,,"0",,,,"0","0","0","0","0","-3,000","246,940,000","440,000,000","0","-23,000","26,301,000","31,075,000","1,342,143,000","7,345,000","74,160,000","17,530,000","304,113,000","2,451,000",,,"411,987,000","-131,000",,,"-31,000"
IssuanceOfDebt,"380,000,000","0","80,000,000","300,000,000","0","100,000,000","0","95,000,000","0","3,586,173,000","218,945,000","1,240,000,000","280,000,000","2,430,750,000","213,928,000","798,098,000","14,000","1,337,517,000","120,000,000","90,000,000",,,"202,618,000","564,563,000","199,855,000","356,162,000","120,000,000","-88,000","629,694,000","140,000,000","511,150,000","59,983,000","159,153,000","917,742,000","114,937,000","347,618,000","110,002,000","384,946,000",,,"567,369,000","319,000,000",
