name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011
OperatingCashFlow,"1,780,287,000","276,458,000","661,190,000","390,528,000","452,111,000","261,550,000","508,758,000","392,894,000","345,688,000","393,311,000","291,971,000","345,598,000","343,458,000","343,073,000","267,316,000","236,132,000","272,331,000","240,916,000","254,943,000","211,111,000","239,685,000","191,673,000","258,376,000","262,885,000","155,932,000","235,883,000","169,962,000","196,442,000","144,914,000","155,455,000","129,756,000","139,085,000","139,649,000","122,484,000","126,229,000","123,659,000","33,251,000","129,161,000","-10,982,000","52,264,000","50,292,000","94,533,000","71,738,000"
	CashFlowFromContinuingOperatingActivities,"1,780,287,000","276,458,000","661,190,000","390,528,000","452,111,000","261,550,000","508,758,000","392,894,000","345,688,000","393,311,000","291,971,000","345,598,000","343,458,000","343,073,000","267,316,000","236,132,000","272,331,000","240,916,000","254,943,000","211,111,000","239,685,000","191,673,000","258,376,000","262,885,000","155,932,000","235,883,000","169,962,000","196,442,000","144,914,000","155,455,000","129,756,000","139,085,000","139,649,000","122,484,000","126,229,000","123,659,000","33,251,000","129,161,000","-10,982,000","52,264,000","50,292,000","94,533,000","71,738,000"
		NetIncomeFromContinuingOperations,"1,073,364,000","317,670,000","251,579,000","265,838,000","238,277,000","191,235,000","274,311,000","254,135,000","281,341,000","-289,400,000","289,359,000","131,304,000","175,058,000","211,979,000","108,784,000","154,677,000","34,563,000","150,488,000","149,587,000","146,601,000","174,353,000","102,661,000","144,269,000","169,175,000","165,777,000","117,759,000","-427,810,000","162,752,000","112,546,000","85,966,000","93,674,000","105,784,000","97,746,000","90,175,000","88,461,000","81,117,000","61,133,000","51,676,000","-13,544,000","21,333,000","39,749,000","45,628,000","38,242,000"
		OperatingGainsLosses,"-178,429,000","-49,977,000","-45,074,000","-23,487,000","-59,891,000","-51,293,000","-63,109,000","-61,890,000","-52,967,000","-68,652,000","-99,672,000","14,248,000","-3,590,000","-21,764,000","-43,261,000","-43,175,000","-39,388,000","-20,540,000","-19,857,000","-21,591,000","-37,186,000","-138,948,000","-16,044,000","-14,064,000","-17,786,000","-16,182,000","8,110,000","-99,220,000","-18,941,000","-18,220,000","-16,514,000","-19,063,000","-13,008,000","-9,251,000",,,,,,,,,
			GainLossOnSaleOfBusiness,"-997,000","-370,000","234,000","364,000","-1,225,000","583,000","-12,285,000","768,000","2,843,000","40,000","3,000","-248,000","1,061,000","590,000","-961,000","-65,000","-170,000","-116,000","2,629,000","-72,000","-15,458,000","-119,487,000","5,872,000","6,230,000","1,907,000","632,000","20,224,000",,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,"-6,440,000","-6,418,000",,,"-37,640,000","68,389,000","58,947,000","35,638,000","58,444,000","45,431,000","27,455,000","20,941,000","23,067,000","22,111,000","23,088,000","19,114,000","22,514,000","21,152,000","18,664,000","19,855,000","21,409,000","21,611,000","20,328,000","18,706,000","19,906,000",,"16,524,000","10,269,000",,,,,,,,,
			EarningsLossesFromEquityInvestments,"-202,087,000","-49,607,000","-45,308,000","-48,506,000","-58,666,000","-52,165,000","-49,962,000","-61,026,000","-54,415,000","-61,347,000","-62,035,000","-53,893,000","-63,598,000","-57,992,000","-50,272,000","-43,110,000","-39,218,000","-20,424,000","-22,486,000","-21,519,000","-21,728,000","-19,461,000","-21,916,000","-20,294,000","-19,693,000","-16,814,000","-12,114,000","-21,976,000","-18,941,000","-18,220,000","-16,514,000","-19,063,000","-13,008,000","-9,251,000",,,,,,,,,
		DepreciationAmortizationDepletion,"555,658,000","134,582,000","144,225,000","139,002,000","137,849,000","130,553,000","106,398,000","132,564,000","119,805,000","132,319,000","120,278,000","127,914,000","121,117,000","113,946,000","99,349,000","82,553,000","78,792,000","76,842,000","74,602,000","72,539,000","74,031,000","69,702,000","73,287,000","67,246,000","67,305,000","65,095,000","42,222,000","65,688,000","65,961,000","70,292,000","53,147,000","45,651,000","43,746,000","40,612,000","39,365,000","37,615,000","36,496,000","32,440,000","35,991,000","26,462,000","27,741,000","27,067,000","33,491,000"
			DepreciationAndAmortization,"555,658,000","134,582,000","144,225,000","139,002,000","137,849,000","130,553,000","106,398,000","132,564,000","119,805,000","132,319,000","120,278,000","127,914,000","121,117,000","113,946,000","99,349,000","82,553,000","78,792,000","76,842,000","74,602,000","72,539,000","74,031,000","69,702,000","73,287,000","67,246,000","67,305,000","65,095,000","42,222,000","65,688,000","65,961,000","70,292,000","53,147,000","45,651,000","43,746,000","40,612,000","39,365,000","37,615,000","36,496,000","32,440,000","35,991,000","26,462,000","27,741,000","27,067,000","33,491,000"
		DeferredTax,"-9,195,000","1,132,000","-12,045,000","1,002,000","716,000","557,000","903,000","1,594,000","2,967,000","-2,168,000","1,008,000","1,716,000","820,000","4,065,000","-588,000","1,531,000","192,000","1,331,000","-1,424,000","115,000","639,000","3,128,000","234,000","341,000","128,000","1,852,000","-1,061,000","1,168,000","-1,933,000","3,758,000","1,941,000","179,000","173,000","290,000","-1,521,000","-22,000","105,000","1,124,000","659,000","-26,920,000","-5,697,000","291,000","-7,911,000"
			DeferredIncomeTax,"-9,195,000","1,132,000","-12,045,000","1,002,000","716,000","557,000","903,000","1,594,000","2,967,000","-2,168,000","1,008,000","1,716,000","820,000","4,065,000","-588,000","1,531,000","192,000","1,331,000","-1,424,000","115,000","639,000","3,128,000","234,000","341,000","128,000","1,852,000","-1,061,000","1,168,000","-1,933,000","3,758,000","1,941,000","179,000","173,000","290,000","-1,521,000","-22,000","105,000","1,124,000","659,000","-26,920,000","-5,697,000","291,000","-7,911,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,"1,511,000",,,,,"1,231,000","1,225,000","1,208,000","1,268,000","5,558,000","50,000","-14,366,000","5,496,000","5,402,000","5,226,000","4,958,000","2,112,000","691,000",,"678,000","680,000","693,000","630,000","566,000","560,000",,,"519,000","511,000",
		AssetImpairmentCharge,"15,677,000","0","1,345,000","1,594,000","12,738,000","14,866,000","3,314,000","34,640,000","10,150,000","596,802,000","1,985,000","3,107,000","797,000","390,000","75,630,000","25,317,000","127,243,000","148,000","8,295,000","2,159,000","3,178,000","164,742,000","4,222,000","2,392,000","2,403,000","6,518,000","237,517,000",,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"35,597,000","7,743,000","6,714,000","14,019,000","7,121,000","6,734,000","-1,923,000","5,616,000","5,677,000","5,234,000","7,260,000","2,741,000","3,125,000","2,368,000","1,597,000","1,669,000","1,535,000","1,630,000","1,418,000","1,249,000","1,233,000","1,269,000","1,227,000","1,241,000","1,227,000","1,291,000","992,000","1,191,000","1,165,000","1,097,000","772,000","1,086,000","1,066,000","1,181,000","1,039,000","965,000","960,000","858,000",,,"920,000","914,000",
		OtherNonCashItems,"7,578,000","1,782,000","1,976,000","1,876,000","1,944,000","2,099,000","-4,267,000","-4,751,000","-12,143,000","4,387,000","-105,723,000","3,698,000","1,499,000","1,518,000","1,852,000","1,316,000","1,281,000","2,246,000","1,236,000","1,225,000","1,303,000","1,313,000","5,685,000","91,000","-14,366,000","5,496,000","5,845,000","5,226,000","4,958,000","2,112,000","691,000","687,000","678,000","680,000","693,000","630,000","566,000","560,000",,,"519,000","511,000",
		ChangeInWorkingCapital,"69,699,000","-182,344,000","263,726,000","-63,325,000","51,642,000","-82,249,000","134,310,000","-32,674,000","-72,430,000","-46,079,000","25,241,000","-5,984,000","-16,630,000","-23,650,000","-26,519,000","-33,187,000","40,658,000","7,830,000","18,019,000","-13,297,000","-954,000","-31,308,000","22,982,000","15,311,000","-67,420,000","34,199,000","6,159,000","38,026,000","-39,170,000","-8,256,000","-23,861,000","-11,507,000","-7,276,000","-11,472,000","-1,808,000","3,354,000","-66,009,000","42,503,000","-40,124,000","34,253,000","-12,940,000","20,122,000","7,916,000"
			ChangeInReceivables,"-163,917,000","-165,134,000","147,139,000","-106,940,000","-38,982,000","-30,182,000","45,297,000","7,798,000","-207,838,000","7,702,000","-32,814,000","-14,887,000","-6,818,000","9,486,000","7,983,000","-57,672,000","21,629,000","-28,647,000","30,942,000","-56,331,000","10,724,000","-1,530,000","-7,732,000","-8,086,000","-45,693,000","12,513,000","18,594,000","21,905,000","-28,372,000","-17,798,000","37,319,000","-18,166,000","-12,289,000","-10,976,000","-6,609,000","-588,000","-48,390,000","21,439,000","-19,513,000","-7,792,000","-19,981,000","32,704,000","16,291,000"
				ChangesInAccountReceivables,"-163,917,000","-165,134,000","147,139,000","-106,940,000","-38,982,000","-30,182,000","45,297,000","7,798,000","-207,838,000","7,702,000","-32,814,000","-14,887,000","-6,818,000","9,486,000","7,983,000","-57,672,000","21,629,000","-28,647,000","30,942,000","-56,331,000","10,724,000","-1,530,000","-7,732,000","-8,086,000","-45,693,000","12,513,000","18,594,000","21,905,000","-28,372,000","-17,798,000","37,319,000","-18,166,000","-12,289,000","-10,976,000","-6,609,000","-588,000","-48,390,000","21,439,000","-19,513,000","-7,792,000","-19,981,000","32,704,000","16,291,000"
			ChangeInPayablesAndAccruedExpense,"152,230,000","-14,292,000","58,547,000","52,217,000","55,758,000","-16,467,000","67,538,000","-34,509,000","101,247,000","-28,924,000","37,411,000","12,921,000","-25,669,000","-55,529,000","-23,577,000","14,955,000","13,218,000","27,307,000","-11,046,000","46,044,000","-11,982,000","-29,935,000","34,138,000","26,390,000","-20,609,000","18,446,000","-12,895,000","15,762,000","-10,265,000","10,552,000","-62,372,000","9,048,000","2,430,000","-2,583,000","16,000,000","6,445,000","-22,214,000","22,469,000","-23,855,000","45,700,000","3,717,000","-13,665,000","-7,267,000"
				ChangeInPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,430,000","-2,583,000","16,000,000","6,445,000","-22,214,000","22,469,000",,,"3,717,000","-13,665,000",
			ChangeInOtherWorkingCapital,"81,386,000","-2,918,000","58,040,000","-8,602,000","34,866,000","-35,600,000","21,475,000","-5,963,000","34,161,000","-24,857,000","20,644,000","-4,018,000","15,857,000","22,393,000","-10,925,000","9,530,000","5,811,000","9,170,000","-1,877,000","-3,010,000","304,000","157,000","-3,424,000","-2,993,000","-1,118,000","3,240,000","460,000","359,000","-533,000","-1,010,000","1,192,000","-2,389,000","2,583,000","2,087,000","-11,199,000","-2,503,000","4,595,000","-1,405,000","3,244,000","-3,655,000","3,324,000","1,083,000","-1,108,000"
		DividendReceivedCFO,"210,338,000","45,870,000","48,744,000","54,009,000","61,715,000","49,048,000","58,821,000","63,660,000","63,288,000","60,868,000","52,235,000","66,854,000","61,262,000","54,221,000","50,472,000","45,431,000","27,455,000","20,941,000","23,067,000","22,111,000","23,088,000","19,114,000","22,514,000","21,152,000","18,664,000","19,855,000","21,409,000","21,611,000","20,328,000","18,706,000","19,906,000","16,268,000","16,524,000","10,269,000",,,,,,,,,
InvestingCashFlow,"-282,683,000","-71,617,000","-70,251,000","-80,883,000","-59,932,000","-46,472,000","-21,584,000","-71,669,000","-176,277,000","-178,724,000","-253,210,000","-269,475,000","-349,436,000","-2,515,732,000","-299,114,000","-334,031,000","-532,485,000","-294,168,000","-248,807,000","-151,666,000","-110,697,000","-252,434,000","-64,842,000","-87,868,000","-110,006,000","-842,818,000","-128,435,000","11,181,000","-145,210,000","-203,960,000","-1,708,187,000","-142,596,000","-194,079,000","-576,697,000","-189,662,000","-176,914,000","-277,602,000","-771,888,000","-206,864,000","-205,714,000","-119,480,000","-539,069,000","-67,710,000"
	CashFlowFromContinuingInvestingActivities,"-282,683,000","-71,617,000","-70,251,000","-80,883,000","-59,932,000","-46,472,000","-21,584,000","-71,669,000","-176,277,000","-178,724,000","-253,210,000","-269,475,000","-349,436,000","-2,515,732,000","-299,114,000","-334,031,000","-532,485,000","-294,168,000","-248,807,000","-151,666,000","-110,697,000","-252,434,000","-64,842,000","-87,868,000","-110,006,000","-842,818,000","-128,435,000","11,181,000","-145,210,000","-203,960,000","-1,708,187,000","-142,596,000","-194,079,000","-576,697,000","-189,662,000","-176,914,000","-277,602,000","-771,888,000","-206,864,000","-205,714,000","-119,480,000","-539,069,000","-67,710,000"
		CapitalExpenditureReported,"-335,862,000","-83,971,000","-95,917,000","-79,829,000","-78,145,000","-59,783,000","-50,829,000","-59,197,000","-140,249,000","-172,816,000","-241,563,000","-242,841,000","-318,281,000","-386,144,000","-244,874,000","-298,926,000","-347,799,000","-302,297,000","-255,832,000","-158,713,000","-134,536,000","-125,944,000","-107,268,000","-116,802,000","-118,936,000","-136,987,000","-128,895,000","-135,216,000","-137,238,000","-200,940,000","-180,717,000","-131,678,000","-171,282,000","-189,327,000","-176,793,000","-129,922,000","-173,293,000","-166,463,000","-200,390,000","-65,863,000","-117,216,000","-75,837,000","-64,373,000"
		NetPPEPurchaseAndSale,,,,,,,,,,,,,,,,,,,,"0",,,"0","10,000",,,"225,000","0",,,"0","0",,,"3,000","0",,,,,,,
			SaleOfPPE,,,,,,,,,,,,,,,,,,,,"0",,,"0","10,000",,,"225,000","0",,,"0","0",,,"3,000","0",,,,,,,
		NetBusinessPurchaseAndSale,"-6,419,000","-2,070,000","-752,000","1,825,000","-3,422,000","-2,086,000","-882,000","-2,953,000","-5,104,000","-10,960,000","-20,700,000","-30,785,000","-40,790,000","-2,137,347,000","-65,356,000","-40,743,000","-197,361,000","8,013,000","0","-108,000","-4,197,000","-155,287,000","-166,000","-1,266,000","-1,938,000","-713,122,000","-2,923,000","-4,445,000","-14,246,000","-6,006,000","-1,531,138,000","-15,463,000","-31,640,000","-388,557,000","-13,675,000","-45,850,000","-104,009,000","-605,425,000","-6,621,000","-140,453,000","-2,275,000","-463,232,000","-3,837,000"
			PurchaseOfBusiness,"-6,419,000","-2,070,000","-752,000","1,825,000","-3,422,000","-2,086,000","-882,000","-2,953,000","-5,104,000","-10,960,000","-20,700,000","-30,785,000","-40,790,000","-2,137,347,000","-65,356,000","-40,743,000","-189,348,000","0","0","-108,000","-4,197,000","-155,287,000","-166,000","-1,266,000","-1,938,000","-713,122,000","-2,923,000","-4,445,000","-14,246,000","-6,006,000","-1,531,138,000","-15,463,000","-31,640,000","-388,557,000","-13,675,000","-45,850,000","-104,009,000","-605,425,000","-6,621,000","-140,453,000","-2,275,000","-463,232,000","-3,837,000"
		NetInvestmentPurchaseAndSale,,,,,,,,"-2,953,000","-5,104,000","-10,960,000",,,,,,,,,"0","-97,000","-287,000","0","-166,000","0","-335,000","474,000","-2,390,000","-2,282,000","-1,892,000","-4,878,000","-1,011,000",,"-31,640,000","-27,605,000","-6,848,000","-15,302,000","-24,989,000","-4,835,000","-715,000","-147,000","0","0","0"
			PurchaseOfInvestment,,,,,,,,"-2,953,000","-5,104,000","-10,960,000",,,,,,,,,,"-97,000","-287,000","0","-166,000","0",,,"-2,390,000","-2,282,000","-1,892,000","-4,878,000","-1,011,000",,"-31,640,000","-27,605,000","-6,848,000","-15,302,000","-24,989,000","-4,835,000","-715,000","-147,000","0","0","0"
		DividendsReceivedCFI,"39,169,000","9,925,000","11,310,000","8,702,000","9,232,000","12,141,000","10,410,000","8,410,000","8,288,000","5,052,000","9,053,000","4,151,000","9,260,000","7,792,000","7,510,000","5,592,000","4,492,000","8,013,000","6,830,000","7,034,000","5,768,000","3,453,000","4,646,000","5,981,000","5,827,000","4,784,000","3,835,000","3,871,000","5,574,000","2,964,000","3,668,000","4,539,000","7,804,000","2,044,000",,,,,,,,,
		NetOtherInvestingChanges,"20,429,000","4,499,000","15,108,000","-11,581,000","12,403,000","3,256,000","19,717,000","-17,929,000",,,"0","0","375,000","-33,000","3,606,000","46,000","170,000","116,000","195,000","121,000","22,268,000","25,344,000","37,946,000","24,209,000","4,428,000","2,507,000","-677,000","146,971,000","0","22,000","0","6,000","1,039,000","-857,000","803,000","-1,142,000","-300,000","0","0","749,000","11,000","0","500,000"
FinancingCashFlow,"-1,285,747,000","-158,591,000","-488,204,000","-495,970,000","-142,982,000","-603,624,000","-204,842,000","-242,918,000","-261,955,000","-162,267,000","-56,439,000","-54,278,000","1,726,000","2,180,564,000","-8,937,000","175,459,000","-208,215,000","497,350,000","-79,584,000","-95,238,000","-62,812,000","-175,658,000","19,190,000","-188,340,000","2,289,000","618,697,000","-16,675,000","-222,043,000","29,735,000","41,115,000","1,567,425,000","-40,412,000","82,453,000","435,247,000","119,435,000","17,926,000","245,299,000","311,635,000","592,908,000","-57,108,000","287,622,000","257,595,000","-28,926,000"
