name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
TotalAssets,"774,765,000","749,998,000","731,532,000","829,618,000","731,645,000","707,506,000"
	CurrentAssets,"268,010,000","246,306,000","233,241,000","336,371,000","239,886,000","211,304,000"
		CashCashEquivalentsAndShortTermInvestments,"77,074,000","63,584,000","61,330,000","195,927,000","135,493,000","107,728,000"
			CashAndCashEquivalents,"77,074,000","63,584,000","61,330,000","195,927,000","135,493,000","107,728,000"
				CashFinancial,"77,074,000","63,584,000","61,330,000","195,927,000","135,493,000","107,728,000"
		Receivables,"173,220,000","167,355,000","160,528,000","128,306,000","92,217,000","89,493,000"
			AccountsReceivable,"172,391,000","162,895,000","157,605,000","127,867,000","91,827,000","87,782,000"
				GrossAccountsReceivable,"174,689,000","164,714,000","160,536,000","130,558,000","94,297,000","90,076,000"
				AllowanceForDoubtfulAccountsReceivable,"-2,298,000","-1,819,000","-2,931,000","-2,691,000","-2,470,000","-2,294,000"
			TaxesReceivable,"160,000","3,863,000","2,232,000","0","0","1,606,000"
			OtherReceivables,"669,000","597,000","691,000","439,000","390,000","105,000"
		PrepaidAssets,"12,498,000","10,939,000","8,654,000","9,667,000","11,553,000","13,032,000"
		OtherCurrentAssets,"5,218,000","4,428,000","2,729,000","2,471,000","623,000","1,051,000"
	TotalNonCurrentAssets,"506,755,000","503,692,000","498,291,000","493,247,000","491,759,000","496,202,000"
		NetPPE,"87,639,000","80,046,000","72,143,000","63,060,000","56,974,000","56,957,000"
			GrossPPE,"159,419,000","143,814,000","127,030,000","112,706,000","100,335,000","94,618,000"
				Properties,"0","0","0","0","0","0"
				MachineryFurnitureEquipment,"95,677,000","86,493,000","72,589,000","66,701,000","57,679,000","51,775,000"
				OtherProperties,"8,585,000","8,405,000","7,059,000","6,309,000","6,069,000","5,995,000"
				ConstructionInProgress,"11,479,000","10,892,000","14,480,000","8,724,000","5,965,000","5,194,000"
				Leases,"43,678,000","38,024,000","32,902,000","30,972,000","30,622,000","31,654,000"
			AccumulatedDepreciation,"-71,780,000","-63,768,000","-54,887,000","-49,646,000","-43,361,000","-37,661,000"
		GoodwillAndOtherIntangibleAssets,"412,472,000","417,183,000","421,895,000","426,606,000","431,318,000","436,030,000"
			Goodwill,"195,735,000","195,735,000","195,735,000","195,735,000","195,735,000","195,735,000"
			OtherIntangibleAssets,"216,737,000","221,448,000","226,160,000","230,871,000","235,583,000","240,295,000"
		NonCurrentDeferredAssets,"1,442,000","1,441,000","539,000","575,000","568,000","585,000"
			NonCurrentDeferredTaxesAssets,"1,442,000","1,441,000","539,000","575,000","568,000","585,000"
		OtherNonCurrentAssets,"5,202,000","5,022,000","3,714,000","3,006,000","2,899,000","2,630,000"
TotalLiabilitiesNetMinorityInterest,"367,665,000","370,864,000","388,548,000","513,593,000","380,856,000","372,369,000"
	CurrentLiabilities,"135,639,000","135,941,000","147,902,000","271,393,000","125,720,000","114,842,000"
		PayablesAndAccruedExpenses,"77,838,000","79,976,000","90,839,000","216,770,000","72,749,000","63,929,000"
			Payables,"43,122,000","43,306,000","46,919,000","45,080,000","42,171,000","41,935,000"
				AccountsPayable,"39,774,000","40,890,000","44,767,000","43,494,000","38,758,000","41,935,000"
				TotalTaxPayable,"3,348,000","2,416,000","2,152,000","1,586,000","3,413,000",
					IncomeTaxPayable,"3,348,000","2,416,000","2,152,000","1,586,000","3,413,000",
			CurrentAccruedExpenses,"34,716,000","36,670,000","43,920,000","171,690,000","30,578,000","21,994,000"
		CurrentDebtAndCapitalLeaseObligation,"52,447,000","51,135,000","49,822,000","48,510,000","47,296,000","45,984,000"
			CurrentDebt,"52,447,000","51,135,000","49,822,000","48,510,000","47,296,000","45,984,000"
				OtherCurrentBorrowings,"52,447,000","51,135,000","49,822,000","48,510,000","47,296,000","45,984,000"
		CurrentDeferredLiabilities,"5,354,000","4,830,000","7,241,000","6,113,000","5,675,000","4,929,000"
			CurrentDeferredRevenue,"4,873,000","4,095,000","6,847,000","5,810,000","5,586,000","4,711,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"232,026,000","234,923,000","240,646,000","242,200,000","255,136,000","257,527,000"
		LongTermDebtAndCapitalLeaseObligation,"183,441,000","187,240,000","191,039,000","193,525,000","196,257,000","198,768,000"
			LongTermDebt,"183,441,000","187,240,000","191,039,000","193,525,000","196,257,000","198,768,000"
		NonCurrentDeferredLiabilities,"43,621,000","42,984,000","43,979,000","43,047,000","53,251,000","53,130,000"
			NonCurrentDeferredTaxesLiabilities,"40,235,000","40,235,000","41,244,000","40,474,000","50,936,000","50,936,000"
		TradeandOtherPayablesNonCurrent,"2,886,000","2,886,000","2,988,000","2,988,000","2,988,000","2,988,000"
		NonCurrentAccruedExpenses,"2,078,000","1,813,000","2,640,000","2,640,000","2,640,000","2,641,000"
TotalEquityGrossMinorityInterest,"407,100,000","379,134,000","342,984,000","316,025,000","350,789,000","335,137,000"
	StockholdersEquity,"407,100,000","379,134,000","342,984,000","316,025,000","350,789,000","335,137,000"
		CapitalStock,"975,000","975,000","973,000","973,000","92,000","92,000"
			CommonStock,"975,000","975,000","973,000","973,000","92,000","92,000"
		AdditionalPaidInCapital,"574,554,000","556,418,000","539,060,000","519,817,000","399,027,000","399,027,000"
		RetainedEarnings,"-164,510,000","-176,096,000","-195,198,000","-206,834,000","-50,891,000","-67,398,000"
		GainsLossesNotAffectingRetainedEarnings,"-3,919,000","-2,163,000","-1,851,000","2,069,000","2,561,000","3,416,000"
TotalCapitalization,"590,541,000","566,374,000","534,023,000","509,550,000","547,046,000","533,905,000"
CommonStockEquity,"407,100,000","379,134,000","342,984,000","316,025,000","350,789,000","335,137,000"
NetTangibleAssets,"-5,372,000","-38,049,000","-78,911,000","-110,581,000","-80,529,000","-100,893,000"
WorkingCapital,"132,371,000","110,365,000","85,339,000","64,978,000","114,166,000","96,462,000"
InvestedCapital,"642,988,000","617,509,000","583,845,000","558,060,000","594,342,000","579,889,000"
TangibleBookValue,"-5,372,000","-38,049,000","-78,911,000","-110,581,000","-80,529,000","-100,893,000"
TotalDebt,"235,888,000","238,375,000","240,861,000","242,035,000","243,553,000","244,752,000"
NetDebt,"158,814,000","174,791,000","179,531,000","46,108,000","108,060,000","137,024,000"
ShareIssued,"97,556,363","97,463,958","97,290,174","97,290,174","97,290,174","97,290,174"
OrdinarySharesNumber,"97,556,363","97,463,958","97,290,174","97,290,174","97,290,174","97,290,174"
