name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002
				AllowanceForDoubtfulAccountsReceivable,"-100,101,000","-111,319,000","-94,309,000","-98,043,000","-102,412,000","-100,329,000","-98,989,000","-88,319,000","-59,971,000","-39,317,000","-32,881,000","-29,360,000","-35,094,000","-32,694,000","-30,385,000","-28,551,000","-31,167,000","-30,600,000","-34,627,000","-32,846,000","-45,931,000","-54,742,000","-49,370,000","-54,917,000","-56,090,000","-67,057,000","-77,527,000","-80,934,000","-79,560,000","-74,678,000","-69,176,000","-61,290,000","-62,688,000","-73,991,000","-90,000,000","-89,831,000","-104,823,000","-102,213,000",,,,,,,,"-114,091,000","-107,459,000","-110,114,000","-107,485,000","-102,081,000","-108,262,000","-102,215,000","-102,004,000","-102,819,000","-111,063,000","-78,354,000","-77,315,000",,,,,,,,,,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-96,310,000","-91,485,000","-143,768,000","-129,478,000","-120,373,000","-119,580,000","-119,303,000",,,,,,,,,,,,,,,,,,,,"-18,358,000",,,,,,,,,,,,,,
		Inventory,"72,244,000","69,967,000","64,043,000","66,100,000","65,252,000","66,285,000","73,627,000","84,779,000","86,182,000","88,519,000","80,486,000","81,766,000","67,373,000","66,627,000","63,076,000","66,765,000","67,579,000","71,636,000","82,897,000","84,508,000","86,466,000","91,541,000","88,728,000","74,790,000","72,604,000","74,493,000","66,583,000","66,576,000","69,911,000","72,223,000","69,975,000","70,132,000","71,865,000","74,739,000","73,038,000","70,153,000","67,909,000","63,799,000","65,531,000","66,287,000","68,163,000","72,061,000","77,411,000","75,368,000","80,896,000","86,847,000","95,344,000","97,887,000","107,158,000","107,005,000","111,793,000","113,153,000","119,311,000","120,944,000","95,977,000","80,042,000","75,702,000","73,291,000","66,973,000","65,418,000","66,442,000","64,368,000","60,580,000","49,951,000","47,317,000","39,884,000","33,355,000","29,324,000","5,050,000","757,000","657,000","559,000","584,000","204,000","216,000","212,000","219,000","212,000","208,000"
		PrepaidAssets,"83,269,000","79,061,000","90,535,000","97,737,000","75,957,000","64,672,000","62,129,000","57,544,000","67,440,000","69,485,000","68,045,000","86,975,000","91,759,000","83,104,000","91,319,000","86,746,000","91,624,000","156,773,000","156,672,000","136,877,000","132,102,000","53,299,000","54,074,000","53,410,000","58,620,000","48,012,000","51,725,000","50,199,000","53,262,000","49,847,000","52,268,000","51,884,000","44,132,000","42,703,000","40,460,000","38,536,000","39,664,000","35,900,000","32,597,000","34,044,000","36,525,000","31,248,000","26,930,000","30,424,000","30,748,000","28,326,000","27,082,000","26,929,000","28,689,000","31,242,000","28,268,000","29,732,000","31,404,000","31,047,000","31,426,000","32,756,000","34,162,000","29,775,000","31,038,000","34,550,000","32,281,000","29,459,000","28,452,000","25,110,000","25,012,000","23,630,000","20,863,000","6,976,000","5,904,000","4,683,000","3,152,000","1,927,000","1,769,000","2,201,000","2,528,000","2,351,000","2,188,000","2,010,000","1,739,000"
		RestrictedCash,"5,735,000","4,896,000","3,618,000","2,577,000","2,813,000",,,,,,,,,,,,,,,,,,,,,,,"86,307,000","163,046,000",,,,,,"394,656,000",,,,,,,,,,,,,,,,,,,,,"43,925,000",,,"16,113,000","10,288,000","42,103,000","58,598,000","100,393,000","82,272,000","77,644,000","98,271,000","97,709,000","136,842,000","197,048,000","115,301,000","5,880,000","72,650,000","75,203,000","58,312,000","68,178,000","36,512,000",,"46,387,000","2,436,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","22,817,000","24,746,000","16,261,000","17,955,000","13,727,000","13,727,000","11,542,000",,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","22,817,000","24,746,000","16,261,000","17,955,000","13,727,000","13,727,000","11,542,000",,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"9,513,703,000","9,654,909,000","9,751,809,000","9,807,576,000","9,917,145,000","10,056,400,000","10,097,639,000","10,649,294,000","10,857,983,000","11,014,944,000","11,165,806,000","11,197,951,000","10,919,400,000","10,574,893,000","10,041,171,000","9,928,098,000","9,766,875,000","9,257,955,000","8,871,402,000","8,816,710,000","8,748,118,000","8,963,190,000","8,868,747,000","8,195,808,000","8,041,067,000","8,016,481,000","7,632,987,000","7,195,339,000","6,768,828,000","6,280,530,000","5,711,380,000","5,453,162,000","5,274,037,000","5,408,216,000","5,304,072,000","5,283,004,000","5,031,422,000","5,074,216,000","5,114,943,000","5,009,873,000","5,083,129,000","5,173,044,000","5,223,844,000","5,036,850,000","5,037,850,000","5,113,361,000","5,175,740,000","5,228,377,000","5,239,440,000","5,298,813,000","5,303,661,000","5,297,106,000","5,319,516,000","5,331,524,000","5,307,572,000","4,884,906,000","4,677,361,000","4,717,291,000","3,992,462,000","3,765,784,000","3,609,419,000","3,564,389,000","3,531,620,000","3,499,408,000","3,315,854,000","3,260,741,000","3,182,502,000","3,197,047,000","3,293,284,000","3,012,983,000","2,250,904,000","1,691,683,000","1,343,249,000","1,330,976,000","1,315,610,000","1,265,131,000","1,303,052,000","493,674,000","407,542,000"
		NetPPE,"9,034,618,000","9,136,673,000","9,237,501,000","9,311,887,000","9,440,779,000","9,595,238,000","9,719,468,000","9,855,388,000","9,985,971,000","10,076,751,000","10,065,425,000","10,092,978,000","9,806,004,000","9,385,920,000","9,221,028,000","9,053,922,000","8,887,843,000","8,498,756,000","8,386,843,000","8,321,777,000","8,273,757,000","8,259,631,000","8,270,047,000","7,775,244,000","7,633,434,000","7,477,478,000","7,090,449,000","6,618,499,000","6,245,530,000","5,855,842,000","5,460,971,000","5,215,723,000","5,036,430,000","4,934,449,000","4,810,378,000","4,760,886,000","4,723,083,000","4,727,899,000","4,697,692,000","4,744,574,000","4,802,373,000","4,865,332,000","4,687,027,000","4,770,450,000","4,854,124,000","4,921,259,000","4,976,270,000","5,031,785,000","5,042,195,000","5,062,059,000","5,087,166,000","5,098,567,000","5,103,984,000","5,105,473,000","4,702,986,000","4,414,496,000","4,156,650,000","3,939,979,000","3,721,278,000","3,456,380,000","3,257,364,000","3,157,622,000","3,057,030,000","2,814,005,000","2,727,008,000","2,663,870,000","2,597,904,000","2,518,008,000","2,309,432,000","1,987,032,000","1,696,511,000","1,392,981,000","1,096,455,000","897,815,000","719,404,000","584,065,000","487,815,000","420,496,000","388,880,000"
			GrossPPE,"14,863,990,000","14,863,683,000","14,854,843,000","14,806,149,000","14,777,412,000","14,763,444,000","14,727,018,000","14,704,058,000","14,667,434,000","14,587,278,000","14,438,236,000","14,327,078,000","13,909,427,000","13,473,809,000","13,206,017,000","12,931,647,000","12,648,287,000","12,137,438,000","11,906,044,000","11,737,855,000","11,578,530,000","11,434,936,000","11,319,447,000","10,732,378,000","10,540,886,000","10,318,079,000","9,882,725,000","9,366,274,000","8,936,139,000","8,476,787,000","8,031,405,000","7,723,164,000","7,470,436,000","7,313,411,000","7,107,525,000","6,972,990,000","6,857,912,000","6,778,470,000","6,663,117,000","6,629,852,000","6,602,285,000","6,585,952,000","6,327,084,000","6,324,940,000","6,316,592,000","6,300,734,000","6,302,822,000","6,280,940,000","6,199,582,000","6,122,069,000","6,052,048,000","5,966,710,000","5,876,971,000","5,780,246,000","5,316,921,000","4,968,864,000","4,651,760,000","4,377,331,000","4,113,876,000","3,799,923,000","3,553,888,000","3,415,258,000","3,267,430,000","2,985,424,000","2,863,108,000","2,764,386,000","2,665,245,000","2,551,059,000","2,318,735,000","1,993,450,000","1,700,748,000","1,413,122,000","1,120,207,000","920,785,000","741,621,000","605,646,000","507,216,000","437,723,000","403,938,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"1,281,292,000","1,278,010,000","1,277,046,000","1,276,442,000","1,265,598,000","1,265,510,000","1,264,126,000","1,260,749,000","1,260,386,000","1,246,679,000","1,225,849,000","1,211,975,000","1,150,606,000","1,454,548,000","1,440,575,000","1,438,345,000","1,415,033,000","1,167,806,000","1,177,688,000","1,153,890,000","1,151,713,000","1,150,936,000","1,143,634,000","1,137,064,000","1,122,973,000","1,121,193,000","1,101,020,000","1,100,576,000","1,097,217,000","1,051,056,000","1,049,691,000","1,050,149,000","1,049,911,000","1,049,783,000","1,048,784,000","1,048,647,000","1,048,405,000","1,048,867,000","732,136,000","732,133,000","731,501,000","730,335,000","733,022,000","732,945,000","733,559,000","731,810,000","731,764,000","718,714,000","704,733,000","704,733,000","709,436,000","709,207,000","708,257,000","707,531,000","615,894,000","615,894,000","615,894,000","615,894,000","615,819,000","682,642,000","603,838,000","603,290,000","602,592,000","602,592,000","599,376,000","599,278,000","598,929,000","588,627,000","353,544,000","353,544,000","353,544,000","364,297,000","311,312,000","288,422,000","288,422,000","288,422,000","288,422,000","288,422,000","287,550,000"
				BuildingsAndImprovements,"9,768,023,000","9,785,514,000","9,794,863,000","9,745,976,000","9,747,927,000","9,758,846,000","9,756,777,000","9,737,338,000","9,708,047,000","9,367,241,000","9,288,609,000","9,266,711,000","7,706,597,000","7,707,467,000","7,634,499,000","7,589,918,000","7,584,099,000","7,582,611,000","7,577,194,000","7,596,711,000","7,617,440,000","7,623,069,000","7,607,136,000","3,990,905,000","3,986,200,000","3,975,419,000","3,967,561,000","3,955,823,000","3,947,468,000","3,883,626,000","3,875,982,000","3,876,350,000","3,872,997,000","3,883,442,000","3,866,998,000","3,850,755,000","3,842,232,000","3,837,215,000","3,796,697,000","3,790,599,000","3,771,226,000","3,777,612,000","3,762,832,000","3,762,677,000","3,741,908,000","3,735,633,000","3,731,026,000","3,738,208,000","3,222,286,000","3,215,400,000","3,194,974,000","3,167,585,000","3,173,645,000","3,149,828,000","1,798,255,000","1,795,040,000","1,797,721,000","1,866,304,000","1,782,890,000","1,571,566,000","1,649,783,000","1,620,634,000","1,622,643,000","1,229,738,000","1,166,499,000","1,226,482,000","1,226,288,000","1,202,320,000","68,657,000","68,657,000","57,186,000","15,879,000","15,879,000","16,920,000","15,879,000","15,879,000","15,879,000","15,879,000","16,920,000"
				MachineryFurnitureEquipment,"3,127,345,000","3,178,416,000","3,209,678,000","3,215,966,000","3,217,700,000","3,204,104,000","3,172,573,000","3,110,503,000","3,094,239,000","3,043,106,000","3,034,523,000","3,002,011,000","2,418,686,000","2,398,993,000","2,389,001,000","2,406,303,000","2,406,255,000","2,370,814,000","2,348,769,000","2,355,058,000","2,354,671,000","2,361,245,000","2,358,413,000","2,036,767,000","2,022,358,000","2,004,350,000","1,938,719,000","1,925,954,000","1,921,508,000","1,875,779,000","1,861,594,000","1,850,647,000","1,830,111,000","1,821,562,000","1,803,727,000","1,790,512,000","1,784,835,000","1,781,898,000","1,716,118,000","1,731,738,000","1,729,743,000","1,733,091,000","1,725,928,000","1,732,813,000","1,741,716,000","1,724,845,000","1,738,059,000","1,731,588,000","1,672,028,000","1,662,821,000","1,658,504,000","1,653,201,000","1,642,353,000","1,633,833,000","1,022,761,000","1,003,532,000","987,980,000","973,386,000","933,636,000","867,747,000","855,969,000","845,957,000","829,868,000","672,705,000","665,666,000","652,056,000","643,529,000","615,777,000","89,386,000","72,166,000","65,956,000","9,404,000","45,032,000","44,455,000","4,825,000","43,503,000","42,325,000","43,233,000","42,142,000"
				OtherProperties,"363,891,000","371,365,000","378,344,000","386,501,000","390,601,000","398,594,000","406,402,000","440,075,000","446,564,000","452,919,000","444,157,000","452,274,000","444,092,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56,533,000","1,041,000",,"39,041,000",,"1,041,000",,
				ConstructionInProgress,"323,439,000","250,378,000","194,912,000","181,264,000","155,586,000","136,390,000","127,140,000","155,393,000","158,198,000","477,333,000","445,098,000","394,107,000","2,189,446,000","1,912,801,000","1,741,942,000","1,497,081,000","1,242,900,000","1,016,207,000","802,393,000","632,196,000","454,706,000","299,686,000","210,264,000","3,567,642,000","3,409,355,000","3,217,117,000","2,875,425,000","2,383,921,000","1,969,946,000","1,666,326,000","1,244,138,000","946,018,000","717,417,000","558,624,000","388,016,000","283,076,000","182,440,000","110,490,000","101,589,000","59,009,000","53,113,000","28,477,000","19,873,000","10,956,000","13,893,000","22,901,000","16,212,000","6,918,000","519,099,000","457,594,000","407,568,000","355,151,000","285,358,000","221,696,000","1,812,752,000","1,487,428,000","1,183,049,000","921,747,000","781,531,000","677,968,000","444,298,000","345,377,000","212,327,000","480,389,000","364,449,000","286,570,000","196,499,000","144,335,000","1,807,148,000","1,499,083,000","1,224,062,000","967,009,000","746,943,000","570,988,000","393,454,000","257,842,000","159,549,000","90,189,000","57,326,000"
				Leases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"316,577,000","316,373,000","316,702,000","316,437,000","85,429,000","85,549,000","85,516,000","85,545,000","85,761,000","85,512,000","81,436,000","81,521,000","81,566,000","81,566,000","67,358,000","67,358,000","67,259,000","66,970,000","67,116,000",,,,,,,,"67,118,000",,,,,,,,,,,,,,
			AccumulatedDepreciation,"-5,829,372,000","-5,727,010,000","-5,617,342,000","-5,494,262,000","-5,336,633,000","-5,168,206,000","-5,007,550,000","-4,848,670,000","-4,681,463,000","-4,510,527,000","-4,372,811,000","-4,234,100,000","-4,103,423,000","-4,087,889,000","-3,984,989,000","-3,877,725,000","-3,760,444,000","-3,638,682,000","-3,519,201,000","-3,416,078,000","-3,304,773,000","-3,175,305,000","-3,049,400,000","-2,957,134,000","-2,907,452,000","-2,840,601,000","-2,792,276,000","-2,747,775,000","-2,690,609,000","-2,620,945,000","-2,570,434,000","-2,507,441,000","-2,434,006,000","-2,378,962,000","-2,297,147,000","-2,212,104,000","-2,134,829,000","-2,050,571,000","-1,965,425,000","-1,885,278,000","-1,799,912,000","-1,720,620,000","-1,640,057,000","-1,554,490,000","-1,462,468,000","-1,379,475,000","-1,326,552,000","-1,249,155,000","-1,157,387,000","-1,060,010,000","-964,882,000","-868,143,000","-772,987,000","-674,773,000","-613,935,000","-554,368,000","-495,110,000","-437,352,000","-392,598,000","-343,543,000","-296,524,000","-257,636,000","-210,400,000","-171,419,000","-136,100,000","-100,516,000","-67,341,000","-33,051,000","-9,303,000","-6,418,000","-4,237,000","-20,141,000","-23,752,000","-22,970,000","-22,217,000","-21,581,000","-19,401,000","-17,227,000","-15,058,000"
		GoodwillAndOtherIntangibleAssets,"272,292,000","307,578,000","286,124,000","291,510,000","287,836,000","278,195,000","138,742,000","141,299,000","143,857,000","146,414,000","148,972,000","133,066,000","133,837,000","222,506,000","223,382,000","224,008,000","212,384,000","123,705,000","124,301,000","124,897,000","112,993,000","113,588,000","114,184,000","114,780,000","110,376,000","110,972,000","111,580,000","112,176,000","112,772,000","112,367,000","28,980,000","29,576,000","30,172,000","30,767,000","31,146,000","29,243,000","30,183,000","31,297,000","32,410,000","33,523,000","34,637,000","35,751,000","36,864,000","37,978,000","39,091,000","40,205,000","41,319,000","42,431,000","43,545,000","44,659,000","45,773,000","46,886,000","47,999,000","49,049,000","50,127,000","51,240,000","52,354,000","60,074,000","61,456,000","62,551,000","63,932,000","67,635,000","68,749,000","69,862,000","57,634,000","60,480,000","7,400,000","7,400,000","7,400,000","7,400,000","7,400,000","7,400,000","7,400,000","7,400,000","7,400,000","7,400,000","7,400,000","7,400,000","7,400,000"
			Goodwill,,"129,738,000",,,,"144,095,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,,"177,840,000",,,,"134,100,000",,,,"146,414,000",,,,"222,506,000",,,,"123,705,000",,,,"113,588,000",,,,"110,972,000",,,,"112,367,000",,,,"30,767,000",,,,"31,297,000","32,410,000","33,523,000","34,637,000","35,751,000","36,864,000","37,978,000","39,091,000","40,205,000","41,319,000","42,431,000","43,545,000","44,659,000","45,773,000","46,886,000","47,999,000","49,049,000","50,127,000","51,240,000","52,354,000","60,074,000","61,456,000","62,551,000","63,932,000","67,635,000","68,749,000","69,862,000","57,634,000","60,480,000","7,400,000","7,400,000","7,400,000","7,400,000","7,400,000","7,400,000","7,400,000","7,400,000","7,400,000","7,400,000","7,400,000","7,400,000","7,400,000"
