name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
TotalAssets,"586,533,000","599,911,000","603,871,000","622,469,000","743,007,000","501,845,000","492,671,000","481,002,000","487,031,000","492,787,000","486,911,000","488,027,000","496,872,000","501,267,000","497,403,000","491,321,000","490,398,000","497,886,000","525,770,000","533,679,000","527,514,000","530,441,000","520,703,000","516,863,000","540,210,000","551,150,000","539,044,000","530,230,000","518,240,000","518,397,000","509,402,000","455,891,000","442,188,000","446,648,000","431,466,317","345,506,734","113,316,120","115,858,000"
	CurrentAssets,"117,250,000","126,364,000","118,605,000","132,914,000","246,538,000","188,968,000","169,209,000","156,385,000","148,838,000","145,740,000","134,287,000","130,953,000","134,861,000","144,824,000","147,154,000","148,092,000","152,030,000","166,715,000","184,061,000","199,173,000","204,436,000","203,515,000","191,468,000","186,740,000","208,351,000","216,866,000","214,399,000","203,526,000","188,494,000","185,841,000","171,363,000","114,916,000","201,290,000","204,179,000","201,184,269","113,968,686","26,462,727","29,409,000"
		CashCashEquivalentsAndShortTermInvestments,"37,329,000","49,477,000","54,680,000","72,439,000","194,388,000","134,471,000","117,741,000","104,983,000","95,009,000","92,151,000","85,227,000","79,481,000","86,205,000","94,478,000","95,932,000","97,978,000","107,377,000","124,299,000","140,321,000","155,520,000","164,372,000","163,090,000","150,560,000","147,168,000","170,123,000","179,532,000","170,399,000","159,678,000","147,267,000","142,010,000","132,162,000","74,867,000","73,909,000","176,622,000","172,940,824","81,020,220","7,214,378","10,084,000"
			CashAndCashEquivalents,"37,329,000","49,477,000","54,680,000","72,439,000","194,388,000","134,471,000","117,741,000","104,983,000","95,009,000","92,151,000","85,227,000","79,481,000","86,205,000","94,478,000","95,932,000","97,978,000","107,377,000","124,299,000","140,321,000","155,520,000","164,372,000","163,090,000","150,560,000","147,168,000","170,123,000","179,532,000","170,399,000","159,678,000","147,267,000","142,010,000","132,162,000","74,867,000","73,909,000","176,622,000","172,940,824","81,020,220","7,214,378","10,084,000"
				CashFinancial,"37,329,000","49,477,000","54,680,000","72,439,000","194,388,000","134,471,000","117,741,000","104,983,000","95,009,000","92,151,000","85,227,000","79,481,000","86,205,000","94,478,000","95,932,000","97,978,000","107,377,000","124,299,000","140,321,000","155,520,000","164,372,000","163,090,000","150,560,000","147,168,000","170,123,000","179,532,000","170,399,000","159,678,000","147,267,000","142,010,000","132,162,000","74,867,000","73,909,000","176,622,000","172,940,824","81,020,220","7,214,378","10,084,000"
		Receivables,"36,378,000","34,663,000","34,054,000","38,614,000","33,380,000","36,898,000","33,544,000","32,768,000","30,232,000","30,895,000","30,885,000","33,139,000","30,105,000","31,810,000","30,323,000","28,075,000","24,806,000","22,176,000","27,132,000","24,608,000","25,538,000","27,071,000","25,669,000","26,526,000","26,715,000","27,241,000","25,084,000","24,976,000","24,099,000","26,097,000","21,720,000","22,184,000","15,833,000","17,731,000","14,856,034","15,606,331","8,212,324","10,511,000"
			AccountsReceivable,"34,637,000","33,738,000","33,473,000","37,937,000","32,909,000","35,955,000","31,965,000","31,677,000","29,212,000","29,269,000","29,630,000","31,943,000","28,624,000","30,840,000","27,489,000","25,477,000","22,409,000","20,007,000","25,243,000","22,925,000","24,132,000","25,566,000","24,370,000","25,089,000","24,878,000","25,519,000","23,636,000","23,882,000","21,200,000","22,677,000","19,374,000","20,086,000","13,982,000","15,589,000","14,020,884","14,151,304","8,212,324","10,511,000"
				GrossAccountsReceivable,"35,419,000","34,509,000","34,388,000","38,852,000","33,837,000","36,874,000","33,137,000","33,131,000","30,322,000","29,776,000","30,181,000","32,616,000","29,179,000","33,485,000","29,990,000","27,931,000","24,822,000","22,334,000","26,989,000","24,662,000","25,844,000","27,277,000","25,996,000","26,914,000","26,447,000","27,031,000","25,282,000","25,423,000","21,690,000","23,116,000","19,752,000","20,281,000","14,142,000","15,726,000","14,246,790","14,357,710","8,399,230","10,691,000"
				AllowanceForDoubtfulAccountsReceivable,"-782,000","-771,000","-915,000","-915,000","-928,000","-919,000","-1,172,000","-1,454,000","-1,110,000","-507,000","-551,000","-673,000","-555,000","-2,645,000","-2,501,000","-2,454,000","-2,413,000","-2,327,000","-1,746,000","-1,737,000","-1,712,000","-1,711,000","-1,626,000","-1,825,000","-1,569,000","-1,512,000","-1,646,000","-1,541,000","-490,000","-439,000","-378,000","-195,000","-160,000","-137,000","-225,906","-206,406","-186,906","-180,000"
			DuefromRelatedPartiesCurrent,"1,741,000","925,000","581,000","677,000","471,000","943,000","1,579,000","1,091,000","1,020,000","1,626,000","1,255,000","1,196,000","1,481,000","970,000","2,834,000","2,598,000","2,397,000","2,169,000","1,889,000","1,683,000","1,406,000","1,505,000","1,299,000","1,437,000","1,837,000","1,722,000","1,448,000","1,094,000","2,899,000","3,420,000","2,346,000","2,098,000","1,851,000","2,142,000","835,150","1,455,027",,"0"
			OtherReceivables,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","1,448,000","1,094,000","2,899,000","3,420,000",,"2,098,000","0","2,142,000","0","0","0","0"
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-379,735","-376,039",,
		PrepaidAssets,"7,755,000","7,767,000","23,035,000","12,379,000","9,655,000","9,298,000","8,032,000","9,924,000","12,457,000","11,003,000","7,719,000","7,841,000","6,646,000","7,801,000","10,499,000","12,550,000","12,242,000","12,517,000","8,686,000","11,197,000","6,805,000","7,904,000","8,982,000","6,220,000","4,982,000","4,541,000","8,917,000","8,680,000","6,664,000","8,071,000","7,974,000","6,314,000","4,291,000","4,078,000","1,792,049","5,335,864","2,147,837","1,362,000"
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101,891,000",,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,487,000","4,222,000","4,222,000","4,222,000","3,855,000","3,818,000",,"0","6,149,075","6,149,075","3,420,047","3,049,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,487,000","4,222,000","4,222,000","4,222,000","3,855,000","3,818,000",,"0","6,149,075","6,149,075","3,420,047","3,049,000"
