name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,06/30/2010
TotalCapitalization,"265,356,117","236,038,805","197,143,175","205,470,549","205,916,746","181,218,292","168,419,513","173,453,402","192,464,610","109,392,365","118,856,547","129,265,209","65,806,394","63,845,452","80,985,738","95,255,059","66,252,100","83,303,611","44,151,544","53,659,845","1,876,878","9,654,378","15,432,106","23,756,442","12,443,444","16,500,186","20,462,228","24,944,635","28,455,610","20,913,416","19,237,323","22,141,606","25,710,326","26,571,087","4,237,252","6,677,120","11,327,010","13,303,270","11,607,040","14,655,731","15,750,356","2,773","-3,900","-1,306","10,374","-1,718","-346"
CommonStockEquity,"126,933,065","141,172,566","102,780,167","111,593,532","112,504,086","88,249,426","71,375,954","76,879,455","96,335,683","26,193,149","36,118,072","46,905,861","10,038,954","19,770,438","37,206,214","51,759,070","23,025,399","40,332,757","12,992,508","27,681,989","-10,758,348","-4,457,262","-152,140","3,916,136","-3,369,315","820,974","4,914,242","9,519,508","13,430,468","6,008,650","9,244,947","12,302,576","15,903,687","21,573,359","-735,756","1,727,970","6,400,643","9,423,746","11,607,040","14,655,731","15,750,356","2,773","-3,900","-1,306","10,374","-1,718","-346"
CapitalLeaseObligations,"7,938,082","8,053,472","7,416,989","7,459,273","6,737,499","4,699,833","3,136,720","3,148,162","2,025,626","1,531,434","1,585,906","1,638,090","1,670,958","149,063","156,208","163,315",,,,,"32,254","36,256","40,169","43,995","47,736","51,395","54,973","58,471","61,891","65,236","68,507","71,705","74,831","77,890","80,880","83,804","86,663","89,459","91,288","93,981","96,614",,,,,,
NetTangibleAssets,"121,853,626","135,914,289","97,343,051","105,977,578","106,709,294","82,275,796","65,223,486","70,548,149","89,825,538","19,504,166","29,217,855","39,794,409","2,716,268","12,236,517","29,461,059","43,802,680","14,857,775","31,953,898","3,725,824","18,141,477","-10,758,348","-4,457,262","-152,140","3,916,136","-3,369,315","820,974","4,914,242","9,519,508","13,430,468","6,008,650","9,244,947","12,302,576","15,903,687","21,573,359","-735,756","1,727,970","6,400,643","9,423,746","11,607,040","14,655,731","15,750,356","2,773","-3,900","-1,306","10,374","-1,718","-346"
WorkingCapital,"208,233,671","178,350,996","142,447,867","153,168,762","156,070,809","133,793,140","123,074,947","130,110,033","151,579,577","71,792,488","82,173,209","93,760,425","29,996,019","34,904,579","52,609,765","66,712,417","36,976,618","53,726,466","18,105,203","28,625,853","2,725,284","10,434,277","16,151,784","24,411,697","13,067,181","17,073,872","20,942,106","23,926,875","27,195,327","19,890,118","18,452,873","22,696,824","26,484,111","27,394,603","4,626,506","7,143,769","10,204,752","12,130,819","10,578,044","13,613,449","14,816,520","2,773","-3,900","-1,306","10,374","-1,718","-346"
InvestedCapital,"265,356,117","236,038,805","197,143,175","205,470,549","205,916,746","181,218,292","168,419,513","173,453,402","192,464,610","109,392,365","118,856,547","129,265,209","65,806,394","63,845,452","80,985,738","95,255,059","66,252,100","83,303,611","44,151,544","60,326,512","8,543,545","15,765,489","19,876,546","23,756,442","12,443,444","16,500,186","20,462,228","24,944,635","28,455,610","20,913,416","19,237,323","22,141,606","25,710,326","26,571,087","4,237,252","6,677,120","11,327,010","13,303,270","11,607,040","14,655,731","15,750,356","2,773","-3,900","-1,306","10,374","-1,718","-346"
TangibleBookValue,"121,853,626","135,914,289","97,343,051","105,977,578","106,709,294","82,275,796","65,223,486","70,548,149","89,825,538","19,504,166","29,217,855","39,794,409","2,716,268","12,236,517","29,461,059","43,802,680","14,857,775","31,953,898","3,725,824","18,141,477","-10,758,348","-4,457,262","-152,140","3,916,136","-3,369,315","820,974","4,914,242","9,519,508","13,430,468","6,008,650","9,244,947","12,302,576","15,903,687","21,573,359","-735,756","1,727,970","6,400,643","9,423,746","11,607,040","14,655,731","15,750,356","2,773","-3,900","-1,306","10,374","-1,718","-346"
TotalDebt,"146,361,134","102,919,711","101,779,997","101,336,290","100,150,159","97,668,699","100,180,279","99,722,109","98,154,553","84,730,650","84,324,381","83,997,438","57,438,398","44,224,077","43,935,732","43,659,304","43,226,701","42,970,854","31,159,036","32,644,523","19,334,147","20,259,007","20,068,855","19,884,301","15,860,495","15,730,607","15,602,959","15,483,598","15,087,033","14,970,002","10,060,883","9,910,735","9,881,470","5,075,618","5,053,888","5,032,954","5,013,030","3,968,983","91,288","93,981","96,614",,,,,,
NetDebt,"68,918,106","43,777,121","59,952,438","51,468,059","31,446,951","37,047,714","37,368,514","20,792,825",,"56,447,081","34,732,323","8,743,439","39,233,162","21,320,162","1,412,035",,"17,106,864",,"17,557,645","7,070,514","10,758,965","10,307,884","12,122,711","7,291,133","6,887,627","5,238,253","6,370,219","7,603,286",,,,,,,,,,,,,,,,,,,
ShareIssued,"196,347,529","195,813,817","138,313,817","131,872,026","123,044,981","104,902,888","89,616,176","86,349,981","86,345,313","59,318,355","59,318,355","59,317,806","46,353,068","46,353,068","46,351,243","46,349,514","45,317,244","45,316,659","25,793,404","25,793,404","12,886,741","12,886,741","12,886,741","12,886,741","10,713,087","10,713,087","10,713,087","10,705,573","10,705,573","9,291,823","9,291,823","9,291,823","9,291,823","9,291,823","9,223,943","9,223,943","9,223,943","9,223,943","9,223,943","9,223,943","9,223,943","9,223,943","9,223,943","9,223,943","9,223,943","9,223,943","9,223,943"
OrdinarySharesNumber,"196,347,529","195,813,817","138,313,817","131,872,026","123,044,981","104,902,888","89,616,176","86,349,981","86,345,313","59,318,355","59,318,355","59,317,806","46,353,068","46,353,068","46,351,243","46,349,514","45,317,244","45,316,659","25,793,404","25,793,404","12,886,741","12,886,741","12,886,741","12,886,741","10,713,087","10,713,087","10,713,087","10,705,573","10,705,573","9,291,823","9,291,823","9,291,823","9,291,823","9,291,823","9,223,943","9,223,943","9,223,943","9,223,943","9,223,943","9,223,943","9,223,943","9,223,943","9,223,943","9,223,943","9,223,943","9,223,943","9,223,943"
