name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000
TotalRevenue,"1,241,524,000","310,912,000","313,015,000","305,574,000","312,023,000","290,467,000","268,959,000","235,942,000","240,115,000","328,426,000","325,637,000","303,587,000","314,194,000","314,676,000","303,034,000","305,088,000","314,464,000","381,745,000","390,481,000","363,308,000","362,719,000","345,413,000","359,591,000","346,567,000","348,382,000","332,238,000","317,567,000","146,637,000","174,890,000","161,320,000","169,726,000","171,699,000","172,081,000","174,281,000","176,619,000","167,730,000","171,331,000","148,265,000","159,186,000","161,340,000","166,548,000","159,103,000","141,746,000","131,718,000","146,524,000","148,834,000","133,111,000","127,490,000","140,795,000","132,029,000","125,808,000","121,470,000","134,725,000","139,818,000","146,600,000","136,242,000","141,648,000","122,154,000","84,415,000","79,009,000","78,462,000","76,860,000","63,143,000","69,294,000","70,598,000","68,107,000","58,857,000","62,358,000","63,524,000","56,358,000","46,475,000","45,177,000","52,942,000","55,525,000","49,371,000","56,335,000","55,802,000","54,857,000","47,315,000","45,350,000","38,328,000","36,303,000","34,692,000","38,325,000","32,987,000","29,571,000","27,950,000","23,256,000"
	OperatingRevenue,"1,241,524,000","310,912,000","313,015,000","305,574,000","312,023,000","290,467,000","268,959,000","235,942,000","240,115,000","328,426,000","325,637,000","303,587,000","314,194,000","314,676,000","303,034,000","305,088,000","314,464,000","381,745,000","390,481,000","363,308,000","362,719,000","345,413,000","359,591,000","346,567,000","348,382,000","332,238,000","317,567,000","146,637,000","174,890,000","161,320,000","169,726,000","171,699,000","172,081,000","174,281,000","176,619,000","167,730,000","171,331,000","148,265,000","159,186,000","161,340,000","166,548,000","159,103,000","141,746,000","131,718,000","146,524,000","148,834,000","133,111,000","127,490,000","140,795,000","132,029,000","125,808,000","121,470,000","134,725,000","139,818,000","146,600,000","136,242,000","141,648,000","122,154,000","84,415,000","79,009,000","78,462,000","76,860,000","63,143,000","69,294,000","70,598,000","68,107,000","58,857,000","62,358,000","63,524,000","56,358,000","46,475,000","45,177,000","52,942,000","55,525,000","49,371,000","56,335,000","55,802,000","54,857,000","47,315,000","45,350,000","38,328,000","36,303,000","34,692,000","38,325,000","32,987,000","29,571,000","27,950,000","23,256,000"
CostOfRevenue,"907,565,000","229,437,000","231,149,000","223,702,000","223,277,000","205,981,000","195,750,000","178,009,000","182,252,000","231,724,000","249,607,000","210,201,000","217,210,000","226,066,000","214,589,000","213,165,000","215,699,000","285,975,000","285,663,000","265,073,000","263,447,000","254,187,000","266,700,000","248,658,000","252,351,000","240,770,000","244,427,000","94,991,000","116,939,000","108,922,000","112,512,000","113,581,000","113,611,000","116,685,000","119,234,000","111,853,000","114,029,000","99,516,000","107,312,000","110,386,000","114,615,000","112,215,000","97,074,000","89,811,000","99,920,000","101,664,000","88,647,000","85,496,000","95,336,000","90,365,000","84,162,000","82,333,000","93,253,000","95,654,000","99,858,000","94,489,000","101,053,000","95,455,000","57,860,000","49,869,000","46,756,000","48,236,000","40,747,000","43,657,000","42,863,000","39,515,000","39,389,000","38,178,000","38,405,000","35,571,000","30,148,000","27,775,000","29,124,000","32,571,000","29,400,000","32,462,000","32,631,000","32,044,000","26,840,000","26,478,000","22,729,000","20,351,000","19,101,000","21,677,000","18,378,000","15,560,000","13,835,000","13,530,000"
GrossProfit,"333,959,000","81,475,000","81,866,000","81,872,000","88,746,000","84,486,000","73,209,000","57,933,000","57,863,000","96,702,000","76,030,000","93,386,000","96,984,000","88,610,000","88,445,000","91,923,000","98,765,000","95,770,000","104,818,000","98,235,000","99,272,000","91,226,000","92,891,000","97,909,000","96,031,000","91,468,000","73,140,000","51,646,000","57,951,000","52,398,000","57,214,000","58,118,000","58,470,000","57,596,000","57,385,000","55,877,000","57,302,000","48,749,000","51,874,000","50,954,000","51,933,000","46,888,000","44,672,000","41,907,000","46,604,000","47,170,000","44,464,000","41,994,000","45,459,000","41,664,000","41,646,000","39,137,000","41,472,000","44,164,000","46,742,000","41,753,000","40,595,000","26,699,000","26,555,000","29,140,000","31,706,000","28,624,000","22,396,000","25,637,000","27,735,000","28,592,000","19,468,000","24,180,000","25,119,000","20,787,000","16,327,000","17,402,000","23,818,000","22,954,000","19,971,000","23,873,000","23,171,000","22,813,000","20,475,000","18,872,000","15,599,000","15,952,000","15,591,000","16,648,000","14,609,000","14,011,000","14,115,000","9,726,000"
OperatingExpense,"200,710,000","55,939,000","48,719,000","46,873,000","49,179,000","49,140,000","46,369,000","17,174,000","48,678,000","50,620,000","53,287,000","44,664,000","44,539,000","46,551,000","45,300,000","46,325,000","49,715,000","55,776,000","57,957,000","53,340,000","52,613,000","52,910,000","50,153,000","47,677,000","51,268,000","59,194,000","46,597,000","36,607,000","37,167,000","35,154,000","34,732,000","35,759,000","34,670,000","35,286,000","39,292,000","35,375,000","36,345,000","31,172,000","8,123,000","48,827,000","40,842,000","35,690,000","32,130,000","29,019,000","28,301,000","29,204,000","29,452,000","28,825,000","28,142,000","27,668,000","-6,488,000","63,070,000","29,003,000","29,365,000","34,774,000","26,039,000","29,243,000","28,599,000","21,130,000","21,060,000","19,704,000","18,018,000","16,842,000","19,936,000","20,608,000","18,540,000","18,307,000","22,751,000","17,097,000","14,513,000","12,381,000","12,489,000","16,110,000","12,802,000","12,845,000","12,092,000","13,625,000","13,066,000","11,878,000","12,530,000","9,630,000","10,196,000","10,152,000","10,101,000","9,616,000","8,607,000","9,050,000","7,145,000"
	SellingGeneralAndAdministration,"145,476,000","39,560,000","36,268,000","34,269,000","35,379,000","35,502,000","35,037,000","3,609,000","33,903,000","36,457,000","37,661,000","32,935,000","33,143,000","34,956,000","35,141,000","34,091,000","36,780,000","41,238,000","42,617,000","39,733,000","39,724,000","39,499,000","37,510,000","36,265,000","37,628,000","41,888,000","33,509,000","22,308,000","24,104,000","22,609,000","24,849,000","22,121,000","21,877,000","21,755,000","24,198,000","21,569,000","22,248,000","20,092,000","20,939,000","20,274,000","20,745,000","19,034,000","18,568,000","17,760,000","17,571,000","18,649,000","15,290,000","17,098,000","16,470,000","15,652,000","-16,568,000","50,290,000","17,885,000","18,687,000","12,474,000","19,246,000","21,538,000","19,375,000","13,072,000","12,637,000","12,723,000","11,566,000","10,594,000","9,311,000","13,508,000","11,684,000","11,806,000","16,660,000","12,482,000","9,154,000","7,553,000","7,259,000","9,346,000","6,925,000","8,216,000","7,336,000","8,177,000","7,691,000","7,059,000","6,300,000","5,354,000","5,657,000","5,167,000","4,695,000","4,534,000","3,780,000","3,280,000","3,061,000"
	ResearchAndDevelopment,"54,607,000","16,083,000","12,736,000","12,050,000","13,738,000","13,461,000","10,589,000","11,892,000","12,746,000","13,241,000","11,809,000","11,729,000","11,396,000","11,595,000","10,159,000","12,234,000","12,935,000","14,538,000","15,340,000","13,607,000","12,889,000","13,411,000","12,643,000","11,412,000","13,640,000","17,306,000","13,088,000","14,299,000","13,063,000","12,545,000","9,883,000","13,638,000","12,793,000","13,531,000","15,094,000","13,806,000","14,097,000","11,080,000","11,165,000","13,240,000","14,174,000","13,911,000","12,803,000","11,072,000","11,250,000","10,388,000","11,416,000","11,402,000","11,177,000","11,024,000","7,292,000","9,701,000","8,694,000","7,875,000","7,722,000","6,793,000","7,705,000","9,224,000","8,058,000","8,423,000","6,981,000","6,452,000","6,163,000","6,022,000","6,142,000","5,898,000","5,543,000","5,124,000","3,657,000","4,401,000","3,751,000","4,156,000","5,688,000","4,881,000","3,836,000","3,960,000","4,635,000","4,560,000","3,926,000","3,470,000","3,390,000","3,653,000","2,778,000","3,237,000","3,371,000","3,188,000","2,439,000","2,456,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"958,000","958,000","958,000","967,000","958,000","958,000","1,077,000","1,074,000","1,076,000","775,000","793,000","796,000","813,000","815,000","893,000","1,037,000","886,000","886,000","2,207,000","2,169,000","1,711,000","1,639,000","3,331,000","1,628,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"958,000","958,000","958,000","967,000","958,000","958,000","1,077,000","1,074,000","1,076,000","775,000","793,000","796,000","813,000","815,000","893,000","1,037,000","886,000","886,000","2,207,000","2,169,000","1,711,000","1,639,000","3,331,000","1,628,000"
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"958,000","958,000","958,000","967,000","958,000","958,000","1,077,000","1,074,000","1,076,000","775,000","793,000","796,000","813,000","815,000","893,000","1,037,000","886,000","886,000","2,207,000","2,169,000","1,711,000","1,639,000",,
