name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,09/30/2017
TotalAssets,"1,226,231,000","1,372,743,000","1,138,804,000","1,084,098,000","1,048,286,000","1,066,860,000","816,051,000","644,628,000","639,175,000","873,929,000","761,605,000","643,918,000","554,340,000","635,786,000","587,498,000","401,345,000","351,743,000","400,020,000"
	CurrentAssets,"1,010,712,000","1,160,368,000","957,514,000","911,694,000","880,153,000","900,918,000","660,377,000","487,027,000","464,025,000","688,607,000","679,109,000","566,399,000","478,799,000","552,260,000","497,600,000","304,981,000","253,370,000","301,469,000"
		CashCashEquivalentsAndShortTermInvestments,"606,744,000","754,417,000","640,101,000","670,905,000","638,927,000","677,834,000","407,100,000","329,122,000","283,250,000","408,419,000","338,641,000","338,292,000","295,276,000","307,373,000","220,930,000","124,432,000","117,804,000","130,595,000"
			CashAndCashEquivalents,"606,744,000","754,417,000","640,101,000","670,905,000","638,927,000","677,834,000","407,100,000","329,122,000","283,250,000","408,419,000","338,641,000","338,292,000","295,276,000","307,373,000","220,930,000","124,432,000","117,804,000","130,595,000"
				CashFinancial,,,,,,,,,,"168,128,000",,,,,,,,
				CashEquivalents,,,,,,,,,,"240,291,000",,,,,,,,
		Receivables,"111,388,000","178,257,000","100,779,000","70,329,000","69,690,000","113,616,000","54,935,000","50,358,000","40,172,000","135,902,000","102,743,000","91,333,000","64,130,000","121,654,000","73,214,000","53,095,000","36,368,000","47,363,000"
			AccountsReceivable,"111,388,000","178,257,000","100,779,000","70,329,000","69,690,000","113,616,000","54,935,000","50,358,000","40,172,000","135,902,000","102,743,000","91,333,000","64,130,000","121,654,000","73,214,000","53,095,000","36,368,000","47,363,000"
				GrossAccountsReceivable,"128,989,000","203,120,000",,"86,540,000","91,737,000","164,912,000",,"65,450,000","57,776,000","188,910,000","124,049,000","110,507,000","77,117,000","156,999,000",,,"50,354,000","59,362,000"
				AllowanceForDoubtfulAccountsReceivable,"-17,601,000","-24,863,000",,"-16,211,000","-22,047,000","-51,296,000",,"-15,092,000","-17,604,000","-53,008,000","-21,306,000","-19,174,000","-12,987,000","-35,345,000",,,"-13,986,000","-11,999,000"
		Inventory,"264,405,000","205,162,000","185,130,000","146,697,000","139,581,000","88,194,000","180,830,000","88,441,000","112,476,000","113,117,000","219,784,000","121,225,000","103,725,000","109,850,000","193,193,000","113,411,000","87,809,000","113,856,000"
			RawMaterials,"55,929,000","59,670,000","30,522,000","13,913,000","8,040,000","8,981,000","8,646,000","9,714,000","10,473,000","8,769,000","12,061,000","17,147,000","17,245,000","14,456,000","17,012,000","14,846,000","7,330,000","9,842,000"
			FinishedGoods,"208,476,000","145,492,000","154,608,000","132,784,000","131,541,000","79,213,000","172,184,000","78,727,000","102,003,000","104,348,000","207,723,000","104,078,000","86,480,000","95,394,000","176,181,000","98,565,000","80,479,000","104,014,000"
		PrepaidAssets,"28,175,000","22,532,000","31,504,000","23,763,000","31,763,000","21,076,000","17,321,000","18,923,000","27,945,000","30,986,000","17,762,000","15,363,000","15,485,000","13,196,000","10,073,000",,,
		RestrictedCash,,,"0","0","192,000","198,000","191,000","183,000","182,000","183,000","179,000","186,000","183,000","187,000","190,000","191,000","201,000","193,000"
		OtherCurrentAssets,,,,,,,,,,,,,,,,"13,852,000","11,188,000","9,462,000"
	TotalNonCurrentAssets,"215,519,000","212,375,000","181,290,000","172,404,000","168,133,000","165,942,000","155,674,000","157,601,000","175,150,000","185,322,000","82,496,000","77,519,000","75,541,000","83,526,000","89,898,000","96,364,000","98,373,000","98,551,000"
		NetPPE,"102,633,000","102,772,000","105,182,000","108,327,000","104,570,000","105,632,000","103,126,000","108,165,000","129,123,000","141,481,000","78,139,000","72,856,000","71,559,000","79,327,000","85,371,000","89,600,000","92,215,000","95,130,000"
			GrossPPE,"102,633,000","102,772,000","265,341,000","108,327,000","104,570,000","105,632,000","263,901,000","108,165,000","129,123,000","141,481,000","216,521,000","72,856,000","71,559,000","79,327,000","197,605,000","89,600,000","92,215,000","204,470,000"
				Properties,,,"0",,,,"0",,,,"0",,,,"0",,,"0"
				MachineryFurnitureEquipment,,,"123,791,000",,,,"121,532,000",,,,"111,905,000",,,,"103,378,000",,,"95,136,000"
				OtherProperties,"102,633,000","102,772,000","91,704,000","108,327,000","104,570,000","105,632,000","91,267,000","108,165,000","129,123,000","141,481,000","45,672,000","72,856,000","71,559,000","79,327,000","40,265,000","89,600,000","92,215,000","55,855,000"
				Leases,,,"49,846,000",,,,"51,102,000",,,,"58,944,000",,,,"53,962,000",,,"53,479,000"
			AccumulatedDepreciation,,,"-160,159,000",,,,"-160,775,000",,,,"-138,382,000",,,,"-112,234,000",,,"-109,340,000"
		GoodwillAndOtherIntangibleAssets,"66,614,000","67,588,000","39,995,000","40,507,000","40,979,000","41,520,000","41,939,000","42,327,000","42,688,000","40,539,000",,,,,,,,
			Goodwill,"37,726,000","37,726,000","15,545,000","15,545,000","15,545,000","15,545,000","15,545,000","15,545,000","15,545,000",,,,,,,,,
			OtherIntangibleAssets,"28,888,000","29,862,000","24,450,000","24,962,000","25,434,000","25,975,000","26,394,000","26,782,000","27,143,000",,,,,,,,,
		NonCurrentDeferredAssets,"9,871,000","9,892,000","10,028,000","1,747,000","1,984,000","1,886,000","1,800,000","1,350,000","1,042,000","1,133,000","1,154,000","1,056,000","474,000","699,000","941,000","982,000","1,006,000","1,107,000"
			NonCurrentDeferredTaxesAssets,"9,871,000","9,892,000","10,028,000","1,747,000","1,984,000","1,886,000","1,800,000","1,350,000","1,042,000","1,133,000","1,154,000","1,056,000","474,000","699,000","941,000","982,000","1,006,000","1,107,000"
		OtherNonCurrentAssets,"36,401,000","32,123,000","26,085,000","21,823,000","20,600,000","16,904,000","8,809,000","5,759,000","2,297,000","2,169,000","3,203,000","3,607,000","3,508,000","3,500,000","3,586,000","5,782,000","5,152,000","2,314,000"
TotalLiabilitiesNetMinorityInterest,"554,547,000","693,136,000","569,762,000","496,971,000","469,018,000","556,651,000","518,212,000","383,429,000","339,371,000","506,650,000","480,677,000","355,493,000","267,471,000","355,758,000","379,140,000","380,445,000","315,620,000","399,993,000"
	CurrentLiabilities,"463,736,000","599,262,000","476,130,000","400,919,000","371,071,000","455,764,000","393,015,000","257,694,000","213,199,000","375,120,000","402,474,000","275,502,000","185,793,000","271,590,000","296,357,000","201,021,000","135,603,000","223,266,000"
		PayablesAndAccruedExpenses,"371,349,000","505,844,000","323,025,000","275,501,000","265,244,000","336,193,000","295,377,000","154,269,000","125,152,000","282,186,000","321,797,000","200,040,000","118,019,000","209,070,000","233,846,000","146,822,000","93,790,000","171,842,000"
			Payables,"293,970,000","385,121,000","237,796,000","216,674,000","218,460,000","268,682,000","261,042,000","120,664,000","87,267,000","212,037,000","262,403,000","163,849,000","94,874,000","149,199,000","209,764,000","117,222,000","77,944,000","133,478,000"
				AccountsPayable,"271,005,000","341,343,000","214,996,000","198,495,000","203,585,000","239,760,000","250,328,000","106,519,000","82,111,000","191,364,000","251,941,000","153,478,000","86,074,000","149,199,000","195,159,000","117,222,000","65,857,000","114,494,000"
				TotalTaxPayable,"13,710,000","34,292,000","16,941,000","12,023,000","9,294,000","20,300,000","6,252,000","9,861,000","2,468,000","13,041,000","4,388,000","4,999,000","3,808,000",,"4,175,000",,"3,320,000","4,800,000"
				OtherPayable,"9,255,000","9,486,000","5,859,000","6,156,000","5,581,000","8,622,000","4,462,000","4,284,000","2,688,000","7,632,000","6,074,000","5,372,000","4,992,000",,"10,430,000",,"8,767,000","14,184,000"
			CurrentAccruedExpenses,"77,379,000","120,723,000","85,229,000","58,827,000","46,784,000","67,511,000","34,335,000","33,605,000","37,885,000","70,149,000","59,394,000","36,191,000","23,145,000","59,871,000","24,082,000","29,600,000","15,846,000","38,364,000"
		CurrentProvisions,"27,595,000","32,314,000","24,870,000","24,991,000","25,428,000","30,169,000","17,823,000","15,490,000","16,997,000","28,332,000",,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"32,365,000","28,430,000","77,695,000","66,041,000","46,665,000","29,424,000","44,517,000","51,010,000","28,397,000","28,339,000","41,142,000","34,300,000","26,946,000","18,782,000","33,371,000","27,605,000","22,846,000","32,007,000"
		CurrentDebtAndCapitalLeaseObligation,"9,923,000","11,268,000","10,724,000","10,734,000","10,718,000","35,768,000","17,577,000","19,959,000","20,251,000","20,231,000","8,333,000","11,667,000","10,000,000","8,333,000","6,667,000",,,
			CurrentDebt,,,,,,"24,937,000","6,667,000","8,333,000","8,333,000","9,439,000","8,333,000","11,667,000","10,000,000","8,333,000","6,667,000",,,
				OtherCurrentBorrowings,,,,,,"24,937,000","6,667,000","8,333,000","8,333,000","9,439,000","8,333,000","11,667,000","10,000,000","8,333,000","6,667,000",,,
			CurrentCapitalLeaseObligation,"9,923,000","11,268,000","10,724,000","10,734,000","10,718,000","10,831,000","10,910,000","11,626,000","11,918,000","10,792,000",,,,,,,,
		CurrentDeferredLiabilities,"18,438,000","17,817,000","35,866,000","16,906,000","18,392,000","16,382,000","15,304,000","14,731,000","14,590,000","14,604,000","13,654,000","13,349,000","12,914,000","12,621,000","11,615,000","17,248,000","10,719,000","10,920,000"
			CurrentDeferredRevenue,"18,438,000","17,817,000","35,866,000","16,906,000","18,392,000","16,382,000","15,304,000","14,731,000","14,590,000","14,604,000","13,654,000","13,349,000","12,914,000","12,621,000","11,615,000","17,248,000","10,719,000","10,920,000"
		OtherCurrentLiabilities,"4,066,000","3,589,000","3,950,000","6,746,000","4,624,000","7,828,000","2,417,000","2,235,000","7,812,000","1,428,000","17,548,000","16,146,000","17,914,000","22,784,000","10,858,000","9,346,000","8,248,000","8,497,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"90,811,000","93,874,000","93,632,000","96,052,000","97,947,000","100,887,000","125,197,000","125,735,000","126,172,000","131,530,000","78,203,000","79,991,000","81,678,000","84,168,000","82,783,000","179,424,000","180,017,000","176,727,000"
		LongTermDebtAndCapitalLeaseObligation,"29,342,000","32,814,000","33,960,000","36,501,000","39,361,000","42,268,000","68,611,000","72,914,000","77,743,000","81,781,000","24,840,000","28,154,000","29,801,000","31,449,000","33,097,000","39,686,000","39,657,000","39,600,000"
			LongTermDebt,,,,,,,"18,251,000","19,897,000","21,545,000","23,192,000","24,840,000","28,154,000","29,801,000","31,449,000","33,097,000","39,686,000","39,657,000","39,600,000"
			LongTermCapitalLeaseObligation,"29,342,000","32,814,000","33,960,000","36,501,000","39,361,000","42,268,000","50,360,000","53,017,000","56,198,000","58,589,000",,,,,,,,
		NonCurrentDeferredLiabilities,"60,590,000","60,155,000","56,026,000","55,874,000","54,891,000","54,893,000","49,519,000","45,634,000","45,753,000","47,042,000","42,795,000","42,757,000","42,319,000","42,832,000","39,352,000","38,546,000","38,665,000","34,647,000"
			NonCurrentDeferredTaxesLiabilities,"2,394,000","2,394,000","2,394,000","2,394,000","2,394,000","2,434,000","2,434,000",,,,,,,,,,,
			NonCurrentDeferredRevenue,"58,196,000","57,761,000","53,632,000","53,480,000","52,497,000","52,459,000","47,085,000","45,634,000","45,753,000","47,042,000","42,795,000","42,757,000","42,319,000","42,832,000","39,352,000","38,546,000","38,665,000","34,647,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,,"0","90,341,000","90,341,000","90,341,000"
		OtherNonCurrentLiabilities,"879,000","905,000","3,646,000","3,677,000","3,695,000","3,726,000","7,067,000","7,187,000","2,676,000","2,707,000","10,568,000","9,080,000","9,558,000","9,887,000","10,334,000","10,851,000","11,354,000","12,139,000"
TotalEquityGrossMinorityInterest,"671,684,000","679,607,000","569,042,000","587,127,000","579,268,000","510,209,000","297,839,000","261,199,000","299,804,000","367,279,000","280,928,000","288,425,000","286,869,000","280,028,000","208,358,000","20,900,000","36,123,000","27,000"
	StockholdersEquity,"671,684,000","679,607,000","569,042,000","587,127,000","579,268,000","510,209,000","297,839,000","261,199,000","299,804,000","367,279,000","280,928,000","288,425,000","286,869,000","280,028,000","208,358,000","20,900,000","36,123,000","27,000"
		CapitalStock,"130,000","130,000","129,000","128,000","126,000","121,000","114,000","115,000","113,000","111,000","110,000","107,000","106,000","101,000","101,000","61,000","60,000","59,000"
			CommonStock,"130,000","130,000","129,000","128,000","126,000","121,000","114,000","115,000","113,000","111,000","110,000","107,000","106,000","101,000","101,000","61,000","60,000","59,000"
		AdditionalPaidInCapital,"647,871,000","682,504,000","690,462,000","698,520,000","684,988,000","633,335,000","548,993,000","562,098,000","541,937,000","523,929,000","502,757,000","480,170,000","463,677,000","434,111,000","424,617,000","235,444,000","223,721,000","200,301,000"
		RetainedEarnings,"62,150,000","53,584,000","-69,897,000","-61,153,000","-78,979,000","-96,200,000","-228,492,000","-246,902,000","-189,922,000","-137,602,000","-208,377,000","-178,777,000","-164,768,000","-141,944,000","-203,611,000","-201,891,000","-174,902,000","-188,007,000"
