name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
TotalAssets,"12,890,802,000","12,998,598,000","12,976,847,000","12,533,585,000","12,242,181,000","9,487,433,000","6,723,702,000","5,290,569,000","5,166,265,000","5,150,516,000","5,110,168,000","5,109,105,000","4,120,073,000","1,028,710,000","1,003,797,000","985,848,000","482,795,000","449,782,000","443,548,000","437,947,000","429,766,000","412,694,000","340,566,000","336,551,000","167,254,000","157,516,000"
	CurrentAssets,"5,831,190,000","5,932,228,000","5,905,805,000","6,373,688,000","6,093,975,000","3,372,335,000","3,569,020,000","2,160,682,000","2,077,657,000","2,061,331,000","2,068,424,000","2,059,513,000","1,063,127,000","872,948,000","850,749,000","884,030,000","382,109,000","353,265,000","347,615,000","345,644,000","341,714,000","353,380,000","299,843,000","301,166,000","135,996,000","136,475,000"
		CashCashEquivalentsAndShortTermInvestments,"5,223,312,000","5,357,882,000","5,394,252,000","5,925,185,000","5,707,058,000","3,039,791,000","3,298,704,000","1,903,319,000","1,843,387,000","1,852,693,000","1,881,776,000","1,882,282,000","918,897,000","748,343,000","745,353,000","794,646,000","308,008,000","290,873,000","283,937,000","289,215,000","288,526,000","305,665,000","252,225,000","261,386,000","103,320,000","108,835,000"
			CashAndCashEquivalents,"1,617,022,000","1,479,452,000","1,497,498,000","1,799,602,000","2,331,774,000","933,885,000","1,127,102,000","475,700,000","345,518,000","253,660,000","330,601,000","535,911,000","377,730,000","487,215,000","469,132,000","493,510,000","117,737,000","115,286,000","91,906,000","92,184,000","118,440,000","305,665,000","252,225,000","261,386,000","103,320,000","108,835,000"
			OtherShortTermInvestments,"3,606,290,000","3,878,430,000","3,896,754,000","4,125,583,000","3,375,284,000","2,105,906,000","2,171,602,000","1,427,619,000","1,497,869,000","1,599,033,000","1,551,175,000","1,346,371,000","541,167,000","261,128,000","276,221,000","301,136,000","190,271,000","175,587,000","192,031,000","197,031,000","170,086,000",,,,,
		Receivables,"406,736,000","388,215,000","345,793,000","301,548,000","257,854,000","251,167,000","203,835,000","194,563,000","172,865,000","154,067,000","131,193,000","126,780,000","105,149,000","97,712,000","80,159,000","67,572,000","57,310,000","43,113,000","37,258,000","37,321,000","29,959,000","26,203,000","29,352,000","22,981,000","21,197,000","19,094,000"
			AccountsReceivable,"406,736,000","388,215,000","345,793,000","301,548,000","257,854,000","251,167,000","203,835,000","194,563,000","172,865,000","154,067,000","131,193,000","126,780,000","105,149,000","97,712,000","80,159,000","67,572,000","57,310,000","43,113,000","37,258,000","37,321,000","29,959,000","26,203,000","29,352,000","22,981,000","21,197,000","19,094,000"
				GrossAccountsReceivable,,,,,,"263,213,000",,"204,811,000","181,950,000","160,354,000",,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,"-12,046,000",,"-10,248,000","-9,085,000","-6,287,000",,,,,,,,,,,,,,,,
			AccruedInterestReceivable,,,,,,,,,,,,,,,,,,,,"598,000",,,,,,
		PrepaidAssets,"201,142,000","186,131,000","165,760,000","146,955,000","129,063,000","81,377,000","66,481,000","62,800,000","61,405,000","54,571,000","55,455,000","50,451,000","39,081,000","26,893,000","25,237,000","21,812,000","16,791,000","19,279,000","26,420,000","19,108,000","23,229,000","21,512,000","18,266,000","16,799,000","11,479,000","8,546,000"
	TotalNonCurrentAssets,"7,059,612,000","7,066,370,000","7,071,042,000","6,159,897,000","6,148,206,000","6,115,098,000","3,154,682,000","3,129,887,000","3,088,608,000","3,089,185,000","3,041,744,000","3,049,592,000","3,056,946,000","155,762,000","153,048,000","101,818,000","100,686,000","96,517,000","95,933,000","92,303,000","88,052,000","59,314,000","40,723,000","35,385,000","31,258,000","21,041,000"
		NetPPE,"484,954,000","489,900,000","485,823,000","439,803,000","437,213,000","441,849,000","366,007,000","358,060,000","310,383,000","297,997,000","266,550,000","258,426,000","261,669,000","63,534,000","59,205,000","56,721,000","53,694,000","50,541,000","47,718,000","44,083,000","40,931,000","37,552,000","25,975,000","20,544,000","16,847,000","14,058,000"
			GrossPPE,"692,455,000","680,918,000","661,048,000","603,931,000","583,801,000","629,033,000","482,878,000","462,620,000","403,266,000","402,345,000","336,876,000","319,252,000","313,597,000","108,270,000","98,744,000","91,389,000","84,033,000","76,726,000","70,444,000","63,393,000","57,154,000","50,997,000","37,148,000","29,871,000","24,611,000","20,408,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"87,385,000","283,091,000","267,465,000","244,793,000","222,183,000","200,090,000","186,751,000","172,654,000","157,848,000","144,509,000","130,994,000","119,206,000","110,136,000","90,499,000","84,144,000","76,894,000","69,611,000","62,480,000","56,236,000","49,291,000","43,223,000","36,934,000","31,735,000","27,149,000","23,461,000","19,840,000"
				OtherProperties,"304,161,000","312,530,000","312,686,000","285,909,000","290,955,000","359,187,000","229,983,000","224,120,000","181,457,000","201,950,000","167,310,000","166,741,000","171,662,000","2,478,000",,,,,,,,,,,,
				ConstructionInProgress,"213,309,000",,,,,,,,,,,,,,,,,,,,,,,,,
				Leases,"87,600,000","85,297,000","80,897,000","73,229,000","70,663,000","69,756,000","66,144,000","65,846,000","63,961,000","55,886,000","38,572,000","33,305,000","31,799,000","15,293,000","14,600,000","14,495,000","14,422,000","14,246,000","14,208,000","14,102,000","13,931,000","14,063,000","5,413,000","2,722,000","1,150,000","568,000"
