name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014
MarketCap,"1,191,148,636","1,744,406,920","2,313,570,000","3,690,092,000","4,439,808,000","4,831,461,930","3,501,830,590","768,894,840","732,772,870","305,583,000","439,726,080","462,265,830","329,297,713","314,970,393","190,823,070","182,702,386","143,328,480","90,458,492","93,109,901","193,807,315","255,684,160","291,831,830","363,870,173","405,521,280","666,802,500","878,043,240","766,570,000","643,170,450","652,585,120","679,598,080","600,278,880","420,872,400","460,506,600"
EnterpriseValue,"1,792,284,636","2,323,257,920","2,919,353,000","4,274,387,000","4,399,765,000","4,755,876,930","3,443,451,590","708,032,840","682,088,870","239,208,000","378,092,080","391,496,830","262,746,713","226,994,393","93,983,070","78,383,386","24,021,480","-38,687,508","-45,895,099","1,201,315","67,713,160","171,548,830","243,587,173","285,238,280","546,519,500","757,760,240","646,287,000","522,887,450","532,302,120","582,507,080","496,346,880","315,392,400","492,660,600"
PeRatio,,,"180.638","121.739",,,,,,,,,,,,,,,,,,,"12.793","18.4","68.25","1,828",,,,,"230.571",,
ForwardPeRatio,"9.814","15.015","21.882","37.313",,,,,,,,,,,,,,,,,"13.175","26.178","10.605","8.905","15.244","19.646","24.213","30.96","27.701","35.461",,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,"8.903","1.906","1.191","1.668","0.672","0.684","0.876",,,
PsRatio,"2.413","3.843","5.46","10.908","15.377","18.155","13.37","2.844","2.224","1.867","2.837","3.159","2.44","2.451","1.623","1.484","1.043","0.566","0.461","0.824","0.959","0.988","1.293","1.346","2.322","3.273","3.164","3.173","4.068","4.036","5.189","4.228","4.939"
PbRatio,"1.422","1.981","2.639","4.157","12.968","12.661","9.833","2.151","7.46","2.73","4.223","4.376","3.106","2.667","1.621","1.431","1.021","0.55","0.51","0.684","0.88","0.974","1.167","1.339","2.254","3.157","3.493","3.07","4.893","5.278","5.62","4.044",
EnterprisesValueRevenueRatio,"3.409","19.676","18.1","32.413","38.412","78.331","41.992","11.611","16.107","6.591","7.798","10.401","6.938","7.003","2.268","2.637","0.839","-1.555","-1.462","0.034","1.578","3.728","3.352","4.334","7.751","10.945","6.875","8.138","10.035","15.668","11.865","9.805","17.419"
EnterprisesValueEBITDARatio,"15.536","181.533","54.227","157.274","204.184","3,323.464","156.798","131.36","-50.48","-74.682","45.713","290.859","-616.776","-48.837","14.459","-14.254","-2.572","2.346","4.261","-0.164","-79.756","-169.347","13.368","33.241","49.223","112.277","24.177","151.386","-261.06","-212.982","106.902","-132.965","-111.01"
