name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010
		DepreciationAndAmortizationInIncomeStatement,"55,917,000","15,036,000","13,860,000","13,668,000","13,353,000","13,334,000","13,522,000","13,620,000","13,667,000","13,061,000","12,811,000","12,923,000","12,999,000","12,772,000","12,249,000","11,963,000","11,921,000","12,036,000","11,630,000","10,944,000","11,714,000","12,004,000","12,022,000","11,997,000","12,281,000","12,475,000","12,835,000","12,559,000","12,063,000","11,523,000","10,757,000","10,273,000","7,365,000","6,316,000","5,723,000","4,748,000","4,026,000","3,756,000","3,412,000","3,399,000","4,123,000","3,339,000","3,324,000","3,399,000","3,804,000","1,444,000","1,364,000","798,000","402,000"
	OtherTaxes,"24,468,000",,,,,,,,,,"6,053,000","6,255,000","6,242,000","6,166,000","5,804,000","5,919,000","6,180,000","5,775,000","5,206,000","5,349,000","5,573,000","4,788,000","6,110,000","5,417,000","5,014,000","5,023,000","5,893,000","4,349,000","4,254,000","4,085,000","3,912,000","3,254,000","2,809,000","2,650,000","2,586,000","2,297,000","2,045,000","1,987,000","1,914,000","1,918,000","1,623,000","1,633,000","1,598,000","1,623,000","1,068,000","1,032,000","888,000","471,000","247,000"
	OtherOperatingExpenses,,"250,000",,,"322,000",,,,,,,,,"17,000","3,550,000","7,000","264,000","-14,000","523,000","-15,000","15,000",,"151,000","49,000","298,000","12,000","44,000","623,000","524,000","260,000","3,005,000",,"5,559,000","1,482,000","760,000","1,345,000","1,059,000","177,000","128,000",,"345,000","405,000",,,,,,,
OperatingIncome,"-707,000","-3,310,000","-57,000","4,703,000","-2,418,000","-13,390,000","-14,616,000","-10,444,000","-18,407,000","363,000","8,538,000","20,203,000","19,458,000","9,910,000","11,925,000","20,382,000","19,400,000","10,254,000","10,250,000","20,345,000","17,587,000","12,027,000","10,068,000","19,507,000","18,870,000","11,001,000","8,972,000","20,737,000","18,590,000","8,689,000","7,522,000","15,018,000","10,560,000","3,978,000","4,312,000","7,356,000","6,075,000","2,959,000","1,327,000","5,662,000","4,460,000","2,686,000","2,598,000","4,291,000","110,000","835,000","1,537,000","820,000","372,000"
NetNonOperatingInterestIncomeExpense,"-24,210,000","-6,389,000","-5,671,000","-5,823,000","-6,328,000","-6,396,000","-6,976,000","-7,220,000","-6,995,000","-6,752,000","-6,834,000","-7,016,000","-7,065,000","-7,142,000","-6,763,000","-6,373,000","-6,652,000","-6,629,000","-7,068,000","-7,056,000","-6,767,000","-6,981,000","-7,078,000","-7,075,000","-7,077,000","-7,016,000","-7,477,000","-6,901,000","-6,529,000","-6,754,000","-6,520,000","-6,652,000","-4,350,000","-3,725,000","-3,139,000","-2,766,000","-2,706,000","-2,836,000","-3,337,000","-3,574,000","-3,829,000","-3,846,000","-3,683,000","-3,081,000","-636,000","-767,000","-829,000","53,000","38,000"
	InterestIncomeNonOperating,"425,000","244,000","160,000","0","32,000","114,000","34,000","25,000","39,000","81,000","35,000","34,000","66,000","55,000","110,000","335,000","15,000","2,000","3,000","9,000","6,000","12,000","8,000","7,000","15,000","21,000","-249,000","130,000","323,000","59,000","19,000","62,000","12,000","13,000","8,000","9,000","111,000","5,000","1,000","53,000","0","1,000","4,000","6,000","6,000","6,000","84,000","72,000","38,000"
	InterestExpenseNonOperating,"23,357,000","6,299,000","5,541,000","5,454,000","5,986,000","6,030,000","6,680,000","6,927,000","6,771,000","6,604,000","6,070,000","6,820,000","6,904,000","6,964,000","5,907,000","6,491,000","6,445,000","6,389,000","6,120,000","6,810,000","6,892,000","6,733,000","6,158,000","6,814,000","6,812,000","6,768,000","6,263,000","6,608,000","6,399,000","6,409,000","5,658,000","6,326,000","4,007,000","3,343,000","2,608,000","2,522,000","2,817,000","2,841,000","1,283,000","3,627,000","3,829,000","3,847,000","3,687,000","3,087,000","642,000","773,000","913,000","19,000",
	TotalOtherFinanceCost,"1,278,000","334,000","290,000","369,000","374,000","480,000","330,000","318,000","263,000","229,000","799,000","230,000","227,000","233,000","966,000","217,000","222,000","242,000","951,000","255,000","-119,000","260,000","928,000","268,000","280,000","269,000","965,000","423,000","453,000","404,000","881,000","388,000","355,000","395,000","539,000","253,000",,,,,,,,,,,,,
OtherIncomeExpense,,,"-5,718,000","-263,000","28,000","22,488,000","18,188,000","-648,000","-1,791,000","-21,722,000","-4,075,000","-3,089,000","-2,868,000","-1,140,000","-5,364,000","682,000","739,000","-757,000","2,355,000","1,204,000","-5,751,000","-85,000","-781,000","1,002,000","636,000","-663,000","2,987,000","844,000","809,000","-516,000","-6,315,000","510,000","59,142,000","-1,982,000","-1,240,000","-2,019,000","-1,148,000","-1,741,000","-350,000","-629,000","659,000","-604,000","-5,116,000","-2,104,000","-1,398,000","-85,000","-1,024,000","-1,161,000","-1,005,000"
	GainOnSaleOfSecurity,,,"0","-7,000","28,000","-43,000","21,113,000",,"2,000","1,000","13,000","4,000","-3,300,000",,"0",,"-1,000","-17,000","3,327,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,"0","0","0","0","0","-1,231,000","-1,325,000","-847,000","-1,578,000",,"-2,998,000","-2,784,000","457,000",,"-1,814,000","689,000","1,004,000","-754,000","-449,000","1,189,000","927,000","-85,000","-628,000","1,051,000","942,000","-647,000","3,444,000","1,467,000","1,333,000","-256,000","-3,310,000","845,000","64,701,000","-316,000","-480,000","-674,000","-89,000","-631,000","-1,382,000","-195,000","703,000",,,,,,,,
	SpecialIncomeCharges,"-5,640,000","0","-5,640,000","0","0","23,817,000","0","0","0","-18,955,000","-1,090,000","-309,000","-25,000","-1,123,000","0","0","-264,000","-754,000","0","15,000","-6,678,000","0","-153,000","-49,000","-306,000","-16,000","-457,000","-623,000","-524,000","-260,000","-3,005,000","-335,000","-5,559,000","-1,666,000","-760,000","-1,345,000","-1,059,000","-1,110,000","1,032,000","-434,000","-44,000","-604,000","-5,116,000","-2,104,000","-1,398,000","-85,000","-1,024,000","-1,161,000","-1,005,000"
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,,"-15,000","15,000","0","151,000","49,000","298,000","12,000","45,000","623,000","524,000","260,000","3,005,000","335,000","5,559,000","1,482,000","760,000","1,345,000","1,059,000","177,000","128,000","24,000","44,000","39,000","4,119,000","2,104,000","1,398,000","85,000","1,024,000","1,161,000","1,005,000"
		ImpairmentOfCapitalAssets,,,"5,640,000",,,,,,,,,,,,"0","0",,,"0","0","6,663,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,,,"0","0","0","0","0","0","0","15,282,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,"4,383,000",,,,,,,,"215,000","2,768,000","1,090,000","309,000","25,000","17,000","3,550,000","7,000","264,000","-14,000","523,000","753,000","668,000","881,000","0","804,000","870,000","4,000","412,000","928,000","869,000","848,000","0",,"-66,208,000","184,000","0","458,000","385,000","933,000","462,000","410,000","0","565,000",,"0","0","0","0","0","0"
		GainOnSaleOfBusiness,"0","0","0","0","0","23,817,000",,,,"-3,673,000",,,,"-1,123,000",,,,"-754,000",,"0","0",,"-2,000",,"-8,000",,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,,,,,,,,,,,,"4,000","-3,300,000","0","0","0","-1,000","-17,000","3,327,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,,"-78,000","-256,000","-322,000","-55,000","-1,600,000","199,000","-215,000","-2,768,000","-1,090,000","-309,000","-25,000","-17,000","-3,550,000","-7,000","-264,000","14,000","-523,000","-753,000","-668,000","-881,000","-1,411,000","-804,000","-870,000","-1,054,000","-1,098,000","-928,000","-869,000","-848,000","-411,000",,"-493,000","-672,000","-409,000","-458,000","-385,000","-383,000","-462,000",,,,,,,,,,
PretaxIncome,"-31,246,000","-9,699,000","-11,446,000","-1,383,000","-8,718,000","2,702,000","-3,404,000","-18,312,000","-27,193,000","-28,111,000","-2,371,000","10,098,000","9,525,000","1,628,000","-202,000","14,691,000","13,487,000","2,868,000","5,537,000","14,493,000","5,069,000","4,961,000","2,209,000","13,434,000","12,429,000","3,322,000","4,482,000","14,680,000","12,870,000","1,419,000","-5,313,000","8,876,000","65,352,000","-1,729,000","-67,000","2,571,000","2,221,000","-1,618,000","-2,360,000","1,459,000","1,290,000","-1,764,000","-6,201,000","-894,000","-1,924,000","-17,000","-316,000","-288,000","-595,000"
TaxProvision,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","-28,000","0","0","0","79,000","0","0","317,000","-468,000","-12,000","179,000","0","-39,000","274,000","25,000","0","20,000","44,000","38,000","3,000","49,000","30,000","45,000","0","14,000","-39,000","133,000","-33,000","-6,000","61,000","12,000","2,000","-29,000","0","47,000"
NetIncomeCommonStockholders,"-36,474,000","-11,433,000","-13,176,000","-3,307,000","-8,558,000","2,656,000","-3,356,000","-18,057,000","-26,827,000","-27,833,000","-2,347,000","9,895,000","9,330,000","1,528,000","-253,000","14,499,000","13,302,000","2,785,000","5,359,000","14,328,000","4,969,000","4,571,000","2,612,000","13,307,000","12,120,000","3,254,000","4,446,000","14,260,000","12,735,000","1,368,000","-5,660,000","8,664,000","65,137,000","-1,808,000","-187,000","2,469,000","2,103,000","-1,696,000","-2,646,000","1,498,000","1,157,000","-1,731,000","-6,195,000","-955,000","-1,936,000","-19,000","-287,000","-288,000","-642,000"
	NetIncome,"-30,512,000","-9,446,000","-11,189,000","-1,319,000","-8,558,000","2,656,000","-3,356,000","-18,057,000","-26,827,000","-27,783,000","-2,349,000","10,002,000","9,437,000","1,613,000","-172,000","14,580,000","13,387,000","2,848,000","5,423,000","14,392,000","5,034,000","4,613,000","2,660,000","13,355,000","12,168,000","3,300,000","4,490,000","14,315,000","12,763,000","1,411,000","-5,301,000","8,700,000","65,206,000","-1,732,000","-116,000","2,541,000","2,176,000","-1,618,000","-2,374,000","1,498,000","1,157,000","-1,731,000","-6,195,000","-955,000","-1,936,000","-19,000","-287,000","-288,000","-642,000"
		NetIncomeIncludingNoncontrollingInterests,"-31,246,000","-9,699,000","-11,446,000","-1,383,000","-8,718,000","2,702,000","-3,404,000","-18,312,000","-27,193,000","-28,111,000","-2,371,000","10,098,000","9,525,000","1,628,000","-174,000","14,691,000","13,487,000","2,868,000","5,458,000","14,493,000","5,069,000","4,644,000","2,677,000","13,446,000","12,250,000","3,322,000","4,521,000","14,406,000","12,845,000","1,419,000","-5,333,000","8,832,000","65,314,000","-1,732,000","-116,000","2,541,000","2,176,000","-1,618,000","-2,374,000","1,498,000","1,157,000","-1,731,000","-6,195,000","-955,000","-1,936,000","-19,000","-287,000","-288,000","-642,000"
			NetIncomeContinuousOperations,"-31,246,000","-9,699,000","-11,446,000","-1,383,000","-8,718,000","2,702,000","-3,404,000","-18,312,000","-27,193,000","-28,111,000","-2,371,000","10,098,000","9,525,000","1,628,000","-174,000","14,691,000","13,487,000","2,868,000","5,458,000","14,493,000","5,069,000","4,644,000","2,677,000","13,446,000","12,250,000","3,322,000","4,521,000","14,406,000","12,845,000","1,419,000","-5,333,000","8,832,000","65,314,000","-1,732,000","-116,000","2,541,000","2,176,000","-1,618,000","-2,374,000","1,498,000","1,157,000","-1,731,000","-6,195,000","-955,000","-1,936,000","-19,000","-287,000","-288,000","-642,000"
		MinorityInterests,"734,000","253,000","257,000","64,000","160,000","-46,000","48,000","255,000","366,000","328,000","22,000","-96,000","-88,000","-15,000","2,000","-111,000","-100,000","-20,000","-35,000","-101,000","-35,000","-31,000","-17,000","-91,000","-82,000","-22,000","-31,000","-91,000","-82,000","-8,000","32,000","-132,000","-108,000",,,,,,,,,,,,,,,,
	PreferredStockDividends,,"1,987,000","1,987,000","1,988,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,"0","0","0","0","0","50,000","-2,000","107,000","107,000","85,000","81,000","81,000","85,000","63,000","64,000","64,000","65,000","42,000","48,000","48,000","48,000","46,000","44,000","55,000","28,000","43,000","359,000","36,000","69,000","76,000","71,000","72,000","73,000","78,000",,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-36,474,000","-11,433,000","-13,176,000","-3,307,000","-8,558,000","2,656,000","-3,356,000","-18,057,000","-26,827,000","-27,833,000","-2,347,000","9,895,000","9,330,000","1,528,000","-253,000","14,499,000","13,302,000","2,785,000","5,359,000","14,328,000","4,969,000","4,571,000","2,612,000","13,307,000","12,120,000","3,254,000","4,446,000","14,260,000","12,735,000","1,368,000","-5,660,000","8,664,000","65,137,000","-1,808,000","-187,000","2,469,000","2,103,000","-1,696,000","-2,646,000","1,498,000","1,157,000","-1,731,000","-6,195,000","-955,000","-1,936,000","-19,000","-287,000","-288,000","-642,000"
BasicEPS,,"-0.23","-0.27","-0.07","-0.18","0.06","-0.07","-0.38","-0.57","-0.59","-0.05","0.21","0.2","0.03","-0.01","0.31","0.29","0.06","0.12","0.36","0.13","0.12","0.07","0.35","0.32","0.09","0.12","0.37","0.33","0.04","-0.16","0.32","2.45","-0.07","-0.01","0.11","0.12","-0.1","-0.18","0.1","0.08","-0.13",,"-0.07","-0.14","0",,"-0.03","-0.09"
DilutedEPS,,"-0.23","-0.27","-0.07","-0.18","0.06","-0.07","-0.38","-0.57","-0.59","-0.05","0.21","0.2","0.03","-0.01","0.31","0.29","0.06","0.12","0.36","0.13","0.12","0.07","0.34","0.31","0.08","0.12","0.37","0.33","0.04","-0.16","0.31","2.42","-0.07","-0.01","0.11","0.11","-0.1","-0.18","0.1","0.08","-0.13",,"-0.07","-0.14","0",,"-0.03","-0.09"
BasicAverageShares,,"48,787,519","48,756,792","48,755,561","48,637,484","47,224,972","46,969,483","46,965,526","46,960,289","46,948,533","46,919,035","46,913,922","46,760,016","46,556,710","46,513,688","46,149,765","45,867,625","45,753,792","43,205,683","39,298,974","38,525,306","38,361,113","38,315,040","38,307,382","38,299,132","38,274,448","38,213,219","38,212,028","38,211,833","37,018,039","33,972,134","27,370,815","26,437,878","26,271,678","26,160,823","22,508,988","18,147,108","17,212,124","13,822,021","13,819,371","13,810,190","13,794,986",,"13,766,297","13,757,449","11,800,771",,"9,125,000","7,119,725"
DilutedAverageShares,,"48,787,519","48,756,792","48,755,561","48,637,484","47,368,518","46,969,483","46,965,526","46,960,289","46,948,533","47,220,671","47,152,166","46,976,999","46,734,958","46,765,797","46,384,969","46,084,688","46,022,690","43,522,022","39,550,494","38,749,661","38,573,928","38,525,598","38,768,638","38,734,987","38,671,129","38,619,472","38,614,360","38,618,824","37,329,763","33,972,134","27,695,347","26,734,919","26,271,678","26,160,823","22,769,282","18,383,626","17,212,124","13,822,021","13,908,907","13,908,907","13,794,986",,"13,766,297","13,757,449","11,800,771",,"9,125,000","7,119,725"
TotalOperatingIncomeAsReported,"-7,036,000","-3,310,000","-5,775,000","4,440,000","-2,390,000","-13,488,000","4,897,000","-10,245,000","-18,620,000","-17,686,000","7,461,000","19,898,000","16,133,000","9,893,000","8,357,000","20,375,000","19,136,000","10,268,000","9,727,000","20,360,000","10,909,000","12,027,000","9,917,000","19,458,000","18,572,000","10,989,000","8,927,000","20,114,000","18,066,000","8,429,000","4,517,000","14,683,000","5,001,000","2,496,000","3,552,000","6,011,000","5,016,000","2,782,000","2,359,000","5,228,000","4,416,000","2,647,000","-1,521,000","2,187,000","-1,288,000","750,000","513,000","-341,000","-633,000"
TotalExpenses,"227,453,000","58,195,000","57,379,000","59,592,000","52,662,000","45,504,000","44,181,000","45,413,000","38,580,000","59,846,000","66,159,000","69,877,000","68,416,000","65,769,000","61,774,000","69,844,000","67,190,000","63,779,000","60,071,000","61,059,000","60,322,000","57,195,000","57,169,000","60,226,000","59,131,000","57,849,000","58,577,000","57,492,000","53,667,000","50,227,000","45,090,000","45,644,000","36,517,000","32,888,000","30,021,000","28,014,000","24,671,000","22,820,000","22,949,000","21,340,000","21,899,000","20,141,000","19,531,000","19,287,000","14,792,000","11,652,000","10,892,000","7,564,000","4,286,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-30,512,000","-9,446,000","-11,189,000","-1,319,000","-8,558,000","2,656,000","-3,356,000","-18,057,000","-26,827,000","-27,783,000","-2,349,000","10,002,000","9,437,000","1,613,000","-172,000","14,580,000","13,387,000","2,848,000","5,423,000","14,392,000","5,034,000","4,613,000","2,660,000","13,355,000","12,168,000","3,300,000","4,490,000","14,315,000","12,763,000","1,411,000","-5,301,000","8,700,000","65,206,000","-1,732,000","-116,000","2,541,000","2,176,000","-1,618,000","-2,374,000","1,498,000","1,157,000","-1,731,000","-6,195,000","-955,000","-1,936,000","-19,000","-287,000","-288,000","-642,000"
NormalizedIncome,"-24,894,000","-9,446,000","-5,549,000","-1,312,000","-8,586,000","-21,118,000","-24,469,000","-18,057,000","-26,829,000","-8,829,000","-2,362,000","9,998,000","12,737,000","2,736,000","-172,000","14,580,000","13,388,000","3,410,830","2,143,468.485","14,377,000","11,712,000","4,613,000","2,751,800","13,384,400","12,469,593.049","3,316,000","4,764,200","14,926,371.798","13,285,982.129","1,671,000","-3,347,750","9,033,339.342","70,761,767.628","-649,100","378,000","3,870,305.718","3,213,543.449","-508,000","-3,044,800","1,780,100","1,196,463.566","-1,138,299.32","-1,083,950.169","412,600","-1,027,300","36,250","643,025.316","873,000","11,250"
InterestIncome,"425,000","244,000","160,000","0","32,000","114,000","34,000","25,000","39,000","81,000","35,000","34,000","66,000","55,000","110,000","335,000","15,000","2,000","3,000","9,000","6,000","12,000","8,000","7,000","15,000","21,000","-249,000","130,000","323,000","59,000","19,000","62,000","12,000","13,000","8,000","9,000","111,000","5,000","1,000","53,000","0","1,000","4,000","6,000","6,000","6,000","84,000","72,000","38,000"
InterestExpense,"23,357,000","6,299,000","5,541,000","5,454,000","5,986,000","6,030,000","6,680,000","6,927,000","6,771,000","6,604,000","6,070,000","6,820,000","6,904,000","6,964,000","5,907,000","6,491,000","6,445,000","6,389,000","6,120,000","6,810,000","6,892,000","6,733,000","6,158,000","6,814,000","6,812,000","6,768,000","6,263,000","6,608,000","6,399,000","6,409,000","5,658,000","6,326,000","4,007,000","3,343,000","2,608,000","2,522,000","2,817,000","2,841,000","1,283,000","3,627,000","3,829,000","3,847,000","3,687,000","3,087,000","642,000","773,000","913,000","19,000",
NetInterestIncome,"-24,210,000","-6,389,000","-5,671,000","-5,823,000","-6,328,000","-6,396,000","-6,976,000","-7,220,000","-6,995,000","-6,752,000","-6,834,000","-7,016,000","-7,065,000","-7,142,000","-6,763,000","-6,373,000","-6,652,000","-6,629,000","-7,068,000","-7,056,000","-6,767,000","-6,981,000","-7,078,000","-7,075,000","-7,077,000","-7,016,000","-7,477,000","-6,901,000","-6,529,000","-6,754,000","-6,520,000","-6,652,000","-4,350,000","-3,725,000","-3,139,000","-2,766,000","-2,706,000","-2,836,000","-3,337,000","-3,574,000","-3,829,000","-3,846,000","-3,683,000","-3,081,000","-636,000","-767,000","-829,000","53,000","38,000"
EBIT,"-7,889,000","-3,400,000","-5,905,000","4,071,000","-2,732,000","8,732,000","3,276,000","-11,385,000","-20,422,000","-21,507,000","3,699,000","16,918,000","16,429,000","8,592,000","5,705,000","21,182,000","19,932,000","9,257,000","11,657,000","21,303,000","11,961,000","11,694,000","8,367,000","20,248,000","19,241,000","10,090,000","10,745,000","21,288,000","19,269,000","7,828,000","345,000","15,202,000","69,359,000","1,614,000","2,541,000","5,093,000","5,038,000","1,223,000","-1,077,000","5,086,000","5,119,000","2,083,000","-2,514,000","2,193,000","-1,282,000","756,000","597,000","-269,000","372,000"
EBITDA,"48,028,000"
ReconciledCostOfRevenue,"155,431,000","39,033,000","39,825,000","41,839,000","34,732,000","28,700,000","27,365,000","28,897,000","22,486,000","44,081,000","49,943,000","53,530,000","51,868,000","49,545,000","46,284,000","54,292,000","51,780,000","48,179,000","45,393,000","47,018,000","45,374,000","41,977,000","43,157,000","45,290,000","43,931,000","42,316,000","42,493,000","42,191,000","39,495,000","35,323,000","31,924,000","32,687,000","26,818,000","24,279,000","22,130,000","21,397,000","18,605,000","17,101,000","22,565,000","14,366,000","13,880,000","13,005,000","13,107,000","12,856,000","8,348,000","7,921,000","7,442,000","4,940,000","2,665,000"
ReconciledDepreciation,"55,663,000","14,970,000","13,795,000","13,606,000","13,292,000","13,274,000","13,462,000","13,558,000","13,607,000","13,000,000","12,750,000","12,861,000","12,937,000","12,710,000","12,188,000","11,903,000","11,863,000","11,978,000","11,559,000","10,890,000","11,661,000","11,950,000","11,969,000","11,944,000","12,228,000","12,421,000","12,782,000","12,509,000","12,016,000","11,477,000","10,717,000","10,239,000","7,335,000","6,288,000","5,716,000","4,707,000","4,002,000","3,737,000","3,393,000","3,380,000","4,104,000","3,321,000","3,304,000","3,381,000","3,792,000","1,431,000","1,355,000","785,000","402,000"
