name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,12/31/2010
		Inventory,"2,897,000","851,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"5,324,000","3,380,000","3,899,000","4,358,000","4,215,000","4,831,000","2,956,000","2,385,000","2,810,000","1,400,000","1,586,000","2,646,000","4,399,000","2,342,000","2,613,000","2,720,000","1,532,000","1,449,000","1,299,000","2,304,000","1,407,000","722,000","953,000","1,157,000","991,000","757,000","781,000","912,000","1,211,000","972,000","767,000","893,000","1,110,000","596,000","560,000","994,000","942,000","630,000","750,000","1,262,000","1,488,000","1,322,000","932,000","877,000","558,000"
	TotalNonCurrentAssets,"88,821,000","156,475,000","161,462,000","150,539,000","108,471,000","77,329,000","58,600,000","34,811,000","10,633,000","34,721,000","39,802,000","27,808,000","14,681,000","1,926,000","14,694,000","21,685,000","31,966,000","9,498,000","5,555,000","16,360,000","32,517,000","7,181,000","11,079,000","15,233,000","2,185,000","6,120,000","13,025,000","24,960,000","31,283,000","42,652,000","40,757,000","34,747,000","10,774,000","18,120,000","34,331,000","37,989,000","35,405,000","17,843,000","4,131,000","6,998,000","28,646,000","10,232,000","8,814,000","9,448,000","3,548,000"
		NetPPE,"56,074,000","57,075,000","58,037,000","59,072,000","59,134,000","52,071,000","42,730,000","33,656,000","4,153,000","3,858,000","3,581,000","3,769,000","2,503,000","1,536,000","1,594,000","1,614,000","1,131,000","1,210,000","970,000","1,010,000","984,000","905,000","778,000","858,000","925,000","949,000","1,011,000","1,067,000","1,181,000","1,208,000","1,193,000","1,241,000","1,278,000","1,399,000","1,440,000","1,220,000","1,315,000","1,421,000","1,198,000","1,299,000","1,408,000","1,541,000","1,641,000","1,786,000","2,127,000"
			GrossPPE,"56,074,000","65,795,000","58,037,000","59,072,000","59,134,000","58,954,000","42,730,000","33,656,000","4,153,000","12,475,000","3,581,000","3,769,000","2,503,000","9,656,000",,,,"9,029,000",,,,"8,855,000",,,,"8,560,000",,,,"8,532,000",,,,"8,265,000",,,,"7,724,000",,,,"7,339,000","7,256,000","7,218,000","7,218,000"
				MachineryFurnitureEquipment,,"2,202,000",,,,"1,119,000",,,,"2,417,000",,,,"2,363,000",,,,"2,239,000",,,,"2,039,000",,,,"1,988,000",,,,"2,005,000",,,,"1,940,000",,,,"1,837,000",,,,"7,339,000",,,"1,737,000"
				OtherProperties,"56,074,000","63,593,000","58,037,000","59,072,000","59,134,000","57,835,000","42,730,000","33,656,000","4,153,000","10,058,000","3,581,000","3,769,000","2,503,000","7,293,000",,,,"6,790,000",,,,"6,816,000",,,,"6,572,000",,,,"6,527,000",,,,"6,325,000",,,,"5,887,000",,,,,,,"5,481,000"
			AccumulatedDepreciation,,"-8,720,000",,,,"-6,883,000",,,,"-8,617,000",,,,"-8,120,000",,,,"-7,819,000",,,,"-7,950,000",,,,"-7,611,000",,,,"-7,324,000",,,,"-6,866,000",,,,"-6,303,000",,,,"-5,798,000","-5,615,000","-5,432,000","-5,091,000"
		InvestmentsAndAdvances,"31,235,000","97,856,000","102,030,000","90,028,000","47,875,000","23,800,000","14,456,000","0","5,140,000","29,454,000","34,867,000","23,766,000","11,968,000","0","12,878,000","19,765,000","30,508,000","7,929,000","4,204,000","14,999,000","31,203,000","5,997,000","10,016,000","14,145,000","1,100,000","5,011,000","11,850,000","23,724,000","29,927,000","41,263,000","39,364,000","33,324,000","9,336,000","16,561,000","32,731,000","36,609,000","33,803,000","16,262,000","2,773,000","5,539,000","27,078,000","6,596,000","6,377,000","7,502,000","1,261,000"
		OtherNonCurrentAssets,"1,512,000","1,544,000","1,395,000","1,439,000","1,462,000","1,458,000","1,414,000","1,155,000","1,340,000","1,409,000","1,354,000","273,000","210,000","390,000","222,000","306,000","327,000","359,000","381,000","351,000","330,000","279,000","285,000","230,000","160,000","160,000","164,000","169,000","175,000","181,000","200,000","182,000","160,000","160,000","160,000","160,000","287,000","160,000","160,000","160,000","160,000","2,095,000","796,000","160,000","160,000"
TotalLiabilitiesNetMinorityInterest,"181,734,000","139,532,000","138,951,000","137,402,000","138,108,000","133,286,000","128,223,000","120,903,000","137,141,000","143,083,000","150,459,000","158,351,000","160,718,000","168,572,000","169,289,000","177,712,000","156,232,000","110,061,000","90,651,000","99,612,000","106,049,000","105,983,000","79,393,000","82,744,000","7,532,000","5,648,000","5,697,000","5,414,000","7,927,000","8,375,000","8,316,000","8,117,000","7,276,000","7,114,000","6,769,000","9,103,000","9,901,000","11,977,000","12,639,000","13,805,000","13,735,000","25,554,000","28,410,000","18,508,000","21,360,000"
	CurrentLiabilities,"68,807,000","63,017,000","60,029,000","55,379,000","54,730,000","51,558,000","46,862,000","56,365,000","57,946,000","59,080,000","55,353,000","56,662,000","66,108,000","64,396,000","61,328,000","68,708,000","76,641,000","32,937,000","44,410,000","44,691,000","42,500,000","38,335,000","26,194,000","22,953,000","7,388,000","5,494,000","5,534,000","5,241,000","7,746,000","8,190,000","8,127,000","7,925,000","7,081,000","6,872,000","6,485,000","8,732,000","9,381,000","11,300,000","11,627,000","11,474,000","10,089,000","9,357,000","11,587,000","10,618,000","11,873,000"
		PayablesAndAccruedExpenses,"23,081,000","21,944,000","17,335,000","23,608,000","27,472,000","26,326,000","22,216,000","17,988,000","13,568,000","16,227,000","14,424,000","12,153,000","11,341,000","11,168,000","9,884,000","10,131,000","6,313,000","7,630,000","7,548,000","8,197,000","6,383,000","6,856,000","6,220,000","5,742,000","6,372,000","3,586,000","3,806,000","3,940,000","6,775,000","6,234,000","6,467,000","6,478,000","5,945,000","4,969,000","4,083,000","5,421,000","5,233,000","5,128,000","6,597,000","6,450,000","5,070,000","5,228,000","7,418,000","6,456,000","6,186,000"
			Payables,"5,423,000","6,746,000","4,414,000","11,094,000","10,926,000","12,875,000","8,868,000","3,409,000","2,371,000","1,532,000","937,000","974,000","1,293,000","966,000","576,000","1,022,000","449,000","1,400,000","1,353,000","1,375,000","819,000","671,000","840,000","513,000","1,294,000","675,000","615,000","1,028,000","809,000","748,000","1,030,000","690,000","710,000","909,000","692,000","1,198,000","781,000","750,000","574,000","1,692,000","1,557,000","536,000","445,000","523,000","891,000"
				AccountsPayable,"5,423,000","6,746,000","4,414,000","11,094,000","10,926,000","12,875,000","8,868,000","3,409,000","2,371,000","1,532,000","937,000","974,000","1,293,000","966,000","576,000","1,022,000","449,000","1,400,000","1,353,000","1,375,000","819,000","671,000","840,000","513,000","1,294,000","675,000","615,000","1,028,000","809,000","748,000","1,030,000","690,000","710,000","909,000","692,000","1,198,000","781,000","750,000","574,000","1,692,000","1,557,000","536,000","445,000","523,000","891,000"
			CurrentAccruedExpenses,"17,658,000","15,198,000","12,921,000","12,514,000","16,546,000","13,451,000","13,348,000","14,579,000","11,197,000","14,695,000","13,487,000","11,179,000","10,048,000","10,202,000","9,308,000","9,109,000","5,864,000","6,230,000","6,195,000","6,822,000","5,564,000","6,185,000","5,380,000","5,229,000","5,078,000","2,911,000","3,191,000","2,912,000","5,966,000","5,486,000","5,437,000","5,788,000","5,235,000","4,060,000","3,391,000","4,223,000","4,452,000","4,378,000","6,023,000","4,758,000","3,513,000","4,692,000","6,973,000","5,933,000","5,295,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"4,974,000","8,350,000","10,356,000","6,196,000","3,164,000","5,498,000","4,337,000","3,322,000","2,010,000","3,608,000","2,706,000","2,086,000","1,460,000","2,767,000","2,419,000","1,909,000","1,331,000","2,345,000","1,990,000","1,622,000","1,245,000","2,460,000","1,808,000","1,491,000","1,016,000","1,908,000","1,728,000","1,301,000","971,000","1,956,000","1,613,000","1,342,000","952,000","1,589,000","1,613,000","1,320,000","988,000","1,889,000",,,,,,,"1,722,000"
		CurrentDebtAndCapitalLeaseObligation,"22,043,000","21,730,000","16,720,000","14,960,000","11,055,000","7,147,000","4,319,000","1,378,000","1,604,000","1,503,000","1,404,000","1,308,000","1,357,000",,,,,,,,,,,,,,,,,,"47,000","105,000","184,000","314,000","413,000","487,000","527,000","522,000","517,000","511,000","506,000","501,000","541,000","534,000","337,000"
			CurrentDebt,"19,128,000","18,920,000","14,013,000","12,984,000","9,609,000","6,302,000","3,066,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"19,128,000","18,920,000","14,013,000","12,984,000","9,609,000","6,302,000","3,066,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"2,915,000","2,810,000","2,707,000","1,976,000","1,446,000","845,000","1,253,000","1,378,000","1,604,000","1,503,000","1,404,000","1,308,000","1,357,000",,,,,,,,,,,,,,,,,"0","47,000","105,000","184,000","314,000","413,000","487,000","527,000","522,000","517,000","511,000","506,000","501,000","541,000","534,000","337,000"
		CurrentDeferredLiabilities,"18,709,000","10,993,000","15,618,000","10,615,000","13,039,000","12,587,000","9,817,000","27,504,000","40,764,000","37,742,000","36,819,000","41,115,000","51,950,000","50,461,000","49,025,000","56,668,000","68,997,000","22,962,000","34,872,000","34,872,000","34,872,000","29,019,000","18,166,000","15,720,000",,,,,,,,,,"0","376,000","1,504,000","2,633,000","3,761,000","4,513,000","4,513,000","4,513,000","3,628,000","3,628,000","3,628,000","3,628,000"
			CurrentDeferredRevenue,"18,709,000","10,993,000","15,618,000","10,615,000","13,039,000","12,587,000","9,817,000","27,504,000","40,764,000","37,742,000","36,819,000","41,115,000","51,950,000","50,461,000","49,025,000","56,668,000","68,997,000","22,962,000","34,872,000","34,872,000","34,872,000","29,019,000","18,166,000","15,720,000",,,,,,,,,,"0","376,000","1,504,000","2,633,000","3,761,000","4,513,000","4,513,000","4,513,000","3,628,000","3,628,000","3,628,000","3,628,000"
		OtherCurrentLiabilities,,,,,,,"6,173,000","6,173,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"112,927,000","76,515,000","78,922,000","82,023,000","83,378,000","81,728,000","81,361,000","64,538,000","79,195,000","84,003,000","95,106,000","101,689,000","94,610,000","104,176,000","107,961,000","109,004,000","79,591,000","77,124,000","46,241,000","54,921,000","63,549,000","67,648,000","53,199,000","59,791,000","144,000","154,000","163,000","173,000","181,000","185,000","189,000","192,000","195,000","242,000","284,000","371,000","520,000","677,000","1,012,000","2,331,000","3,646,000","16,197,000","16,823,000","7,890,000","9,487,000"
		LongTermDebtAndCapitalLeaseObligation,"50,616,000","51,545,000","56,232,000","56,745,000","58,978,000","56,770,000","55,696,000","51,698,000","24,178,000","19,786,000","19,762,000","19,738,000","19,714,000","19,689,000","14,727,000","14,700,000","4,700,000","4,676,000",,,,,,,,,,,,"0","0","0","0","16,000","62,000","131,000","233,000","379,000","523,000","666,000","807,000","11,419,000","11,100,000","1,223,000","945,000"
			LongTermDebt,"4,554,000","4,715,000","9,560,000","11,566,000","14,866,000","18,099,000","21,260,000","24,252,000","24,178,000","19,786,000","19,762,000","19,738,000","19,714,000","19,689,000","14,727,000","14,700,000","4,700,000","4,676,000",,,,,,,,,,,,,,,,,,,,,,,,"10,472,000","10,060,000",,
			LongTermCapitalLeaseObligation,"46,062,000","46,830,000","46,672,000","45,179,000","44,112,000","38,671,000","34,436,000","27,446,000",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","16,000","62,000","131,000","233,000","379,000","523,000","666,000","807,000","947,000","1,040,000","1,223,000","945,000"
		NonCurrentDeferredLiabilities,"62,094,000","24,772,000","21,423,000","24,108,000","23,337,000","24,000,000","24,814,000","12,094,000","54,234,000","63,095,000","73,889,000","80,174,000","74,451,000","84,100,000","92,809,000","93,885,000","74,554,000","72,197,000","46,027,000","54,745,000","63,463,000","67,547,000","53,083,000","59,660,000",,,,,,,,,,,,,,"0","376,000","1,504,000","2,633,000","4,535,000","5,442,000","6,349,000","8,163,000"
			NonCurrentDeferredRevenue,"62,094,000","24,772,000","21,423,000","24,108,000","23,337,000","24,000,000","24,814,000","12,094,000","54,234,000","63,095,000","73,889,000","80,174,000","74,451,000","84,100,000","92,809,000","93,885,000","74,554,000","72,197,000","46,027,000","54,745,000","63,463,000","67,547,000","53,083,000","59,660,000",,,,,,,,,,,,,,"0","376,000","1,504,000","2,633,000","4,535,000","5,442,000","6,349,000","8,163,000"
		DuetoRelatedPartiesNonCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"0",,,,
		OtherNonCurrentLiabilities,"217,000","198,000","1,267,000","1,170,000","1,063,000","958,000","851,000","746,000","783,000","1,122,000","1,455,000","1,777,000","445,000","387,000","425,000","419,000","337,000","251,000","214,000","176,000","86,000","101,000","116,000","131,000","144,000","154,000","163,000","173,000","181,000","185,000","189,000","192,000","195,000","226,000","222,000","240,000","287,000","298,000","113,000","161,000","206,000","243,000","281,000","318,000","379,000"
TotalEquityGrossMinorityInterest,"258,719,000","286,120,000","315,894,000","330,270,000","361,004,000","385,613,000","404,819,000","421,141,000","60,161,000","66,000,000","61,862,000","71,460,000","80,639,000","14,738,000","21,472,000","28,898,000","25,532,000","79,267,000","37,297,000","40,915,000","46,322,000","49,889,000","54,354,000","59,530,000","59,833,000","72,507,000","81,497,000","90,905,000","99,409,000","108,606,000","118,507,000","127,429,000","137,185,000","145,308,000","153,184,000","160,553,000","103,285,000","110,346,000","118,005,000","126,409,000","136,380,000","75,997,000","56,955,000","64,891,000","76,773,000"
	StockholdersEquity,"258,719,000","286,120,000","315,894,000","330,270,000","361,004,000","385,613,000","404,819,000","421,141,000","60,161,000","66,000,000","61,862,000","71,460,000","80,639,000","14,738,000","21,472,000","28,898,000","25,532,000","79,267,000","37,297,000","40,915,000","46,322,000","49,889,000","54,354,000","59,530,000","59,833,000","72,507,000","81,497,000","90,905,000","99,409,000","108,606,000","118,507,000","127,429,000","137,185,000","145,308,000","153,184,000","160,553,000","103,285,000","110,346,000","118,005,000","126,409,000","136,380,000","75,997,000","56,955,000","64,891,000","76,773,000"
		CapitalStock,"71,000","70,000","70,000","70,000","70,000","69,000","69,000","69,000","62,000","60,000","58,000","58,000","58,000","51,000","50,000","50,000","49,000","49,000","49,000","48,000","48,000","48,000","48,000","48,000","44,000","44,000","44,000","44,000","44,000","43,000","43,000","43,000","43,000","43,000","43,000","43,000","37,000","36,000","36,000","36,000","36,000","53,000","29,000","57,000","53,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49,000","0","49,000","49,000"
			CommonStock,"71,000","70,000","70,000","70,000","70,000","69,000","69,000","69,000","62,000","60,000","58,000","58,000","58,000","51,000","50,000","50,000","49,000","49,000","49,000","48,000","48,000","48,000","48,000","48,000","44,000","44,000","44,000","44,000","44,000","43,000","43,000","43,000","43,000","43,000","43,000","43,000","37,000","36,000","36,000","36,000","36,000","4,000","29,000","8,000","4,000"
		AdditionalPaidInCapital,"916,224,000","903,646,000","892,446,000","884,559,000","876,017,000","870,788,000","859,960,000","852,006,000","511,571,000","495,624,000","475,869,000","472,661,000","467,047,000","389,398,000","385,339,000","381,923,000","371,749,000","368,553,000","366,187,000","363,291,000","359,429,000","356,966,000","353,720,000","351,740,000","342,128,000","339,615,000","336,947,000","334,741,000","331,170,000","328,440,000","326,095,000","324,040,000","321,499,000","318,103,000","316,467,000","314,576,000","247,653,000","244,513,000","242,326,000","240,695,000","239,764,000","170,289,000","169,513,000","168,680,000","166,334,000"
		RetainedEarnings,"-655,705,000","-617,097,000","-576,569,000","-554,262,000","-515,053,000","-485,342,000","-455,466,000","-431,406,000","-451,673,000","-429,986,000","-414,458,000","-401,596,000","-386,446,000","-374,497,000","-363,712,000","-352,822,000","-345,948,000","-289,200,000","-328,855,000","-322,295,000","-313,055,000","-307,059,000","-299,394,000","-292,322,000","-282,339,000","-267,096,000","-255,522,000","-243,875,000","-231,797,000","-219,791,000","-207,601,000","-196,660,000","-184,399,000","-172,862,000","-163,319,000","-153,886,000","-144,382,000","-134,189,000","-124,392,000","-114,276,000","-103,383,000","-94,298,000","-112,530,000","-103,872,000","-89,681,000"
		GainsLossesNotAffectingRetainedEarnings,"-1,855,000","-483,000","-37,000","-81,000","-14,000","114,000","272,000","488,000","217,000","318,000","409,000","353,000","-4,000","-198,000","-189,000","-237,000","-302,000","-119,000","-68,000","-113,000","-84,000","-50,000","-4,000","80,000","16,000","-40,000","44,000","11,000","8,000","-70,000","-14,000","22,000","58,000","40,000","9,000","-164,000","-7,000","2,000","51,000","-30,000","-21,000","-31,000","-41,000","42,000","83,000"
		OtherEquityInterest,"-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000","-16,000"
TotalCapitalization,"263,273,000","290,835,000","325,454,000","341,836,000","375,870,000","403,712,000","426,079,000","445,393,000","84,339,000","85,786,000","81,624,000","91,198,000","100,353,000","34,427,000","36,199,000","43,598,000","30,232,000","83,943,000","37,297,000","40,915,000","46,322,000","49,889,000","54,354,000","59,530,000","59,833,000","72,507,000","81,497,000","90,905,000","99,409,000","108,606,000","118,507,000","127,429,000","137,185,000","145,308,000","153,184,000","160,553,000","103,285,000","110,346,000","118,005,000","126,409,000","136,380,000","86,469,000","67,015,000","64,891,000","76,773,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,000",,"49,000","49,000"
CommonStockEquity,"258,719,000","286,120,000","315,894,000","330,270,000","361,004,000","385,613,000","404,819,000","421,141,000","60,161,000","66,000,000","61,862,000","71,460,000","80,639,000","14,738,000","21,472,000","28,898,000","25,532,000","79,267,000","37,297,000","40,915,000","46,322,000","49,889,000","54,354,000","59,530,000","59,833,000","72,507,000","81,497,000","90,905,000","99,409,000","108,606,000","118,507,000","127,429,000","137,185,000","145,308,000","153,184,000","160,553,000","103,285,000","110,346,000","118,005,000","126,409,000","136,380,000","75,948,000","56,955,000","64,842,000","76,724,000"
CapitalLeaseObligations,"48,977,000","49,640,000","49,379,000","47,155,000","45,558,000","39,516,000","35,689,000","28,824,000","1,604,000","1,503,000","1,404,000","1,308,000","1,357,000",,,,,,,,,,,,,,,,,"0","47,000","105,000","184,000","330,000","475,000","618,000","760,000","901,000","1,040,000","1,177,000","1,313,000","1,448,000","1,581,000","1,757,000","1,282,000"
NetTangibleAssets,"258,719,000","286,120,000","315,894,000","330,270,000","361,004,000","385,613,000","404,819,000","421,141,000","60,161,000","66,000,000","61,862,000","71,460,000","80,639,000","14,738,000","21,472,000","28,898,000","25,532,000","79,267,000","37,297,000","40,915,000","46,322,000","49,889,000","54,354,000","59,530,000","59,833,000","72,507,000","81,497,000","90,905,000","99,409,000","108,606,000","118,507,000","127,429,000","137,185,000","145,308,000","153,184,000","160,553,000","103,285,000","110,346,000","118,005,000","126,409,000","136,380,000","75,997,000","56,955,000","64,891,000","76,773,000"
WorkingCapital,"282,825,000","206,160,000","233,354,000","261,754,000","335,911,000","390,012,000","427,580,000","450,868,000","128,723,000","115,282,000","117,166,000","145,341,000","160,568,000","116,988,000","114,739,000","116,217,000","73,157,000","146,893,000","77,983,000","79,476,000","77,354,000","110,356,000","96,474,000","104,088,000","57,792,000","66,541,000","68,635,000","66,118,000","68,307,000","66,139,000","77,939,000","92,874,000","126,606,000","127,430,000","119,137,000","122,935,000","68,400,000","93,180,000","114,886,000","121,742,000","111,380,000","81,962,000","64,964,000","63,333,000","82,712,000"
InvestedCapital,"282,401,000","309,755,000","339,467,000","354,820,000","385,479,000","410,014,000","429,145,000","445,393,000","84,339,000","85,786,000","81,624,000","91,198,000","100,353,000","34,427,000","36,199,000","43,598,000","30,232,000","83,943,000","37,297,000","40,915,000","46,322,000","49,889,000","54,354,000","59,530,000","59,833,000","72,507,000","81,497,000","90,905,000","99,409,000","108,606,000","118,507,000","127,429,000","137,185,000","145,308,000","153,184,000","160,553,000","103,285,000","110,346,000","118,005,000","126,409,000","136,380,000","86,420,000","67,015,000","64,842,000","76,724,000"
TangibleBookValue,"258,719,000","286,120,000","315,894,000","330,270,000","361,004,000","385,613,000","404,819,000","421,141,000","60,161,000","66,000,000","61,862,000","71,460,000","80,639,000","14,738,000","21,472,000","28,898,000","25,532,000","79,267,000","37,297,000","40,915,000","46,322,000","49,889,000","54,354,000","59,530,000","59,833,000","72,507,000","81,497,000","90,905,000","99,409,000","108,606,000","118,507,000","127,429,000","137,185,000","145,308,000","153,184,000","160,553,000","103,285,000","110,346,000","118,005,000","126,409,000","136,380,000","75,948,000","56,955,000","64,842,000","76,724,000"
TotalDebt,"72,659,000","73,275,000","72,952,000","71,705,000","70,033,000","63,917,000","60,015,000","53,076,000","25,782,000","21,289,000","21,166,000","21,046,000","21,071,000","19,689,000","14,727,000","14,700,000","4,700,000","4,676,000",,,,,,,,,,,,"0","47,000","105,000","184,000","330,000","475,000","618,000","760,000","901,000","1,040,000","1,177,000","1,313,000","11,920,000","11,641,000","1,757,000","1,282,000"
NetDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,719,000",,
ShareIssued,"71,142,102","70,357,557","69,937,510","69,885,975","69,742,493","69,452,466","69,108,573","68,803,400","61,792,661","60,234,784","58,253,140","58,209,745","57,725,915","50,652,238","50,428,507","50,309,988","49,071,361","48,837,060","48,772,716","48,574,985","48,168,540","48,057,920","47,793,612","47,755,595","44,290,506","44,185,506","44,089,765","44,046,059","43,673,625","43,446,096","43,335,756","43,335,756","43,172,171","42,888,168","42,865,408","42,802,917","36,834,405","36,354,547","36,204,792","36,171,295","36,162,386","35,254,914","35,254,914","35,254,914","35,254,914"
