name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,12/31/1988,11/30/1987,11/30/1986,11/30/1985
TotalAssets,"3,344,735,000","3,215,336,000","2,985,010,000","2,855,622,000","2,756,921,000","2,720,803,000","2,635,686,000","2,622,518,000","2,604,762,000","2,546,078,000","2,400,444,000","2,295,380,000","2,171,646,000","2,131,705,000","2,089,165,000","2,021,726,000","1,962,785,000","1,953,221,000","1,893,993,000","1,870,715,000","1,856,430,000","1,825,764,000","1,718,443,000","1,654,848,000","1,659,282,000","1,666,232,000","1,619,908,000","1,603,483,000","1,581,279,000","1,575,824,000","1,562,977,000","1,548,608,000","1,480,930,000","1,473,412,000","1,465,647,000","1,452,575,000","1,363,655,000","1,354,102,000","1,299,072,000","1,296,230,000","1,292,641,000","1,286,516,000","1,212,193,000","1,179,697,000","1,180,875,000","1,183,276,000","1,185,495,000","1,188,119,000","1,191,188,000","1,178,518,000","1,179,283,000","1,172,643,000","1,162,086,000","1,156,205,000","1,134,512,000","1,119,590,000","1,115,787,000","1,055,833,000","1,018,817,000","994,790,000","971,683,000","911,787,000","880,263,000","866,852,000","859,531,000","863,538,000","821,844,000","815,063,000","825,895,000","768,664,000","746,911,000","738,413,000","737,009,000","729,267,000","717,193,000","707,647,000","701,515,000","702,341,000","692,957,000","687,595,000","686,886,000","683,782,000","677,428,000","677,163,000","677,403,000","666,205,000","664,001,000","648,619,000","631,747,000","632,151,000","626,700,000","611,400,000","591,400,000","567,548,000","577,000,000","568,900,000","430,200,000","413,127,000","376,800,000","310,300,000","293,100,000","281,455,000","289,200,000","287,300,000","157,400,000","157,955,000","160,400,000","157,700,000","153,300,000","154,900,000","150,900,000","128,300,000","116,900,000","107,500,000","89,500,000","85,500,000","85,600,000","85,500,000","84,400,000","84,800,000","85,300,000","86,500,000","83,200,000","83,900,000","84,000,000","83,800,000","83,800,000","86,500,000","86,700,000","87,700,000","71,100,000","50,000,000","55,000,000","59,700,000"
	CurrentAssets,"84,391,000","93,618,000","81,609,000","112,052,000","70,928,000","73,789,000","68,658,000","64,392,000","64,143,000","64,719,000","76,667,000","55,191,000","50,896,000","50,094,000","45,780,000","52,086,000","44,364,000","48,494,000","41,663,000","41,080,000","40,477,000","42,436,000","38,483,000","44,403,000","37,246,000","38,544,000","34,909,000","35,806,000","38,934,000","36,448,000","34,745,000","37,136,000","35,631,000","35,213,000","31,912,000","33,231,000","32,754,000","33,199,000","34,998,000","40,217,000","35,756,000","36,404,000","33,117,000","32,814,000","34,113,000","32,878,000","62,707,000","23,780,000","23,531,000","65,081,000","22,543,000","61,084,000","279,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"5,718,000","4,393,000","247,000","38,565,000","68,000","21,000","19,000","104,000","671,000","224,000","130,000","326,000","1,831,000","374,000","257,000","252,000","37,000","16,000","10,000","78,000","44,000","522,000","33,000","10,000","12,000","48,000","342,000","13,000","173,000","11,000","323,000","19,000","1,880,000","8,000","207,000","10,000","24,000","1,258,000","1,027,000","118,000","205,000","174,000","447,000","100,000","108,000","137,000","154,000","141,000","149,000","3,787,000","124,000","1,401,000","279,000","293,000","1,265,000","101,000","2,836,000","724,000","3,714,000","4,011,000","3,512,000","940,000","2,486,000","1,526,000","1,267,000","1,915,000","1,395,000","1,030,000","972,000","1,208,000","857,000","2,108,000","2,118,000","1,786,000","2,372,000","1,472,000","1,992,000","3,046,000","3,079,000","1,895,000","6,107,000","8,219,000","8,503,000","10,216,000","14,032,000","10,929,000","16,830,000","15,906,000","12,436,000","18,357,000","15,200,000","15,900,000","15,400,000","8,484,000","5,700,000","4,400,000","18,700,000","17,798,000","16,600,000","3,400,000","2,900,000","1,338,000","4,300,000","900,000","11,900,000","10,826,000","10,200,000","6,100,000","139,200,000","139,900,000",,"1,200,000",,"88,000,000","75,300,000","73,700,000","68,400,000","73,300,000","1,900,000","1,900,000","1,600,000","700,000",,,,,,,,,,,,
			CashAndCashEquivalents,"5,718,000","4,393,000","247,000","38,565,000","68,000","21,000","19,000","104,000","671,000","224,000","130,000","326,000","1,831,000","374,000","257,000","252,000","37,000","16,000","10,000","78,000","44,000","522,000","33,000","10,000","12,000","48,000","342,000","13,000","173,000","11,000","323,000","19,000","1,880,000","8,000","207,000","10,000","24,000","1,258,000","1,027,000","118,000","205,000","174,000","447,000","100,000","108,000","137,000","154,000","141,000","149,000","1,062,000","124,000","1,401,000","279,000","293,000","1,265,000","101,000","187,000","724,000","1,155,000","1,417,000","941,000","940,000","2,486,000","1,526,000","1,267,000","1,915,000","1,395,000","1,030,000","972,000","1,208,000","857,000","2,108,000","2,118,000","1,786,000","2,357,000","1,457,000","1,870,000","1,383,000","1,472,000","1,408,000","1,367,000","1,767,000","2,066,000","2,027,000","3,452,000","2,861,000","3,411,000","3,690,000","2,877,000","2,657,000","0","0","0","2,784,000","0","0","0","1,298,000","0","0","0","438,000","0","0","0","26,000","0","0","0","0",,"0",,"0","0","0","0","0","0","0","0","0",,,,,,,,,,,,
				CashFinancial,"5,718,000","4,393,000","247,000","38,565,000","68,000","21,000","19,000","104,000","671,000","224,000","130,000","326,000","1,831,000","374,000","257,000","252,000","37,000","16,000","10,000","78,000","44,000","522,000","33,000","10,000","12,000","48,000","342,000","13,000","173,000","11,000","323,000","19,000","1,880,000","8,000","207,000","10,000","24,000","1,258,000","1,027,000","118,000","205,000","174,000","447,000","100,000","108,000","137,000","154,000","141,000","149,000","1,062,000","124,000","1,401,000","279,000","293,000","1,265,000","101,000","187,000","724,000","1,155,000","1,417,000","941,000","940,000","2,486,000","1,526,000","1,267,000","1,915,000","1,395,000","1,030,000","972,000","1,208,000","857,000","2,108,000","2,118,000","1,786,000","2,357,000","1,457,000","1,870,000","1,383,000","1,472,000","1,408,000","1,367,000","1,767,000","2,066,000","2,027,000","3,452,000","2,861,000","3,411,000","3,690,000","2,877,000","2,657,000",,,,"2,784,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,725,000",,,,,,,"2,649,000",,"2,559,000","2,594,000","2,571,000",,,,,,,,,,,,,,"15,000","15,000","122,000","1,663,000","1,607,000","487,000","4,740,000","6,452,000","6,437,000","8,189,000","10,580,000","8,068,000","13,419,000","12,216,000","9,559,000","15,700,000","15,200,000","15,900,000","15,400,000","5,700,000","5,700,000","4,400,000","18,700,000","16,500,000","16,600,000","3,400,000","2,900,000","900,000","4,300,000","900,000","11,900,000","10,800,000","10,200,000","6,100,000","139,200,000","139,900,000",,"1,200,000",,"88,000,000","75,300,000","73,700,000","68,400,000","73,300,000","1,900,000","1,900,000","1,600,000","700,000",,,,,,,,,,,,
		Receivables,"58,280,000","66,783,000","70,216,000","55,328,000","49,567,000","51,277,000","48,874,000","47,102,000","45,673,000","45,950,000","46,984,000","41,734,000","40,684,000","41,455,000","39,653,000","44,556,000","35,991,000","36,988,000","33,922,000","32,093,000","32,339,000","34,308,000","31,713,000","34,831,000","30,292,000","31,536,000","28,925,000","29,905,000","28,147,000","28,991,000","29,197,000","28,019,000","27,228,000","28,168,000","27,119,000","25,840,000","24,415,000","24,848,000","28,791,000","28,300,000","28,224,000","28,145,000","26,951,000","25,930,000","25,647,000","25,285,000",,"23,639,000","23,382,000",,"22,419,000",,,,,,,,,,,,,,,,,,"7,550,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccountsReceivable,"58,140,000","59,103,000","55,454,000","55,328,000","49,567,000","49,335,000","48,874,000","47,102,000","45,673,000","45,950,000","43,199,000","41,734,000","40,684,000","41,455,000","39,653,000","37,190,000","35,991,000","36,988,000","33,922,000","32,093,000","32,339,000","34,308,000","31,713,000","29,881,000","30,292,000","31,536,000","28,925,000","27,885,000","28,147,000","28,991,000","29,197,000","28,019,000","27,228,000","28,168,000","25,920,000","24,489,000","24,415,000","24,848,000","3,027,000","2,836,000","3,134,000","3,427,000","2,629,000","2,015,000","2,304,000","2,460,000",,"2,069,000","2,001,000",,"2,555,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,"42,398,000","40,302,000","37,693,000","36,688,000","37,613,000","34,646,000","32,770,000","32,983,000","35,193,000","32,592,000","30,535,000","30,810,000","32,097,000","29,566,000","28,467,000","28,827,000","29,472,000","29,709,000","28,631,000","27,926,000","28,893,000","26,628,000","25,208,000","25,162,000","25,630,000","3,568,000","3,377,000","3,670,000","3,949,000","3,113,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,"-943,000","-649,000","-503,000","-697,000","-625,000","-724,000","-677,000","-644,000","-885,000","-879,000","-654,000","-518,000","-561,000","-641,000","-582,000","-680,000","-481,000","-512,000","-612,000","-698,000","-725,000","-708,000","-719,000","-747,000","-782,000","-541,000","-541,000","-536,000","-522,000","-484,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
