name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004
MarketCap,"1,082,747,248","1,391,558,963","1,411,387,492","1,615,760,383","1,695,792,781","1,695,348,092","1,393,877,116","963,248,413","985,184,707","585,071,377","1,815,241,572","1,599,362,127","1,306,908,261","1,143,949,162","916,422,319","845,488,606","673,789,429","664,850,880","690,139,321","688,130,449","695,962,828","690,072,766","723,157,479","659,607,276","668,372,821","518,599,778","583,111,172","600,615,448","818,324,873","837,710,158","810,279,096","655,649,267","708,246,304","588,996,927","448,073,182","397,829,515","431,457,042","374,366,398","313,316,091","158,937,836","99,866,355","92,707,730","80,595,348","77,880,145","70,406,962","66,758,736","65,601,076","59,003,266","62,354,402","71,114,159","67,694,525","71,585,114","48,091,685","35,416,357","20,504,206","29,544,729","57,784,644","50,328,561","15,634,172","15,270,586","34,722,405","45,975,346","55,137,534","70,476,729","72,099,360","96,760,548","118,853,361","136,098,171","165,232,725","181,889,223","202,881,840","169,815,915","160,916,471"
PeRatio,"56.8","9.605","7.294","6.265","4.806",,,,,"2.422","14.488","12.429","10","9.984","7.272","7.415","8.347","8.985","11.426","12.059","12.196","12.34","15.714","13.682","11.296","7.645","5.156","4.344","5.328","5.23","5.482","5.801","7.189","7.032","8.378","7.57","6.948","6.954","5.829","14.1","11.549","14.217","9.244","8.932","7.602","9.958","9.667","6.137","5.757","6.04","6.042","29.231","14.743","2.517",,"0.041",,,,,,,,,,,"22.828","25.759","33.593","13.273","41.481","36.513","28.392"
ForwardPeRatio,"10.799","10.515","10.661","12.346","14.006","17.794","18.727","12.887","10.741","2.061","8.361","8.143","8.21","8.177","7.856","8","7.513","9.881",,,,,"13.755","12.285","12.707","7.525","8.078","8.446","7.856","7.519","7.776","6.748","7.037","9.259","8.091","6.116","6.057","6.614","5.921","7.874","7.599","3.781","4.577","7.542","9.931","8.32","7.981",,,"5.672",,,,"2.836",,,,,,,,,,,,,,,,,,,
PsRatio,"5.73","4.842","4.644","4.611","4.099",,,,,"1.874","7.873","7.133","6.272","6.318","5.251","5.842","6.062","6.346","7.338","6.634","6.252","6.438","7.345","6.226","5.844","4.164","3.338","2.996","3.771","3.62","3.834","4.112","4.862","5.06","5.326","4.734","4.591","4.833","4.051","4.809","4.247","4.418","4.274","4.13","3.513","4.14","4.19","3.334","3.98","4.458","4.236",,,,,,,,,"79.65","15.071","10.914","1.841","1.537","1.593","2.082","2.062","2.326","3.079","4.866","5.07","6.246","9.525"
PbRatio,"0.645","0.772","0.777","0.89","0.94","0.944","0.797","0.58","0.658","0.344","1.189","1.309","1.2","1.286","1.12","1.182","1.133","0.975","1.011","1.013","1.015","1.002","1.05","0.936","0.934","0.719","0.776","0.798","1.075","1.124","1.274","1.054","1.435","1.443","1.106","0.992","1.314","1.17","0.973","2.124","1.331","1.087","1.332","1.032","0.864","0.937","0.958","0.875","0.96","1.096","1.075","1.231","1.055","0.853","0.522","0.775","1.378","1.224","0.849","0.274","0.533","0.642","0.683","0.785","0.803","1.033","1.11","1.271","1.482","1.586","1.698","1.406","1.319"
