name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,12/31/1989,12/31/1988
TotalAssets,"2,282,141,000","2,494,927,000","2,561,756,000","2,478,898,000","2,373,684,000","2,379,996,000","2,488,273,000","2,508,654,000","2,384,375,000","2,502,088,000","2,633,773,000","2,558,141,000","2,439,780,000","2,476,601,000","2,643,848,000","2,556,325,000","1,759,227,000","1,871,978,000","1,947,288,000","1,803,145,000","1,678,219,000","1,733,453,000","1,785,267,000","1,685,829,000","1,612,230,000","1,627,860,000","1,718,706,000","1,619,692,000","1,583,528,000","1,620,494,000","1,683,043,000","1,653,386,000","1,561,171,000","1,617,155,000","1,726,002,000","1,701,404,000","1,678,710,000","1,729,487,000","1,598,635,000","1,507,647,000","1,469,955,000","1,547,799,000","1,618,469,000","1,551,947,000","1,464,588,000","1,535,533,000","1,751,971,000","1,655,177,000","1,597,246,000","1,709,575,000","1,844,899,000","1,734,284,000","1,654,507,000","1,743,455,000","1,821,529,000","1,772,894,000","1,658,642,000","1,786,418,000","1,806,967,000","1,757,106,000","1,546,704,000","1,632,838,000","1,746,782,000","1,657,297,000","1,449,441,000","1,472,230,000","1,532,027,000","1,347,875,000","1,233,228,000","1,277,954,000","1,284,543,000","1,190,510,000","1,079,139,000","1,060,410,000","1,094,794,000","1,038,065,000","947,533,000","983,819,000","1,056,977,000","987,462,000","849,728,000","929,684,000","981,376,000","835,500,000","667,007,000","711,142,000","749,399,000","662,050,000","626,615,000","679,600,000","683,800,000","617,700,000","570,000,000","626,600,000","666,400,000","577,800,000","529,800,000","551,800,000","564,900,000","526,000,000","449,400,000","473,000,000","518,400,000","477,000,000","419,400,000","454,800,000","479,000,000","433,400,000","322,000,000","349,100,000","374,500,000","338,200,000","314,900,000","319,400,000","332,700,000","316,300,000","296,600,000","308,400,000","342,800,000","316,600,000","241,700,000","275,000,000","288,900,000","270,000,000","236,700,000","258,000,000","273,600,000","246,900,000","243,400,000","203,400,000"
	CurrentAssets,"1,592,726,000","1,827,399,000","1,665,432,000","1,566,434,000","1,450,741,000","1,455,246,000","1,545,302,000","1,423,942,000","1,301,064,000","1,376,941,000","1,504,808,000","1,402,608,000","1,316,718,000","1,415,389,000","1,557,283,000","1,371,028,000","1,111,633,000","1,232,078,000","1,285,967,000","1,149,557,000","1,027,534,000","1,088,992,000","1,150,114,000","1,055,498,000","962,778,000","985,222,000","1,102,736,000","995,409,000","940,579,000","970,178,000","1,020,829,000","977,920,000","898,725,000","950,203,000","1,041,672,000","1,009,530,000","976,220,000","1,022,057,000","1,019,908,000","915,159,000","846,888,000","909,722,000","990,994,000","922,605,000","837,037,000","913,856,000","1,099,980,000","975,358,000","875,703,000","1,006,718,000","1,150,084,000","1,053,541,000","980,084,000","1,102,563,000","1,167,373,000","1,112,848,000","1,004,577,000","1,127,513,000","1,157,284,000","1,107,890,000","985,326,000","1,083,205,000","1,194,591,000","1,127,463,000","950,953,000","976,948,000","1,030,176,000","866,531,000","772,728,000","825,338,000","845,608,000","741,119,000","627,314,000","618,651,000","639,360,000","582,078,000","491,315,000","547,895,000","637,014,000","592,455,000","507,711,000","586,916,000","632,076,000","506,948,000","356,936,000","411,628,000","457,760,000","367,710,000","330,172,000","402,300,000","401,700,000","333,600,000","296,800,000","370,800,000","409,500,000","321,200,000","286,300,000","314,300,000","327,500,000","281,700,000","226,300,000","263,800,000","313,100,000","265,600,000","212,600,000","258,300,000","279,000,000","235,800,000","169,200,000","198,800,000","220,200,000","181,700,000","163,800,000","175,800,000","188,300,000","171,900,000","152,100,000","162,300,000","195,500,000","168,100,000","129,200,000","162,200,000","171,800,000","151,100,000","130,900,000","160,200,000","173,500,000","148,900,000","152,100,000","129,700,000"
		CashCashEquivalentsAndShortTermInvestments,"567,047,000","585,558,000","659,403,000","588,611,000","639,464,000","624,934,000","573,004,000","472,464,000","438,062,000","483,182,000","432,356,000","427,781,000","536,801,000","585,035,000","539,262,000","467,996,000","488,358,000","549,312,000","475,688,000","456,337,000","473,008,000","501,392,000","468,268,000","441,686,000","481,779,000","502,568,000","459,044,000","414,723,000","456,255,000","466,040,000","376,383,000","360,215,000","414,968,000","441,762,000","396,418,000","417,831,000","476,879,000","483,883,000","432,397,000","389,032,000","388,621,000","428,427,000","367,903,000","268,324,000","323,852,000","361,469,000","419,312,000","282,016,000","299,058,000","381,404,000","457,682,000","381,046,000","412,759,000","499,163,000","382,158,000","374,878,000","346,424,000","430,192,000","372,280,000","344,477,000","300,960,000","345,930,000","343,251,000","379,751,000","283,108,000","268,421,000","240,340,000","177,739,000","190,684,000","263,864,000","231,964,000","175,090,000","182,305,000","160,788,000","170,375,000","140,434,000","149,823,000","148,932,000","137,505,000","138,782,000","164,677,000","193,233,000","165,180,000","125,735,000","74,632,000","100,731,000","90,067,000","64,073,000","78,419,000","108,000,000","73,100,000","29,700,000","30,800,000","62,500,000","56,600,000","28,800,000","34,500,000","54,400,000","40,000,000","32,300,000","8,300,000","38,700,000","38,400,000","13,700,000","14,700,000","22,400,000","31,200,000","19,300,000","13,100,000","17,600,000","6,400,000","11,200,000","400,000","20,900,000","31,200,000","21,400,000","17,100,000","23,500,000","19,200,000","17,500,000","16,900,000","19,800,000","14,200,000","13,600,000","20,500,000","24,000,000","16,700,000","15,600,000","39,600,000","44,900,000"
			CashAndCashEquivalents,"360,911,000","395,647,000","464,049,000","393,181,000","452,928,000","436,136,000","388,024,000","288,922,000","242,604,000","262,273,000","184,673,000","144,958,000","200,263,000","272,804,000","230,259,000","195,515,000","193,581,000","233,711,000","185,516,000","178,068,000","169,501,000","189,326,000","150,225,000","161,218,000","198,298,000","252,836,000","221,785,000","188,147,000","239,403,000","255,961,000","167,174,000","146,458,000","205,780,000","229,121,000","212,463,000","247,833,000","260,773,000","321,990,000","287,322,000","237,951,000","226,226,000","256,990,000","193,099,000","190,069,000","240,768,000","252,022,000","257,854,000","208,450,000","222,095,000","338,956,000","371,434,000","356,168,000","390,483,000","460,843,000","281,046,000","286,648,000","266,427,000","352,434,000","265,605,000","246,278,000","207,647,000","204,893,000","202,382,000","304,976,000","225,495,000","199,881,000","159,297,000","116,988,000","115,224,000","161,627,000","185,276,000","112,555,000","102,006,000","69,919,000","73,383,000","77,615,000","75,043,000","52,032,000","35,367,000","91,151,000","102,277,000","125,174,000","112,038,000","92,282,000","43,023,000","57,759,000","48,608,000","35,498,000","42,613,000","61,800,000","37,900,000","29,700,000","30,800,000","62,500,000","56,600,000","28,800,000","34,500,000","54,400,000","40,000,000","32,300,000","8,300,000","38,700,000","38,400,000","13,700,000","14,700,000","22,400,000","31,200,000","19,300,000","13,100,000","17,600,000","6,400,000","11,200,000","400,000","20,900,000","31,200,000","21,400,000","17,100,000","23,500,000","19,200,000","17,500,000","16,900,000","19,800,000","14,200,000","13,600,000","20,500,000","24,000,000","16,700,000","15,600,000","39,600,000","44,900,000"
				CashFinancial,,,,,,,,,,,,,,,,,"91,903,000",,"162,620,000","140,062,000","141,410,000","179,269,000","138,184,000","126,142,000","152,204,000",,"171,779,000",,,"195,343,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,,,,,,,,"101,678,000",,"22,896,000","38,006,000","28,091,000","10,057,000","12,041,000","35,076,000","46,094,000",,"50,006,000",,,"60,618,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"206,136,000","189,911,000","195,354,000","195,430,000","186,536,000","188,798,000","184,980,000","183,542,000","195,458,000","220,909,000","247,683,000","282,823,000","336,538,000","312,231,000","309,003,000","272,481,000","294,777,000","315,601,000","290,172,000","278,269,000","303,507,000","312,066,000","318,043,000","280,468,000","283,481,000","249,732,000","237,259,000","226,576,000","216,852,000","210,079,000","209,209,000","213,757,000","209,188,000","212,641,000","183,955,000","169,998,000","216,106,000","161,893,000","145,075,000","151,081,000","162,395,000","171,437,000","174,804,000","78,255,000","83,084,000","109,447,000","161,458,000","73,566,000","76,963,000","42,448,000","86,248,000","24,878,000","22,276,000","38,320,000","101,112,000","88,230,000","79,997,000","77,758,000","106,675,000","98,199,000","93,313,000","141,037,000","140,869,000","74,775,000","57,613,000","68,540,000","81,043,000","60,751,000","75,460,000","102,237,000","46,688,000","62,535,000","80,299,000","90,869,000","96,992,000","62,819,000","74,780,000","96,900,000","102,138,000","47,631,000","62,400,000","68,059,000","53,142,000","33,453,000","31,609,000","42,972,000","41,459,000","28,575,000","35,806,000","46,200,000","35,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"560,525,000","610,025,000","888,868,000","841,423,000","660,380,000","705,751,000","821,887,000","788,841,000","704,236,000","758,858,000","934,312,000","809,608,000","628,465,000","693,000,000","832,059,000","757,908,000","508,855,000","583,756,000","721,608,000","584,128,000","441,203,000","492,447,000","592,784,000","517,152,000","384,455,000","399,892,000","513,659,000","422,429,000","328,235,000","347,345,000","480,451,000","439,842,000","298,592,000","346,904,000","463,446,000","399,759,000","308,659,000","359,645,000","413,003,000","342,250,000","258,669,000","289,541,000","403,691,000","335,683,000","170,441,000","243,986,000","375,914,000","295,779,000","197,658,000","280,252,000","382,572,000","281,432,000","233,867,000","314,733,000","480,315,000","469,704,000","394,805,000","415,054,000","561,008,000","529,145,000","438,933,000","508,026,000","665,747,000","563,764,000","468,212,000","520,113,000","636,782,000","550,125,000","434,028,000","412,226,000","495,413,000","445,161,000","317,878,000","319,399,000","368,927,000","346,928,000","252,207,000","308,862,000","420,657,000","372,533,000","273,038,000","326,805,000","395,154,000","292,821,000","203,597,000","240,847,000","301,582,000","237,459,000","177,672,000","225,700,000","263,100,000","194,500,000","159,300,000","189,400,000","252,100,000","205,500,000","161,700,000","191,600,000","211,600,000","183,400,000","141,700,000","153,600,000","208,800,000","164,400,000","110,200,000","142,100,000","174,300,000","143,600,000","80,100,000","106,800,000","122,200,000","120,100,000","89,700,000","92,800,000","102,700,000","92,600,000","70,200,000","87,600,000","121,400,000","101,500,000","65,700,000","130,900,000","111,400,000","102,400,000","73,300,000","96,100,000","120,500,000","99,100,000","95,800,000","71,100,000"
			AccountsReceivable,"380,502,000","464,588,000","684,822,000","646,940,000","475,160,000","540,812,000","661,948,000","596,922,000","477,718,000","547,417,000","700,387,000","551,958,000","368,215,000","473,246,000","618,070,000","492,718,000","330,192,000","479,791,000","627,081,000","484,245,000","351,091,000","419,345,000","512,752,000","431,127,000","307,483,000","340,822,000","456,688,000","362,336,000","271,328,000","310,934,000","417,628,000","363,614,000","245,281,000","313,598,000","422,609,000","336,418,000","260,231,000","325,529,000","363,455,000","272,562,000","208,707,000","251,838,000","357,807,000","283,944,000",,,"375,914,000",,,,"382,572,000","281,432,000","233,867,000","314,733,000","480,315,000","469,704,000","394,805,000","415,054,000","561,008,000","529,145,000","438,933,000","508,026,000","665,747,000","563,764,000","468,212,000","476,453,000","586,476,000","498,892,000","380,762,000","357,842,000","434,390,000","389,479,000","276,486,000","288,210,000","326,757,000","295,194,000","210,060,000","265,896,000","374,304,000","330,037,000","231,769,000","277,684,000","341,344,000","267,667,000","203,597,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"381,307,000","465,666,000","686,506,000","649,203,000","477,651,000","544,262,000","665,213,000","599,341,000","479,110,000","547,791,000","701,295,000","552,599,000","368,754,000","473,757,000","618,159,000","492,784,000","330,297,000","479,943,000","627,398,000","484,655,000","351,565,000","419,918,000","513,233,000","431,604,000","307,801,000","341,186,000","456,960,000","362,700,000","271,669,000","311,225,000","418,136,000","364,157,000","247,865,000","316,111,000","425,174,000","339,011,000","263,230,000","328,278,000",,"299,465,000",,,"360,421,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
