name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,01/31/2016
TotalAssets,"3,175,995,000","3,193,179,000","3,103,853,000","3,091,845,000","3,071,857,000","3,105,165,000","2,298,469,000","2,280,944,000","1,491,162,000","1,594,073,000","1,511,581,000","1,477,072,000","766,012,000","740,064,000","673,808,000","596,881,000","580,096,000","572,450,000","331,582,000","321,534,000","308,080,000","283,864,000","269,383,000","129,208,000","139,926,000"
	CurrentAssets,"1,035,858,000","1,015,048,000","898,264,000","856,585,000","810,574,000","854,251,000","1,499,378,000","1,482,407,000","834,097,000","929,331,000","956,074,000","920,998,000","435,153,000","434,360,000","476,327,000","507,805,000","493,462,000","488,977,000","265,117,000","255,700,000","285,507,000","261,576,000","257,659,000","114,091,000","128,013,000"
		CashCashEquivalentsAndShortTermInvestments,"786,210,000","729,491,000","667,855,000","633,564,000","600,345,000","606,320,000","1,354,140,000","1,342,075,000","705,780,000","767,205,000","842,356,000","808,210,000","346,446,000","321,419,000","406,292,000","443,371,000","430,030,000","412,903,000","219,298,000","208,340,000","238,121,000","201,721,000","220,645,000","79,943,000","92,348,000"
			CashAndCashEquivalents,"493,889,000","506,459,000","458,195,000","432,009,000","362,509,000","323,284,000","1,251,006,000","905,612,000","295,806,000","268,045,000","587,029,000","613,906,000","346,446,000","141,250,000","227,606,000","282,061,000","430,030,000","412,903,000","219,298,000","208,340,000","238,121,000","201,721,000","220,645,000","79,943,000","92,348,000"
			OtherShortTermInvestments,"292,321,000","223,032,000","209,660,000","201,555,000","237,836,000","283,036,000","103,134,000","436,463,000","409,974,000","499,160,000","255,327,000","194,304,000","0","180,169,000","178,686,000","161,310,000",,,,,,,,,
		Receivables,"186,625,000","226,191,000","179,278,000","170,171,000","150,352,000","196,009,000","98,301,000","101,120,000","90,258,000","118,508,000","79,658,000","83,949,000","65,847,000","95,274,000","50,526,000","49,777,000","47,052,000","61,366,000","32,958,000","36,730,000","34,939,000","47,614,000","24,175,000","26,706,000","27,979,000"
			AccountsReceivable,"186,625,000","226,191,000","179,278,000","170,171,000","150,352,000","196,009,000","98,301,000","101,120,000","90,258,000","118,508,000","79,658,000","83,949,000","65,847,000","95,274,000","50,526,000","49,777,000","47,052,000","61,366,000","32,958,000","36,730,000","34,939,000","47,614,000","24,175,000","26,706,000","27,979,000"
				GrossAccountsReceivable,,"226,410,000",,,"300,752,000","199,456,000","101,801,000","104,420,000","91,558,000","118,569,000","159,358,000",,,"95,344,000",,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-219,000",,,"-150,400,000","-3,447,000","-3,500,000","-3,300,000","-1,300,000","-61,000","-79,700,000",,,"-70,000",,,,,,,,,,,
		PrepaidAssets,"41,301,000","38,270,000","32,283,000","35,422,000","43,825,000","36,381,000","33,553,000","26,573,000","25,963,000","31,636,000","24,017,000","19,738,000","14,861,000","10,343,000","13,480,000","9,193,000","11,497,000","10,952,000","9,774,000","7,652,000","9,486,000","9,150,000","10,032,000","4,656,000","4,549,000"
		CurrentDeferredAssets,"21,722,000","21,096,000","18,848,000","17,428,000","16,052,000","15,541,000","13,384,000","12,639,000","12,096,000","11,982,000","10,043,000","9,101,000","7,999,000","7,324,000","6,029,000","5,464,000","4,883,000","3,756,000","3,087,000","2,978,000","2,961,000","3,091,000","2,807,000","2,786,000","3,137,000"
	TotalNonCurrentAssets,"2,140,137,000","2,178,131,000","2,205,589,000","2,235,260,000","2,261,283,000","2,250,914,000","799,091,000","822,135,000","657,065,000","664,742,000","555,507,000","556,074,000","330,859,000","305,704,000","197,481,000","89,076,000","86,634,000","83,473,000","66,465,000","65,834,000","22,573,000","22,288,000","11,724,000","15,117,000","11,913,000"
		NetPPE,"70,834,000","73,235,000","68,344,000","67,874,000","67,514,000","69,571,000","53,652,000","78,315,000","51,216,000","50,828,000","49,464,000","43,498,000","39,244,000","10,549,000","8,583,000","7,610,000","5,411,000","5,186,000","5,209,000","4,654,000","4,600,000","4,642,000","4,626,000","4,523,000","3,775,000"
			GrossPPE,"123,402,000","121,640,000","113,039,000","108,784,000","104,840,000","103,430,000","84,019,000","105,861,000","76,359,000","74,044,000","70,998,000","63,536,000","58,168,000","28,477,000","25,522,000","23,590,000","20,425,000","19,177,000","18,149,000","16,522,000","15,310,000","14,249,000","13,182,000","12,089,000","9,599,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"16,554,000","15,584,000","14,394,000","13,132,000","12,488,000","11,955,000","9,782,000","9,628,000","7,892,000","6,767,000","6,051,000","5,337,000","4,459,000","3,595,000","2,829,000","2,524,000","2,162,000","1,897,000","1,660,000","1,513,000","1,415,000","1,415,000","1,294,000","1,288,000","870,000"
				OtherProperties,"39,501,000","42,659,000","38,183,000","38,296,000","39,367,000","41,305,000","29,689,000","31,119,000","30,176,000","32,026,000","31,657,000","28,477,000","26,832,000",,,,,,,,,,,,
				ConstructionInProgress,"60,126,000","56,204,000","53,411,000","51,427,000","47,410,000","44,705,000","42,463,000","39,522,000","36,418,000","33,371,000","31,478,000","28,017,000","25,198,000","23,627,000","21,845,000","20,276,000","17,554,000","16,723,000","15,935,000","14,551,000","13,437,000","12,376,000","11,430,000","10,347,000","8,315,000"
				Leases,"7,221,000","7,193,000","7,051,000","5,929,000","5,575,000","5,465,000","2,085,000","1,994,000","1,873,000","1,880,000","1,812,000","1,705,000","1,679,000","1,255,000","848,000","790,000","709,000","557,000","554,000","458,000","458,000","458,000","458,000","454,000","414,000"
			AccumulatedDepreciation,"-52,568,000","-48,405,000","-44,695,000","-40,910,000","-37,326,000","-33,859,000","-30,367,000","-27,546,000","-25,143,000","-23,216,000","-21,534,000","-20,038,000","-18,924,000","-17,928,000","-16,939,000","-15,980,000","-15,014,000","-13,991,000","-12,940,000","-11,868,000","-10,710,000","-9,607,000","-8,556,000","-7,566,000","-5,824,000"
		GoodwillAndOtherIntangibleAssets,"1,992,505,000","2,025,213,000","2,058,769,000","2,092,623,000","2,125,178,000","2,113,020,000","689,902,000","698,511,000","562,881,000","570,772,000","467,717,000","475,660,000","262,307,000","265,485,000","166,810,000","62,260,000","63,356,000","64,430,000","54,375,000","54,667,000","11,844,000","12,154,000","2,330,000","2,541,000","2,974,000"
			Goodwill,"1,514,550,000","1,514,550,000","1,515,141,000","1,515,477,000","1,514,514,000","1,480,847,000","544,391,000","542,232,000","443,086,000","442,112,000","370,869,000","372,272,000","209,560,000","209,560,000","125,621,000","44,410,000","44,410,000","44,410,000","37,146,000","37,146,000","6,306,000","6,306,000","1,605,000","1,605,000","1,605,000"
			OtherIntangibleAssets,"477,955,000","510,663,000","543,628,000","577,146,000","610,664,000","632,173,000","145,511,000","156,279,000","119,795,000","128,660,000","96,848,000","103,388,000","52,747,000","55,925,000","41,189,000","17,850,000","18,946,000","20,020,000","17,229,000","17,521,000","5,538,000","5,848,000","725,000","936,000","1,369,000"
		NonCurrentDeferredAssets,"48,062,000","48,562,000","42,623,000","39,783,000","36,812,000","36,832,000","30,775,000","29,886,000","29,652,000","30,921,000","25,001,000","22,757,000","20,012,000","18,904,000","14,998,000","13,848,000","12,541,000","3,896,000","2,848,000","2,870,000","2,872,000","2,895,000","2,363,000","2,243,000","2,386,000"
		OtherNonCurrentAssets,"28,736,000","31,121,000","35,853,000","34,980,000","31,779,000","31,491,000","24,762,000","15,423,000","13,316,000","12,221,000","13,325,000","14,159,000","9,296,000","10,766,000","7,090,000","5,358,000","5,326,000","9,961,000","4,033,000","3,643,000","3,257,000","2,597,000","2,405,000","5,810,000","2,778,000"
TotalLiabilitiesNetMinorityInterest,"2,825,550,000","2,287,517,000","2,161,962,000","2,126,227,000","2,069,548,000","2,064,565,000","1,885,470,000","1,853,895,000","1,025,288,000","1,131,581,000","1,052,085,000","1,023,000,000","446,846,000","426,783,000","362,287,000","344,194,000","330,966,000","331,905,000","130,539,000","126,534,000","108,954,000","109,972,000","96,355,000","90,672,000","246,165,000"
	CurrentLiabilities,"571,326,000","566,952,000","1,100,235,000","1,089,944,000","1,053,764,000","1,061,507,000","940,360,000","922,829,000","411,171,000","510,768,000","452,200,000","431,944,000","405,302,000","401,859,000","338,393,000","330,056,000","150,906,000","153,699,000","124,946,000","121,249,000","107,818,000","108,537,000","94,347,000","88,986,000","79,412,000"
		PayablesAndAccruedExpenses,"95,824,000","29,336,000","101,995,000","98,830,000","87,263,000","26,744,000","80,824,000","74,418,000","48,257,000","24,298,000","71,440,000","58,142,000","47,666,000","19,614,000","38,105,000","33,595,000","30,448,000","16,379,000","28,436,000","26,491,000","19,879,000","11,915,000","22,968,000","10,148,000","8,937,000"
			Payables,"7,835,000","9,135,000","5,279,000","4,621,000","7,553,000","9,244,000","2,447,000","2,107,000","2,568,000","12,531,000","3,008,000","2,903,000","4,893,000","7,716,000","4,037,000","3,275,000","1,875,000","1,342,000","1,715,000","1,056,000","1,783,000","1,175,000","1,224,000","2,428,000","1,096,000"
				AccountsPayable,"7,835,000","4,610,000","5,279,000","4,621,000","7,553,000","4,831,000","2,447,000","2,107,000","2,568,000","3,517,000","3,008,000","2,903,000","4,893,000","5,485,000","4,037,000","3,275,000","1,875,000","1,342,000","1,715,000","1,056,000","1,783,000","1,175,000","1,224,000","2,428,000","1,096,000"
				TotalTaxPayable,,"3,930,000",,,,"2,396,000",,,,"1,535,000",,,,"2,231,000",,,,,,,,,,,
					IncomeTaxPayable,,"3,930,000",,,,"2,396,000",,,,"1,535,000",,,,"2,231,000",,,,,,,,,,,
				OtherPayable,,"595,000",,,,"2,017,000",,,,"7,479,000",,,,,,,,,,,,,,,
