name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997
OperatingCashFlow,"149,966,000","-4,174,000","88,583,000","50,564,000","14,993,000","-42,887,000","-49,193,000","-1,530,000","-115,472,000","4,671,000","123,545,000","92,517,000","84,064,000","54,560,000","96,643,000","93,561,000","87,787,000","43,928,000","80,060,000","101,862,000","75,587,000","38,321,000","94,485,000","72,214,000","73,629,000","53,273,000","83,394,000","75,358,000","71,738,000","3,872,000","89,790,000","65,505,000","61,878,000","29,831,000","73,399,000","73,208,000","37,954,000","-46,862,000","47,157,000","50,163,000","65,235,000","13,915,000","70,998,000","43,299,000","47,600,000","-7,978,000","50,785,000","42,120,000","18,901,000","27,678,000","46,810,000","30,392,000","50,530,000","-4,676,000","24,234,000","51,501,000","52,334,000","-5,828,000","24,382,000","-39,594,000","26,188,000","15,723,000","36,166,000","-1,056,000","53,236,000","22,513,000","24,486,000","-10,568,000","46,009,000","20,925,000","32,847,000","-14,503,000","32,383,000","6,960,000","29,831,000","22,529,000","24,898,000","-452,000","22,392,000","8,031,000","81,280,000","-24,423,000","5,716,000","11,991,000","23,300,000","-11,734,000","32,287,000","30,471,000","-16,911,000","-30,545,000","50,900,000","-900,000","9,600,000","-53,400,000","86,800,000","10,500,000","4,100,000","-23,200,000","10,100,000"
	CashFlowFromContinuingOperatingActivities,"149,966,000","-4,174,000","88,583,000","50,564,000","14,993,000","-42,887,000","-49,193,000","-1,530,000","-115,472,000","4,671,000","123,545,000","92,517,000","84,064,000","54,560,000","96,643,000","93,561,000","87,787,000","43,928,000","80,060,000","101,862,000","75,587,000","38,321,000","94,485,000","72,214,000","73,629,000","53,273,000","83,394,000","75,358,000","71,738,000","3,872,000","89,736,000","65,501,000","61,853,000","30,061,000","73,399,000","73,193,000","37,924,000","-46,911,000","47,128,000","50,167,000","65,197,000","13,902,000","70,999,000","43,255,000","47,602,000","-7,952,000","50,878,000","42,182,000","18,117,000","27,733,000","46,921,000","30,498,000","50,770,000","-4,681,000","23,988,000","51,451,000","54,098,000","-6,293,000","23,718,000","-39,580,000","20,639,000","15,692,000","39,490,000","-855,000","55,027,000","24,047,000","31,166,000","-14,823,000","45,995,000","21,314,000","33,459,000","-14,370,000","32,443,000","6,976,000","29,465,000","19,495,000","24,830,000","126,000","19,657,000","10,812,000","79,314,000","-24,961,000","414,000","18,374,000","26,330,000","-11,734,000","32,287,000","30,471,000","-16,911,000","-30,545,000","50,900,000","-900,000","9,600,000","-53,400,000","86,800,000","10,500,000","4,100,000","-23,200,000","10,100,000"
		NetIncomeFromContinuingOperations,"-102,477,000","-24,797,000","-6,024,000","-8,607,000","-63,049,000","-117,121,000","-92,549,000","-129,877,000","-187,659,000","-50,736,000","38,450,000","20,890,000","46,284,000","22,670,000","159,194,000","22,591,000","55,546,000","27,339,000","72,318,000","23,870,000","47,292,000","32,620,000","48,096,000","33,593,000","51,331,000","26,346,000","38,899,000","26,691,000","41,389,000","4,532,000","62,678,000","15,130,000","27,991,000","20,653,000","30,162,000","18,031,000","16,379,000","53,780,000","-14,952,000","-11,690,000","19,000","-21,000","-48,000","-53,000","1,953,000","-1,961,000","-29,453,000","-31,826,000","-25,978,000","-1,871,000","-600,000","-13,070,000","10,129,000","3,518,000","8,403,000","-5,520,000","8,787,000","-7,306,000","3,758,000","-2,153,000","106,842,000","3,464,000","-93,744,000","6,311,000","-5,161,000","13,159,000","-13,065,000","-11,617,000","-411,000","-8,857,000","-8,900,000","-2,050,000","-23,295,000","-19,393,000","-14,814,000","10,743,000","11,353,000","-6,456,000","-13,967,000","99,284,000","15,514,000","-5,687,000","-23,148,000","-45,571,000","-3,148,000","24,124,000","-105,136,000","-19,050,000","-14,243,000","-15,041,000","268,600,000","700,000","700,000","79,800,000","14,700,000","7,200,000","7,300,000","2,000,000","-21,500,000"
		OperatingGainsLosses,"9,981,000","2,627,000","3,132,000","2,312,000","1,910,000","1,609,000","969,000","9,578,000","20,965,000","7,723,000","635,000","308,000",,,,,,,,,,,,,,,"270,000","0","60,000","20,186,000","-25,238,000","-13,000","2,136,000","-11,000","-138,000","4,373,000","-11,000","-10,000","-20,000,000","0",,,"1,059,000","-612,000","-313,000","28,000","-425,000","1,251,000","40,333,000","73,000","25,432,000","21,000","-8,170,000","-16,450,000","845,000","-61,000","305,000","32,000","466,000","-7,000","-143,341,000","-2,257,000","16,375,000","-16,369,000","885,000","-6,625,000","-1,669,000","799,000","-3,624,000","8,439,000","-2,007,000","-6,553,000","26,669,000","11,832,000","-7,043,000","-9,150,000","-30,944,000","7,019,000","-10,713,000","-122,196,000","-15,410,000","-13,774,000","4,777,000","47,971,000","-5,118,000","-47,977,000","97,421,000","7,811,000",,,"-447,100,000","0","0","-129,900,000","3,700,000","-7,200,000","-1,800,000","-6,200,000","35,900,000"
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-13,000","-12,000","-11,000","-56,000","202,000","-11,000","-10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-20,009,000","0","0","0",,"149,000","-161,000","201,000","899,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,"0","7,811,000","19,145,000","5,828,000",,,,,,,,,,,,,,,,,"0","0","60,000","20,186,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"9,981,000","2,627,000","3,132,000","2,312,000","1,910,000","1,609,000","969,000","1,767,000","1,820,000","1,895,000","635,000","308,000","167,000","0",,,,,,,,,,,,,,,,,"0",,,,"0","-10,000",,,"0","0",,,,,,,,"0","-190,000","73,000",,,,"-129,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"223,070,000","56,028,000","56,276,000","56,093,000","54,673,000","53,315,000","53,850,000","53,876,000","54,011,000","53,345,000","53,287,000","53,998,000","53,553,000","53,009,000","31,221,000","30,994,000","29,995,000","28,666,000","28,097,000","28,546,000","27,679,000","27,637,000","27,928,000","26,706,000","26,409,000","28,773,000","28,916,000","28,498,000","28,399,000","28,570,000","28,010,000","28,033,000","28,232,000","28,003,000","27,549,000","27,916,000","29,054,000","32,009,000","37,302,000","30,701,000","30,254,000","32,434,000","34,594,000","32,367,000","29,271,000","29,057,000","27,285,000","25,254,000","25,946,000","27,076,000","30,392,000","29,482,000","28,647,000","28,071,000","34,354,000","27,626,000","29,994,000","22,208,000","20,571,000","20,031,000","21,731,000","29,285,000","29,110,000","29,232,000","28,772,000","28,695,000","28,767,000","28,280,000","27,725,000","28,181,000","27,370,000","27,462,000","27,952,000","24,488,000","22,571,000","23,539,000","24,600,000","23,459,000","23,700,000","23,083,000","21,337,000","24,664,000","19,350,000","15,195,000","19,894,000","22,823,000","36,998,000","14,222,000","14,506,000","13,509,000","14,800,000","13,400,000","12,400,000","12,000,000","11,200,000","11,200,000","10,600,000","9,800,000","10,700,000"
			DepreciationAndAmortization,"223,070,000","56,028,000","56,276,000","56,093,000","54,673,000","53,315,000","53,850,000","53,876,000","54,011,000","53,345,000","53,287,000","53,998,000","53,553,000","53,009,000","31,221,000","30,994,000","29,995,000","28,666,000","28,097,000","28,546,000","27,679,000","27,637,000","27,928,000","26,706,000","26,409,000","28,773,000","28,916,000","28,498,000","28,399,000","28,570,000","28,010,000","28,033,000","28,232,000","28,003,000","27,549,000","27,916,000","29,054,000","32,009,000","37,302,000","30,701,000","30,254,000","32,434,000","34,594,000","32,367,000","29,271,000","29,057,000","27,285,000","25,254,000","25,946,000","27,076,000","30,392,000","29,482,000","28,647,000","28,071,000","34,354,000","27,626,000","29,994,000","22,208,000","20,571,000","20,031,000","21,731,000","29,285,000","29,110,000","29,232,000","28,772,000","28,695,000","28,767,000","28,280,000","27,725,000","28,181,000","27,370,000","27,462,000","27,952,000","24,488,000","22,571,000","23,539,000","24,600,000","23,459,000","23,700,000","23,083,000","21,337,000","24,664,000","19,350,000","15,195,000","19,894,000","22,823,000","36,998,000","14,222,000","14,506,000","13,509,000","14,800,000","13,400,000","12,400,000","12,000,000","11,200,000","11,200,000","10,600,000","9,800,000","10,700,000"
