name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010
OperatingCashFlow,"-9,871,000","-735,000","-19,679,000","-33,365,000","43,908,000","15,345,000","15,234,000","45,388,000","71,891,000","55,906,000","32,077,000","79,060,000","76,322,000","26,702,000","69,989,000","80,145,000","62,465,000","11,101,000","-10,207,000","43,353,000","4,485,000","4,192,000","2,900,000","-15,551,000","5,085,000","9,201,000","5,250,000","-1,767,000","1,962,000","21,246,000","-3,321,000","-9,569,000","2,574,000","14,945,000","-4,542,000","-765,000","4,312,000","9,901,000","-5,600,000","-10,552,000","-14,975,000","-2,270,000","-9,371,000","-16,661,000","-3,780,000","-3,323,000","-5,986,000","-3,640,000"
	CashFlowFromContinuingOperatingActivities,"-9,871,000","-735,000","-19,679,000","-33,365,000","43,908,000","15,345,000","15,234,000","45,388,000","71,891,000","55,906,000","32,077,000","79,060,000","76,322,000","26,702,000","69,989,000","80,145,000","62,465,000","11,101,000","-10,207,000","43,353,000","4,485,000","4,192,000","2,900,000","-15,551,000","5,085,000","9,201,000","5,250,000","-1,767,000","1,962,000","21,246,000","-3,321,000","-9,569,000","2,574,000","14,945,000","-4,542,000","-765,000","4,312,000","9,901,000","-5,600,000","-10,552,000","-14,975,000","-2,270,000","-9,371,000","-16,661,000","-3,780,000","-3,323,000","-5,986,000","-3,640,000"
		NetIncomeFromContinuingOperations,"-105,795,000","-33,287,000","-25,763,000","-16,693,000","-30,052,000","2,014,000","-13,390,000","5,203,000","13,211,000","-9,184,000","-95,000","18,324,000","7,234,000","9,851,000","36,812,000","26,786,000","23,023,000","-9,114,000","-58,231,000","-40,214,000","-8,062,000","1,980,000","8,948,000","-17,598,000","4,797,000","-4,004,000","14,150,000","82,000","-8,349,000","4,360,000","15,272,000","-5,207,000","-18,356,000","-3,783,000","2,803,000","-13,511,000","-14,334,000","-7,947,000",,,,,,,,,,
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,"1,000","2,000","2,000","0","18,000","153,000","21,000","0","279,000",,"0",,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,"1,000","2,000","2,000","0","18,000","153,000","21,000","0","279,000",,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"72,436,000","17,803,000","17,332,000","18,555,000","18,746,000","21,043,000","18,063,000","26,809,000","25,533,000","25,118,000","25,937,000","25,413,000","22,509,000","21,538,000","20,657,000","21,711,000","21,664,000","22,490,000","21,214,000","8,379,000","4,210,000","4,001,000","4,040,000","3,854,000","3,579,000","1,675,000","1,611,000","1,588,000","1,613,000","1,590,000","1,558,000","1,450,000","1,348,000","1,220,000","1,195,000","1,050,000","982,000","842,000","793,000","741,000","690,000","529,000","465,000","429,000","396,000","370,000","358,000","341,000"
			DepreciationAndAmortization,"72,436,000","17,803,000","17,332,000","18,555,000","18,746,000","21,043,000","18,063,000","26,809,000","25,533,000","25,118,000","25,937,000","25,413,000","22,509,000","21,538,000","20,657,000","21,711,000","21,664,000","22,490,000","21,214,000","8,379,000","4,210,000","4,001,000","4,040,000","3,854,000","3,579,000","1,675,000","1,611,000","1,588,000","1,613,000","1,590,000","1,558,000","1,450,000","1,348,000","1,220,000","1,195,000","1,050,000","982,000","842,000","793,000","741,000","690,000","529,000","465,000","429,000","396,000","370,000","358,000","341,000"
				Depreciation,"57,276,000","13,999,000","13,518,000","14,701,000","15,058,000","15,969,000","14,007,000","13,921,000","12,555,000","12,138,000","12,876,000","11,244,000","8,796,000","6,999,000","6,140,000","6,100,000","5,886,000","6,184,000","4,838,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"15,160,000","3,804,000","3,814,000","3,854,000","3,688,000","5,074,000","4,056,000","12,888,000","12,978,000","12,980,000","13,061,000","14,169,000","13,713,000","14,539,000","14,517,000","15,611,000","15,778,000","16,306,000","16,376,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,"15,160,000","3,804,000","3,814,000","3,854,000","3,688,000","5,074,000","4,056,000","12,888,000","12,978,000","12,980,000","13,061,000","14,169,000","13,713,000","14,539,000","14,517,000","15,611,000","15,778,000","16,306,000","16,376,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
