name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990
OperatingCashFlow,"1,316,785,000","184,519,000","582,808,000","312,671,000","236,787,000","238,881,000","548,220,000","510,228,000","162,527,000","53,873,000","517,344,000","116,586,000","71,444,000","-98,080,000","406,485,000","59,378,000","109,354,000","10,769,000","386,774,000","77,795,000","81,511,000","-46,376,000","402,245,000","89,016,000","106,108,000","-72,660,000","450,981,000","56,240,000","103,876,000","-67,071,000","339,896,000","111,584,000","80,546,000","-70,329,000","305,094,000","84,612,000","123,885,000","-59,822,000","301,744,000","23,647,000","59,473,000","-20,737,000","293,217,000","45,848,000","43,572,000","-91,303,000","313,536,000","51,564,000","61,195,000","-70,306,000","325,133,000","89,597,000","96,201,000","-20,213,000","175,843,000","43,508,000","99,154,000","-88,342,000","283,686,000","3,081,000","83,507,000","-124,735,000","321,116,000","10,279,000","55,275,000","-77,556,000","328,491,000","34,567,000","71,863,000","-86,548,000","250,700,000","31,491,000","71,371,000","-49,125,000","252,771,000","23,076,000","64,617,000","-131,113,000","238,081,000","5,800,000","63,167,000","3,112,000","151,269,000","82,830,000","40,501,000","-69,594,000","229,633,000","-6,937,000","-2,721,000","-38,646,000","177,721,000","-12,100,000","-27,900,000","-32,000,000","141,500,000","-25,800,000","4,700,000","-40,700,000","132,400,000","-31,500,000","17,900,000","-42,900,000","98,500,000","-8,600,000","25,200,000","-2,900,000","83,600,000","-26,900,000","-18,900,000","-35,400,000","48,800,000","-1,400,000","-8,800,000","-18,500,000","44,200,000","-7,100,000","100,000","-9,700,000","34,800,000","-13,500,000","-2,400,000","-13,800,000","20,800,000","-8,000,000","-2,400,000","-7,400,000","21,800,000","17,600,000","-29,100,000","-9,300,000"
	CashFlowFromContinuingOperatingActivities,"1,316,785,000","184,519,000","582,808,000","312,671,000","236,787,000","238,881,000","548,220,000","510,228,000","162,527,000","53,873,000","517,344,000","116,586,000","71,444,000","-98,080,000","406,485,000","59,378,000","109,354,000","10,769,000","386,774,000","77,795,000","81,511,000","-46,376,000","402,245,000","89,016,000","106,108,000","-72,660,000","450,981,000","56,240,000","103,876,000","-67,071,000","339,896,000","111,584,000","80,546,000","-70,329,000","305,094,000","84,612,000","123,885,000","-59,822,000","301,744,000","23,647,000","59,473,000","-20,737,000","293,217,000","45,848,000","43,572,000","-91,303,000","313,536,000","51,564,000","61,195,000","-70,306,000","325,133,000","89,597,000","96,201,000","-20,213,000","175,843,000","43,508,000","99,154,000","-88,342,000","283,686,000","3,081,000","83,507,000","-124,735,000","321,116,000","10,279,000","55,275,000","-77,556,000","328,491,000","34,567,000","71,863,000","-86,548,000","250,700,000","31,491,000","71,371,000","-49,125,000","252,771,000","23,076,000","64,617,000","-131,113,000","238,081,000","5,800,000","63,167,000","3,112,000","151,269,000","82,830,000","40,501,000","-69,594,000","229,633,000","-6,937,000","-2,721,000","-38,646,000","177,721,000","-12,100,000","-27,900,000","-32,000,000","141,500,000","-25,800,000","4,700,000","-40,700,000","132,400,000","-31,500,000","17,900,000","-42,900,000","98,500,000","-8,600,000","25,200,000","-2,900,000","83,600,000","-26,900,000","-18,900,000","-35,400,000","48,800,000","-1,400,000","-8,800,000","-18,500,000","44,200,000","-7,100,000","100,000","-9,700,000","34,800,000","-13,500,000","-2,400,000","-13,800,000","20,800,000","-8,000,000","-2,400,000","-7,400,000","21,800,000","17,600,000","-29,100,000","-9,300,000"
		NetIncomeFromContinuingOperations,"1,152,648,000","254,113,000","402,941,000","249,524,000","246,070,000","227,802,000","308,955,000","201,772,000","134,564,000","35,423,000","166,045,000","74,713,000","62,648,000","52,656,000","155,338,000","81,465,000","51,713,000","45,168,000","95,760,000","71,313,000","52,917,000","39,555,000","144,627,000","69,378,000","51,785,000","39,597,000","141,128,000","70,482,000","53,668,000","44,790,000","147,037,000","64,908,000","50,747,000","46,162,000","133,798,000","56,719,000","48,919,000","39,466,000","133,734,000",,,"30,716,000",,"43,421,000","39,309,000","31,615,000","113,400,000","36,530,000","30,759,000","19,538,000","88,421,000","7,327,000","399,000","-18,705,000","12,191,000","-10,998,000","18,384,000","10,447,000","124,564,000","27,077,000","25,966,000","18,150,000","121,064,000","29,142,000","35,563,000","23,099,000","120,784,000","37,086,000","30,823,000","26,173,000","113,748,000","28,467,000","27,629,000","21,390,000","102,116,000","23,876,000","17,824,000","13,395,000","79,772,000","15,137,000","14,141,000","15,353,000","-2,390,000","75,642,000","1,352,000","492,000","44,541,000","2,340,000","5,063,000","4,838,000","48,700,000","9,200,000","6,900,000","3,300,000","43,900,000","5,000,000","3,900,000","2,100,000","34,200,000","3,300,000","2,400,000","1,400,000","25,500,000","200,000","-600,000","-2,400,000","7,300,000","-3,600,000","-900,000","-300,000","13,400,000","2,300,000","2,100,000","1,800,000","11,400,000","1,000,000","-500,000","-700,000","7,700,000","-2,300,000","-1,500,000","-2,100,000","3,400,000","-1,500,000","-400,000","100,000","8,400,000","1,800,000","600,000","400,000"
		OperatingGainsLosses,"979,000","159,000","128,000","432,000","260,000","195,000","6,145,000","812,000","9,223,000","16,185,000","1,073,000","688,000","317,000","-323,000","4,919,000","824,000","4,052,000","414,000","590,000","454,000","326,000","519,000","1,954,000","332,000","640,000","880,000","781,000","1,484,000","380,000","1,694,000","829,000","629,000","308,000","644,000","1,027,000","504,000","873,000","360,000","750,000","773,000","432,000","362,000","750,000","644,000","398,000","248,000","571,000","323,000","-2,308,000","275,000","9,440,000","12,392,000","6,483,000","4,821,000","39,733,000","-3,710,000","-13,818,000","997,000","969,000","983,000","1,201,000","1,547,000","12,924,000","2,062,000","-8,965,000","11,092,000","11,778,000","3,055,000","7,713,000","5,687,000","13,247,000","112,000","-5,000","1,146,000","21,084,000","779,000","-86,000","1,005,000","14,013,000","813,000","42,000","1,312,000","11,904,000","1,339,000","-611,000","525,000","1,478,000","349,000","231,000","120,000","11,657,000","700,000","-3,900,000","1,100,000",,,"0","200,000",,,,,"1,600,000","100,000",,,"400,000","0","300,000","200,000","500,000","-100,000","-100,000","300,000","-2,900,000","0","0","100,000",,,,"100,000","3,100,000","500,000","300,000","300,000","400,000","100,000","200,000","200,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"362,000",,,"398,000","248,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"198,416,000","50,251,000","50,190,000","49,210,000","48,765,000","47,922,000","48,315,000","47,220,000","46,896,000","46,224,000","47,264,000","46,751,000","46,906,000","46,838,000","47,641,000","47,358,000","45,936,000","47,873,000","47,604,000","45,425,000","45,098,000","44,950,000","45,450,000","44,376,000","42,129,000","41,240,000","42,667,000","41,860,000","41,755,000","41,478,000","41,138,000","41,803,000","40,702,000","38,630,000","38,383,000","37,580,000","37,223,000","36,609,000","35,800,000","33,335,000","32,524,000","32,794,000","31,780,000","32,874,000","33,021,000","32,878,000","36,125,000","34,623,000","34,880,000","39,002,000","38,212,000","38,973,000","38,292,000","36,319,000","37,395,000","52,836,000","28,572,000","29,280,000","30,020,000","26,427,000","27,266,000","27,588,000","28,306,000","26,498,000","26,046,000","25,498,000","25,262,000","24,364,000","24,645,000","24,019,000","23,891,000","21,954,000","21,600,000","21,649,000","20,481,000","19,152,000","20,646,000","19,992,000","23,646,000","20,013,000","19,593,000","19,460,000","6,668,000","32,866,000","16,370,000","15,967,000","15,985,000","12,847,000","11,798,000","10,901,000","11,612,000","9,500,000","8,100,000","7,300,000","7,000,000","6,800,000","6,400,000","6,200,000","6,400,000","6,000,000","5,800,000","5,800,000","6,000,000","5,500,000","4,900,000","4,500,000","3,100,000","4,800,000","3,400,000","3,200,000","2,800,000","2,500,000","2,600,000","2,600,000","3,600,000","2,500,000","2,300,000","2,800,000","3,000,000","2,400,000","2,500,000","2,500,000","2,400,000","2,200,000","2,000,000","1,900,000","1,900,000","1,500,000","1,500,000","1,500,000"
			DepreciationAndAmortization,"198,416,000","50,251,000","50,190,000","49,210,000","48,765,000","47,922,000","48,315,000","47,220,000","46,896,000","46,224,000","47,264,000","46,751,000","46,906,000","46,838,000","47,641,000","47,358,000","45,936,000","47,873,000","47,604,000","45,425,000","45,098,000","44,950,000","45,450,000","44,376,000","42,129,000","41,240,000","42,667,000","41,860,000","41,755,000","41,478,000","41,138,000","41,803,000","40,702,000","38,630,000","38,383,000","37,580,000","37,223,000","36,609,000","35,800,000","33,335,000","32,524,000","32,794,000","31,780,000","32,874,000","33,021,000","32,878,000","36,125,000","34,623,000","34,880,000","39,002,000","38,212,000","38,973,000","38,292,000","36,319,000","37,395,000","52,836,000","28,572,000","29,280,000","30,020,000","26,427,000","27,266,000","27,588,000","28,306,000","26,498,000","26,046,000","25,498,000","25,262,000","24,364,000","24,645,000","24,019,000","23,891,000","21,954,000","21,600,000","21,649,000","20,481,000","19,152,000","20,646,000","19,992,000","23,646,000","20,013,000","19,593,000","19,460,000","6,668,000","32,866,000","16,370,000","15,967,000","15,985,000","12,847,000","11,798,000","10,901,000","11,612,000","9,500,000","8,100,000","7,300,000","7,000,000","6,800,000","6,400,000","6,200,000","6,400,000","6,000,000","5,800,000","5,800,000","6,000,000","5,500,000","4,900,000","4,500,000","3,100,000","4,800,000","3,400,000","3,200,000","2,800,000","2,500,000","2,600,000","2,600,000","3,600,000","2,500,000","2,300,000","2,800,000","3,000,000","2,400,000","2,500,000","2,500,000","2,400,000","2,200,000","2,000,000","1,900,000","1,900,000","1,500,000","1,500,000","1,500,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,973,000",,,,,"36,574,000","37,132,000","38,056,000","33,887,000","34,333,000","34,425,000","35,574,000","33,627,000","32,877,000","32,953,000","32,040,000","30,400,000","30,609,000","30,150,000","29,869,000","27,531,000","27,283,000","26,941,000","25,709,000","24,186,000","25,365,000","24,274,000","23,593,000","23,225,000","22,511,000","22,155,000","-161,000",,,"18,990,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-9,581,000",,,,,"-8,002,000","-7,852,000","-8,036,000","-7,460,000","-7,067,000","-6,837,000","-7,268,000","-7,129,000","-6,831,000","-7,455,000","-6,778,000","-6,036,000","-5,964,000","-6,131,000","-5,978,000","-5,577,000","-5,683,000","-5,292,000","-5,228,000","-5,034,000","-4,719,000","-4,282,000","53,000","-3,212,000","-2,918,000","-2,695,000","6,829,000",,,"-3,023,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-9,581,000",,,,,"-8,002,000","-7,852,000","-8,036,000","-7,460,000","-7,067,000","-6,837,000","-7,268,000","-7,129,000","-6,831,000","-7,455,000","-6,778,000","-6,036,000","-5,964,000","-6,131,000","-5,978,000","-5,577,000","-5,683,000","-5,292,000","-5,228,000","-5,034,000","-4,719,000","-4,282,000","53,000","-3,212,000","-2,918,000","-2,695,000","6,829,000",,,"-3,023,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
