name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010
OperatingCashFlow,"162,288,000","42,493,000","34,104,000","40,810,000","44,881,000","27,941,000","34,780,000","74,403,000","34,056,000","25,280,000","37,658,000","-7,577,000","1,439,000","23,929,000","2,909,000","25,077,000","60,000","10,622,000","534,000","12,361,000","27,850,000","432,000","20,407,000","24,885,000","19,249,000","19,584,000","15,514,000","5,483,000","12,177,000","13,935,000","2,083,000","15,560,000","14,014,000","-8,685,000","4,401,000","1,317,000","13,447,000","12,995,000","9,042,000","9,075,000","8,121,000","9,902,000","8,256,000","14,386,000","7,842,000","796,000","9,789,000","8,996,000"
	CashFlowFromContinuingOperatingActivities,"162,288,000","42,493,000","34,104,000","40,810,000","44,881,000","27,941,000","34,780,000","74,403,000","34,056,000","25,280,000","37,658,000","-7,577,000","1,439,000","23,929,000","2,909,000","25,077,000","60,000","10,622,000","534,000","12,361,000","27,850,000","432,000","20,407,000","24,885,000","19,249,000","19,584,000","15,514,000","5,483,000","12,177,000","13,935,000","2,083,000","15,560,000","14,014,000","-8,685,000","4,401,000","1,317,000","13,447,000","12,995,000","9,042,000","9,075,000","8,121,000","9,902,000","8,256,000","14,386,000","7,842,000","796,000","9,789,000","8,996,000"
		NetIncomeFromContinuingOperations,"200,519,000","29,558,000","138,827,000","17,129,000","15,005,000","14,807,000","-8,968,000","17,492,000","-24,982,000","-10,226,000","-28,362,000","10,516,000","-324,714,000","-46,204,000","-23,396,000","-16,871,000","-85,460,000","-15,502,000","-28,788,000","-42,352,000","-21,347,000","-130,131,000","-965,000","-2,398,000","22,552,000","-10,649,000","-15,571,000","54,406,000","8,026,000","-7,537,000","-6,306,000","14,537,000","1,183,000","-24,544,000","-6,499,000","3,750,000","9,367,000","8,086,000","6,108,000",,,,"22,042,000","36,750,000",,,"8,606,000","1,736,000"
		OperatingGainsLosses,"-113,170,000","0","-114,908,000","-287,000","2,025,000","-1,738,000","11,130,000","-2,003,000","19,511,000","-8,647,000","4,087,000","5,023,000","-1,926,000","1,606,000","-5,468,000","-2,454,000","40,775,000","-17,016,000","-14,608,000","7,678,000","8,348,000","-18,327,000","4,823,000","16,440,000","-15,338,000","451,000","14,878,000","-72,863,000","-691,000","5,647,000","10,671,000","-1,768,000","2,912,000","4,096,000","-1,223,000","4,331,000","20,000",,,"64,000","60,000","25,000","3,000","-183,000","-999,000","1,120,000","636,000","331,000"
			GainLossOnSaleOfBusiness,"0",,,,,,,,,,,"0",,,,"297,000","34,046,000",,,,"-1,875,000",,,,"0",,,,,,,,,,,,,,,"0","0","0","0","0","-1,625,000","1,296,000","0",
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"145,000","38,000","63,000","-130,000","130,000","30,000","59,000","19,000","20,000","8,000","0","64,000","60,000","25,000","3,000","-183,000","626,000","-176,000","636,000","331,000"
			GainLossOnInvestmentSecurities,,,,"0","0","0","11,130,000","-2,003,000","19,511,000","-8,647,000","4,087,000","5,023,000","-1,926,000","1,606,000","-5,468,000","-2,751,000","6,729,000","-17,016,000","-14,608,000","-13,959,000","9,086,000","2,572,000","4,823,000","12,690,000","-15,338,000","4,201,000","14,878,000","-9,651,000","-546,000","5,609,000","10,608,000","-1,638,000","2,782,000","4,066,000","-1,282,000",,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,"0","-114,908,000","2,116,000","2,025,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"63,420,000","13,846,000","15,234,000","17,099,000","17,241,000","17,413,000","18,200,000","19,075,000","19,510,000","19,738,000","20,503,000","19,806,000","29,134,000","27,294,000","28,184,000","28,688,000","29,256,000","27,565,000","26,874,000","27,175,000","25,726,000","21,622,000","18,475,000","17,979,000","18,534,000","18,185,000","15,893,000","16,046,000","13,790,000","14,596,000","10,276,000","26,249,000","10,471,000","11,298,000","4,653,000","3,336,000","3,395,000","3,479,000","3,464,000","3,856,000","2,886,000","2,808,000","2,683,000","2,840,000","2,404,000","2,573,000","2,593,000","2,841,000"
			DepreciationAndAmortization,"63,420,000","13,846,000","15,234,000","17,099,000","17,241,000","17,413,000","18,200,000","19,075,000","19,510,000","19,738,000","20,503,000","19,806,000","29,134,000","27,294,000","28,184,000","28,688,000","29,256,000","27,565,000","26,874,000","27,175,000","25,726,000","21,622,000","18,475,000","17,979,000","18,534,000","18,185,000","15,893,000","16,046,000","13,790,000","14,596,000","10,276,000","26,249,000","10,471,000","11,298,000","4,653,000","3,336,000","3,395,000","3,479,000","3,464,000","3,856,000","2,886,000","2,808,000","2,683,000","2,840,000","2,404,000","2,573,000","2,593,000","2,841,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,905,000"
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-64,000"
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-64,000"
		DeferredTax,"2,175,000","622,000","662,000","320,000","571,000","1,049,000","580,000","-241,000","1,259,000","1,835,000","487,000","-41,356,000","13,000","19,000","27,000","-8,026,000","-7,929,000","-976,000","403,000","4,563,000","1,485,000","87,177,000","-1,054,000","-8,091,000","2,724,000","-3,021,000","-1,548,000","7,361,000","1,690,000","-1,720,000","504,000","392,000","-14,737,000","997,000","20,000","-4,864,000","215,000","0","0","3,713,000","100,000","5,000","-1,833,000","6,338,000","-15,411,000","0","0","1,315,000"
			DeferredIncomeTax,"2,175,000","622,000","662,000","320,000","571,000","1,049,000","580,000","-241,000","1,259,000","1,835,000","487,000","-41,356,000","13,000","19,000","27,000","-8,026,000","-7,929,000","-976,000","403,000","4,563,000","1,485,000","87,177,000","-1,054,000","-8,091,000","2,724,000","-3,021,000","-1,548,000","7,361,000","1,690,000","-1,720,000","504,000","392,000","-14,737,000","997,000","20,000","-4,864,000","215,000","0","0","3,713,000","100,000","5,000","-1,833,000","6,338,000","-15,411,000","0","0","1,315,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-189,000","24,000","21,000","85,000","-61,000",,,"2,000","-61,000",
		AssetImpairmentCharge,"5,867,000",,,,,,,"5,867,000",,,,,,,,"0","0",,,"4,352,000","0",,,"0","0",,,,,,,,,,,,,,,,,,"0","0",,,"0","582,000"
		StockBasedCompensation,"36,214,000","9,967,000","9,949,000","8,157,000","8,141,000","8,569,000","10,131,000","8,753,000","8,495,000","10,276,000","8,150,000","3,629,000","2,814,000","8,076,000","9,273,000","7,842,000","8,753,000","5,350,000","9,992,000","8,669,000","9,935,000","9,548,000","8,183,000","7,547,000","6,181,000","5,844,000","7,382,000","5,654,000","4,653,000","5,969,000","3,159,000","2,752,000","3,390,000","3,290,000","1,845,000","1,730,000","1,420,000","1,683,000","1,263,000","1,573,000","1,193,000","463,000","533,000","422,000","358,000","528,000","249,000","274,000"
		OtherNonCashItems,"11,252,000","549,000","627,000","4,354,000","5,722,000","319,000","4,966,000","-12,574,000","5,750,000","7,839,000","4,287,000","-268,515,000","264,176,000","7,544,000","8,531,000","4,707,000","4,287,000","5,467,000","2,219,000","2,980,000","9,685,000","36,352,000","1,284,000","1,156,000","1,729,000","3,704,000","2,729,000","6,883,000","5,785,000","7,273,000","1,106,000","-17,673,000","2,641,000","37,419,000","5,295,000","-1,890,000","-1,048,000","-4,842,000","1,875,000","9,083,000","10,468,000","32,439,000","-14,890,000","-22,911,000","48,216,000","19,387,000","134,000","573,000"
