name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004
TotalAssets,"584,983,000","615,312,000","612,969,000","701,075,000","699,902,000","714,539,000","707,797,000","704,233,000","527,734,000","557,880,000","560,756,000","343,120,000","338,360,000","356,759,000","271,962,000","270,847,000","269,702,000","267,704,000","268,451,000","268,510,000","266,423,000","276,421,000","279,316,000","281,513,000","261,710,000","273,092,000","165,642,000","159,309,000","153,406,000","158,404,000","157,140,000","155,933,000","158,554,000","111,947,000","57,637,000","57,481,000","58,127,000","32,431,000","33,744,000","36,024,000","36,588,080","33,858,890","34,120,525","36,136,844","36,730,341","33,715,714","35,673,450","34,753,534","32,989,071","34,982,336","36,073,984","34,788,506","27,975,824","43,368,832","45,642,111","40,608,649","43,619,981","46,071,496","45,941,964","49,777,909","36,232,319","39,128,065","41,501,414","44,139,948","46,972,540","50,040,415","54,310,237","12,514,057","12,407,878","12,730,620"
	CurrentAssets,"199,607,000","196,076,000","195,707,000","235,944,000","298,304,000","306,737,000","296,212,000","292,034,000","127,024,000","143,160,000","137,853,000","146,525,000","155,019,000","174,673,000","88,429,000","86,765,000","84,769,000","82,258,000","82,146,000","81,111,000","79,109,000","85,717,000","84,410,000","86,465,000","65,393,000","74,752,000","84,113,000","90,739,000","93,415,000","93,508,000","90,721,000","92,765,000","107,248,000","52,487,000","48,557,000","53,466,000","54,357,000","28,539,000","30,119,000","31,428,000","33,109,631","31,192,726","31,740,187","33,046,565","33,949,419","30,648,405","32,286,991","31,341,304","29,558,858","31,351,228","31,140,526","30,593,254","23,591,967","26,103,112","27,734,748","28,453,205","31,194,810","33,862,523","34,096,886","40,948,077","27,735,656","30,687,895","30,301,084","34,142,962","36,903,721","41,647,720","45,662,757","7,540,636","8,599,961","9,895,946"
		CashCashEquivalentsAndShortTermInvestments,"111,397,000","119,090,000","119,746,000","159,865,000","227,205,000","244,218,000","233,069,000","232,498,000","68,537,000","81,801,000","79,739,000","90,841,000","100,630,000","124,402,000","40,219,000","37,068,000","36,038,000","34,451,000","34,386,000","34,978,000","34,465,000","44,009,000","41,343,000","42,427,000","23,324,000","34,578,000","48,426,000","54,479,000","55,733,000","59,649,000","59,434,000","63,201,000","79,355,000","26,211,000","29,685,000","34,942,000","36,029,000","12,000,000","13,048,000","13,455,000","15,289,507","14,182,666","15,218,849","15,910,599","15,659,410","12,570,737","11,456,275","11,980,217","11,844,709","15,722,098","15,286,029","15,735,542","8,608,176","11,448,451","12,280,244","11,918,904","14,918,483","20,006,693","21,209,289","28,735,629","15,983,961","19,488,415","19,505,488","24,989,398","27,978,532","33,802,182","38,335,926","1,090,680","2,451,592","5,175,177"
			CashAndCashEquivalents,"28,141,000","43,654,000","39,886,000","67,619,000","85,380,000","41,944,000","33,381,000","88,522,000","21,766,000","28,483,000","33,182,000","25,247,000","20,720,000","32,231,000","17,999,000","13,866,000","21,229,000","21,809,000","19,444,000","21,013,000","19,154,000","24,208,000","16,107,000","19,917,000","20,768,000","23,764,000","28,714,000","29,987,000","23,559,000","28,384,000","35,526,000","41,978,000","68,639,000","14,892,000","25,821,000","31,044,000","30,784,000","7,753,000","8,203,000","8,660,000","11,418,360","9,758,903","3,431,513","4,111,921","7,685,746","4,230,709","3,526,091","6,854,106","3,655,505","8,905,425","10,573,594","13,728,047","8,608,176","11,448,451","12,280,244","10,023,442","13,014,579","13,000,652","17,230,239","27,736,249","13,186,141","14,890,383","15,816,121","19,814,470","23,058,275","27,432,948","38,335,926","1,090,680","2,451,592","5,175,177"
			OtherShortTermInvestments,"83,256,000","75,436,000","79,860,000","92,246,000","141,825,000","202,274,000","199,688,000","143,976,000","46,771,000","53,318,000","46,557,000","65,594,000","79,910,000","92,171,000","22,220,000","23,202,000","14,809,000","12,642,000","14,942,000","13,965,000","15,311,000","19,801,000","25,236,000","22,510,000","2,556,000","10,814,000","19,712,000","24,492,000","32,174,000","31,265,000","23,908,000","21,223,000","10,716,000","11,319,000","3,864,000","3,898,000","5,245,000","4,247,000","4,845,000","4,795,000","3,871,147","4,423,763","11,787,336","11,798,678","7,973,664","8,340,028","7,930,184","5,126,111","8,189,204","6,816,673","4,712,435","2,007,495",,"0",,"1,895,462","1,903,904","7,006,041","3,979,050","999,380","2,797,820","4,598,032","3,689,367","5,174,928","4,920,257","6,369,234",,,,
		Receivables,"40,878,000","33,021,000","33,498,000","33,835,000","29,741,000","23,146,000","25,448,000","22,892,000","22,131,000","28,046,000","26,798,000","27,955,000","26,662,000","25,195,000","23,290,000","24,895,000","22,325,000","23,083,000","22,580,000","23,110,000","21,661,000","21,094,000","21,066,000","21,354,000","19,446,000","19,409,000","16,643,000","17,590,000","19,786,000","17,558,000","15,177,000","15,058,000","14,713,000","13,652,000","11,031,000","11,344,000","11,135,000","9,948,000","9,391,000","10,383,000","9,723,090","9,513,894","8,852,834","9,898,929","9,270,705","9,480,064","13,517,264","7,720,511","8,696,571","7,248,087","6,502,970","7,357,227","7,593,147","6,511,594","8,716,091","9,458,302","8,552,666","7,189,512","7,362,113","7,247,903","6,264,462","6,562,341","6,085,754","5,599,078","5,490,512","4,865,065","3,769,495","4,205,195","4,396,847","3,520,621"
			AccountsReceivable,"40,878,000","33,021,000","33,498,000","33,835,000","29,741,000","23,146,000","25,448,000","22,892,000","22,131,000","28,046,000","26,798,000","27,955,000","26,662,000","25,195,000","23,290,000","24,895,000","22,325,000","23,083,000","22,580,000","23,110,000","21,661,000","21,094,000","21,066,000","21,354,000","19,446,000","19,409,000","16,643,000","17,590,000","19,786,000","17,558,000","15,177,000","15,058,000","14,713,000","13,652,000","11,031,000","11,344,000","11,135,000","9,948,000","9,391,000","10,383,000","9,723,090","9,513,894","8,852,834","9,898,929","9,270,705","9,480,064","8,767,264","7,720,511","8,696,571","7,248,087","6,502,970","7,357,227","7,593,147","6,511,594","8,716,091","9,458,302","8,552,666","7,189,512","7,362,113","7,247,903","6,264,462","6,562,341","6,085,754","5,599,078","5,490,512","4,865,065","3,769,495","4,205,195","4,396,847","3,520,621"
				GrossAccountsReceivable,"41,974,000","34,117,000","34,659,000","34,956,000","30,837,000","24,242,000","26,544,000","23,988,000","23,227,000","29,170,000","27,920,000","28,573,000","27,211,000","25,742,000","23,682,000","24,927,000","22,357,000","23,115,000","22,662,000","23,217,000","21,762,000","21,340,000","21,328,000","21,429,000","19,575,000","19,545,000","16,768,000","17,774,000","19,948,000","17,626,000","15,214,000","15,135,000","14,822,000","13,746,000","11,048,000","11,383,000","11,190,000","9,997,000","9,437,000","10,409,000","9,774,243","9,550,588","8,884,915","9,925,269",,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,096,000","-1,096,000","-1,161,000","-1,121,000","-1,096,000","-1,096,000","-1,096,000","-1,096,000","-1,096,000","-1,124,000","-1,122,000","-618,000","-549,000","-547,000","-392,000","-32,000","-32,000","-32,000","-82,000","-107,000","-101,000","-246,000","-262,000","-75,000","-129,000","-136,000","-125,000","-184,000","-162,000","-68,000","-37,000","-77,000","-109,000","-94,000","-17,000","-39,000","-55,000","-49,000","-46,000","-26,000","-51,153","-36,694","-32,081","-26,340",,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,750,000",,,,,,,,,,,,,,,,,,,,,,,
