name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009
TotalRevenue,"134,689,000","33,173,000","36,019,000","34,887,000","30,610,000","28,997,000","27,136,000","19,082,000","17,077,000","15,598,000","27,930,000","21,915,000","24,621,000","16,425,000","19,526,000","18,160,000","21,578,000","19,362,000","24,935,000","23,545,000","20,073,000","24,915,000","25,722,000","25,118,000","20,747,000","19,127,000","36,281,000","13,917,000","24,939,000","17,645,000","16,904,000","20,623,000","11,425,000","11,642,000","9,133,000","7,421,000","6,048,000","5,578,000","5,878,000","2,776,000","7,291,000","10,038,000","12,444,000","10,519,000","10,630,000","270,000","280,000","220,000","629,000","545,000","135,000","0"
	OperatingRevenue,"134,689,000","33,173,000","36,019,000","34,887,000","30,610,000","28,997,000","27,136,000","19,082,000","17,077,000","15,598,000","27,930,000","21,915,000","24,621,000","16,425,000","19,526,000","18,160,000","21,578,000","19,362,000","24,935,000","23,545,000","20,073,000","24,915,000","25,722,000","25,118,000","20,747,000","19,127,000","36,281,000","13,917,000","24,939,000","17,645,000","16,904,000","20,623,000","11,425,000","11,642,000","9,133,000","7,421,000","6,048,000","5,578,000","5,878,000","2,776,000","7,291,000","10,038,000","12,444,000","10,519,000","10,630,000","270,000","280,000","220,000","629,000","545,000","135,000","0"
CostOfRevenue,"74,651,000","19,018,000","19,253,000","19,523,000","16,857,000","16,020,000","15,735,000","12,018,000","10,464,000","8,110,000","14,998,000","15,001,000","15,008,000","11,308,000","13,780,000","14,968,000","12,716,000","12,066,000","15,441,000","15,318,000","12,072,000","15,978,000","14,348,000","12,480,000","10,103,000","9,623,000","9,815,000","7,366,000","10,433,000","11,718,000","12,466,000","7,461,000","8,299,000","8,966,000","5,944,000","6,180,000","4,989,000","4,648,000","5,251,000","2,586,000","7,016,000","10,190,000","10,907,000","7,191,000","2,731,000","0","0","0","0","0","0","0"
GrossProfit,"60,038,000","14,155,000","16,766,000","15,364,000","13,753,000","12,977,000","11,401,000","7,064,000","6,613,000","7,488,000","12,932,000","6,914,000","9,613,000","5,117,000","5,746,000","3,192,000","8,862,000","7,296,000","9,494,000","8,227,000","8,001,000","8,937,000","11,374,000","12,638,000","10,644,000","9,504,000","26,466,000","6,551,000","14,506,000","5,927,000","4,438,000","13,162,000","3,126,000","2,676,000","3,189,000","1,241,000","1,059,000","930,000","627,000","190,000","275,000","-152,000","1,537,000","3,328,000","7,899,000","270,000","280,000","220,000","629,000","545,000","135,000","0"
OperatingExpense,"283,077,000","92,741,000","79,896,000","59,114,000","51,326,000","46,687,000","35,378,000","31,239,000","30,137,000","40,197,000","30,849,000","35,028,000","33,993,000","35,251,000","36,369,000","27,862,000","30,607,000","31,245,000","30,023,000","29,796,000","32,388,000","32,236,000","29,248,000","29,373,000","28,714,000","28,069,000","27,528,000","26,980,000","25,864,000","25,255,000","22,332,000","21,575,000","21,428,000","20,921,000","20,193,000","21,176,000","21,056,000","21,537,000","22,321,000","22,769,000","22,830,000","27,358,000","24,226,000","32,765,000","30,562,000","35,237,000","36,869,000","40,916,000","33,304,000","30,819,000","28,209,000","24,568,000"
	SellingGeneralAndAdministration,"137,789,000","39,804,000","37,320,000","31,606,000","29,060,000","26,139,000","17,953,000","14,772,000","15,127,000","24,947,000","16,576,000","20,066,000","19,083,000","19,766,000","20,106,000","13,506,000","14,943,000","14,934,000","14,397,000","13,952,000","15,505,000","15,265,000","12,993,000","11,894,000","11,192,000","11,708,000","12,776,000","10,818,000","10,821,000","10,772,000","10,001,000","9,882,000","8,993,000","9,150,000","9,060,000","10,757,000","9,374,000","9,554,000","10,669,000","10,143,000","11,558,000","15,285,000","11,811,000","12,764,000","11,016,000","11,119,000","10,327,000","8,043,000","6,222,000","5,495,000","3,541,000","3,447,000"
	ResearchAndDevelopment,"145,288,000","52,937,000","42,576,000","27,508,000","22,266,000","20,548,000","17,425,000","16,467,000","15,010,000","15,250,000","14,273,000","14,962,000","14,910,000","15,485,000","16,263,000","14,356,000","15,664,000","16,311,000","15,626,000","15,844,000","16,883,000","16,971,000","16,255,000","17,479,000","17,522,000","16,361,000","14,752,000","16,162,000","15,043,000","14,483,000","12,331,000","11,693,000","12,435,000","11,771,000","11,133,000","10,419,000","11,682,000","11,983,000","11,652,000","12,626,000","11,272,000","12,073,000","12,415,000","20,001,000","19,546,000","24,118,000","26,542,000","32,873,000","27,082,000","25,324,000","24,668,000","21,121,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-23,043,000",,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"-223,039,000","-78,586,000","-63,130,000","-43,750,000","-37,573,000","-33,710,000","-23,977,000","-24,175,000","-23,524,000","-32,709,000","-17,917,000","-28,114,000","-24,380,000","-30,134,000","-30,623,000","-24,670,000","-21,745,000","-23,949,000","-20,529,000","-21,569,000","-24,387,000","-23,299,000","-17,874,000","-16,735,000","-18,070,000","-18,565,000","-1,062,000","-20,429,000","-11,358,000","-19,328,000","-17,894,000","-8,413,000","-18,302,000","-18,245,000","-17,004,000","-19,935,000","-19,997,000","-20,607,000","-21,694,000","-22,579,000","-22,555,000","-27,510,000","-22,689,000","-29,437,000","-22,663,000","-34,967,000","-36,589,000","-40,696,000","-32,675,000","-30,274,000","-28,074,000","-24,568,000"
NetNonOperatingInterestIncomeExpense,"-14,438,000","-3,697,000","-3,479,000","-3,673,000","-3,589,000","-1,789,000","0","0","0","-267,000","-678,000","-664,000","-644,000","-625,000","-628,000","-616,000","-598,000","-581,000","-624,000","-633,000","-826,000","-838,000","-839,000","-821,000","-795,000","-779,000","-773,000","-741,000","-715,000","-697,000","-725,000","-716,000","-701,000","-686,000","-693,000","-686,000","-673,000",,,,,,,,,"171,000","210,000","-3,000",,"-41,000","34,000","90,000"
	InterestExpenseNonOperating,"14,359,000","3,544,000","3,479,000","3,673,000","3,589,000","1,789,000","0","0","0","267,000","678,000","664,000","644,000","625,000","628,000","616,000","598,000","581,000","624,000","633,000","826,000","838,000","839,000","821,000","795,000","779,000","773,000","741,000","715,000","697,000","725,000","716,000","701,000","686,000","693,000","686,000","673,000",,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,"153,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-171,000","-210,000","3,000",,"41,000","-34,000","-90,000"
OtherIncomeExpense,"-31,459,000","784,000","-1,545,000","-30,859,000","161,000","-51,936,000","98,912,000","467,000","438,000","34,238,000","18,504,000","-345,000","428,000","435,000","452,000","242,000","-197,000","351,000","391,000","181,000","-326,000","270,000","-317,000","62,000","366,000","-8,000","426,000","22,991,000","138,000","-148,000","-356,000","-34,000","-133,000","45,000","466,000","134,000","199,000","-497,000","25,000","-150,000","68,000","-70,000","-134,000","156,000","188,000","-13,000","-40,000","-9,000","-39,000","-10,000","-23,000","-51,000"
	SpecialIncomeCharges,"-31,209,000","1,063,000","-1,546,000","-30,726,000","0","-52,000,000","98,000,000","0","0","34,000,000","18,000,000",,,,,,,,,,,,,,,,"0","23,043,000",,,,,,,,,,,,"-150,000","68,000","-70,000","-134,000","156,000","188,000","-13,000","-40,000","-9,000","-39,000","-10,000","-23,000","-51,000"
		RestructuringAndMergernAcquisition,"31,209,000","-1,063,000","-50,454,000","30,726,000","0","52,000,000",,"0","0","-34,000,000","-18,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,"52,000,000","-98,000,000",,,,,,,,,,,,,,,,,,,,"0","-23,043,000",,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-250,000","-279,000","1,000","-133,000","161,000","64,000","912,000","467,000","438,000","238,000","504,000","-345,000","428,000","435,000","452,000","242,000","-197,000","351,000","391,000","181,000","-326,000","270,000","-317,000","62,000","366,000","-8,000","426,000","-52,000","138,000","-148,000","-356,000","-34,000","-133,000","45,000","466,000","134,000","199,000","-497,000","25,000",,,,,,,,"-40,000","-9,000",,,"-23,000","-51,000"
PretaxIncome,"-268,936,000","-81,499,000","-68,154,000","-78,282,000","-41,001,000","-87,435,000","74,935,000","-23,708,000","-23,086,000","1,262,000","-91,000","-29,123,000","-24,596,000","-30,324,000","-30,799,000","-25,044,000","-22,540,000","-24,179,000","-20,762,000","-22,021,000","-25,539,000","-23,867,000","-19,030,000","-17,494,000","-18,499,000","-19,352,000","-1,409,000","1,821,000","-11,935,000","-20,173,000","-18,975,000","-9,163,000","-19,136,000","-18,886,000","-17,231,000","-20,487,000","-20,471,000","-21,104,000","-21,669,000",,,"-27,580,000",,,,,"-36,419,000","-40,708,000",,,"-28,063,000","-24,529,000"
TaxProvision,,"0","1,175,000","-94,824,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
