name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990
TotalRevenue,"993,196,000","265,002,000","259,769,000","239,897,000","228,528,000","225,029,000","240,371,000","209,486,000","195,577,000","238,492,000","258,970,000","252,566,000","238,451,000","249,295,000","247,356,000","241,581,000","229,347,000","233,552,000","234,043,000","225,377,000","210,951,000","228,066,000","227,841,000","220,253,000","209,956,000","242,342,000","233,384,000","219,693,000","213,413,000","226,478,000","231,827,000","227,580,000","224,488,000","241,091,000","242,120,000","235,755,000","219,543,000","249,942,000","247,395,000","218,178,000","176,475,000","186,670,000","191,160,000","179,445,000","170,569,000","170,033,000","176,789,000","166,833,000","163,039,000","169,104,000","165,169,000","157,070,000","154,087,000","152,397,000","155,447,000","145,919,000","144,116,000","138,739,000","134,587,000","121,179,000","121,936,000","116,919,000","113,527,000","108,487,000","110,674,000","110,395,000","105,677,000","100,488,000","103,173,000","99,975,000","98,098,000","90,923,000","94,602,000","97,721,000","90,737,000","87,488,000","88,283,000","80,881,000","87,115,000","87,025,000","81,935,000","79,053,000","84,411,000","80,704,000","75,801,000","77,698,000","75,899,000","70,570,000","69,693,000","69,824,000","70,800,000","68,200,000","69,100,000","74,400,000","68,000,000","67,800,000","72,000,000","51,100,000","75,800,000","76,600,000","82,300,000","83,300,000","76,600,000","74,400,000","75,500,000","70,400,000","69,900,000","69,100,000","68,800,000","68,200,000","65,600,000","65,300,000","63,300,000","64,100,000","63,200,000","62,600,000","58,500,000","57,500,000","57,100,000","53,100,000","48,600,000","48,000,000","45,000,000","43,200,000","40,100,000","39,400,000","39,300,000","39,300,000","39,300,000"
	OperatingRevenue,"993,196,000","265,002,000","259,769,000","239,897,000","228,528,000","225,029,000","240,371,000","209,486,000","195,577,000","238,492,000","258,970,000","252,566,000","238,451,000","249,295,000","247,356,000","241,581,000","229,347,000","233,552,000","234,043,000","225,377,000","210,951,000","228,066,000","227,841,000","220,253,000","209,956,000","242,342,000","233,384,000","219,693,000","213,413,000","226,478,000","231,827,000","227,580,000","224,488,000","241,091,000","242,120,000","235,755,000","219,543,000","249,942,000","247,395,000","218,178,000","176,475,000","186,670,000","191,160,000","179,445,000","170,569,000","170,033,000","176,789,000","166,833,000","163,039,000","169,104,000","165,169,000","157,070,000","154,087,000","152,397,000","155,447,000","145,919,000","144,116,000","138,739,000","134,587,000","121,179,000","121,936,000","116,919,000","113,527,000","108,487,000","110,674,000","110,395,000","105,677,000","100,488,000","103,173,000","99,975,000","98,098,000","90,923,000","94,602,000","97,721,000","90,737,000","87,488,000","88,283,000","80,881,000","87,115,000","87,025,000","81,935,000","79,053,000","84,411,000","80,704,000","75,801,000","77,698,000","75,899,000","70,570,000","69,693,000","69,824,000","70,800,000","68,200,000","69,100,000","74,400,000","68,000,000","67,800,000","72,000,000","51,100,000","75,800,000","76,600,000","82,300,000","83,300,000","76,600,000","74,400,000","75,500,000","70,400,000","69,900,000","69,100,000","68,800,000","68,200,000","65,600,000","65,300,000","63,300,000","64,100,000","63,200,000","62,600,000","58,500,000","57,500,000","57,100,000","53,100,000","48,600,000","48,000,000","45,000,000","43,200,000","40,100,000","39,400,000","39,300,000","39,300,000","39,300,000"
CostOfRevenue,"487,694,000","128,691,000","121,204,000","117,356,000","120,443,000","143,222,000","120,114,000","103,742,000","105,547,000","124,935,000","130,920,000","125,566,000","122,545,000","138,085,000","136,181,000","129,674,000","146,103,000","129,166,000","122,748,000","120,815,000","119,286,000","145,955,000","126,762,000","116,005,000","118,900,000","153,119,000","124,529,000","114,396,000","110,874,000","118,113,000","120,166,000","119,466,000","118,210,000","125,650,000","120,491,000","115,871,000","108,131,000","126,801,000","134,280,000","116,416,000","86,362,000","92,059,000","95,229,000","89,496,000","81,821,000","82,532,000","83,299,000","79,078,000","76,576,000","80,980,000","79,722,000","76,103,000","71,144,000","70,249,000","77,151,000","71,230,000","71,079,000","68,954,000","68,029,000","61,290,000","60,442,000","58,572,000","57,108,000","53,326,000","53,301,000","51,818,000","50,008,000","48,723,000","48,649,000","46,529,000","46,317,000","45,374,000","47,502,000","49,680,000","47,624,000","46,108,000","48,697,000","44,663,000","46,174,000","48,135,000","43,288,000","41,566,000","43,176,000","40,903,000","39,498,000","34,590,000","30,869,000","31,242,000","30,249,000","32,800,000","32,200,000","27,800,000","28,900,000","36,600,000","29,600,000","28,500,000","29,200,000","4,200,000","46,600,000","36,400,000","39,900,000","42,000,000","34,400,000","30,800,000","30,700,000","30,300,000","26,500,000","26,400,000","27,300,000","29,000,000","25,900,000","25,000,000","23,900,000","25,100,000","23,500,000","22,900,000","22,700,000","23,400,000","23,300,000","21,900,000","20,100,000","20,700,000","19,300,000","19,800,000","18,700,000",,,,
GrossProfit,"505,502,000","136,311,000","138,565,000","122,541,000","108,085,000","81,807,000","120,257,000","105,744,000","90,030,000","113,557,000","128,050,000","127,000,000","115,906,000","111,210,000","111,175,000","111,907,000","83,244,000","104,386,000","111,295,000","104,562,000","91,665,000","82,111,000","101,079,000","104,248,000","91,056,000","89,223,000","108,855,000","105,297,000","102,539,000","108,365,000","111,661,000","108,114,000","106,278,000","115,441,000","121,629,000","119,884,000","111,412,000","123,141,000","113,115,000","101,762,000","90,113,000","94,611,000","95,931,000","89,949,000","88,748,000","87,501,000","93,490,000","87,755,000","86,463,000","88,124,000","85,447,000","80,967,000","82,943,000","82,148,000","78,296,000","74,689,000","73,037,000","69,785,000","66,558,000","59,889,000","61,494,000","58,347,000","56,419,000","55,161,000","57,373,000","58,577,000","55,669,000","51,765,000","54,524,000","53,446,000","51,781,000","45,549,000","47,100,000","48,041,000","43,113,000","41,380,000","39,586,000","36,218,000","40,941,000","38,890,000","38,647,000","37,487,000","41,235,000","39,801,000","36,303,000","43,108,000","45,030,000","39,328,000","39,444,000","37,024,000","38,600,000","40,400,000","40,200,000","37,800,000","38,400,000","39,300,000","42,800,000","46,900,000","29,200,000","40,200,000","42,400,000","41,300,000","42,200,000","43,600,000","44,800,000","40,100,000","43,400,000","42,700,000","41,500,000","39,200,000","39,700,000","40,300,000","39,400,000","39,000,000","39,700,000","39,700,000","35,800,000","34,100,000","33,800,000","31,200,000","28,500,000","27,300,000","25,700,000","23,400,000","21,400,000",,,,
OperatingExpense,"433,778,000","116,535,000","102,914,000","98,031,000","116,298,000","103,181,000","80,947,000","78,460,000","77,287,000","87,548,000","85,267,000","77,261,000","80,487,000","87,354,000","82,855,000","85,831,000","77,951,000","90,111,000","110,282,000","80,304,000","75,054,000","82,408,000","79,418,000","79,454,000","98,937,000","87,426,000","89,882,000","86,118,000","98,933,000","91,386,000","93,401,000","95,707,000","107,944,000","101,084,000","103,769,000","96,454,000","118,020,000","101,186,000","97,368,000","91,861,000","77,034,000","73,651,000","70,608,000","71,383,000","64,840,000","56,712,000","64,931,000","60,744,000","62,274,000","70,686,000","59,612,000","53,944,000","56,616,000","64,015,000","53,805,000","51,080,000","53,703,000","49,488,000","46,961,000","45,273,000","45,715,000","32,879,000","39,414,000","40,860,000","42,330,000","8,389,000","40,713,000","36,386,000","36,029,000","37,676,000","36,481,000","31,638,000","32,138,000","33,352,000","29,017,000","32,474,000","31,400,000","30,079,000","29,119,000","29,064,000","28,955,000","16,331,000","38,429,000","26,847,000","9,532,000","14,228,000","34,063,000","30,979,000","31,117,000","27,991,000","29,700,000","33,100,000","31,700,000","28,500,000","31,100,000","31,300,000","35,500,000","38,900,000","21,800,000","34,100,000","32,800,000","30,400,000","31,800,000","30,700,000","30,700,000","26,900,000","29,500,000","29,000,000","28,000,000","26,200,000","26,700,000","26,500,000","26,700,000","25,000,000","26,000,000","26,700,000","24,700,000","22,400,000","22,600,000","20,900,000","19,700,000","18,200,000","18,000,000","16,400,000","15,400,000",,,,
	SellingGeneralAndAdministration,"339,563,000","91,841,000","80,726,000","75,778,000","91,218,000","59,508,000","73,446,000","71,697,000","69,537,000","78,574,000","78,267,000","69,839,000","73,000,000","78,607,000","73,877,000","77,248,000","68,545,000","79,024,000","97,855,000","72,783,000","66,861,000","73,087,000","70,956,000","71,118,000","87,500,000","76,277,000","78,940,000","74,565,000","87,612,000","74,161,000","82,758,000","84,769,000","92,562,000","87,248,000","89,560,000","81,508,000","106,811,000","87,615,000","86,780,000","81,034,000","67,625,000","65,040,000","61,376,000","62,613,000","56,231,000","49,820,000","56,935,000","52,790,000","54,354,000","64,024,000","53,151,000","47,469,000","49,839,000","57,057,000","47,965,000","45,863,000","47,859,000","43,698,000","41,432,000","38,546,000","39,439,000","31,815,000","33,610,000","34,741,000","36,908,000","29,510,000","31,250,000","30,103,000","30,488,000","32,673,000","29,897,000","27,385,000","28,084,000","29,250,000","24,945,000","27,852,000","26,403,000","25,249,000","24,486,000","23,954,000","24,016,000","21,767,000","23,283,000","21,859,000","22,006,000","22,121,000","22,825,000","20,832,000","20,956,000","20,958,000","20,500,000","20,500,000","20,700,000","21,200,000","20,100,000","20,500,000","24,900,000","16,900,000","23,800,000","23,700,000","22,500,000","23,700,000","23,100,000","22,300,000","23,200,000","21,600,000","20,400,000","20,300,000","19,500,000","19,200,000","19,000,000","18,700,000","18,800,000","7,000,000","23,200,000","23,700,000","22,000,000","20,700,000","20,200,000","18,700,000","17,500,000","16,800,000","16,100,000","14,500,000","13,600,000",,,,
	ResearchAndDevelopment,"46,801,000","13,210,000","10,037,000","10,853,000","12,701,000","10,843,000","7,501,000","6,763,000","7,750,000","8,974,000","7,000,000","7,422,000","7,487,000","8,747,000","8,978,000","8,583,000","9,406,000","11,087,000","12,427,000","7,521,000","8,193,000","9,321,000","8,462,000","8,336,000","11,437,000","11,149,000","10,942,000","11,553,000","11,321,000","17,225,000","10,643,000","10,938,000","15,382,000","13,836,000","14,209,000","14,946,000","11,209,000","13,571,000","10,588,000","10,827,000","9,409,000","8,611,000","9,232,000","10,350,000","8,609,000","8,786,000","7,996,000","7,954,000","7,920,000","6,662,000","6,461,000","6,475,000","6,777,000","6,958,000","5,840,000","5,217,000","5,844,000","5,790,000","5,529,000","6,727,000","6,276,000","6,539,000","5,804,000","6,119,000","5,422,000","5,229,000","9,463,000","6,283,000","5,541,000","5,103,000","6,584,000","4,253,000","4,054,000","4,102,000","4,072,000","4,622,000","4,997,000","4,830,000","4,633,000","5,110,000","4,939,000","-5,436,000","15,146,000","4,988,000","4,765,000","5,499,000","5,204,000","4,202,000","4,134,000","3,727,000","3,800,000","3,800,000","3,600,000","4,100,000","3,900,000","3,300,000","3,800,000","3,800,000","4,300,000","4,700,000","5,000,000","4,700,000","4,600,000","4,700,000","5,000,000","4,800,000","4,900,000","4,500,000","4,300,000","4,100,000","4,100,000","4,200,000","4,300,000",,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"47,414,000","11,484,000","12,151,000","11,400,000","12,379,000","8,626,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,493,000","6,034,000","5,945,000","6,027,000","3,306,000","5,400,000","8,800,000","7,400,000","3,200,000","7,100,000","7,500,000","6,800,000","18,200,000","-6,300,000","5,700,000","5,300,000","2,000,000","4,100,000","3,700,000","2,500,000","500,000","4,200,000","4,200,000","4,200,000","2,900,000","3,600,000","3,600,000","3,600,000","2,200,000","2,800,000","3,000,000","2,700,000","1,700,000","2,400,000","2,200,000","2,200,000","1,400,000","1,900,000","1,900,000","1,800,000",,,,
		DepreciationAndAmortizationInIncomeStatement,"47,414,000","11,484,000","12,151,000","11,400,000","12,379,000","8,626,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,493,000","6,034,000","5,945,000","6,027,000","3,306,000","5,400,000","8,800,000","7,400,000","3,200,000","7,100,000","7,500,000","6,800,000","18,200,000","-6,300,000","5,700,000","5,300,000","2,000,000","4,100,000","3,700,000","2,500,000","500,000","4,200,000","4,200,000","4,200,000","2,900,000","3,600,000","3,600,000","3,600,000","2,200,000","2,800,000","3,000,000","2,700,000","1,700,000","2,400,000","2,200,000","2,200,000","1,400,000","1,900,000","1,900,000","1,800,000",,,,
			Amortization,"47,414,000","11,484,000","12,151,000","11,400,000","12,379,000","8,626,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
