name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006
OperatingCashFlow,"378,198,000","-138,839,000","34,467,000","305,321,000","177,249,000","-279,478,000","186,318,000","207,897,000","147,769,000","-504,864,000","781,693,000","-317,622,000","13,570,000","-303,440,000","-185,499,000","-225,166,000","129,142,000","-45,286,000","433,958,000","581,379,000","-167,804,000","493,144,000","307,326,000","-75,792,000","-75,275,000","50,494,000","53,097,000","21,002,000","-17,103,000","-417,915,000","927,996,000","-47,211,000","118,380,000","-318,176,000","192,206,000","375,092,000","222,373,000","66,455,000","327,559,000","22,315,000","428,471,000","-16,136,000","10,734,000","202,638,000","-203,022,000","-43,813,000","349,815,000","248,077,000","76,327,000","31,273,000","413,798,000","175,115,000","22,539,000","63,741,000","203,255,000","137,322,000","59,220,000","63,270,000","99,706,000","80,910,000","-13,594,000","38,929,000","13,327,000"
	CashFlowFromContinuingOperatingActivities,"378,198,000","-138,839,000","34,467,000","305,321,000","177,249,000","-279,478,000","186,318,000","207,897,000","147,769,000","-504,864,000","781,693,000","-317,622,000","13,570,000","-303,440,000","-185,499,000","-225,166,000","129,142,000","-45,286,000","433,958,000","581,379,000","-167,804,000","493,144,000","307,326,000","-75,792,000","-75,275,000","50,494,000","53,097,000","21,002,000","-17,103,000","-417,915,000","927,996,000","-47,211,000","118,380,000","-318,176,000","192,206,000","375,092,000","222,373,000","66,455,000","327,559,000","22,315,000","428,471,000","-16,136,000","10,734,000","202,638,000","-203,022,000","-43,813,000","349,815,000","248,077,000","76,327,000","31,273,000","413,798,000","175,115,000","22,539,000","63,741,000","203,255,000","137,322,000","59,220,000","63,270,000","99,706,000","80,910,000","-13,594,000","38,929,000","13,327,000"
		NetIncomeFromContinuingOperations,"215,767,000","-43,255,000","131,370,000","45,203,000","82,449,000","209,671,000","115,703,000","155,037,000","36,911,000","90,704,000","-59,408,000","30,622,000","-18,548,000","-67,599,000","52,116,000","57,750,000","-48,491,000","82,951,000","-432,454,000","205,747,000","51,963,000","9,129,000","-696,083,000","154,146,000","13,408,000","170,565,000","164,135,000","350,088,000","94,490,000","-62,292,000","191,959,000","88,424,000","4,528,000","112,007,000","65,260,000","195,038,000","33,598,000","59,142,000","154,178,000",,,,,,,"115,968,000","155,944,000","176,869,000","159,043,000","172,345,000",,,"180,579,000","164,595,000","132,771,000","99,269,000","69,671,000","46,619,000","62,874,000","46,034,000","44,418,000","5,028,000","8,038,000"
		OperatingGainsLosses,"1,704,000","-1,907,000","0","1,866,000","1,745,000","-162,591,000","2,279,000","56,000","-552,000","-15,000,000","-25,526,000","-65,000","97,000","-14,843,000","-35,448,000","3,233,000","-40,087,000","-17,723,000","1,196,000","-4,045,000","-1,972,000","506,000","-149,829,000","-10,771,000","-15,173,000","-37,804,000",,,,,,"5,103,000","1,655,000","151,000","76,000","1,754,000","-2,627,000","-276,000","-4,762,000","0","-3,000","-13,000","-1,234,000","-49,000","-3,246,000","-52,000","-3,650,000","-1,488,000","139,000","1,067,000","30,000","-3,441,000","4,132,000","287,000","54,000","897,000","103,000","-250,000","22,000","301,000","0","-2,000",
			GainLossOnSaleOfBusiness,"1,704,000","-1,907,000","0","1,866,000","1,745,000","-150,895,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120,000","1,289,000","133,000","-3,441,000","4,132,000","294,000",,,,,,,,,
			GainLossOnInvestmentSecurities,,,"0","0","0","-11,696,000","0","-9,000","-249,000","-15,088,000","-25,605,000","0","0","-15,016,000","-35,933,000","0","-2,000","-19,470,000","0","0","-3,000","-46,000","-3,531,000","-297,000","0","-37,804,000",,,,,,"0",,,,,,,"0","0","-3,000","-13,000","-1,234,000","-49,000","-3,246,000","-52,000",,,"19,000","-222,000",,"0","0","-7,000",,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,"2,279,000","65,000","-303,000","88,000","79,000","-65,000","97,000","173,000","485,000","3,233,000","-40,085,000","1,747,000","1,196,000","-4,045,000","-1,969,000","552,000","-146,298,000","-10,474,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"261,902,000","65,207,000","65,294,000","65,693,000","65,708,000","63,205,000","59,648,000","59,401,000","57,597,000","56,279,000","55,505,000","51,154,000","49,944,000","48,872,000","41,544,000","34,428,000","30,345,000","24,419,000","25,761,000","28,612,000","27,972,000","32,968,000","58,719,000","57,142,000","56,704,000","58,375,000","63,902,000","64,766,000","65,897,000","63,260,000","62,659,000","59,827,000","62,592,000","60,720,000","61,386,000","56,900,000","57,793,000","58,291,000","60,585,000","63,902,000","65,065,000","73,164,000","68,704,000","62,240,000","56,018,000","48,269,000","43,170,000","35,176,000","38,658,000","39,089,000","38,908,000","34,607,000","30,028,000","26,085,000","22,186,000","16,798,000","12,805,000","9,064,000","6,800,000","6,531,000","6,027,000","5,123,000","3,698,000"
			DepreciationAndAmortization,"261,902,000","65,207,000","65,294,000","65,693,000","65,708,000","63,205,000","59,648,000","59,401,000","57,597,000","56,279,000","55,505,000","51,154,000","49,944,000","48,872,000","41,544,000","34,428,000","30,345,000","24,419,000","25,761,000","28,612,000","27,972,000","32,968,000","58,719,000","57,142,000","56,704,000","58,375,000","63,902,000","64,766,000","65,897,000","63,260,000","62,659,000","59,827,000","62,592,000","60,720,000","61,386,000","56,900,000","57,793,000","58,291,000","60,585,000","63,902,000","65,065,000","73,164,000","68,704,000","62,240,000","56,018,000","48,269,000","43,170,000","35,176,000","38,658,000","39,089,000","38,908,000","34,607,000","30,028,000","26,085,000","22,186,000","16,798,000","12,805,000","9,064,000","6,800,000","6,531,000","6,027,000","5,123,000","3,698,000"
