name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006
OperatingCashFlow,"142,312,000","-26,870,000","70,625,000","59,819,000","38,738,000","15,205,000","76,659,000","67,407,000","72,462,000","-13,555,000","62,465,000","58,238,000","39,374,000","8,343,000","45,584,000","33,058,000","21,798,000","-8,005,000","40,956,000","25,283,000","39,828,000","7,073,000","44,216,000","29,127,000","37,356,000","-10,441,000","42,141,000","27,383,000","27,030,000","137,000","22,354,000","16,552,000","22,788,000","4,965,000","38,562,000","18,829,000","18,779,000","6,622,000","22,426,000","23,903,000","15,084,000","4,369,000","15,727,000","13,732,000","19,024,000","7,752,000","12,810,000","16,739,000","7,808,000","-851,000","19,436,000","9,658,000","7,841,000","-1,240,000","15,955,514","10,096,301","16,331,088","-8,009,900","12,044,727","10,258,167","9,437,032","-8,314,796","8,973,514","8,114,935"
	CashFlowFromContinuingOperatingActivities,"142,312,000","-26,870,000","70,625,000","59,819,000","38,738,000","15,205,000","76,659,000","67,407,000","72,462,000","-13,555,000","62,465,000","58,238,000","39,374,000","8,343,000","45,584,000","33,058,000","21,798,000","-8,005,000","40,956,000","25,283,000","39,828,000","7,073,000","44,216,000","29,127,000","37,356,000","-10,441,000","42,141,000","27,383,000","27,030,000","137,000","22,354,000","16,552,000","22,788,000","4,965,000","38,562,000","18,829,000","18,779,000","6,622,000","22,426,000","23,903,000","15,084,000","4,369,000","15,727,000","13,732,000","19,024,000","7,752,000","12,810,000","16,739,000","7,808,000","-851,000","19,436,000","9,658,000","7,841,000","-1,240,000","15,924,285","9,334,673","16,331,088","-8,009,900","12,044,727","10,258,167","9,437,032","-8,314,796","8,973,514","8,114,935"
		NetIncomeFromContinuingOperations,"119,005,000","36,178,000","28,299,000","26,507,000","28,021,000","31,931,000","32,218,000","26,418,000","8,429,000","22,411,000","21,356,000","19,044,000","12,564,000","14,695,000","3,857,000","15,249,000","14,462,000","23,158,000","-9,355,000","21,077,000","20,378,000","16,788,000","15,488,000","16,050,000","16,375,000","13,820,000","14,762,000","15,162,000","12,074,000","9,567,000","7,460,000","6,075,000","7,763,000","11,147,000","15,859,000","13,240,000","9,236,000","9,762,000","12,163,000","11,703,000",,,,,,"8,361,000","8,296,000","7,804,000","4,869,000","5,623,000","7,663,000","3,994,000","1,391,000","2,744,000","3,419,045","-1,075,262","5,264,072","6,799,812","9,775,472","6,239,440","5,620,048","5,408,626","6,038,200","4,321,154"
		OperatingGainsLosses,"-6,044,000","-3,279,000","-69,000","-1,193,000","-1,503,000","-1,103,000","873,000","2,951,000","1,862,000","-5,057,000","-269,000","-1,879,000","1,902,000","194,000","5,826,000","-6,531,000","-4,405,000","-3,263,000","1,077,000","-1,197,000","-582,000","2,225,000","-854,000","-105,000","1,019,000","-1,061,000","-948,000","-1,464,000","-1,670,000","284,000","-1,104,000","-1,316,000","266,000","1,879,000","10,000","-2,814,000","-5,746,000","958,000","-1,466,000","2,348,000",,,,,,,,"23,000","-23,000","7,000",,,,,,,,"-851,376","121,854","-3,207","-950,300","-100,073","-526,151","-8,205"
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"149,000",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-27,000","-45,000","-16,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"-5,847,000","-3,165,000","-22,000","-1,165,000","-1,495,000","-1,139,000","839,000","2,879,000","1,796,000","-5,112,000","-340,000","-1,948,000","1,840,000","127,000","5,755,000","-6,593,000","-4,463,000","-3,319,000","1,077,000","-1,197,000","-582,000","2,225,000","-854,000","-105,000","1,019,000","-1,061,000","-948,000","-1,464,000","-1,670,000","284,000","-1,341,000","-1,289,000","311,000","1,895,000","10,000","-3,004,000","-5,746,000","958,000","-1,498,000","2,348,000",,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-10,116,000",,,,,,,,"-3,109,000","267,000","-2,673,000","-3,081,000","-1,177,000","-3,185,000","-2,273,000","-1,483,000","-1,098,000","-2,842,000",,"-2,191,000",,,,"-1,971,000","-1,459,000","-1,525,000",,"-1,419,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-197,000","-114,000","-47,000","-28,000","-8,000","36,000","34,000","72,000","66,000","55,000","71,000","69,000","62,000","67,000","71,000","62,000","58,000","56,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"76,667,000","19,712,000","18,811,000","18,805,000","19,339,000","19,027,000","19,926,000","19,224,000","19,184,000","19,325,000","19,351,000","19,944,000","26,509,000","13,724,000","13,374,000","14,066,000","10,624,000","10,655,000","10,213,000","9,708,000","9,637,000","9,426,000","9,580,000","8,597,000","8,270,000","8,133,000","8,294,000","8,057,000","8,061,000","7,053,000","7,979,000","7,014,000","6,679,000","6,356,000","6,074,000","5,969,000","6,362,000","6,512,000","6,891,000","6,333,000","6,040,000","6,359,000","6,589,000","6,443,000","5,110,000","4,852,000","4,687,000","4,218,000","3,857,000","3,073,000","3,268,000","2,918,000","2,789,000","2,430,000","3,706,786","4,016,312","5,019,746","3,691,367","3,671,020","4,003,482","3,854,822","3,269,111","3,446,439","3,509,291"
