name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008
			TaxesReceivable,"0","36,700,000","21,000,000","30,800,000","0","25,400,000","26,000,000","0","0","25,900,000","23,300,000","25,400,000","6,000,000","34,000,000","11,900,000","22,400,000","8,100,000","28,800,000","34,300,000","52,100,000","3,300,000","49,300,000","11,236,000","5,748,000","8,561,000","48,853,000","45,209,000","65,182,000","12,793,000","65,512,000","30,112,000","28,500,000","7,499,000","67,346,000","42,191,000","54,013,000","15,080,000","45,975,000","8,538,000","31,343,000","23,747,000","36,675,000","5,747,000","33,673,000","4,093,000","24,706,000","12,796,000","21,075,000","0","16,721,000","6,919,000","8,466,000","1,614,000","13,000,000"
			OtherReceivables,,"72,100,000",,,,"69,600,000",,,,"80,600,000",,,,"62,400,000",,,,"58,700,000",,,,"50,900,000",,,,"41,660,000",,,,"23,324,000",,,,"19,903,000",,,,"18,009,000",,,,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,,"-21,300,000",,,,"-17,700,000",,,,"-11,700,000",,,,"-5,700,000",,,,"-4,600,000",,,,"-3,400,000",,,,"-5,070,000",,,,"-5,995,000",,,,"-4,415,000",,,,"-4,753,000",,,,,,,,,,,,,,,,
		PrepaidAssets,"105,500,000","102,600,000","102,900,000","98,800,000","82,900,000","81,200,000","82,300,000","81,600,000","66,600,000","60,900,000","71,900,000","62,400,000","59,800,000","63,900,000","59,400,000","61,100,000","52,600,000","38,100,000","42,400,000","39,200,000","25,000,000","28,900,000","28,616,000","30,870,000","30,828,000","40,741,000","46,129,000","37,478,000","29,741,000","31,496,000","31,150,000","37,183,000","26,407,000","25,657,000","25,986,000","31,048,000","31,955,000","21,946,000","25,387,000","28,492,000","28,619,000","21,905,000","23,591,000","26,015,000","25,490,000","17,791,000","18,040,000","21,684,000","21,130,000","16,155,000","16,729,000","17,379,000","17,944,000","13,010,000"
		RestrictedCash,,,,,,,,,,,,,,,,,,"22,900,000",,,,"4,100,000",,,,"38,690,000",,,,"5,583,000",,,,"27,967,000",,,,"29,277,000",,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"0","4,769,000","4,770,000","4,770,000","4,772,000","5,076,000","5,076,000","5,075,000","5,077,000","11,960,000","10,463,000","10,463,000","10,397,000","15,614,000","15,613,000","13,500,000","3,818,000","3,681,000","3,681,000","3,681,000","3,681,000","4,405,000","4,405,000","4,405,000","4,405,000","4,490,000","4,490,000","4,490,000","4,490,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"0","4,769,000","4,770,000","4,770,000","4,772,000","5,076,000","5,076,000","5,075,000","5,077,000","11,960,000","10,463,000","10,463,000","10,397,000","15,614,000","15,613,000","13,500,000","3,818,000","3,681,000","3,681,000","3,681,000","3,681,000","4,405,000","4,405,000","4,405,000","4,405,000","4,490,000","4,490,000","4,490,000","4,490,000"
		AssetsHeldForSaleCurrent,"51,700,000",,,,,"0","0","0","0","14,100,000",,,,,,,,,,,,"0",,"0","62,485,000",,,,,"0","0","0","0","13,825,000",,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"36,000,000","36,700,000","40,100,000","45,400,000","48,300,000","36,400,000","36,200,000","33,200,000","19,700,000","17,800,000","18,500,000","26,600,000","51,000,000","50,700,000","46,600,000","58,000,000","70,200,000","16,200,000","36,500,000","20,800,000","28,200,000","16,200,000","26,266,000","19,199,000","52,307,000","14,262,000","83,200,000","85,962,000","23,350,000","13,292,000","14,383,000","32,546,000","35,478,000","6,714,000","28,709,000","34,695,000","31,629,000","9,832,000","33,613,000","46,460,000","39,536,000","41,248,000","28,268,000","29,155,000","7,705,000","7,066,000","7,566,000","7,962,000","20,880,000","21,656,000","22,630,000","24,024,000","15,109,000","16,187,000"
	TotalNonCurrentAssets,"7,039,600,000","6,905,500,000","6,728,400,000","6,794,900,000","6,768,900,000","6,767,600,000","6,419,900,000","6,129,200,000","6,114,100,000","6,310,300,000","5,458,100,000","5,523,700,000","5,606,200,000","5,255,800,000","5,258,300,000","5,414,500,000","5,538,300,000","5,422,700,000","5,083,500,000","4,375,900,000","4,234,900,000","4,130,300,000","4,220,750,000","4,228,146,000","4,872,364,000","5,011,358,000","5,001,335,000","5,165,676,000","1,950,506,000","1,960,847,000","1,972,048,000","1,970,714,000","1,960,800,000","2,029,606,000","1,968,542,000","1,945,742,000","1,963,804,000","1,969,777,000","1,942,096,000","1,455,848,000","1,472,203,000","1,087,452,000","1,108,169,000","1,112,612,000","974,733,000","976,655,000","763,639,000","767,778,000","769,830,000","771,608,000","798,613,000","796,840,000","816,156,000","759,950,000"
		NetPPE,"867,800,000","911,300,000","932,200,000","915,000,000","910,600,000","899,900,000","844,200,000","802,400,000","757,900,000","766,700,000","808,600,000","797,100,000","797,300,000","555,900,000","518,500,000","501,900,000","489,000,000","478,300,000","437,800,000","403,500,000","377,800,000","380,300,000","355,867,000","334,631,000","341,989,000","418,168,000","391,625,000","386,093,000","303,829,000","302,273,000","281,347,000","272,875,000","251,731,000","233,373,000","219,116,000","185,928,000","167,129,000","154,084,000","144,799,000","133,731,000","124,781,000","119,411,000","110,328,000","107,645,000","100,774,000","93,409,000","83,571,000","86,253,000","88,272,000","89,165,000","87,229,000","84,278,000","87,071,000","82,587,000"
			GrossPPE,"867,800,000","1,884,200,000","932,200,000","915,000,000","910,600,000","1,736,900,000","844,200,000","802,400,000","757,900,000","1,498,600,000","808,600,000","797,100,000","797,300,000","1,266,500,000","518,500,000","501,900,000","489,000,000","1,063,000,000","437,800,000","403,500,000","377,800,000","865,600,000","355,867,000","334,631,000","341,989,000","896,464,000","391,625,000","386,093,000","303,829,000","679,835,000","281,347,000","272,875,000","251,731,000","542,572,000","219,116,000","185,928,000","167,129,000","430,065,000",,,,"361,270,000",,,,"318,501,000",,,,"279,040,000",,,,"262,545,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0"
				MachineryFurnitureEquipment,,"1,434,900,000",,,,"1,282,700,000",,,,"1,137,600,000",,,,"1,118,400,000",,,,"944,900,000",,,,"766,300,000",,,,"792,305,000",,,,"581,847,000",,,,"469,820,000",,,,"369,071,000",,,,"329,491,000",,,,"287,081,000",,,,"101,067,000",,,,"97,900,000"
				OtherProperties,"867,800,000","313,600,000","932,200,000","915,000,000","910,600,000","335,900,000","844,200,000","802,400,000","757,900,000","257,100,000","808,600,000","797,100,000","797,300,000","36,200,000","518,500,000","501,900,000","489,000,000","35,000,000","437,800,000","403,500,000","377,800,000","32,800,000","355,867,000","334,631,000","341,989,000","33,098,000","391,625,000","386,093,000","303,829,000","32,776,000","281,347,000","272,875,000","251,731,000","33,956,000","219,116,000","185,928,000","167,129,000","26,150,000",,,,,,,,,,,,"131,538,000",,,,"119,465,000"
				Leases,,"135,700,000",,,,"118,300,000",,,,"103,900,000",,,,"111,900,000",,,,"83,100,000",,,,"66,500,000",,,,"71,061,000",,,,"65,212,000",,,,"38,796,000",,,,"34,844,000",,,,"31,779,000",,,,"31,420,000",,,,"46,435,000",,,,"45,180,000"
			AccumulatedDepreciation,,"-972,900,000",,,,"-837,000,000",,,,"-731,900,000",,,,"-710,600,000",,,,"-584,700,000",,,,"-485,300,000",,,,"-478,296,000",,,,"-377,562,000",,,,"-309,199,000",,,,"-275,981,000",,,,"-241,859,000",,,,"-225,092,000",,,,"-189,875,000",,,,"-179,958,000"
		GoodwillAndOtherIntangibleAssets,"5,237,700,000","5,557,100,000","5,394,800,000","5,487,900,000","5,491,300,000","5,492,900,000","5,241,200,000","5,008,400,000","5,049,200,000","5,263,200,000","4,508,200,000","4,594,600,000","4,680,700,000","4,589,300,000","4,594,300,000","4,662,200,000","4,810,800,000","4,714,000,000","4,445,000,000","3,785,800,000","3,680,500,000","3,588,900,000","3,701,267,000","3,734,203,000","3,895,384,000","4,511,571,000","4,535,051,000","4,713,207,000","1,599,479,000","1,613,622,000","1,590,934,000","1,605,121,000","1,619,342,000","1,629,299,000","1,722,027,000","1,735,803,000","1,751,989,000","1,768,394,000","1,750,407,000","1,298,317,000","1,309,040,000","936,368,000","945,094,000","953,891,000","824,442,000","832,897,000","597,353,000","602,224,000","601,531,000","599,355,000","607,583,000","606,766,000","615,014,000","560,085,000"
			Goodwill,"3,957,600,000","4,331,200,000","4,129,500,000","4,168,900,000","4,135,600,000","4,108,100,000","3,924,900,000","3,744,100,000","3,742,600,000","3,864,300,000","3,367,000,000","3,400,700,000","3,431,700,000","3,361,500,000","3,339,000,000","3,372,700,000","3,454,200,000","3,368,700,000","3,188,800,000","2,733,800,000","2,653,300,000","2,578,100,000","2,632,178,000","2,629,941,000","2,703,914,000","3,134,826,000","3,119,485,000","3,057,642,000","1,207,144,000","1,207,146,000","1,184,374,000","1,184,374,000","1,184,374,000","1,181,681,000","1,250,888,000","1,249,271,000","1,248,261,000","1,247,459,000","1,220,384,000","934,762,000","933,298,000","709,944,000","712,561,000","712,561,000","632,668,000","632,668,000","503,240,000","501,996,000","494,283,000","490,829,000","489,245,000","487,219,000","487,003,000","447,372,000"
			OtherIntangibleAssets,"1,280,100,000","1,225,900,000","1,265,300,000","1,319,000,000","1,355,700,000","1,384,800,000","1,316,300,000","1,264,300,000","1,306,600,000","1,398,900,000","1,141,200,000","1,193,900,000","1,249,000,000","1,227,800,000","1,255,300,000","1,289,500,000","1,356,600,000","1,345,300,000","1,256,200,000","1,052,000,000","1,027,200,000","1,010,800,000","1,069,089,000","1,104,262,000","1,191,470,000","1,376,745,000","1,415,566,000","1,655,565,000","392,335,000","406,476,000","406,560,000","420,747,000","434,968,000","447,618,000","471,139,000","486,532,000","503,728,000","520,935,000","530,023,000","363,555,000","375,742,000","226,424,000","232,533,000","241,330,000","191,774,000","200,229,000","94,113,000","100,228,000","107,248,000","108,526,000","118,338,000","119,547,000","128,011,000","112,713,000"
		InvestmentsAndAdvances,,"216,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,,"216,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,708,000","1,773,000","1,773,000","1,773,000",,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0"
		NonCurrentDeferredAssets,"5,000,000","6,600,000","8,700,000","9,100,000","9,000,000","9,100,000","9,500,000","9,100,000","9,100,000","9,800,000","10,700,000","11,100,000","11,400,000","11,100,000","15,400,000","15,700,000","16,600,000","15,900,000","16,900,000","16,400,000","15,800,000","15,600,000",,,,,,,,,,,,,,,,"0","0","0","0","10,480,000","23,340,000","20,977,000","21,548,000","21,879,000","66,054,000","63,920,000","63,948,000","66,257,000","91,422,000","97,924,000","98,176,000","108,368,000"
			NonCurrentDeferredTaxesAssets,"5,000,000","6,600,000","8,700,000","9,100,000","9,000,000","9,100,000","9,500,000","9,100,000","9,100,000","9,800,000","10,700,000","11,100,000","11,400,000","11,100,000","15,400,000","15,700,000","16,600,000","15,900,000","16,900,000","16,400,000","15,800,000","15,600,000",,,,,,,,,,,,,,,,"0","0","0","0","10,480,000","23,340,000","20,977,000","21,548,000","21,879,000","66,054,000","63,920,000","63,948,000","66,257,000","91,422,000","97,924,000","98,176,000","108,368,000"
		NonCurrentPrepaidAssets,,"79,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DefinedPensionBenefit,,"130,500,000",,,,,,,,,,,,,,,,,,,,"19,600,000","42,524,000","39,534,000","36,188,000","32,922,000","31,245,000","27,026,000","22,723,000","18,589,000","72,512,000","68,659,000","64,801,000","60,955,000",,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"929,100,000","4,700,000","392,700,000","382,900,000","358,000,000","365,700,000","325,000,000","309,300,000","297,900,000","270,600,000","130,600,000","120,900,000","116,800,000","99,500,000","130,100,000","234,700,000","221,900,000","214,500,000","183,800,000","170,200,000","160,800,000","125,900,000","121,092,000","119,778,000","598,803,000","48,697,000","43,414,000","39,350,000","24,475,000","26,363,000","27,255,000","24,059,000","24,926,000","105,979,000","27,399,000","24,011,000","44,686,000","47,299,000","46,890,000","23,800,000","38,382,000","21,193,000","27,699,000","28,326,000","26,196,000","26,697,000","16,661,000","15,381,000","16,079,000","16,831,000","12,379,000","7,872,000","15,895,000","8,910,000"
TotalLiabilitiesNetMinorityInterest,"5,483,100,000","4,965,600,000","4,928,700,000","4,943,400,000","5,039,000,000","4,863,600,000","4,798,300,000","4,831,800,000","4,847,600,000","4,794,400,000","4,225,400,000","4,023,300,000","4,170,600,000","3,829,700,000","3,709,900,000","3,966,000,000","4,062,600,000","4,094,900,000","3,955,600,000","3,432,800,000","3,363,100,000","3,298,800,000","3,209,621,000","3,275,199,000","4,168,682,000","4,243,916,000","4,305,461,000","4,531,341,000","2,072,777,000","2,134,287,000","1,951,716,000","1,998,992,000","2,040,478,000","1,956,862,000","1,946,870,000","2,073,846,000","2,163,823,000","2,104,745,000","2,161,385,000","1,806,661,000","1,902,301,000","1,639,596,000","1,538,806,000","1,552,529,000","1,395,522,000","1,331,532,000","987,267,000","999,693,000","1,057,427,000","1,031,902,000","2,217,893,000","2,037,824,000","2,011,495,000","1,938,700,000"
	CurrentLiabilities,"2,404,600,000","1,843,200,000","1,843,100,000","1,493,900,000","1,622,900,000","1,430,800,000","1,422,900,000","1,490,300,000","1,597,900,000","1,491,800,000","973,600,000","920,800,000","1,058,400,000","1,324,600,000","1,219,200,000","1,466,300,000","1,558,100,000","1,337,600,000","1,203,100,000","737,200,000","672,400,000","621,600,000","556,490,000","615,166,000","1,416,879,000","1,479,257,000","1,540,758,000","1,710,053,000","709,770,000","771,270,000","561,340,000","608,743,000","515,640,000","431,179,000","456,638,000","585,136,000","650,422,000","585,350,000","668,257,000","612,259,000","567,556,000","349,650,000","506,001,000","511,600,000","492,470,000","720,882,000","392,978,000","323,609,000","325,132,000","300,279,000","391,319,000","425,890,000","558,548,000","504,899,000"
		PayablesAndAccruedExpenses,"345,100,000","329,700,000","450,800,000","396,600,000","396,700,000","410,500,000","378,900,000","369,800,000","337,300,000","381,800,000","367,600,000","240,900,000","238,800,000","268,700,000","243,700,000","216,400,000","230,600,000","228,500,000","210,200,000","161,400,000","164,200,000","183,100,000","192,301,000","179,908,000","187,589,000","245,664,000","266,467,000","246,361,000","142,471,000","180,726,000","164,288,000","157,350,000","165,059,000","107,290,000","171,285,000","157,961,000","150,261,000","107,933,000","179,751,000","153,684,000","145,224,000","162,992,000","335,668,000","121,285,000","115,409,000","115,495,000","106,786,000","86,855,000","105,570,000","108,099,000","100,979,000","84,668,000","81,392,000","83,381,000"
			Payables,"345,100,000","126,300,000","450,800,000","396,600,000","396,700,000","103,100,000","378,900,000","369,800,000","337,300,000","86,800,000","367,600,000","240,900,000","238,800,000","82,400,000","243,700,000","216,400,000","230,600,000","72,000,000","210,200,000","161,400,000","164,200,000","90,400,000","192,301,000","179,908,000","187,589,000","245,664,000","266,467,000","246,361,000","142,471,000","87,432,000","164,288,000","157,350,000","165,059,000",,"171,285,000","157,961,000","150,261,000",,"179,751,000","153,684,000","144,974,000",,"335,668,000","121,285,000","107,246,000","111,995,000","101,502,000","81,571,000","100,286,000","102,815,000",,,"81,392,000","83,381,000"
				AccountsPayable,"251,200,000","117,300,000","440,000,000","386,900,000","380,200,000","99,300,000","369,300,000","322,400,000","315,600,000","80,000,000","362,800,000","236,700,000","236,300,000","77,200,000","243,700,000","216,400,000","223,800,000","68,900,000","210,200,000","161,400,000","162,100,000","90,400,000","192,301,000","163,413,000","179,671,000","245,664,000","266,467,000","246,361,000","142,471,000","87,432,000","164,288,000","157,350,000","156,893,000",,"171,285,000","157,961,000","150,261,000",,"176,464,000",,,,"146,358,000",,"88,458,000","111,995,000","99,285,000","81,571,000","78,001,000","101,401,000",,,"66,388,000","83,381,000"
				TotalTaxPayable,"93,900,000","9,000,000","10,800,000","9,700,000","16,500,000","3,800,000","9,600,000","47,400,000","21,700,000","6,800,000","4,800,000","4,200,000","2,500,000","5,200,000","0",,"6,800,000","3,100,000",,,"2,100,000",,,"16,495,000","7,918,000",,,,,,,,"8,166,000",,,,,,"3,287,000",,,,,,"18,788,000","0","2,217,000","0","22,285,000","1,414,000",,,"15,004,000","0"
					IncomeTaxPayable,"93,900,000","9,000,000","10,800,000","9,700,000","16,500,000","3,800,000","9,600,000","47,400,000","21,700,000","6,800,000","4,800,000","4,200,000","2,500,000","5,200,000","0",,"6,800,000","3,100,000",,,"2,100,000",,,"16,495,000","7,918,000",,,,,,,,,,,,,,"3,287,000",,,,,,,"0","2,217,000","0","22,285,000",,,,"15,004,000",
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"189,310,000",,,,,,,,,,,
			CurrentAccruedExpenses,,"203,400,000",,,,"307,400,000",,,,"295,000,000",,,,"186,300,000",,,,"156,500,000",,,,"92,700,000",,,,"245,664,000",,,,"93,294,000",,,,"107,290,000",,,,"107,933,000","0","0","250,000",,,"0","8,163,000","3,500,000","5,284,000","5,284,000","5,284,000","5,284,000",,,,
				InterestPayable,,"16,300,000",,,,"20,700,000",,,,"19,000,000",,,,"17,200,000",,,,"18,300,000",,,,,,,,"105,773,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,,,,,,,"900,000","1,831,000","1,831,000","1,831,000","1,831,000","1,894,000","1,894,000","1,894,000","1,894,000","2,437,000","2,437,000","2,437,000","2,437,000","1,734,000","1,734,000","1,734,000","1,734,000","2,912,000","2,912,000","2,912,000","4,012,000","4,663,000","4,663,000",,"4,663,000",,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"1,332,200,000","1,012,500,000","807,900,000","442,000,000","502,300,000","553,000,000","499,600,000","490,900,000","482,700,000","540,000,000","64,300,000","120,000,000","217,500,000","672,800,000","542,300,000","736,900,000","740,900,000","724,400,000","602,900,000","126,800,000","6,600,000","106,800,000","6,899,000","2,256,000","709,143,000","874,811,000","905,473,000","1,025,797,000","205,878,000","336,058,000","140,455,000","139,781,000","4,317,000","4,448,000","39,459,000","137,870,000","183,979,000","195,263,000","265,794,000","201,783,000","130,478,000","5,554,000","165,670,000","170,663,000","129,997,000","437,717,000","128,325,000","53,935,000","4,723,000","66,660,000","131,528,000","160,372,000","189,966,000","219,398,000"
			CurrentDebt,"1,284,800,000","959,600,000","754,400,000","390,000,000","450,000,000","499,900,000","449,700,000","449,600,000","440,000,000","495,000,000","10,000,000","70,000,000","170,000,000","665,000,000","534,800,000","729,700,000","729,500,000","715,000,000","595,000,000","120,000,000","6,600,000","100,000,000",,,"705,000,000","870,000,000","900,000,000","1,020,000,000","200,000,000","330,000,000","135,000,000","135,000,000","4,317,000",,"35,000,000","135,000,000","180,000,000","190,000,000","265,794,000","201,783,000","130,478,000","5,554,000","165,670,000","170,663,000","129,997,000","437,717,000","128,325,000","53,935,000","4,723,000","66,660,000","131,528,000","160,372,000","189,966,000","219,398,000"
				LineOfCredit,"935,000,000","610,000,000","405,000,000","390,000,000","0","50,000,000","0",,"440,000,000","495,000,000","10,000,000","70,000,000","170,000,000","415,000,000","285,000,000","480,000,000","480,000,000","715,000,000","595,000,000","120,000,000","0","100,000,000","0","0","705,000,000","870,000,000","900,000,000","1,020,000,000","30,000,000","160,000,000",,,,"0","0","0","0","10,000,000",,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"349,800,000","349,600,000","349,400,000",,"450,000,000","449,900,000","449,700,000","449,600,000","440,000,000","495,000,000","10,000,000","70,000,000","170,000,000","250,000,000","249,800,000","249,700,000","249,500,000","715,000,000","595,000,000","120,000,000",,"100,000,000",,,"705,000,000","870,000,000","900,000,000","1,020,000,000","170,000,000","170,000,000","135,000,000","135,000,000",,,"35,000,000","135,000,000","180,000,000","180,000,000",,,,,,,,,,,,,,,,
