name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,12/31/1990
TotalAssets,"14,256,100,000","13,432,500,000","12,618,745,000","12,221,686,000","12,115,059,000","11,751,808,000","11,301,633,000","10,216,367,000","8,893,201,000","8,318,465,000","7,514,553,000","7,033,471,000","6,543,114,000","6,245,898,000","4,620,840,000","4,335,386,000","3,952,974,000","3,546,014,000","3,198,325,000","3,285,594,000","2,946,703,000","2,896,787,000","2,609,641,000","2,548,982,000","2,487,906,000","2,498,875,000","2,433,993,000","2,374,073,000","2,165,827,000","2,334,679,000","2,406,086,000","2,117,820,000","2,197,108,000","2,319,041,000","2,582,748,000","2,584,329,000","2,392,234,000","2,759,288,000","2,718,823,000","2,604,856,000","2,345,843,000","2,204,280,000","2,091,998,000","1,763,100,000","1,538,487,000","1,725,446,000","1,888,829,000","1,654,202,000","1,770,302,000","1,955,488,000","1,573,491,000","1,439,876,000","1,565,883,000","980,479,000","1,067,554,000","970,805,000","889,505,000","601,477,000","655,148,000","761,070,000","835,095,000","921,579,000","902,111,000","625,478,000","524,658,000","548,998,000","550,575,000","596,903,000","484,229,000","545,453,000","574,362,000","624,051,000","669,188,000","724,411,000","742,676,000","787,456,000","840,306,000","815,720,000","831,069,000","860,474,000","875,510,000","925,131,000","922,370,000","766,834,000","769,544,000","772,881,000","774,563,000","428,322,000","396,931,000","232,400,000","224,800,000","238,600,000","249,700,000","266,300,000","277,900,000","274,900,000","283,300,000","295,600,000","298,700,000","300,700,000","289,600,000","143,500,000","143,500,000","73,700,000","90,300,000","99,000,000","98,300,000","106,100,000","111,800,000","116,200,000","106,700,000","110,400,000","113,900,000","61,000,000","50,800,000","51,600,000","48,700,000","51,000,000","52,900,000","54,500,000","55,500,000","57,100,000","32,400,000","7,300,000","9,200,000"
	CurrentAssets,"10,361,300,000","9,560,600,000","8,852,540,000","8,457,514,000","8,539,307,000","8,133,379,000","7,458,456,000","6,694,320,000","5,446,400,000","4,822,829,000","4,777,094,000","4,710,968,000","4,183,039,000","3,843,109,000","3,686,611,000","3,407,423,000","3,041,116,000","2,648,963,000","2,327,974,000","2,180,572,000","1,871,814,000","1,831,540,000","1,501,901,000","1,454,150,000","1,402,835,000","1,407,153,000","1,359,452,000","1,294,689,000","1,358,203,000","1,546,511,000","1,650,096,000","1,347,384,000","1,430,330,000","1,588,576,000","1,648,631,000","1,716,590,000","1,565,783,000","1,589,585,000","1,634,523,000","1,593,305,000","1,436,114,000","1,331,254,000","1,245,825,000","827,124,000","872,974,000","1,057,039,000","1,226,439,000","1,004,555,000","1,126,768,000","1,307,026,000","914,066,000","782,756,000","902,173,000","867,581,000","953,018,000","857,628,000","783,938,000","496,851,000","543,279,000","637,657,000","706,540,000","771,406,000","742,700,000","452,589,000","370,048,000","385,055,000","424,334,000","465,310,000","350,029,000","406,712,000","432,832,000","474,215,000","533,438,000","593,806,000","610,275,000","649,242,000","697,975,000","656,572,000","673,653,000","707,608,000","723,783,000","776,092,000","428,418,000","330,474,000","333,278,000","403,186,000","722,185,000","385,519,000","353,751,000","195,200,000","194,100,000","211,300,000","226,700,000","248,700,000","260,900,000","257,900,000","267,500,000","281,600,000","285,500,000","287,800,000","276,800,000","132,200,000","132,400,000","62,200,000","78,600,000","87,900,000","87,700,000","95,200,000","100,600,000","106,900,000","97,100,000","101,900,000","105,800,000","53,100,000","42,900,000","43,700,000","40,700,000","44,000,000","46,800,000","48,100,000","49,200,000","51,700,000","27,400,000","2,500,000","4,600,000"
		CashCashEquivalentsAndShortTermInvestments,"8,238,100,000","7,524,900,000","6,960,885,000","6,707,993,000","6,923,968,000","6,658,897,000","6,151,058,000","5,450,769,000","4,190,396,000","3,808,294,000","3,996,331,000","3,951,222,000","3,478,035,000","3,168,242,000","3,055,885,000","2,767,755,000","2,477,017,000","2,088,666,000","1,812,248,000","1,668,650,000","1,408,782,000","1,434,557,000","1,128,441,000","1,071,436,000","1,025,618,000","1,042,462,000","1,005,830,000","1,016,450,000","1,181,134,000","1,387,106,000","1,477,737,000","1,219,161,000","1,324,200,000","1,465,076,000","1,422,650,000","1,430,696,000","1,239,354,000","1,321,215,000","1,298,542,000","1,223,334,000","980,867,000","968,922,000","658,685,000","593,491,000","823,452,000","1,031,411,000","1,203,011,000","979,145,000","1,092,683,000","1,284,913,000","856,610,000","754,364,000","869,186,000","832,101,000","920,067,000","832,062,000","749,643,000","460,871,000","502,550,000","592,967,000","655,140,000","704,626,000","694,755,000","262,341,000","339,459,000","361,157,000","399,165,000","446,606,000","334,332,000","392,320,000","418,427,000","460,368,000","520,574,000","583,164,000","595,604,000","633,396,000","680,089,000","634,984,000","651,354,000","679,845,000","699,030,000","743,202,000","381,866,000","320,028,000","323,336,000","388,599,000","713,347,000","378,385,000","347,248,000","31,500,000","188,100,000","11,200,000","19,800,000","24,200,000","49,700,000","36,300,000","58,400,000","71,500,000","177,200,000","188,600,000","84,900,000","34,900,000","39,100,000","9,300,000","20,200,000","28,400,000","39,400,000","44,100,000","51,400,000","71,600,000","48,500,000","21,300,000","54,300,000","28,600,000","15,000,000","6,500,000","15,000,000","11,600,000","22,700,000","16,300,000","24,800,000","27,600,000","7,400,000","2,300,000","4,400,000"
			CashAndCashEquivalents,"7,600,100,000","6,795,000,000","6,275,698,000","6,063,678,000","6,304,330,000","5,988,187,000","5,358,087,000","4,831,332,000","3,593,412,000","3,109,322,000","3,397,941,000","3,294,684,000","2,893,885,000","2,650,134,000","2,478,302,000","2,145,359,000","1,995,893,000","1,665,412,000","1,384,966,000","1,223,130,000","1,003,679,000","1,183,945,000","719,692,000","605,866,000","604,245,000","714,768,000","756,250,000","870,543,000","664,879,000","625,259,000","718,563,000","420,558,000","424,045,000","569,299,000","583,181,000","531,247,000","379,099,000","489,407,000","436,886,000","454,061,000","267,923,000","475,320,000","542,545,000","458,195,000","446,536,000","243,197,000","569,901,000","337,608,000","396,547,000","446,658,000","559,133,000","408,949,000","602,199,000","389,115,000","542,876,000","549,632,000","490,696,000","355,663,000","253,979,000","168,718,000","354,328,000","213,171,000","483,431,000","41,430,000","81,827,000","78,045,000","101,619,000","194,695,000","37,371,000","55,006,000","37,037,000","63,692,000","53,007,000","98,159,000","77,449,000","133,410,000","180,773,000","108,098,000","103,594,000","125,268,000","176,229,000","189,205,000","195,951,000","168,527,000","222,662,000","322,090,000","471,429,000","183,208,000","191,750,000","31,500,000","22,400,000","11,200,000","19,800,000","24,200,000","49,700,000","36,300,000","58,400,000","71,500,000","177,200,000","188,600,000","84,900,000","34,900,000","39,100,000","9,300,000","20,200,000","28,400,000","39,400,000","44,100,000","51,400,000","71,600,000","48,500,000","21,300,000","54,300,000","28,600,000","15,000,000","6,500,000","15,000,000","11,600,000","22,700,000","16,300,000","24,800,000","27,600,000","7,400,000","2,300,000","4,400,000"
			OtherShortTermInvestments,"638,000,000","729,900,000","685,187,000","644,315,000","619,638,000","670,710,000","792,971,000","619,437,000","596,984,000","698,972,000","598,390,000","656,538,000","584,150,000","518,108,000","577,583,000","622,396,000","481,124,000","423,254,000","427,282,000","445,520,000","405,103,000","250,612,000","408,749,000","465,570,000","421,373,000","327,694,000","249,580,000","145,907,000","516,255,000","761,847,000","759,174,000","798,603,000","900,155,000","895,777,000","839,469,000","899,449,000","860,255,000","831,808,000","861,656,000","769,273,000","712,944,000","493,602,000","116,140,000","135,296,000","376,916,000","788,214,000","633,110,000","641,537,000","696,136,000","838,255,000","297,477,000","345,415,000","266,987,000","442,986,000","377,191,000","282,430,000","258,947,000","105,208,000","248,571,000","424,249,000","300,812,000","491,455,000","211,324,000","220,911,000","257,632,000","283,112,000","297,546,000","251,911,000","296,961,000","337,314,000","381,390,000","396,676,000","467,567,000","485,005,000","518,155,000","499,986,000","499,316,000","526,886,000","547,760,000","554,577,000","522,801,000","553,997,000","185,915,000","151,501,000","100,674,000","66,509,000","241,918,000","195,177,000","155,498,000",,"165,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"1,292,800,000","1,136,800,000","1,100,372,000","929,142,000","977,551,000","885,352,000","791,917,000","791,768,000","845,269,000","633,518,000","443,315,000","464,900,000","438,297,000","476,462,000","379,755,000","393,439,000","327,294,000","384,503,000","263,493,000","247,949,000","207,955,000","204,296,000","182,229,000","189,356,000","181,878,000","189,290,000","165,272,000","94,519,000","80,332,000","90,057,000","114,308,000","81,842,000","59,858,000","85,517,000","120,281,000","164,866,000","194,054,000","143,250,000","139,629,000","185,618,000","232,228,000","183,135,000","445,661,000","96,016,000","5,594,000","12,529,000","4,964,000","3,548,000","7,876,000","9,601,000","42,956,000","14,762,000","16,702,000","23,489,000","21,966,000","15,365,000","24,825,000","31,320,000","34,658,000","37,189,000","44,099,000","62,923,000","42,614,000","183,668,000","23,779,000","20,595,000","20,764,000","13,941,000","10,866,000","11,891,000","8,480,000","9,939,000","7,937,000","7,324,000","7,850,000","9,720,000","11,925,000","13,200,000","13,100,000","18,056,000","14,342,000","20,265,000","35,925,000","8,414,000","7,615,000","12,262,000","7,087,000","5,434,000","4,506,000","5,900,000","4,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccountsReceivable,"1,292,800,000","1,136,800,000","1,100,372,000","929,142,000","977,551,000","885,352,000","791,917,000","791,768,000","845,269,000","633,518,000","443,315,000","464,900,000","438,297,000","409,688,000","379,755,000","393,439,000","327,294,000","281,343,000","263,493,000","247,949,000","207,955,000","201,083,000","182,229,000","189,356,000","181,878,000","177,639,000","165,272,000","94,519,000","80,332,000","75,964,000","114,308,000","81,842,000","59,858,000","85,517,000","120,281,000","164,866,000","194,054,000","143,250,000","139,629,000","185,618,000","232,228,000","183,135,000","445,661,000","96,016,000","5,594,000","12,529,000","4,964,000","3,548,000","7,876,000","9,601,000","10,173,000","14,762,000","16,702,000","23,489,000","21,966,000","15,365,000","24,825,000","31,320,000","34,658,000","37,189,000","44,099,000","62,923,000","42,614,000","183,668,000","23,779,000","20,595,000","20,764,000","13,941,000","10,866,000","11,891,000","8,480,000","9,939,000","7,937,000","7,324,000","7,850,000","9,720,000","11,925,000","13,200,000","13,100,000","18,056,000","14,342,000","20,265,000","35,925,000","8,414,000","7,615,000","12,262,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,"3,213,000",,,,"11,651,000",,,,"14,093,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,"66,774,000",,,,"103,160,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,783,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"338,900,000","353,100,000","333,456,000","321,620,000","298,863,000","280,777,000","245,460,000","219,218,000","187,087,000","167,502,000","162,306,000","143,017,000","136,698,000","124,360,000","124,150,000","115,025,000","117,346,000","111,830,000","98,192,000","92,263,000","82,020,000","77,604,000","71,799,000","66,589,000","63,200,000","57,207,000","49,197,000","42,113,000","34,089,000","30,848,000","16,753,000","11,982,000","11,261,000","14,147,000","13,537,000","19,509,000","21,532,000","30,464,000","86,275,000","87,805,000","129,595,000","112,430,000","67,654,000","52,622,000","17,816,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
