name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994
TotalAssets,"1,381,017,000","1,303,930,000","1,320,174,000","1,454,000,000","1,372,661,000","1,287,889,000","1,255,979,000","1,223,306,000","1,130,048,000","1,044,555,000","1,021,657,000","903,065,000","938,667,000","952,446,000","939,668,000","264,924,000","246,007,000","195,796,000","202,723,000","247,942,000","243,952,000","267,357,000","289,944,000","419,738,000","439,431,000","276,393,000","266,780,000","315,361,000","317,065,000","343,354,000","378,235,000","407,972,000","383,030,000","358,911,000","367,059,000","382,748,000","361,661,000","345,438,000","338,830,000","368,335,000","403,994,000","382,553,000","394,057,000","411,975,000","362,084,000","364,639,000","373,774,000","394,713,000","427,017,000","449,317,000","479,817,000","515,976,000","511,601,000","521,934,000","528,531,000","554,626,000","554,346,000","538,229,000","507,943,000","528,897,000","273,004,000","261,915,000","247,617,000","274,238,000","249,913,000","230,685,000","218,662,000","244,242,000","303,227,000","315,077,000","320,518,000","351,025,000","393,286,000","404,162,000","406,018,000","378,480,000","383,648,000","402,629,000","518,871,000","548,343,000","469,746,000","388,302,000","378,175,000","406,594,000","375,346,000","375,311,000","376,832,000","364,945,000","337,163,000","318,300,000","316,900,000","322,200,000","322,700,000","332,700,000","329,400,000","342,900,000","224,400,000","209,900,000","196,700,000","192,300,000","175,400,000","165,200,000","157,200,000","160,200,000","103,500,000","78,100,000","75,100,000","75,700,000","65,300,000","60,400,000","41,100,000"
	CurrentAssets,"695,034,000","587,902,000","610,122,000","768,317,000","686,738,000","588,724,000","670,432,000","650,440,000","541,658,000","426,866,000","407,450,000","429,040,000","462,652,000","466,446,000","459,724,000","131,185,000","111,163,000","88,739,000","101,937,000","146,186,000","147,052,000","168,409,000","225,664,000","361,323,000","394,987,000","230,226,000","219,937,000","263,630,000","258,405,000","265,966,000","308,656,000","329,682,000","318,420,000","291,209,000","286,880,000","285,351,000","235,549,000","251,577,000","237,967,000","261,463,000","276,538,000","242,666,000","241,119,000","253,863,000","247,653,000","234,536,000","238,284,000","250,283,000","259,317,000","253,589,000","274,711,000","301,986,000","296,178,000","297,252,000","309,784,000","333,340,000","319,296,000","311,683,000","291,870,000","318,958,000","179,240,000","169,055,000","162,124,000","171,380,000","150,958,000","132,055,000","123,020,000","147,759,000","173,491,000","187,133,000","191,979,000","207,452,000","225,908,000","232,964,000","226,323,000","193,801,000","196,486,000","212,033,000","213,569,000","240,139,000","278,759,000","225,304,000","208,954,000","235,964,000","231,594,000","241,446,000","257,201,000","261,555,000","247,305,000","232,500,000","223,400,000","227,700,000","223,600,000","229,500,000","223,500,000","238,000,000","136,600,000","123,900,000","114,200,000","115,000,000","106,800,000","103,400,000","107,400,000","112,100,000","62,700,000","57,400,000","52,600,000","46,100,000","41,700,000","36,500,000","20,800,000"
		CashCashEquivalentsAndShortTermInvestments,"285,217,000","211,399,000","247,965,000","379,853,000","317,099,000","217,487,000","317,511,000","287,796,000","192,172,000","80,486,000","57,943,000","71,926,000","65,592,000","54,428,000","52,048,000","96,165,000","71,075,000","48,703,000","58,983,000","101,954,000","101,689,000","139,965,000","191,551,000","321,342,000","105,935,000","200,569,000","181,496,000","215,446,000","215,810,000","231,118,000","265,486,000","267,145,000","256,840,000","218,650,000","195,396,000","189,447,000","169,577,000","175,224,000","163,363,000","165,242,000","182,564,000","143,255,000","145,356,000","149,985,000","151,038,000","131,642,000","123,161,000","124,945,000","119,054,000","109,437,000","108,965,000","122,213,000","126,257,000","122,803,000","136,563,000","134,048,000","136,355,000","131,586,000","129,468,000","132,267,000","100,836,000","92,549,000","88,866,000","86,272,000","70,089,000","57,458,000","47,700,000","68,149,000","69,127,000","86,887,000","92,555,000","107,677,000","114,387,000","124,941,000","101,591,000","51,567,000","53,414,000","53,665,000","47,894,000","52,120,000","117,798,000","66,047,000","55,509,000","67,638,000","76,403,000","83,160,000","106,475,000","113,532,000","107,427,000","98,700,000","102,400,000","97,000,000","37,800,000","52,600,000","68,700,000","78,700,000","25,300,000","15,500,000","12,700,000","16,100,000","10,700,000","6,200,000","13,100,000","9,000,000","6,300,000","9,300,000","8,100,000","4,200,000","5,000,000","2,200,000","2,000,000"
			CashAndCashEquivalents,"285,217,000","211,399,000","247,965,000","379,853,000","317,099,000","217,487,000","317,511,000","287,796,000","192,172,000","80,486,000","57,943,000","71,926,000","65,592,000","54,428,000","52,048,000","96,165,000","71,075,000","48,703,000","58,983,000","101,954,000","84,552,000","67,026,000","48,377,000","318,336,000","96,910,000","170,623,000","129,739,000","156,249,000","143,962,000","158,443,000","193,134,000","199,526,000","181,483,000","137,477,000","125,604,000","132,432,000","139,042,000","175,224,000","163,363,000","165,242,000","182,564,000","143,255,000","145,356,000","149,985,000","151,038,000","131,642,000","123,161,000","124,945,000","119,054,000","109,437,000","108,965,000","122,213,000","126,257,000","122,803,000","136,563,000","134,048,000","136,355,000","131,586,000","129,468,000","132,267,000","100,836,000","92,549,000","88,866,000","86,272,000","70,089,000","57,458,000","47,700,000","68,149,000","69,127,000","86,887,000","92,555,000","107,677,000","114,387,000","124,941,000","101,591,000","51,567,000","53,414,000","50,610,000","43,291,000","33,571,000","103,174,000","51,794,000","25,517,000","36,633,000","33,872,000","35,009,000","44,225,000","49,371,000","37,913,000","37,900,000","33,600,000","33,500,000","37,800,000","52,600,000","68,700,000","78,700,000","25,300,000","15,500,000","12,700,000","16,100,000","10,700,000","6,200,000","13,100,000","9,000,000","6,300,000","9,300,000","8,100,000","4,200,000","5,000,000","2,200,000","2,000,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,"0","17,137,000","72,939,000","143,174,000","3,006,000","9,025,000","29,946,000","51,757,000","59,197,000","71,848,000","72,675,000","72,352,000","67,619,000","75,357,000","81,173,000","69,792,000","57,015,000","30,535,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,055,000","4,603,000","18,549,000","14,624,000","14,253,000","29,992,000","31,005,000","42,531,000","48,151,000","62,250,000","64,161,000","69,514,000","60,800,000","68,800,000","63,500,000",,,,,,,,,,,,,,,,,,,
		Receivables,"394,815,000","360,406,000","344,639,000","361,109,000","347,869,000","356,312,000","336,272,000","347,798,000","335,255,000","331,760,000","335,635,000","341,977,000","360,038,000","377,721,000","371,966,000","21,910,000","27,755,000","24,208,000","28,284,000","27,670,000","35,192,000","17,927,000","21,847,000","20,476,000","21,749,000","15,699,000","23,218,000","33,418,000","29,598,000","20,217,000","26,300,000","40,828,000","34,556,000","36,442,000","48,982,000","52,722,000","50,182,000","61,460,000","57,294,000","72,523,000","76,461,000","82,282,000","78,078,000","84,636,000","86,054,000","94,809,000","105,548,000","111,002,000","113,956,000","120,645,000","139,838,000","153,406,000","144,243,000","148,610,000","151,980,000","185,277,000","168,844,000","168,106,000","153,458,000","176,528,000","69,212,000","67,969,000","64,819,000","76,295,000","71,817,000","64,780,000","62,242,000","57,609,000","91,407,000","89,673,000","90,574,000","89,660,000","98,925,000","96,164,000","111,742,000","127,724,000","125,649,000","134,763,000","102,609,000","166,391,000","136,405,000","136,903,000","99,220,000","147,483,000","132,809,000","107,032,000","100,985,000","128,548,000","102,377,000","117,100,000","106,700,000","115,800,000","62,300,000","84,000,000","103,800,000","113,500,000","74,300,000","85,800,000","78,400,000","75,700,000","55,300,000","53,700,000","47,100,000","57,700,000","50,400,000","27,700,000","10,900,000","24,000,000","12,900,000","10,300,000","5,900,000"
			AccountsReceivable,"49,182,000","35,696,000","38,631,000","52,502,000","49,034,000","46,348,000","52,365,000","56,301,000","61,865,000","51,963,000","48,991,000","47,784,000","45,293,000","56,586,000","53,999,000","21,910,000","27,755,000","24,208,000","28,284,000","27,670,000","35,192,000","17,927,000","21,847,000","20,476,000","21,749,000","14,777,000","21,951,000","30,721,000","28,084,000","19,578,000","24,775,000","38,532,000","31,031,000","30,043,000","36,153,000","36,988,000","28,996,000","39,531,000","22,923,000","31,450,000","27,864,000","35,880,000","21,998,000","27,866,000","63,722,000","74,000,000","79,481,000","83,467,000","83,112,000","118,786,000","36,568,000","49,882,000","46,070,000","52,973,000","48,333,000","86,870,000","63,957,000","66,866,000","46,093,000","47,200,000","59,888,000","61,376,000","59,120,000","64,172,000","61,231,000","44,615,000","45,139,000","52,254,000","54,199,000","50,431,000","47,611,000","52,667,000","60,225,000","64,574,000","63,711,000","77,725,000","77,716,000","76,600,000","72,962,000","95,418,000","81,152,000","83,867,000","71,948,000","86,737,000","75,262,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"56,079,000","42,369,000","46,480,000","61,273,000","56,922,000","55,596,000","60,436,000","62,925,000","64,784,000","53,508,000","52,188,000","51,133,000","48,471,000","60,116,000","56,872,000","24,613,000","30,413,000","25,263,000","29,479,000","28,955,000","36,428,000","19,256,000","23,155,000","22,080,000","23,918,000","16,698,000","23,634,000","32,357,000","30,136,000","22,042,000","27,253,000","41,997,000","33,891,000","32,407,000","37,847,000","38,603,000","30,867,000","41,522,000","24,854,000",,,,"23,855,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-6,897,000","-6,673,000","-7,849,000","-8,771,000","-7,888,000","-9,248,000","-8,071,000","-6,624,000","-2,919,000","-1,545,000","-3,197,000","-3,349,000","-3,178,000","-3,530,000","-2,873,000","-2,703,000","-2,658,000","-1,055,000","-1,195,000","-1,285,000","-1,236,000","-1,329,000","-1,308,000","-1,604,000","-2,169,000","-1,921,000","-1,683,000","-1,636,000","-2,052,000","-2,464,000","-2,478,000","-3,465,000","-2,860,000","-2,364,000","-1,694,000","-1,615,000","-1,871,000","-1,991,000","-1,931,000",,,,"-1,857,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"345,633,000","324,710,000","306,008,000","308,607,000","298,835,000","309,964,000","283,907,000","291,497,000","273,390,000","279,797,000","286,644,000","294,193,000","314,745,000","321,135,000","317,967,000",,,,,,,,,,,"922,000","1,267,000","2,697,000","1,514,000","639,000","1,525,000","2,296,000","3,525,000","6,399,000","12,829,000","15,734,000","21,186,000","21,929,000","34,371,000","41,073,000","48,597,000","46,402,000","56,080,000","56,770,000","22,332,000","20,809,000","26,067,000","27,535,000","30,844,000","1,859,000","103,270,000","103,524,000","98,173,000","95,637,000","103,647,000","98,407,000","104,887,000","101,240,000","107,365,000","129,328,000","9,324,000","6,593,000","5,699,000","12,123,000","10,586,000","20,165,000","17,103,000","5,355,000","37,208,000","39,242,000","42,963,000","36,993,000","38,700,000","31,590,000","48,031,000","49,999,000","47,933,000","58,163,000","29,647,000","70,973,000","55,253,000","53,036,000","27,272,000","60,746,000","57,547,000",,,,,,,,,,,,,,,,,,,,,,,,,,
