name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,07/31/2011,01/31/2011,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000
TotalAssets,"5,887,937,000","5,540,470,000","5,420,025,000","3,467,152,000","3,237,317,000","2,898,313,000","2,679,250,000","2,506,409,000","2,429,893,000","2,445,694,000","2,362,013,000","2,387,808,000","2,545,832,000","1,806,034,000","1,843,325,000","1,814,107,000","1,748,961,000","1,732,866,000","1,801,566,000","1,819,409,000","1,948,386,000","2,192,520,000","2,156,301,000","2,088,641,000","2,051,008,000","2,088,472,000","2,059,110,000","1,996,988,000","1,602,302,000","1,525,999,000","1,452,323,000","1,366,728,000","1,099,956,000","1,025,103,000","992,098,000","929,364,000","859,622,000","789,613,000","742,232,000","650,875,000","633,059,000","586,809,000","565,529,000","501,991,000","390,874,000","342,546,000","358,239,000","340,720,000","347,148,000","316,367,000","347,270,000","304,593,000","321,048,000","274,268,000","319,087,000","278,990,000","278,912,000","279,263,000","296,872,000","253,854,000","247,186,000","232,280,000","261,369,000","224,725,000","230,164,000","226,228,000","270,014,000","229,577,000","222,739,000","206,744,000","249,258,000","222,344,000","233,660,000","228,935,000","254,274,000","233,252,000","229,893,000"
	CurrentAssets,"3,399,061,000","3,091,442,000","3,013,839,000","1,137,816,000","989,408,000","801,484,000","734,900,000","621,439,000","625,721,000","596,952,000","559,479,000","657,622,000","822,065,000","682,693,000","694,038,000","692,502,000","650,131,000","644,930,000","688,995,000","742,116,000","914,670,000","1,138,257,000","1,151,804,000","1,149,164,000","1,244,435,000","1,313,677,000","1,297,713,000","1,294,760,000","934,382,000","912,244,000","918,262,000","901,933,000","661,666,000","613,815,000","603,562,000","577,403,000","551,438,000","492,758,000","460,345,000","384,191,000","367,777,000","322,877,000","304,318,000","244,593,000","262,778,000","228,514,000","260,830,000","244,200,000","249,581,000","220,414,000","251,702,000","208,662,000","223,696,000","176,111,000","198,551,000","167,203,000","172,706,000","172,608,000","186,470,000","147,065,000","142,462,000","127,642,000","143,224,000","109,274,000","116,628,000","111,927,000","150,978,000","107,780,000","102,470,000","101,433,000","135,621,000","105,094,000","111,180,000","99,756,000","128,024,000","110,120,000","110,491,000"
		CashCashEquivalentsAndShortTermInvestments,"2,243,255,000","2,177,889,000","2,198,961,000","291,461,000","229,527,000","100,446,000","89,884,000","17,387,000","17,208,000","47,658,000","38,253,000","11,555,000","37,550,000","5,803,000","7,755,000","22,199,000","20,796,000","17,907,000","22,162,000","21,637,000","80,150,000","229,700,000","225,579,000","208,531,000","337,251,000","480,698,000","387,649,000","454,640,000","179,274,000","211,102,000","157,127,000","181,493,000","10,942,000","13,389,000","8,197,000","15,012,000","9,669,000","8,354,000","15,568,000","10,102,000","10,205,000","8,511,000","9,139,000","13,364,000","2,053,000","1,229,000","1,746,000","2,739,000","1,196,000","1,461,000","1,639,000","1,084,000","2,260,000","1,990,000","3,635,000","1,820,000","1,879,000","1,904,000","1,692,000","3,267,000","2,550,000","2,003,000","3,237,000","2,214,000","1,814,000","1,630,000","2,037,000","1,540,000","2,225,000","22,285,000","2,293,000","2,603,000","2,783,000","2,610,000","1,710,000","2,408,000","2,282,000"
			CashAndCashEquivalents,"2,243,255,000","2,177,889,000","2,198,961,000","291,461,000","229,527,000","100,446,000","89,884,000","17,387,000","17,208,000","47,658,000","38,253,000","11,555,000","37,550,000","5,803,000","7,755,000","22,199,000","20,796,000","17,907,000","22,162,000","21,637,000","80,150,000","87,023,000","55,426,000","37,677,000","237,156,000","349,897,000","226,979,000","304,948,000","103,767,000","148,934,000","157,127,000","181,493,000","10,942,000","13,389,000","8,197,000","15,012,000","9,669,000","8,354,000","15,568,000","10,102,000","10,205,000","8,511,000","9,139,000","13,364,000","2,053,000","1,229,000","1,746,000","2,739,000","1,196,000","1,461,000","1,639,000","1,084,000","2,260,000","1,990,000","3,635,000","1,820,000","1,879,000","1,904,000","1,692,000","3,267,000","2,550,000","2,003,000","3,237,000","2,214,000","1,814,000","1,630,000","2,037,000","1,540,000","2,225,000","22,285,000","2,293,000","2,603,000","2,783,000","2,610,000","1,710,000","2,408,000","2,282,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,"0","0","0","0","142,677,000","170,153,000","170,854,000","100,095,000","130,801,000","160,670,000","149,692,000","75,507,000","62,168,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"232,044,000","81,670,000","93,298,000","89,744,000","74,028,000","73,043,000","81,564,000","55,916,000","49,099,000","49,176,000","51,923,000","95,494,000","108,955,000","95,086,000","62,261,000","50,388,000","38,614,000","31,412,000","40,045,000","45,805,000","48,830,000","47,315,000","39,951,000","40,589,000","42,797,000","28,567,000","32,366,000","22,834,000","25,509,000","25,965,000","27,646,000","24,136,000","18,922,000","22,028,000","22,041,000","22,605,000","17,712,000","17,040,000","19,045,000","17,417,000","17,591,000","11,759,000","12,168,000","4,462,000","11,766,000","8,399,000","8,535,000","9,378,000","8,535,000","7,164,000","12,068,000","9,028,000","9,175,000","5,884,000","9,415,000","6,579,000","6,800,000","6,945,000","6,305,000","5,491,000","5,863,000","5,745,000","5,911,000","4,079,000","3,989,000","3,352,000","4,931,000","3,324,000","5,007,000","3,278,000","4,740,000","4,187,000","5,240,000","8,069,000","7,502,000","5,300,000","4,823,000"
			AccountsReceivable,"65,602,000","57,914,000","60,621,000","59,798,000","60,212,000","59,474,000","59,065,000","55,916,000","49,099,000","48,979,000","45,312,000","44,287,000","48,882,000","40,224,000","42,748,000","40,706,000","38,614,000","31,412,000","34,447,000","34,752,000","34,116,000","34,191,000","35,974,000","34,962,000","32,080,000","28,567,000","32,366,000","22,834,000","25,509,000","25,965,000","27,646,000","24,136,000","18,922,000","22,028,000","22,041,000","22,605,000","17,712,000","17,040,000","19,045,000","17,417,000","17,591,000","11,759,000","12,168,000","4,462,000","11,766,000","8,399,000","8,535,000","9,378,000","8,535,000","7,164,000","12,068,000","9,028,000","9,175,000","5,884,000","9,415,000","6,579,000","6,800,000","6,945,000","6,305,000","5,491,000","5,863,000","5,745,000","5,911,000","4,079,000","3,989,000","3,352,000","4,931,000","3,324,000","5,007,000","3,278,000","4,740,000","4,187,000","5,240,000","8,069,000","7,502,000","5,300,000","4,823,000"
				GrossAccountsReceivable,,"61,514,000",,,,"62,774,000","62,365,000","58,916,000","52,299,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-3,600,000",,,,"-3,300,000","-3,300,000","-3,000,000","-3,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,"9,601,000","8,401,000","16,119,000","14,083,000","13,816,000","13,569,000","22,499,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
