name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
OperatingCashFlow,"-49,527,000","-21,985,000","-8,817,000","-14,077,000","-4,648,000","-12,758,000","-3,329,000","-6,206,000","-7,004,000","-9,990,000","-8,859,000","-9,952,000","-10,032,000","-11,126,000"
	CashFlowFromContinuingOperatingActivities,"-49,527,000","-21,985,000","-8,817,000","-14,077,000","-4,648,000","-12,758,000","-3,329,000","-6,206,000","-7,004,000","-9,990,000","-8,859,000","-9,952,000","-10,032,000","-11,126,000"
		NetIncomeFromContinuingOperations,"-105,170,000","-37,037,000","-34,244,000","-21,668,000","-12,221,000","-8,544,000","-14,201,000","-10,855,000","-8,481,000","-4,023,000","-10,292,000","-10,725,000","-11,032,000","-10,541,000"
		DepreciationAmortizationDepletion,"8,271,000","2,826,000","2,630,000","2,084,000","731,000","706,000","707,000","699,000","771,000","907,000","818,000","635,000","583,000","533,000"
			DepreciationAndAmortization,"8,271,000","2,826,000","2,630,000","2,084,000","731,000","706,000","707,000","699,000","771,000","907,000","818,000","635,000","583,000","533,000"
		AmortizationOfSecurities,,,,,,,"0","0","0","0","0","0","-11,000","-58,000"
		AssetImpairmentCharge,"1,330,000",,,,,,,,,"589,000",,,,"247,000"
		ProvisionandWriteOffofAssets,"4,061,000","1,313,000","1,350,000","497,000","901,000","726,000","396,000","254,000",,"589,000",,"247,000",,"247,000"
		UnrealizedGainLossOnInvestmentSecurities,,,"0","0","0","0","0","0","0","-4,413,000","0","0","0","0"
		StockBasedCompensation,"29,215,000","8,962,000","7,742,000","5,989,000","6,522,000","5,171,000","6,020,000","2,868,000","1,144,000","1,026,000","925,000","815,000","821,000","595,000"
		OtherNonCashItems,,"488,000","487,000",,,,"294,000","91,000","271,000","118,000","13,000","14,000","13,000","14,000"
		ChangeInWorkingCapital,"13,034,000","1,463,000","13,218,000","-1,066,000","-581,000","-10,817,000","3,455,000","737,000","-1,064,000","-4,194,000","-570,000","-938,000","-653,000","-1,916,000"
			ChangeInReceivables,"-15,882,000","-2,502,000","-7,381,000","-2,188,000","-3,811,000","-3,899,000","-1,832,000","-1,468,000","-4,539,000","-1,466,000","-2,710,000","161,000","-744,000","-3,004,000"
				ChangesInAccountReceivables,"-15,882,000","-2,502,000","-7,381,000","-2,188,000","-3,811,000","-3,899,000","-1,832,000","-1,468,000","-4,539,000","-1,466,000","-2,710,000","161,000","-744,000","-3,004,000"
