name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996
				AllowanceForDoubtfulAccountsReceivable,,"-79,000,000",,,,"-73,000,000",,,,"-64,000,000",,,,"-63,000,000",,,,"-85,000,000",,,,"-87,000,000",,,,"-103,000,000",,,,"-118,000,000",,,,"-117,000,000",,,,"-135,000,000",,,,"-49,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,"68,000,000",,,,"65,000,000",,,,"72,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,"19,000,000",,,,"29,000,000",,,,"47,000,000",,,,"244,000,000",,,,"42,000,000",,,,"65,000,000",,,,"18,000,000",,,,"18,000,000",,,,"18,000,000",,,,"23,000,000",,,,"18,000,000",,,,,,,,"23,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-96,000,000",,,,,,,,"-135,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,,"28,000,000",,,,"26,000,000",,,,"23,000,000",,,,"33,000,000",,,,"31,000,000",,,,"32,000,000",,,,"33,000,000",,,,"37,000,000",,,,"46,000,000",,,,"55,000,000",,,,,,,,,,,,"79,000,000",,,,,,,,,"85,000,000","82,000,000","80,000,000","73,000,000","323,000,000","345,000,000","332,000,000","322,000,000","330,000,000","340,000,000","329,000,000","312,000,000","324,000,000","336,000,000","325,000,000","310,000,000","328,000,000","342,000,000","315,000,000","287,000,000","284,000,000","288,000,000","266,000,000","256,000,000","275,014,258","251,834,226","246,114,811","232,030,937","231,976,222","239,033,529","281,007,345","329,004,013"
			RawMaterials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,000,000",,,,"22,000,000",,,,"23,000,000",,,,"26,000,000",,,,"40,000,000",,,,"45,000,000",,,,,,,,
			WorkInProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,000,000",,,,"28,000,000",,,,"33,000,000",,,,"34,000,000",,,,"34,000,000",,,,"32,000,000",,,,,,,,
			FinishedGoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,000,000",,,,"272,000,000",,,,"256,000,000",,,,"250,000,000",,,,"213,000,000",,,,"179,000,000",,,,,,,,
		PrepaidAssets,"445,000,000","170,000,000","463,000,000","425,000,000","448,000,000","126,000,000","412,000,000","509,000,000","558,000,000","130,000,000","554,000,000","527,000,000","553,000,000","142,000,000","419,000,000","380,000,000","397,000,000","391,000,000","724,000,000","735,000,000","740,000,000","316,000,000","668,000,000","698,000,000","671,000,000","358,000,000","726,000,000","741,000,000","707,000,000","407,000,000","584,000,000","590,000,000","684,000,000","390,000,000","661,000,000","567,000,000","617,000,000","350,000,000","604,000,000","513,000,000","619,000,000","641,000,000","562,000,000","662,000,000","919,000,000","912,000,000","835,000,000","783,000,000","805,000,000","371,000,000","636,000,000","658,000,000","926,000,000","952,000,000","917,000,000","801,000,000","506,000,000","508,000,000","452,000,000","357,000,000","303,000,000","297,000,000","363,000,000","328,000,000","349,000,000","325,000,000","315,000,000","339,000,000","332,000,000","313,000,000","303,000,000","394,000,000","336,000,000","309,000,000","260,000,000","290,000,000","235,000,000","274,000,000","317,000,000","352,000,000","322,000,000","313,000,000","337,747,925",,,,,,,
		CurrentDeferredAssets,,"140,000,000",,,,"127,000,000",,,,"117,000,000",,,,"110,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000,000","100,000,000","197,000,000","197,000,000","104,000,000","104,000,000","152,000,000","153,000,000","153,000,000","153,000,000","248,000,000","248,000,000","249,000,000","250,000,000","214,000,000","214,000,000","214,000,000","214,000,000","181,000,000","181,000,000","185,000,000","185,000,000","213,000,000","213,000,000","215,000,000","215,000,000",,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000,000","100,000,000","197,000,000","197,000,000","104,000,000","104,000,000","152,000,000","153,000,000","153,000,000","153,000,000","248,000,000","248,000,000","249,000,000","250,000,000","214,000,000","214,000,000","214,000,000","214,000,000","181,000,000","181,000,000","185,000,000","185,000,000","213,000,000","213,000,000","215,000,000","215,000,000",,,,,,,,,,,,
		AssetsHeldForSaleCurrent,"211,000,000",,,,,,,,,,,,,,"14,605,000,000","14,445,000,000","14,687,000,000",,,,,,"1,674,000,000","1,700,000,000","1,723,000,000",,,,,,,,,"0","227,000,000","56,000,000","349,000,000","302,000,000","141,000,000","140,000,000","900,000,000","767,000,000","1,189,000,000","1,144,000,000","202,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,"104,000,000",,,,"81,000,000",,,,"204,000,000",,,,"149,000,000",,,,"126,000,000",,,,"338,000,000",,,,"292,000,000",,,,"213,000,000",,,,"214,000,000",,,,"236,000,000","81,000,000","91,000,000","64,000,000","100,000,000","56,000,000","97,000,000","66,000,000","74,000,000","61,000,000","122,000,000",,"284,000,000","222,000,000","114,000,000",,,,,,"4,000,000","92,000,000","798,000,000","868,000,000","1,039,000,000","72,000,000","88,000,000","32,000,000","6,000,000",,,,,"30,000,000","33,000,000","4,000,000","36,000,000","55,000,000","58,000,000",,,,,,,"13,307,141","400,555,224","419,283,223","436,724,897","396,073,823","270,043,284","438,055,264","352,936,884"
	TotalNonCurrentAssets,"20,488,000,000","19,696,000,000","20,091,000,000","20,676,000,000","19,622,000,000","13,906,000,000","13,879,000,000","13,863,000,000","13,974,000,000","14,224,000,000","13,116,000,000","12,592,000,000","12,463,000,000","12,518,000,000","10,305,000,000","10,367,000,000","10,480,000,000","23,503,000,000","23,507,000,000","23,380,000,000","23,350,000,000","23,218,000,000","23,712,000,000","23,931,000,000","24,207,000,000","25,555,000,000","25,820,000,000","26,284,000,000","26,273,000,000","26,951,000,000","27,545,000,000","28,343,000,000","28,308,000,000","28,539,000,000","28,496,000,000","28,333,000,000","28,632,000,000","28,421,000,000","28,825,000,000","27,646,000,000","28,032,000,000","28,562,000,000","31,253,000,000","31,715,000,000","31,848,000,000","31,872,000,000","31,104,000,000","30,316,000,000","30,420,000,000","30,910,000,000","31,168,000,000","31,427,000,000","31,706,000,000","32,347,000,000","32,283,000,000","34,232,000,000","13,216,000,000","13,153,000,000","13,355,000,000","16,944,000,000","16,999,000,000","16,867,000,000","16,625,000,000","16,560,000,000","16,409,000,000","16,427,000,000","16,400,000,000","16,472,000,000","16,615,000,000","16,751,000,000","16,190,000,000","15,987,000,000","15,612,000,000","15,636,000,000","15,638,000,000","15,534,000,000","15,315,000,000","15,523,000,000","15,519,000,000","15,462,000,000","15,446,000,000","15,639,000,000","15,652,366,770","13,430,497,720","13,389,787,504","13,170,422,723","10,358,401,880","10,355,578,526","10,653,725,079","10,947,391,463"
		NetPPE,"479,000,000","502,000,000","473,000,000","482,000,000","500,000,000","545,000,000","551,000,000","584,000,000","591,000,000","615,000,000","527,000,000","470,000,000","460,000,000","473,000,000","459,000,000","502,000,000","528,000,000","921,000,000","903,000,000","877,000,000","937,000,000","961,000,000","943,000,000","968,000,000","1,019,000,000","1,067,000,000","1,047,000,000","1,095,000,000","1,113,000,000","1,182,000,000","1,161,000,000","1,224,000,000","1,241,000,000","1,291,000,000","1,257,000,000","1,254,000,000","1,325,000,000","1,423,000,000","1,364,000,000","2,963,000,000","2,997,000,000","3,149,000,000","3,025,000,000","3,037,000,000","1,524,000,000","1,567,000,000","1,485,000,000","2,966,000,000","1,447,000,000","1,546,000,000","1,483,000,000","1,508,000,000","1,480,000,000","8,596,000,000","3,404,000,000","3,626,000,000","1,455,000,000","1,452,000,000","1,337,000,000","1,288,000,000","600,000,000","625,000,000","1,444,000,000","1,446,000,000","1,470,000,000","1,531,000,000","1,555,000,000","1,586,000,000","1,589,000,000","1,624,000,000","1,579,000,000","1,591,000,000","1,533,000,000","1,539,000,000","1,498,000,000","1,504,000,000","1,505,000,000","1,548,000,000","1,500,000,000","1,548,000,000","1,539,000,000","1,552,000,000","1,499,904,949","1,399,960,341","1,365,049,160","1,378,850,513","1,103,062,141","1,466,050,778","2,255,124,169","2,439,839,475"
			GrossPPE,,"1,494,000,000",,,,"2,002,000,000",,,,"1,962,000,000",,,,"1,826,000,000",,,,"4,308,000,000",,,,"4,075,000,000",,,,"4,172,000,000",,,,"4,063,000,000",,,,"3,896,000,000",,,,"4,126,000,000",,,,"8,181,000,000",,,,"3,837,000,000",,,,"3,465,000,000",,,,"10,886,000,000","6,130,000,000","6,352,000,000","4,181,000,000","4,178,000,000","2,432,000,000","2,383,000,000","1,695,000,000","1,720,000,000","4,214,000,000","4,216,000,000","4,240,000,000","4,301,000,000","4,264,000,000","4,295,000,000","4,298,000,000","4,333,000,000","3,896,000,000","3,908,000,000","3,850,000,000","3,856,000,000","3,494,000,000","3,500,000,000","3,501,000,000","3,544,000,000","3,332,000,000","3,380,000,000","3,371,000,000","3,384,000,000","3,047,969,077","3,014,739,903","2,914,684,428","3,007,734,364","2,565,148,268","3,095,161,186","4,175,236,096","4,107,770,887"
				Properties,,"923,000,000",,,,"914,000,000",,,,"898,000,000",,,,"757,000,000",,,,"1,371,000,000",,,,"1,319,000,000",,,,"1,321,000,000",,,,"1,323,000,000",,,,"1,338,000,000",,,,"1,270,000,000",,,,"0",,,,"0",,,,"0",,,,,,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"564,000,000",,,,"541,000,000",,,,"494,000,000",,,,"481,000,000",,,,"470,000,000",,,,,,,,
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,213,000,000",,,,"1,212,000,000",,,,"1,121,000,000",,,,,,,,"523,000,000",,,,"463,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"571,000,000",,,,"1,088,000,000",,,,"1,064,000,000",,,,"1,069,000,000",,,,"2,937,000,000",,,,"2,756,000,000",,,,"2,851,000,000",,,,"2,740,000,000",,,,"2,558,000,000",,,,"2,856,000,000",,,,"6,968,000,000",,,,"2,625,000,000",,,,"2,344,000,000",,,,,,,,"1,349,000,000",,,,"1,257,000,000",,"712,000,000","3,508,000,000","1,595,000,000",,,,"2,080,000,000",,,,"3,362,000,000",,"3,500,000,000",,"3,063,000,000",,,,"2,914,000,000",,,,,,,,
				OtherProperties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,306,000,000",,,,,,"3,504,000,000","732,000,000","2,142,000,000",,,,"1,712,000,000",,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,"-992,000,000",,,,"-1,457,000,000",,,,"-1,347,000,000",,,,"-1,353,000,000",,,,"-3,387,000,000",,,,"-3,114,000,000",,,,"-3,105,000,000",,,,"-2,881,000,000",,,,"-2,605,000,000",,,,"-2,703,000,000",,,,"-5,032,000,000",,,,"-2,270,000,000",,,,"-1,919,000,000",,,,"-2,290,000,000","-2,726,000,000","-2,726,000,000","-2,726,000,000","-2,726,000,000","-1,095,000,000","-1,095,000,000","-1,095,000,000","-1,095,000,000","-2,770,000,000","-2,770,000,000","-2,770,000,000","-2,770,000,000","-2,709,000,000","-2,709,000,000","-2,709,000,000","-2,709,000,000","-2,317,000,000","-2,317,000,000","-2,317,000,000","-2,317,000,000","-1,996,000,000","-1,996,000,000","-1,996,000,000","-1,996,000,000","-1,832,000,000","-1,832,000,000","-1,832,000,000","-1,832,000,000","-1,548,064,128","-1,614,779,562","-1,549,635,268","-1,628,883,851","-1,462,086,127","-1,629,110,408","-1,920,111,927","-1,667,931,412"
		GoodwillAndOtherIntangibleAssets,"10,010,000,000","10,093,000,000","10,102,000,000","10,179,000,000","10,189,000,000","10,233,000,000","10,205,000,000","10,159,000,000","10,200,000,000","10,271,000,000","10,032,000,000","9,231,000,000","9,273,000,000","9,308,000,000","9,175,000,000","9,192,000,000","9,288,000,000","21,815,000,000","21,859,000,000","21,799,000,000","21,691,000,000","21,534,000,000","22,056,000,000","22,248,000,000","22,488,000,000","23,781,000,000","24,066,000,000","24,477,000,000","24,415,000,000","25,056,000,000","25,536,000,000","26,265,000,000","26,215,000,000","26,383,000,000","26,293,000,000","26,130,000,000","26,302,000,000","26,073,000,000","26,477,000,000","23,783,000,000","24,008,000,000","24,403,000,000","27,248,000,000","18,906,000,000","29,194,000,000","29,219,000,000","28,560,000,000","17,961,000,000","27,867,000,000","28,319,000,000","28,595,000,000","28,868,000,000","28,733,000,000","22,201,000,000","27,156,000,000","28,612,000,000","10,430,000,000","10,373,000,000","10,288,000,000","10,208,000,000","10,797,000,000","10,660,000,000","13,647,000,000","13,484,000,000","13,378,000,000","13,501,000,000","13,604,000,000","13,658,000,000","13,763,000,000","13,840,000,000","13,093,000,000","12,992,000,000","12,790,000,000","12,622,000,000","12,707,000,000","12,695,000,000","12,771,000,000","12,789,000,000","12,791,000,000","12,752,000,000","12,647,000,000","12,824,000,000","12,869,273,177","10,643,796,682","10,662,226,451","10,829,443,926","7,341,328,541","8,208,476,000","2,928,156,698","2,841,882,525"
			Goodwill,"5,882,000,000","5,940,000,000","5,935,000,000","5,992,000,000","5,977,000,000","5,976,000,000","5,901,000,000","5,821,000,000","5,823,000,000","5,853,000,000","5,664,000,000","5,078,000,000","5,091,000,000","5,076,000,000","5,009,000,000","4,984,000,000","5,061,000,000","15,042,000,000","15,019,000,000","14,856,000,000","14,673,000,000","14,485,000,000","14,795,000,000","14,838,000,000","14,957,000,000","15,878,000,000","16,006,000,000","16,209,000,000","16,044,000,000","16,403,000,000","16,653,000,000","17,060,000,000","16,911,000,000","16,871,000,000","16,741,000,000","16,545,000,000","16,525,000,000","16,256,000,000","16,583,000,000","15,706,000,000","15,752,000,000","15,932,000,000","18,815,000,000","18,906,000,000","18,967,000,000","18,892,000,000","18,515,000,000","17,961,000,000","17,879,000,000","18,130,000,000","18,468,000,000","18,640,000,000","19,044,000,000","19,348,000,000","18,683,000,000","19,994,000,000","7,008,000,000","6,935,000,000","6,804,000,000","6,749,000,000","6,674,000,000","6,552,000,000","9,299,000,000","9,190,000,000","9,023,000,000","9,019,000,000",,,,,,,,,,,,,,,"7,897,000,000","7,903,000,000",,,,,,,,
