name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
TotalAssets,"824,919,000","832,096,000","845,513,000","562,956,000","571,219,000","577,740,000","570,663,000","466,396,000","308,757,000","302,360,000","319,969,000","139,676,000","144,212,000","110,975,000"
	CurrentAssets,"482,494,000","508,391,000","515,337,000","321,050,000","324,743,000","329,799,000","322,766,000","396,953,000","249,859,000","264,239,000","279,819,000","95,025,000","99,310,000","66,858,000"
		CashCashEquivalentsAndShortTermInvestments,"425,419,000","444,981,000","455,185,000","262,756,000","266,434,000","270,871,000","275,137,000","353,117,000","204,560,000","228,277,000","241,419,000","54,076,000","64,634,000","33,192,000"
			CashAndCashEquivalents,"198,428,000","193,227,000","275,765,000","205,095,000","132,627,000","91,954,000","111,239,000","104,185,000","60,965,000","18,032,000","52,059,000","20,819,000","32,208,000","28,431,000"
				CashFinancial,,,,,,,,,,,"1,084,000","136,000","91,000","959,000"
				CashEquivalents,,,,,,,,,,,"50,975,000","20,683,000","32,116,000","27,472,000"
			OtherShortTermInvestments,"226,991,000","251,754,000","179,420,000","57,661,000","133,807,000","178,917,000","163,898,000","248,932,000","143,595,000","210,245,000","189,360,000","33,257,000","32,426,000","4,761,000"
		Receivables,"42,627,000","48,801,000","47,681,000","46,971,000","45,905,000","48,296,000","36,339,000","34,426,000","35,367,000","27,570,000","31,019,000","34,472,000","28,253,000","27,696,000"
			AccountsReceivable,"42,627,000","48,801,000","47,681,000","46,971,000","45,905,000","48,296,000","36,339,000","34,426,000","35,367,000","27,570,000","31,019,000","34,472,000","28,253,000","27,696,000"
				GrossAccountsReceivable,"44,427,000",,"49,481,000","48,471,000","47,405,000",,"37,525,000",,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,800,000",,"-1,800,000","-1,500,000","-1,500,000",,"-1,186,000",,,,,,,
		PrepaidAssets,"14,448,000","14,609,000","12,471,000","11,323,000","12,404,000","10,632,000","11,290,000","8,955,000","9,439,000","7,455,000","6,403,000","5,632,000","5,665,000","5,321,000"
		CurrentDeferredAssets,,,,,,,,"455,000","493,000","937,000","978,000","845,000","758,000","649,000"
	TotalNonCurrentAssets,"342,425,000","323,705,000","330,176,000","241,906,000","246,476,000","247,941,000","247,897,000","69,443,000","58,898,000","38,121,000","40,150,000","44,651,000","44,902,000","44,117,000"
		NetPPE,"45,499,000","44,449,000","42,648,000","43,648,000","42,746,000","37,592,000","31,152,000","19,252,000","7,048,000","8,082,000","8,722,000","9,378,000","10,700,000","11,020,000"
			GrossPPE,"59,008,000","55,882,000","54,511,000","54,202,000","53,295,000","47,601,000","42,462,000","29,897,000","17,506,000","17,877,000","18,456,000","18,444,000","19,161,000","18,714,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"27,566,000","23,917,000","22,005,000","19,477,000","18,629,000","14,746,000","12,410,000","11,813,000","12,055,000","11,819,000","11,691,000","11,085,000","10,965,000","10,629,000"
				OtherProperties,"20,610,000","21,133,000","21,686,000","23,487,000","24,130,000","24,766,000","25,870,000","15,454,000","3,142,000","3,824,000","4,531,000","5,235,000","6,251,000","6,381,000"
				Leases,"10,832,000","10,832,000","10,820,000","11,238,000","10,536,000","8,089,000","4,182,000","2,630,000","2,309,000","2,234,000","2,234,000","2,124,000","1,945,000","1,704,000"
			AccumulatedDepreciation,"-13,509,000","-11,433,000","-11,863,000","-10,554,000","-10,549,000","-10,009,000","-11,310,000","-10,645,000","-10,458,000","-9,795,000","-9,734,000","-9,066,000","-8,461,000","-7,694,000"
		GoodwillAndOtherIntangibleAssets,"292,505,000","274,760,000","283,249,000","193,732,000","199,662,000","206,743,000","213,748,000","47,854,000","50,172,000","29,229,000","30,378,000","31,232,000","32,014,000","31,998,000"
			Goodwill,"180,336,000","169,972,000","169,659,000","107,822,000","107,822,000","107,822,000","107,822,000","18,419,000","18,419,000","3,694,000","3,694,000","3,694,000","3,694,000","3,694,000"
			OtherIntangibleAssets,"112,169,000","104,788,000","113,590,000","85,910,000","91,840,000","98,921,000","105,926,000","29,435,000","31,753,000","25,535,000","26,684,000","27,538,000","28,320,000","28,304,000"
		OtherNonCurrentAssets,"4,421,000","4,496,000","4,279,000","4,526,000","4,068,000","3,606,000","2,997,000","2,337,000","1,678,000","810,000","1,050,000","4,041,000","2,188,000","1,099,000"
TotalLiabilitiesNetMinorityInterest,"344,010,000","309,998,000","296,307,000","287,052,000","302,383,000","301,641,000","271,048,000","232,434,000","104,636,000","101,716,000","113,416,000","696,825,000","108,315,000","485,743,000"
	CurrentLiabilities,"92,653,000","93,051,000","263,363,000","254,595,000","259,426,000","88,036,000","65,872,000","50,185,000","50,428,000","48,217,000","53,047,000","50,508,000","46,794,000","41,806,000"
		PayablesAndAccruedExpenses,"15,761,000","10,988,000","11,736,000","11,556,000","10,548,000","14,004,000","15,423,000","10,305,000","8,867,000","10,480,000","12,035,000","9,439,000","9,377,000","7,299,000"
			Payables,"5,865,000","4,693,000","4,771,000","5,259,000","4,626,000","7,332,000","8,403,000","5,562,000","5,843,000","5,814,000","8,582,000","5,235,000","5,174,000","3,984,000"
				AccountsPayable,"5,865,000","4,693,000","4,771,000","5,259,000","4,626,000","5,332,000","5,189,000","2,398,000","2,736,000","3,622,000","5,179,000","3,035,000","2,519,000","1,812,000"
				DuetoRelatedPartiesCurrent,,,,,,,,"3,164,000","3,107,000","2,192,000","3,403,000","2,200,000","2,655,000","2,172,000"
				OtherPayable,,,,,,"2,000,000","3,214,000","3,164,000","3,107,000","2,192,000","3,403,000","2,200,000",,
			CurrentAccruedExpenses,"9,896,000","6,295,000","6,965,000","6,297,000","5,922,000","6,672,000","7,020,000","4,743,000","3,024,000","4,666,000","3,453,000","4,204,000","4,203,000","3,315,000"
				InterestPayable,,,,,,,"2,636,000","1,198,000",,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"10,330,000","17,430,000","13,558,000","7,682,000","7,024,000","9,838,000","7,041,000","2,744,000","3,806,000","4,278,000","6,091,000","3,903,000","5,634,000","5,888,000"
		CurrentDebtAndCapitalLeaseObligation,"3,384,000","3,425,000","180,136,000","177,138,000","174,318,000","2,622,000","2,425,000","1,963,000","2,301,000","2,806,000","2,790,000","2,761,000","2,725,000","3,864,000"
			CurrentDebt,,,"177,837,000","174,811,000","171,864,000",,,,,,,,,"1,287,000"
				OtherCurrentBorrowings,,,"177,837,000","174,811,000","171,864,000",,,,,,,,,"1,287,000"
			CurrentCapitalLeaseObligation,"3,384,000","3,425,000","2,299,000","2,327,000","2,454,000","2,622,000","2,425,000","1,963,000","2,301,000","2,806,000","2,790,000","2,761,000","2,725,000","2,577,000"
		CurrentDeferredLiabilities,"61,799,000","56,632,000","55,332,000","55,594,000","51,634,000","47,145,000","35,090,000","35,173,000","35,454,000","30,653,000","32,131,000","34,405,000","29,058,000","24,755,000"
			CurrentDeferredRevenue,"61,799,000","56,632,000","55,332,000","55,594,000","51,634,000","47,145,000","35,090,000","35,173,000","35,454,000","30,653,000","32,131,000","34,405,000","29,058,000","24,755,000"
		OtherCurrentLiabilities,"1,379,000","4,576,000","2,601,000","2,625,000","15,902,000","14,427,000","5,893,000",,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"251,357,000","216,947,000","32,944,000","32,457,000","42,957,000","213,605,000","205,176,000","182,249,000","54,208,000","53,499,000","60,369,000","646,317,000","61,521,000","443,937,000"
		LongTermDebtAndCapitalLeaseObligation,"245,096,000","201,186,000","21,947,000","22,504,000","23,083,000","192,663,000","190,445,000","177,393,000","49,860,000","49,854,000","50,351,000","50,841,000","51,242,000","23,042,000"
			LongTermDebt,"225,397,000","180,942,000",,,,"168,994,000","166,200,000","163,480,000","48,485,000","48,200,000","47,916,000","47,635,000","47,263,000","18,814,000"
			LongTermCapitalLeaseObligation,"19,699,000","20,244,000","21,947,000","22,504,000","23,083,000","23,669,000","24,245,000","13,913,000","1,375,000","1,654,000","2,435,000","3,206,000","3,979,000","4,228,000"
		NonCurrentDeferredLiabilities,"631,000","929,000","1,131,000","894,000","1,135,000","1,878,000","1,635,000","2,176,000","1,356,000","1,459,000","7,505,000","7,306,000","6,989,000","7,280,000"
