name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
OperatingCashFlow,"252,261,000","59,104,000","57,619,000","88,303,000","47,235,000","51,780,000","46,064,000","53,506,000","39,139,000","40,319,000","36,425,000","46,214,000","33,080,000","31,639,000","34,494,000","34,842,000","26,438,000","32,237,000","25,575,000","27,057,000","21,322,000","23,986,000","15,041,000"
	CashFlowFromContinuingOperatingActivities,"252,261,000","59,104,000","57,619,000","88,303,000","47,235,000","51,780,000","46,064,000","53,506,000","39,139,000","40,319,000","36,425,000","46,214,000","33,080,000","31,639,000","34,494,000","34,842,000","26,438,000","32,237,000","25,575,000","27,057,000","21,322,000","23,986,000","15,041,000"
		NetIncomeFromContinuingOperations,"114,009,000","28,441,000","32,226,000","30,522,000","22,820,000","23,960,000","17,619,000","9,711,000","17,098,000","11,848,000","27,712,000","25,038,000","17,342,000","15,022,000","14,661,000","23,064,000","18,385,000","18,995,000","16,826,000","12,991,000","15,991,000","13,747,000","13,794,000"
		OperatingGainsLosses,"-9,744,000","-1,196,000","-3,732,000","-978,000","-3,838,000","-4,607,000","-5,257,000","-668,000","-1,046,000","-7,597,000","-13,142,000","-12,130,000","-2,779,000","-687,000","-876,000","-10,475,000","-4,205,000","-3,339,000","-2,528,000","-2,648,000","-1,910,000","-755,000","-1,860,000"
			GainLossOnSaleOfPPE,,,,,,,,,"-1,046,000","-7,619,000","-13,142,000","-12,585,000","-2,787,000","-1,400,000","-876,000","-2,025,000","-4,256,000","-3,339,000","-2,660,000","-4,052,000","-5,477,000","-803,000","-1,836,000"
			GainLossOnInvestmentSecurities,"-9,986,000","-1,196,000","-3,732,000","-1,220,000","-3,838,000","-4,733,000","-5,260,000","-1,060,000","-1,046,000","-7,619,000","-13,142,000","-12,585,000","-2,787,000","-1,400,000","-876,000","-10,525,000","-4,256,000","-3,339,000","-2,660,000","-4,052,000","-5,477,000","-803,000","-1,836,000"
		DepreciationAmortizationDepletion,"132,035,000","33,132,000","32,576,000","35,742,000","30,585,000","29,985,000","29,032,000","31,516,000","40,939,000","30,081,000","29,747,000","27,519,000","24,570,000","23,572,000","22,175,000","21,614,000","20,521,000","19,380,000","17,303,000","15,742,000","14,920,000","14,794,000","12,939,000"
			DepreciationAndAmortization,"132,035,000","33,132,000","32,576,000","35,742,000","30,585,000","29,985,000","29,032,000","31,516,000","40,939,000","30,081,000","29,747,000","27,519,000","24,570,000","23,572,000","22,175,000","21,614,000","20,521,000","19,380,000","17,303,000","15,742,000","14,920,000","14,794,000","12,939,000"
		AssetImpairmentCharge,"26,196,000","0","207,000","25,989,000","0","2,012,000","1,678,000","14,732,000","534,000","2,133,000","0","2,435,000","0","1,017,000","0","2,061,000",,,"0",,,,"0"
		ProvisionandWriteOffofAssets,,,"-37,000","0","0","-1,000","-6,000","-15,000","-110,000","-17,000",,,,"0",,,,,,,,,
		StockBasedCompensation,"3,829,000","929,000","1,025,000","924,000","951,000","1,769,000","1,193,000",,,,,,,,,,,,,,,,
		OtherNonCashItems,"-15,137,000","-479,000","-3,343,000","-13,097,000","1,781,000","-4,971,000","2,652,000","-12,325,000","-11,650,000","3,614,000","-5,240,000","-5,143,000","-4,762,000","-4,792,000","-3,393,000","-4,145,000","-4,973,000","-5,316,000","-5,188,000","-4,459,000","-7,635,000","-4,519,000","-5,846,000"
		ChangeInWorkingCapital,"1,111,000","-1,723,000","-1,303,000","9,201,000","-5,064,000","3,633,000","-847,000","9,759,000","-6,626,000","257,000","-2,652,000","8,495,000","-1,291,000","-2,493,000","1,927,000","2,723,000","-3,290,000","2,517,000","-838,000","2,823,000","-44,000","719,000","-3,986,000"
			ChangeInReceivables,"344,000","150,000","112,000","-322,000","404,000","582,000","2,353,000","1,088,000","-3,758,000","-353,000","-73,000","-732,000","1,247,000","-350,000","-811,000","-119,000","326,000","-272,000","-305,000","-219,000","-53,000","35,000","-72,000"
			ChangeInPrepaidAssets,"82,000","804,000","-1,340,000","602,000","16,000","1,072,000","883,000","-4,516,000","-526,000","291,000","257,000","-377,000","426,000","-442,000","-137,000","771,000","-982,000","-588,000","432,000","501,000","-545,000","-396,000","842,000"
			ChangeInPayablesAndAccruedExpense,"685,000","-2,677,000","-75,000","8,921,000","-5,484,000","1,979,000","-4,083,000","13,187,000","-2,342,000","319,000","-2,836,000","9,604,000","-2,964,000","-1,701,000","2,875,000","2,071,000","-2,634,000","3,377,000","-965,000","2,541,000","554,000","1,080,000","-4,756,000"
				ChangeInPayable,"736,000","-6,049,000","3,347,000","2,911,000","527,000","-3,894,000","1,347,000","7,878,000","3,278,000","-5,851,000","3,052,000","2,700,000","2,849,000","-315,000","116,000","-1,939,000","-1,000,000","2,046,000","604,000","100,000","-429,000","1,226,000","-4,810,000"
					ChangeInAccountPayable,"736,000","-6,049,000","3,347,000","2,911,000","527,000","-3,894,000","1,347,000","7,878,000","3,278,000","-5,851,000","3,052,000","2,700,000","2,849,000","-315,000","116,000","-1,939,000","-1,000,000","2,046,000","604,000","100,000","-429,000","1,226,000","-4,810,000"
				ChangeInAccruedExpense,"-51,000","3,372,000","-3,422,000","6,010,000","-6,011,000","5,873,000","-5,430,000","5,309,000","-5,620,000","6,170,000","-5,888,000","6,904,000","-5,813,000","-1,386,000","2,759,000","4,010,000","-1,634,000","1,331,000","-1,569,000","2,441,000","983,000","-146,000","54,000"
					ChangeInInterestPayable,"-51,000","3,372,000","-3,422,000","6,010,000","-6,011,000","5,873,000","-5,430,000","5,309,000","-5,620,000","6,170,000","-5,888,000","6,904,000","-5,813,000","-1,386,000","2,759,000","4,010,000","-1,634,000","1,331,000","-1,569,000","2,441,000","983,000","-146,000","54,000"
