name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,12/31/2003
TotalAssets,"2,952,868,000","3,041,049,000","3,034,595,000","3,015,362,000","2,916,674,000","2,985,717,000","3,246,782,000","3,423,701,000","3,799,540,000","3,918,974,000","3,898,837,000","3,925,740,000","3,890,657,000","3,972,833,000","3,918,613,000","3,845,613,000","3,752,785,000","3,857,812,000","3,854,497,000","3,841,949,000","3,732,481,000","3,739,234,000","3,739,461,000","3,717,140,000","3,781,790,000","3,863,251,000","3,871,783,000","3,820,798,000","3,881,357,000","3,924,965,000","3,869,330,000","3,782,960,000","3,497,042,000","3,508,798,000","3,255,686,000","3,117,156,000","3,203,648,000","3,136,675,000","3,144,942,000","3,236,404,000","3,064,731,000","3,101,240,000","3,209,556,000","3,231,590,000","2,810,159,000","2,436,106,000","2,373,462,000","2,388,382,000","2,477,376,000","2,513,530,000","2,527,813,000","2,582,225,000","2,736,284,000","2,805,611,000","2,849,618,000","3,043,617,000","3,007,362,000","3,049,152,000","3,060,462,000","3,084,347,000","3,062,701,000","2,760,373,000","2,771,374,000","2,795,019,000","2,593,751,000","2,249,189,000","2,071,403,000","1,770,145,000","1,312,049,000","1,253,745,000","1,359,593,000","1,261,620,000","1,364,942,000"
	CurrentAssets,"307,872,000","282,096,000","282,231,000","242,845,000","389,854,000","435,145,000","522,758,000","675,537,000","938,256,000","913,732,000","853,106,000","844,662,000","792,389,000","908,474,000","809,972,000","721,330,000","608,882,000","728,124,000","594,657,000","720,104,000","570,977,000","567,624,000","492,963,000","473,171,000","525,427,000","619,545,000","328,789,000","252,356,000","312,400,000","354,745,000","290,510,000","504,616,000","230,392,000","237,686,000","237,690,000","314,158,000","462,078,000","407,560,000","282,011,000","368,145,000","246,439,000","263,853,000","279,452,000","268,803,000","376,400,000","363,230,000","309,603,000","437,636,000","534,515,000","557,361,000","305,621,000","320,092,000","222,839,000","266,369,000","275,896,000","487,693,000","130,442,000","165,700,000","145,533,000","169,631,000","152,182,000","147,871,000","243,988,000","140,401,000","139,176,000","124,076,000","234,224,000","136,400,000","126,775,000","68,115,000","104,458,000",,"82,645,000"
		CashCashEquivalentsAndShortTermInvestments,"214,905,000","120,483,000","179,487,000","162,898,000","320,275,000","368,406,000","461,288,000","540,420,000","847,445,000","816,857,000","730,039,000","741,503,000","683,995,000","809,316,000","650,691,000","544,900,000","467,050,000","488,002,000","466,519,000","597,318,000","441,830,000","369,537,000","367,117,000","354,682,000","396,669,000","499,067,000","176,190,000","98,760,000","156,972,000","222,096,000","135,427,000","360,702,000","94,792,000","104,363,000","100,225,000","123,217,000","208,313,000","157,217,000","164,469,000","204,549,000","126,199,000","150,533,000","175,015,000","159,714,000","269,123,000","277,976,000","169,328,000","303,826,000","434,354,000","477,424,000","219,175,000","232,121,000","136,158,000","179,042,000","189,098,000","38,940,000","52,650,000","103,228,000","71,467,000","88,904,000","81,833,000","29,029,000","125,189,000","15,665,000","19,938,000","17,538,000","145,624,000","61,753,000","69,898,000","5,966,000","26,687,000",,"20,229,000"
			CashAndCashEquivalents,"214,905,000","120,483,000","179,487,000","162,898,000","320,275,000","368,406,000","461,288,000","540,420,000","847,445,000","816,857,000","730,039,000","741,503,000","683,995,000","809,316,000","650,691,000","544,900,000","467,050,000","488,002,000","466,519,000","597,318,000","441,830,000","369,537,000","367,117,000","354,682,000","396,669,000","499,067,000","176,190,000","98,760,000","156,972,000","222,096,000","135,427,000","360,702,000","94,792,000","104,363,000","100,225,000","123,217,000","208,313,000","157,217,000","164,469,000","204,549,000","126,199,000","150,533,000","159,974,000","144,728,000","153,214,000","277,976,000","71,089,000","204,299,000","333,519,000","358,610,000","202,578,000","195,073,000","136,158,000","179,042,000","189,098,000","38,940,000","22,300,000","67,412,000","34,574,000","51,245,000","15,104,000","29,029,000","125,189,000","15,665,000","19,938,000","17,538,000","145,624,000","61,753,000","69,898,000","5,966,000","26,687,000",,"20,229,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","15,041,000","14,986,000","115,909,000","0","98,239,000","99,527,000","100,835,000","118,814,000","16,597,000","37,048,000",,"0","0",,"30,350,000","35,816,000","36,893,000","37,659,000","66,729,000",,,,,,,,,,,,
		Receivables,"35,346,000","28,733,000","28,349,000","25,044,000","13,163,000","8,566,000","4,624,000","4,448,000","23,134,000","35,209,000","44,021,000","48,240,000","42,306,000","33,844,000","44,330,000","46,540,000","48,589,000","34,219,000","44,838,000","46,319,000","50,229,000","39,337,000","46,260,000","46,528,000","46,311,000","32,024,000","47,818,000","52,174,000","50,907,000","34,227,000","48,149,000","43,093,000","38,891,000","29,941,000","41,223,000","34,463,000","33,490,000","27,498,000","28,534,000","36,259,000","35,275,000","32,542,000","25,422,000","36,763,000","29,801,000","18,542,000","20,283,000","26,518,000","26,744,000","22,686,000","24,753,000","29,567,000","37,060,000","35,537,000","31,613,000","34,966,000","45,703,000","37,635,000","41,266,000","49,796,000","50,145,000","43,078,000","42,191,000","52,840,000","53,221,000","44,873,000","37,039,000","34,964,000","26,039,000","28,273,000","29,600,000",,"19,491,000"
			AccountsReceivable,"35,346,000","28,733,000","28,349,000","25,044,000","13,163,000","8,566,000","4,624,000","4,448,000","23,134,000","35,209,000","44,021,000","48,240,000","42,306,000","33,844,000","44,330,000","46,540,000","48,589,000","34,219,000","44,838,000","46,319,000","50,229,000","39,337,000","46,260,000","46,528,000","46,311,000","32,024,000","47,818,000","52,174,000","50,907,000","34,227,000","48,149,000","43,093,000","38,891,000","29,941,000","41,223,000","34,463,000","33,490,000","27,498,000","28,534,000","36,259,000","35,275,000","32,536,000","25,416,000","36,760,000","29,784,000","18,498,000","20,246,000","26,484,000","26,683,000","22,624,000","24,674,000","29,475,000","36,944,000","35,428,000","31,508,000","34,888,000","45,571,000","36,703,000","39,934,000","48,481,000","48,861,000","41,695,000","40,889,000","51,229,000","51,197,000","42,879,000","36,952,000","34,751,000","26,039,000","28,273,000","29,125,000",,"19,040,000"
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,"39,537,000",,,"46,411,000",,"48,018,000","52,474,000","51,107,000","34,427,000","48,349,000","43,293,000","39,091,000","30,141,000","41,423,000","34,663,000","33,690,000","27,698,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,"-200,000",,,"-100,000",,"-200,000","-300,000","-200,000","-200,000","-200,000","-200,000","-200,000","-200,000","-200,000","-200,000","-200,000","-200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,000","6,000","3,000","17,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,000","37,000","34,000","61,000","62,000","79,000","92,000","116,000","109,000","105,000","78,000","132,000","932,000","1,332,000","1,315,000","1,284,000","1,383,000","1,302,000","1,611,000","2,024,000","1,994,000","87,000","213,000",,,"475,000",,"451,000"
		Inventory,,,,,,,,,,,,,,"1,078,000","1,055,000","1,223,000","1,375,000","1,323,000","1,236,000","1,235,000","1,252,000","1,225,000","1,365,000","1,307,000","1,356,000","1,395,000","1,363,000","1,350,000","1,371,000","1,439,000","1,339,000","1,275,000","1,335,000","1,464,000","1,288,000","1,200,000","1,235,000","1,377,000","2,664,000","2,666,000","2,638,000","2,608,000","2,388,000","2,276,000","2,674,000","2,614,000","2,412,000","2,282,000","2,395,000","2,446,000","2,560,000","2,553,000","3,026,000","3,183,000","3,117,000","2,990,000","3,287,000","3,190,000","3,157,000","3,073,000","3,074,000","3,089,000","3,005,000","3,183,000","2,841,000","2,814,000","2,517,000","2,342,000","2,394,000","2,522,000","2,539,000",,"2,690,000"
		PrepaidAssets,"18,137,000","14,338,000","18,512,000","7,413,000","11,434,000","10,440,000","14,500,000","8,026,000","14,192,000","13,550,000","14,359,000","8,720,000","15,342,000","11,183,000","11,790,000","11,289,000","12,532,000","10,464,000","10,518,000","8,817,000","13,252,000","10,489,000","10,973,000","8,319,000","12,778,000","10,879,000","11,877,000","11,616,000","15,890,000","14,909,000","12,471,000","11,571,000","12,626,000","12,612,000","10,815,000","6,280,000","10,183,000","10,739,000","9,554,000","9,382,000","10,336,000","10,272,000","9,611,000","6,036,000","10,006,000","8,126,000","10,035,000","5,330,000","7,355,000","7,423,000","8,724,000","6,436,000","8,824,000","7,431,000","9,061,000","5,997,000","11,785,000","9,021,000","9,715,000","5,824,000","8,922,000","7,006,000","7,374,000","5,194,000","6,482,000","4,187,000","3,516,000","2,760,000","3,299,000","2,297,000","5,115,000",,"2,624,000"
