name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
TotalRevenue,"264,398,000","71,203,000","69,265,000","65,176,000","58,753,825","55,214,000","52,862,639","47,600,000"
	OperatingRevenue,"264,398,000","71,203,000","69,265,000","65,176,000","58,753,825","55,214,000","52,862,639","47,600,000"
CostOfRevenue,"105,357,000","27,807,000","28,747,000","25,792,000","23,011,519","22,540,000","22,116,494","20,972,000"
GrossProfit,"159,041,000","43,396,000","40,518,000","39,384,000","35,742,306","32,674,000","30,746,145","26,628,000"
OperatingExpense,"270,673,000","63,717,000","100,408,000","55,518,000","51,028,780","48,685,000","57,337,782","40,128,000"
	SellingGeneralAndAdministration,"168,008,000","35,927,000","70,082,000","31,682,000","30,316,922","27,675,000","38,213,158","22,120,000"
		GeneralAndAdministrativeExpense,"100,341,000","18,688,000","50,319,000","15,564,000","15,770,019","14,164,000","25,582,198","10,357,000"
			OtherGandA,"100,341,000","18,688,000","50,319,000","15,564,000","15,770,019","14,164,000","25,582,198","10,357,000"
		SellingAndMarketingExpense,"67,667,000","17,239,000","19,763,000","16,118,000","14,546,903","13,511,000","12,630,960","11,763,000"
	ResearchAndDevelopment,"71,286,000","20,072,000","21,922,000","15,672,000","13,619,038","13,933,000","12,344,106","11,055,000"
	DepreciationAmortizationDepletionIncomeStatement,"31,379,000","7,718,000","8,404,000","8,164,000","7,092,820","7,077,000","6,780,518","6,953,000"
		DepreciationAndAmortizationInIncomeStatement,"31,379,000","7,718,000","8,404,000","8,164,000","7,092,820","7,077,000","6,780,518","6,953,000"
OperatingIncome,"-111,632,000","-20,321,000","-59,890,000","-16,134,000","-15,286,474","-16,011,000","-26,591,637","-13,500,000"
NetNonOperatingInterestIncomeExpense,"-19,311,000","-4,757,000","-4,794,000","-4,839,000","-4,920,799","-4,893,000","-4,978,699","-4,426,000"
	InterestIncomeNonOperating,"749,000","220,000","329,000","35,000","164,772","132,000","85,523","613,000"
	InterestExpenseNonOperating,"20,060,000","4,977,000","5,123,000","4,874,000","5,085,571","5,025,000","5,064,222","5,039,000"
OtherIncomeExpense,,,"-12,276,000","-14,552,000","-1,658,562","-49,054,000","-992,681",
	GainOnSaleOfSecurity,,,"-11,438,000","-14,552,000","-1,084,211","946,000","-992,389",
	SpecialIncomeCharges,,,"-838,000","0",,,"-292","0"
		ImpairmentOfCapitalAssets,,,"838,000","0",,,"292","0"
	OtherNonOperatingIncomeExpenses,,,"0",,"-33","-50,000,000",,
PretaxIncome,"-159,429,000","-25,078,000","-76,960,000","-35,525,000","-21,865,835","-69,958,000","-32,563,017","-17,926,000"
TaxProvision,"-4,659,000","69,000","-4,863,000","2,000","133,218","68,000","59,406","58,000"
NetIncomeCommonStockholders,"-174,809,000","-25,147,000","-82,321,000","-40,539,000","-17,397,053","-74,628,000","-55,693,423","-23,561,000"
	NetIncome,"-154,770,000","-25,147,000","-72,097,000","-35,527,000","-21,999,053","-70,026,000","-32,622,423","-17,984,000"
		NetIncomeIncludingNoncontrollingInterests,"-154,770,000","-25,147,000","-72,097,000","-35,527,000","-21,999,053","-70,026,000","-32,622,423","-17,984,000"
			NetIncomeContinuousOperations,"-154,770,000","-25,147,000","-72,097,000","-35,527,000","-21,999,053","-70,026,000","-32,622,423","-17,984,000"
	PreferredStockDividends,,,"9,500,000",,,,,
	OtherunderPreferredStockDividend,"10,539,000","0","724,000","5,012,000","-4,602,000","4,602,000","23,071,000","5,577,000"
DilutedNIAvailtoComStockholders,"-174,809,000","-25,147,000","-82,321,000","-40,539,000","-17,397,053","-74,628,000","-55,693,423","-23,561,000"
BasicEPS,,"-0.13","-0.47","-0.212",,"-0.444",,"-0.14"
DilutedEPS,,"-0.13","-0.47","-0.212",,"-0.444",,"-0.14"
BasicAverageShares,,"197,017,555","175,401,322","191,350,102",,"168,083,683",,"168,083,683"
DilutedAverageShares,,"197,017,555","175,401,322","191,350,102",,"168,083,683",,"168,083,683"
TotalOperatingIncomeAsReported,"-113,044,000","-20,321,000","-60,728,000","-16,134,000","-15,860,792","-16,011,000","-26,591,929","-13,500,000"
TotalExpenses,"376,030,000","91,524,000","129,155,000","81,310,000","74,040,299","71,225,000","79,454,276","61,100,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-154,770,000","-25,147,000","-72,097,000","-35,527,000","-21,999,053","-70,026,000","-32,622,423","-17,984,000"
NormalizedIncome,"-127,116,447.51","-25,147,000","-60,596,704.106","-24,904,040","-20,788,326.83","-70,716,580","-31,897,765.87","-17,984,000"
InterestIncome,"749,000","220,000","329,000","35,000","164,772","132,000","85,523","613,000"
InterestExpense,"20,060,000","4,977,000","5,123,000","4,874,000","5,085,571","5,025,000","5,064,222","5,039,000"
NetInterestIncome,"-19,311,000","-4,757,000","-4,794,000","-4,839,000","-4,920,799","-4,893,000","-4,978,699","-4,426,000"
EBIT,"-139,369,000","-20,101,000","-71,837,000","-30,651,000","-16,780,264","-64,933,000","-27,498,795","-12,887,000"
EBITDA,"-107,990,000"
ReconciledCostOfRevenue,"105,357,000","27,807,000","28,747,000","25,791,820","23,011,519","22,540,000","22,116,494","20,971,728"
ReconciledDepreciation,"31,379,000","7,718,000","8,404,000","8,164,180","7,092,820","7,077,000","6,780,518","6,953,272"
NetIncomeFromContinuingOperationNetMinorityInterest,"-154,770,000","-25,147,000","-72,097,000","-35,527,000","-21,999,053","-70,026,000","-32,622,423","-17,984,000"
TotalUnusualItemsExcludingGoodwill,"-28,486,000",,"-12,276,000","-14,552,000","-1,658,529","946,000","-992,681","0"
TotalUnusualItems,"-28,486,000",,"-12,276,000","-14,552,000","-1,658,529","946,000","-992,681","0"
NormalizedEBITDA,"-79,504,000","-12,383,000","-51,157,000","-7,934,820","-8,028,915","-58,802,000","-19,725,596","-5,933,728"
TaxRateForCalcs,"0.029","0.4","0.063","0.27","0.27","0.27","0.27","0.27"
TaxEffectOfUnusualItems,"-832,447.51","0","-775,704.106","-3,929,040","-447,802.83","255,420","-268,023.87","0"
