name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017
TotalRevenue,"215,191,000","55,875,000","59,638,000","53,367,000","46,311,000","27,818,000","26,658,000","21,868,000","8,394,000","49,086,000","82,665,000","82,052,000","80,758,000","81,326,000","75,915,000","73,628,000","67,542,000","74,526,000","62,695,000","50,749,000"
	OperatingRevenue,"215,191,000","55,875,000","59,638,000","53,367,000","46,311,000","27,818,000","26,658,000","21,868,000","8,394,000","49,086,000","82,665,000","82,052,000","80,758,000","81,326,000","75,915,000","73,628,000","67,542,000","74,526,000","62,695,000","50,749,000"
CostOfRevenue,"76,592,000","19,973,000","20,328,000","18,238,000","18,053,000","13,675,000","13,000,000","11,231,000","10,094,000","28,005,000","34,205,000","33,345,000","31,073,000","30,518,000","31,229,000","31,477,000","29,863,000","28,084,000","25,372,000","20,993,000"
GrossProfit,"138,599,000","35,902,000","39,310,000","35,129,000","28,258,000","14,143,000","13,658,000","10,637,000","-1,700,000","21,081,000","48,460,000","48,707,000","49,685,000","50,808,000","44,686,000","42,151,000","37,679,000","46,442,000","37,323,000","29,756,000"
OperatingExpense,"195,115,000","50,483,000","51,788,000","46,357,000","46,487,000","39,986,000","26,941,000","22,374,000","34,446,000","158,195,000","70,827,000","71,613,000","64,218,000","60,953,000","53,996,000","55,205,000","50,899,000","49,533,000","51,958,000","40,181,000"
	SellingGeneralAndAdministration,"125,613,000","31,965,000","33,878,000","29,679,000","30,091,000","24,667,000","15,148,000","10,834,000","19,399,000","142,024,000","53,092,000","55,711,000","47,923,000","46,689,000","40,596,000","42,349,000","39,918,000","40,699,000","42,182,000","30,830,000"
		GeneralAndAdministrativeExpense,"82,188,000","18,817,000","21,319,000","18,319,000","23,733,000","19,028,000","22,720,000","15,845,000","22,472,000","42,109,000","26,204,000","27,159,000","22,051,000","25,519,000","23,867,000","24,921,000","18,405,000","20,227,000","24,534,000","16,479,000"
			OtherGandA,"82,188,000","18,817,000","21,319,000","18,319,000","23,733,000","19,028,000","22,720,000","15,845,000","22,472,000","42,109,000","26,204,000","27,159,000","22,051,000","25,519,000","23,867,000","24,921,000","18,405,000","20,227,000","24,534,000","16,479,000"
		SellingAndMarketingExpense,"43,425,000","13,148,000","12,559,000","11,360,000","6,358,000","5,639,000","-7,572,000","-5,011,000","-3,073,000","99,915,000","26,888,000","28,552,000","25,872,000","21,170,000","16,729,000","17,428,000","21,513,000","20,472,000","17,648,000","14,351,000"
	ResearchAndDevelopment,"69,502,000","18,518,000","17,910,000","16,678,000","16,396,000","15,319,000","11,793,000","11,540,000","15,047,000","16,171,000","17,735,000","15,902,000","16,295,000","14,264,000","13,400,000","12,856,000","10,981,000","8,834,000","9,776,000","9,351,000"
OperatingIncome,"-56,516,000","-14,581,000","-12,478,000","-11,228,000","-18,229,000","-25,843,000","-13,283,000","-11,737,000","-36,146,000","-137,114,000","-22,367,000","-22,906,000","-14,533,000","-10,145,000","-9,310,000","-13,054,000","-13,220,000","-3,091,000","-14,635,000","-10,425,000"
NetNonOperatingInterestIncomeExpense,"-11,455,000","-2,798,000","-3,067,000","-2,814,000","-2,776,000","-7,610,000","-10,665,000","-10,284,000","-3,625,000","-12,000","2,496,000","-1,681,000","-1,868,000","-1,933,000","-1,896,000","-3,300,000","-3,190,000","-2,909,000","-2,830,000","-1,674,000"
	InterestExpenseNonOperating,"11,455,000","2,798,000","3,067,000","2,814,000","2,776,000","7,610,000","10,665,000","10,284,000","3,625,000","12,000","-2,496,000","1,681,000","1,868,000","1,933,000","1,896,000","3,300,000","3,190,000","2,909,000","2,830,000","1,674,000"
OtherIncomeExpense,"-3,285,000","-603,000","-748,000","-2,460,000","526,000","-50,925,000","3,330,000","2,837,000","1,186,000","-9,285,000","6,872,000","-5,442,000","375,000","2,180,000","-1,309,000","-19,279,000","-7,763,000","15,393,000","-797,000","202,000"
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,"0","-3,520,000","-4,750,000","-1,321,000","-796,000","-1,404,000"
	SpecialIncomeCharges,"0","0","0","0","0","-49,977,000","0","0",,,"0","-1,742,000","0","0","0","-17,173,000","0","16,995,000","0","0"
		OtherSpecialCharges,,,"0",,,"49,977,000",,,,,"0","1,742,000",,,"0","17,173,000","655,000","-16,995,000",,
	OtherNonOperatingIncomeExpenses,"-3,285,000","-603,000","-748,000","-2,460,000","526,000","-948,000","3,330,000","2,837,000","1,186,000","-9,285,000","6,872,000","-3,700,000","375,000","2,180,000","-1,309,000","1,414,000","-3,013,000","-281,000","-1,000","1,606,000"
PretaxIncome,"-71,256,000","-17,982,000","-16,293,000","-16,502,000","-20,479,000","-84,378,000","-20,618,000","-19,184,000","-38,585,000","-146,411,000","-12,999,000","-30,029,000","-16,026,000","-9,898,000","-12,515,000","-35,633,000","-24,173,000","9,393,000","-18,262,000","-11,897,000"
TaxProvision,"1,118,000","203,000","543,000","311,000","61,000","513,000","-387,000","243,000","-1,000","65,000","754,000","147,000","-1,193,000","100,000","467,000","-117,000","430,000","370,000","82,000","-40,000"
