name,ttm,03/31/2022,12/31/2021
MarketCap,"761,943,900","1,177,334,689","1,828,027,504"
EnterpriseValue,"928,774,900","1,104,082,689","1,729,331,504"
PeRatio,"22.517","47.278","56.813"
PsRatio,"0.859","1.276","2.572"
PbRatio,"8.804","16.803",
EnterprisesValueRevenueRatio,"1.065","4.483","7.259"
EnterprisesValueEBITDARatio,"12.14","30.574","656.542"
