name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"193,000","189,000","189,000","189,000","189,000","189,000","185,000","287,000","356,000","357,000","356,000","387,000","436,000","555,000"
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"193,000","189,000","189,000","189,000","189,000","189,000","185,000","287,000","356,000","357,000","356,000","387,000","436,000","555,000"
		DeferredTax,"55,000,000","42,000,000","-27,000,000","26,000,000","14,000,000","10,000,000","-8,000,000","58,000,000","-30,000,000","126,000,000","20,000,000","19,000,000","0","15,000,000","-12,000,000","29,000,000","29,000,000","16,000,000","-557,294,000","8,332,000","21,235,000","-6,273,000","-6,667,000","2,049,000","44,300,000","58,371,000","33,005,000","3,940,000","-2,437,000","3,630,000","24,474,000","12,866,000","10,160,000","4,763,000","9,896,000","22,538,000","30,227,000","25,622,000","-10,178,000","-2,335,000","5,929,000","791,000","-5,321,000","3,486,000","8,533,000","7,416,000","861,000","7,227,000","5,401,000","664,000","3,421,000","38,745,000","-19,064,000","8,105,000","-16,975,000","-5,992,000","7,925,000","1,163,000","-10,711,000","1,580,000","10,641,000","3,776,000","4,235,000","-1,119,000","6,246,000","4,490,000","15,218,000","7,770,000","11,486,000","11,271,000","26,345,000","16,346,000"
			DeferredIncomeTax,"55,000,000","42,000,000","-27,000,000","26,000,000","14,000,000","10,000,000","-8,000,000","58,000,000","-30,000,000","126,000,000","20,000,000","19,000,000","0","15,000,000","-12,000,000","29,000,000","29,000,000","16,000,000","-557,294,000","8,332,000","21,235,000","-6,273,000","-6,667,000","2,049,000","44,300,000","58,371,000","33,005,000","3,940,000","-2,437,000","3,630,000","24,474,000","12,866,000","10,160,000","4,763,000","9,896,000","22,538,000","30,227,000","25,622,000","-10,178,000","-2,335,000","5,929,000","791,000","-5,321,000","3,486,000","8,533,000","7,416,000","861,000","7,227,000","5,401,000","664,000","3,421,000","38,745,000","-19,064,000","8,105,000","-16,975,000","-5,992,000","7,925,000","1,163,000","-10,711,000","1,580,000","10,641,000","3,776,000","4,235,000","-1,119,000","6,246,000","4,490,000","15,218,000","7,770,000","11,486,000","11,271,000","26,345,000","16,346,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"348,000","401,000","400,000","394,000","426,000","425,000","438,000","406,000","960,000","394,000","394,000","393,000","381,000","369,000","318,000",,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,,"0","0","659,000",,,,,"0","0",,,,,,,"0",,,,"1,277,000","0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,,,,,,,,,,,,,,,"2,841,000","-48,000","978,000","2,919,000","773,000","255,000","148,000","178,000","550,000","237,000","-9,000","6,000","-16,000","455,000","-144,000","1,914,000","-7,000","3,214,000","393,000","765,000","-375,000","-6,000","-155,000","404,000","106,000","28,000","783,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"31,000,000","8,000,000","8,000,000","7,000,000","8,000,000","8,000,000","8,000,000","7,000,000","8,000,000","6,000,000","6,000,000","6,000,000","6,000,000","7,000,000","6,000,000","5,000,000","5,000,000","6,000,000","6,260,000","5,972,000","4,465,000","6,303,000","7,605,000","1,504,000","2,781,000","2,303,000","2,652,000","2,639,000","2,565,000","2,340,000","2,405,000","2,345,000","2,289,000","2,222,000","2,162,000","1,680,000","1,625,000","1,499,000","1,487,000","1,515,000","1,474,000","1,651,000","1,629,000","1,635,000","1,624,000","1,503,000","1,598,000","1,587,000","1,589,000","1,390,000","1,488,000","1,461,000","1,380,000","1,309,000",,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"11,000,000","-2,000,000","-5,000,000","-1,000,000","19,000,000","3,000,000","-2,000,000","20,000,000","5,000,000","-2,000,000","-3,000,000","-12,000,000","7,000,000","9,000,000","0",,,"-7,000,000","1,860,000","-2,307,000","-698,000","-1,855,000","258,000","224,000","746,000","881,000","-2,722,000","3,663,000","-19,567,000","-53,000","1,271,000","473,000","-605,000","809,000","757,000","364,000","364,000","365,000","-290,041,000","88,241,000","115,501,000","87,813,000","-242,590,000","67,930,000",,,"224,000","147,000","381,000","165,000","1,465,000","647,000","-52,000","-90,000","9,437,000","3,388,000","1,207,000","1,250,000","3,067,000","25,000","613,000","-412,000","601,000","52,000",,,,,,,,
		ChangeInWorkingCapital,"-784,000,000","-378,000,000","-134,000,000","-107,000,000","-165,000,000","-208,000,000","107,000,000","-10,000,000","246,000,000","-421,000,000","20,000,000","139,000,000","-5,000,000","-157,000,000","-57,000,000","102,000,000","-170,000,000","-249,000,000","150,938,000","90,503,000","-10,634,000","-140,807,000","26,197,000","55,006,000","7,748,000","-127,452,000","14,056,000","143,041,000","-9,943,000","-21,117,000","-30,449,000","105,335,000","-10,970,000","681,000","-20,959,000","55,656,000","-85,513,000","-72,539,000","-1,604,000","50,770,000","67,996,000","-17,020,000","68,939,000","12,615,000","-40,825,000","-85,161,000","-49,026,000","53,666,000","13,910,000","-107,148,000","-25,821,000","-46,218,000","3,434,000","89,219,000","188,754,000","31,152,000","-63,642,000","-63,372,000","-69,935,000","-5,808,000","1,774,000","-89,375,000","-20,861,000","-16,609,000","-13,713,000","-13,148,000","30,681,000","-48,043,000","20,659,000","-43,100,000","-23,821,000","-26,853,000"
			ChangeInReceivables,"-602,000,000","-194,000,000","-114,000,000","-69,000,000","-225,000,000","-120,000,000","90,000,000","-123,000,000","112,000,000","-240,000,000","64,000,000","114,000,000","-78,000,000","-41,000,000","194,000,000","20,000,000","-139,000,000","-133,000,000","145,153,000","-43,124,000","-77,353,000","-64,676,000","142,602,000","-19,315,000","-36,672,000","-36,324,000","7,785,000","77,317,000","-40,897,000","18,517,000","27,106,000","33,422,000","-32,699,000","5,332,000","4,044,000","42,620,000","-53,577,000","-7,917,000","-7,282,000","24,837,000","26,615,000","-37,720,000","54,758,000","-32,275,000","-20,909,000","-47,340,000","-2,883,000","66,190,000","-31,128,000","-65,657,000","2,145,000","-22,315,000","-40,565,000","66,402,000","206,456,000","77,024,000","-177,418,000","42,790,000","-71,330,000","-36,520,000","23,185,000","-115,992,000","25,559,000","-12,106,000","-46,380,000","25,516,000","52,994,000","-98,887,000","32,032,000","-52,364,000","14,380,000","-34,281,000"
				ChangesInAccountReceivables,"-602,000,000","-194,000,000","-114,000,000","-69,000,000","-225,000,000","-120,000,000","90,000,000","-123,000,000","112,000,000","-240,000,000","64,000,000","114,000,000","-78,000,000","-41,000,000","194,000,000","20,000,000","-139,000,000","-133,000,000","145,153,000","-43,124,000","-77,353,000","-64,676,000","142,602,000","-19,315,000","-36,672,000","-36,324,000","7,785,000","77,317,000","-40,897,000","18,517,000","27,106,000","33,422,000","-32,699,000","5,332,000","4,044,000","42,620,000","-53,577,000","-7,917,000","-7,282,000","24,837,000","26,615,000","-37,720,000","54,758,000","-32,275,000","-20,909,000","-47,340,000","-2,883,000","66,190,000","-31,128,000","-65,657,000","2,145,000","-22,315,000","-40,565,000","66,402,000",,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-403,000,000","-136,000,000","-129,000,000","-125,000,000","-13,000,000","-42,000,000","-79,000,000","21,000,000","95,000,000","-8,000,000","-24,000,000","11,000,000","106,000,000","19,000,000","-81,000,000","-33,000,000","32,000,000","-41,000,000","-55,945,000","2,738,000","40,451,000","-19,244,000","-55,861,000","6,595,000","28,159,000","-40,878,000","-6,469,000","55,784,000","14,136,000","35,979,000","-29,405,000","46,132,000","1,490,000","32,870,000","-20,308,000","-24,432,000","6,883,000","-8,776,000","-27,761,000","35,587,000","15,281,000","68,372,000","-24,529,000","41,950,000","-61,941,000","3,771,000","-94,225,000","14,222,000","28,387,000","-28,995,000","-57,388,000","-25,262,000","-2,894,000","44,094,000","163,218,000","23,277,000","17,589,000","-4,180,000","-61,472,000","-1,880,000","-46,868,000","38,625,000","-74,217,000","30,165,000","-3,504,000","281,000","-53,282,000","21,606,000","9,987,000","1,635,000","-70,457,000","3,568,000"
			ChangeInPrepaidAssets,"-29,000,000","-14,000,000","22,000,000","-10,000,000","-27,000,000","-12,000,000","10,000,000","8,000,000","-23,000,000","7,000,000","6,000,000","1,000,000","-12,000,000","4,000,000","2,000,000","10,000,000","-15,000,000","2,000,000","9,212,000","11,578,000","-362,000","5,572,000","9,739,000","14,217,000","-1,795,000","-10,791,000","1,239,000","5,348,000","-4,642,000","-6,202,000","7,003,000","5,938,000","-4,002,000","-1,478,000","4,563,000","2,909,000","-5,870,000","-2,077,000","-228,000","943,000","-1,309,000","-1,611,000","-1,052,000","8,967,000","-6,532,000","1,604,000","685,000","2,816,000","-5,621,000","-5,097,000","2,844,000","1,238,000","-862,000","-3,456,000","6,755,000","7,843,000","-10,448,000","3,244,000","-7,016,000","7,430,000","-4,190,000","5,630,000","-6,518,000","1,866,000","-2,283,000","211,000","-2,285,000","1,585,000","-1,469,000","1,552,000","-200,000","5,181,000"
			ChangeInPayablesAndAccruedExpense,"478,000,000","-12,000,000","219,000,000","126,000,000","145,000,000","-9,000,000","82,000,000","98,000,000","81,000,000","-148,000,000","-19,000,000","19,000,000","15,000,000","-117,000,000","-153,000,000","126,000,000","-20,000,000","-61,000,000","82,682,000","123,565,000","67,227,000","-72,474,000","-47,000,000","54,489,000","83,282,000","-30,505,000","12,160,000","1,449,000","20,357,000","-63,210,000","-35,444,000","21,555,000","26,299,000","-34,658,000","-5,090,000","30,928,000","-27,228,000","63,000","35,230,000","7,838,000","26,373,000","-49,785,000","34,324,000","-2,084,000","54,688,000","-47,832,000","48,416,000","-29,907,000","13,947,000","3,098,000","22,898,000","2,069,000","49,440,000","945,000","-189,263,000","-68,277,000","82,385,000","-54,893,000","48,131,000","6,549,000","39,809,000","-17,048,000","91,744,000","-33,306,000","29,801,000","-29,089,000","60,432,000","-7,422,000","-24,483,000","21,191,000","25,198,000","3,992,000"
				ChangeInPayable,"163,000,000","-4,000,000","58,000,000","52,000,000","57,000,000","75,000,000","50,000,000","9,000,000","10,000,000","-2,000,000","-40,000,000","-9,000,000","-33,000,000","-7,000,000","-136,000,000","47,000,000","2,000,000","-13,000,000","25,101,000","-21,131,000","32,653,000","49,377,000","-22,159,000","-20,285,000","30,642,000","23,752,000","8,907,000","-28,184,000","1,298,000","-3,625,000","1,532,000","-76,779,000","7,716,000","-29,706,000","-5,698,000","14,301,000","-9,516,000","14,733,000","22,926,000","-18,608,000","11,095,000","-28,138,000","29,869,000","-28,920,000","41,843,000","-22,481,000","55,866,000","-33,399,000","-13,106,000","16,283,000","17,047,000","16,476,000","12,703,000","20,818,000",,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"163,000,000","-4,000,000","58,000,000","52,000,000","57,000,000","75,000,000","50,000,000","9,000,000","10,000,000","-2,000,000","-40,000,000","-9,000,000","-33,000,000","-7,000,000","-136,000,000","47,000,000","2,000,000","-13,000,000","25,101,000","-21,131,000","32,653,000","49,377,000","-22,159,000","-20,285,000","30,642,000","23,752,000","8,907,000","-28,184,000","1,298,000","-3,625,000","1,532,000","-76,779,000","7,716,000","-29,706,000","-5,698,000","14,301,000","-9,516,000","14,733,000","22,926,000","-18,608,000","11,095,000","-28,138,000","29,869,000","-28,920,000","41,843,000","-22,481,000","55,866,000","-33,399,000","-13,106,000","16,283,000","17,047,000","16,476,000","12,703,000","20,818,000",,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,"315,000,000","-8,000,000","161,000,000","74,000,000","88,000,000","-84,000,000","32,000,000","89,000,000","71,000,000","-146,000,000","21,000,000","28,000,000","48,000,000","-110,000,000","-17,000,000","79,000,000","-22,000,000","-48,000,000","57,581,000","144,696,000","34,574,000","-121,851,000","-24,841,000","74,774,000","52,640,000","-54,257,000","3,253,000","29,633,000","19,059,000","-59,585,000","-36,976,000","98,334,000","18,583,000","-4,952,000","608,000","16,627,000","-17,712,000","-14,670,000","12,304,000","26,446,000","15,278,000","-21,647,000","4,455,000","26,836,000","12,845,000","-25,351,000","-7,450,000","3,492,000","27,053,000","-13,185,000","5,851,000","-14,407,000","36,737,000","-19,873,000",,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,212,000","30,925,000","-35,658,000","25,781,000","21,778,000","-7,338,000","3,092,000","-35,597,000","10,223,000","20,545,000","-10,720,000","-28,446,000","41,715,000","-1,074,000","-9,448,000","10,821,000","-1,786,000"
			ChangeInOtherWorkingCapital,"-228,000,000","-22,000,000","-132,000,000","-29,000,000","-45,000,000","-25,000,000","4,000,000","-14,000,000","-19,000,000","-32,000,000","-7,000,000","-6,000,000","-36,000,000","-22,000,000","-19,000,000","-21,000,000","-28,000,000","-16,000,000","-30,164,000","-4,254,000","-40,597,000","10,015,000","-23,283,000","-980,000","-65,226,000","-8,954,000","-659,000","3,143,000","1,103,000","-6,201,000","291,000","-1,712,000","-2,058,000","-1,385,000","-4,168,000","3,631,000","-5,721,000","-53,832,000","-1,563,000","-18,435,000","1,036,000","3,724,000",,"-3,943,000","-6,131,000","4,636,000","-1,019,000","345,000","8,325,000","-10,497,000","3,680,000","-1,948,000","-1,685,000","-18,766,000","-9,357,000","-2,503,000","-6,675,000","-14,675,000","-4,029,000","-3,165,000","-2,824,000","-3,682,000","-21,832,000","-13,451,000","-11,892,000","653,000","1,268,000",,,"-5,666,000","-3,563,000","-3,527,000"
InvestingCashFlow,"-4,585,000,000","-1,507,000,000","-2,371,000,000","-578,000,000","-129,000,000","-135,000,000","-143,000,000","-106,000,000","-128,000,000","-132,000,000","-1,006,000,000","-185,000,000","-288,000,000","-475,000,000","-193,000,000","-207,000,000","-176,000,000","-178,000,000","-192,565,000","-148,962,000","-162,454,000","-148,019,000","-173,715,000","-2,262,668,000","20,804,000","-147,221,000","-452,583,000","-379,305,000","-77,633,000","-96,655,000","-121,027,000","-659,702,000","137,568,000","-130,044,000","-307,591,000","-305,761,000","-267,562,000","-121,324,000","-272,387,000","-96,844,000","-30,558,000","-67,182,000","-63,973,000","-72,464,000","-38,115,000","-28,233,000","-37,356,000","-20,554,000","-15,598,000","-6,767,000","-36,754,000","-13,178,000","-12,813,000","-40,441,000","-45,706,000","-45,376,000","-38,419,000","-42,451,000","-49,617,000","-36,146,000","-23,984,000","-15,058,000","-171,328,000","-138,109,000","-38,905,000","-55,994,000","-26,901,000","-16,631,000","-26,722,000","-17,336,000","-17,844,000","-43,729,000"
	CashFlowFromContinuingInvestingActivities,"-4,585,000,000","-1,507,000,000","-2,371,000,000","-578,000,000","-129,000,000","-135,000,000","-143,000,000","-106,000,000","-128,000,000","-132,000,000","-1,006,000,000","-185,000,000","-288,000,000","-475,000,000","-193,000,000","-207,000,000","-176,000,000","-178,000,000","-192,565,000","-148,962,000","-162,454,000","-148,019,000","-173,715,000","-2,262,668,000","20,804,000","-147,221,000","-452,583,000","-379,305,000","-77,633,000","-96,655,000","-121,027,000","-659,702,000","137,568,000","-130,044,000","-307,591,000","-305,761,000","-267,562,000","-121,324,000","-272,387,000","-96,844,000","-30,558,000","-67,182,000","-63,973,000","-72,464,000","-38,115,000","-28,233,000","-37,356,000","-20,554,000","-15,598,000","-6,767,000","-36,754,000","-13,178,000","-12,813,000","-40,441,000","-45,706,000","-45,376,000","-38,419,000","-42,451,000","-49,617,000","-36,146,000","-23,984,000","-15,058,000","-171,328,000","-138,109,000","-38,905,000","-55,994,000","-26,901,000","-16,631,000","-26,722,000","-17,336,000","-17,844,000","-43,729,000"
		NetPPEPurchaseAndSale,"-780,000,000","-263,000,000","-244,000,000","-144,000,000","-129,000,000","-141,000,000","-122,000,000","-112,000,000","-127,000,000","-164,000,000","-183,000,000","-193,000,000","-208,000,000","-203,000,000","-195,000,000","-195,000,000","-158,000,000","-154,000,000","-162,729,000","-133,369,000","-146,617,000","-134,285,000","-161,153,000","-180,170,000","-150,832,000","-136,328,000","-162,190,000","-125,303,000","-108,111,000","-95,822,000","-119,921,000","-94,271,000","-106,171,000","-110,741,000","-180,932,000","-200,417,000","-147,225,000","-150,784,000","-153,858,000","-94,875,000","-75,254,000","-64,899,000","-62,140,000","-42,645,000","-41,000,000","-28,178,000","-30,881,000","-19,740,000","-15,929,000","-14,719,000","-37,993,000","-11,413,000","-17,571,000","-32,792,000","-45,971,000","-45,185,000","-38,635,000","-42,770,000","-49,273,000","-35,812,000","-31,577,000","-18,873,000","-35,397,000","-37,759,000","-34,331,000","-28,549,000","-25,034,000","-16,631,000","-26,722,000","-17,336,000","-19,548,000","-10,510,000"
			PurchaseOfPPE,"-780,000,000","-263,000,000","-244,000,000","-144,000,000","-129,000,000","-141,000,000","-122,000,000","-112,000,000","-127,000,000","-164,000,000","-183,000,000","-193,000,000","-208,000,000","-203,000,000","-195,000,000","-195,000,000","-158,000,000","-154,000,000","-162,729,000","-133,369,000","-146,617,000","-134,285,000","-161,153,000","-180,170,000","-150,832,000","-136,328,000","-162,190,000","-125,303,000","-108,111,000","-95,822,000","-119,921,000","-94,271,000","-106,171,000","-110,741,000","-180,932,000","-200,417,000","-147,225,000","-150,784,000","-155,727,000","-94,895,000","-75,666,000","-64,902,000","-65,020,000","-42,645,000","-40,370,000","-28,808,000","-30,032,000","-20,151,000","-16,367,000","-14,719,000","-34,738,000","-14,668,000","-17,571,000","-32,792,000","-45,398,000","-45,412,000","-38,767,000","-42,984,000","-49,430,000","-35,812,000","-31,610,000","-18,873,000","-35,599,000","-37,772,000","-34,338,000","-28,549,000","-25,028,000","-16,640,000","-26,756,000","-17,336,000","-21,798,000","-11,516,000"
			SaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,869,000","20,000","412,000","3,000",,,,"630,000",,"411,000",,,,,,,,"227,000","132,000","214,000","157,000","0",,,"202,000","13,000",,,"-6,000","9,000",,,"2,250,000",
		NetBusinessPurchaseAndSale,"-3,821,000,000","-1,250,000,000","-2,131,000,000","-438,000,000","-2,000,000","-7,000,000","-18,000,000","5,000,000","0","39,000,000","-817,000,000","-3,000,000","-78,000,000","-278,000,000","-5,000,000","-18,000,000","-19,000,000","-26,000,000","-13,000,000",,,,"0","-2,437,829,000",,,"0","27,865,000",,,"0","-611,087,000",,,"0","-17,225,000",,,,,,,,,,,"0","0","0","0","0","0","0","-6,297,000",,,,,"0","0",,,,,,,,,,,"0",
